"Time","pod:redis-cart-w2-6d65c886c7-fj2lq_service:redis-cart_node:worker--2","pod:frontend-w3-6646bc856b-8tqlt_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-fzrrw_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-mng2n_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w2-8649bb655b-wlss6_service:productcatalogservice_node:worker--2","pod:currencyservice-w1-6f8d8654c5-ndk7t_service:currencyservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-69zq5_service:frontend_node:worker--2","pod:recommendationservice-w2-8597bb459d-lsqj9_service:recommendationservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-wr9k7_service:recommendationservice_node:worker--2","pod:recommendationservice-w3-6855bd669b-fq8kt_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-rs5cd_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-xhgl8_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-nhgxp_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w2-754d7d8cd4-w7jxr_service:adservice_node:worker--2","pod:currencyservice-w2-656689488c-gsq4z_service:currencyservice_node:worker--2","pod:cartservice-w4-86744bdcbd-c4wlc_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-ffqfq_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-l5lzn_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-mnnmf_service:currencyservice_node:worker--2","pod:currencyservice-w3-649d8c7669-pmtdg_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-52czk_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-qfhb4_service:currencyservice_node:worker--4.novalocal","pod:redis-cart-w4-7c75d55f4d-55npv_service:redis-cart_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-56kcl_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-9nlkl_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-77b5j_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-7pjcd_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-n4blz_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-pg7j2_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-9dsj7_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-gmqjh_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-2x9gt_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-46bpg_service:frontend_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-tk9ws_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-74cws_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-65pmc_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w4-56c4dd84bf-vdqcg_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w4-cd78b8fd6-hzv9x_service:currencyservice_node:worker--4.novalocal","pod:cartservice-w2-856bd974f7-rj5sk_service:cartservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-l79mq_service:productcatalogservice_node:worker--2","pod:recommendationservice-w3-6855bd669b-kwmwh_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w4-5c67ddfffc-wlvfj_service:adservice_node:worker--4.novalocal"
1638453975.703,0.025103149482159668,0.46505267097916664,0.08668092617092371,0.010497955638545437,0.06646245718495977,0.5310168987934719,0.4620494364382296,0.009994148150641813,0.010054413591517309,0.01137991004302689,0.45265099223065997,0.4739958789777337,0.0660572682762452,0.24800448885447313,0.4707725201521708,0.22887617903022806,0.5247472366139972,0.4845866966446523,0.46340459084474267,0.6054526235699266,0.5232220053776355,0.4680930098304511,0.024218228795793176,0.00922000602710642,0.4464784604335441,0.5839129570483353,0.00950462280947339,0.0743052519860541,0.00941581203619448,0.5190259562805938,0.08532772333570772,0.009672868939699326,0.5035053831156329,0.4821330225098432,0.07188349110196766,0.009156407112796285,0.065052703842306,0.46500864515838936,0.22848420429045407,0.06569628173772583,0.011425915789994816,0.2513890731225604
1638453990.765,0.02673990730182662,0.5874469846250402,0.1002398591925227,0.011131013608127181,0.07541063637913853,0.5926364052411004,0.49813051665615593,0.009199765288561673,0.009265353419123195,0.011017378108966257,0.5100473499150402,0.5355450473285193,0.07228509325913257,0.2725255210296362,0.5190084344967661,0.25246777252602104,0.5887060520887071,0.5436295024616982,0.5236360300277351,0.6224604996438852,0.6026884558939739,0.5284336875069781,0.026479275396277525,0.008905303566093863,0.5041278187334662,0.6669306956058052,0.009307278580228319,0.08212717585760032,0.009295351871187674,0.5756012438514434,0.08980932080877414,0.009291439643429303,0.5641663770378574,0.5419813027966128,0.07952982795599692,0.00874195272596942,0.0716281232620851,0.5234762732577427,0.25730768335565074,0.07383239001467409,0.01126127998060486,0.27704645350813395
1638454005.801,0.02673990730182662,0.5874469846250402,0.1002398591925227,0.011131013608127181,0.07541063637913853,0.5926364052411004,0.49813051665615593,0.009199765288561673,0.009265353419123195,0.011017378108966257,0.5100473499150402,0.5355450473285193,0.07228509325913257,0.2725255210296362,0.5190084344967661,0.25246777252602104,0.5887060520887071,0.5436295024616982,0.5236360300277351,0.6224604996438852,0.6026884558939739,0.5284336875069781,0.026479275396277525,0.008905303566093863,0.5041278187334662,0.6669306956058052,0.009307278580228319,0.08212717585760032,0.009295351871187674,0.5756012438514434,0.08980932080877414,0.009291439643429303,0.5641663770378574,0.5419813027966128,0.07952982795599692,0.00874195272596942,0.0716281232620851,0.5234762732577427,0.25730768335565074,0.07383239001467409,0.01126127998060486,0.27704645350813395
1638454021.658,0.028733269348913362,0.5871158947975963,0.09793929167903596,0.010023181521739866,0.07471572606593414,0.6220060385554296,0.5610151922342788,0.009055143854162733,0.008949497769837857,0.009802976443847686,0.5436797667144592,0.568656543326794,0.07445571424455058,0.27752502482971536,0.559377018968827,0.26521662127893547,0.6169664238474937,0.5782682921488711,0.5575601214420094,0.6601224323900352,0.636606829388673,0.5515642724405322,0.026949242424456656,0.008846583038656916,0.5069053187421992,0.670619688736706,0.008947845356755007,0.08168847551242477,0.009079305531790963,0.6464794937614939,0.0954056219053866,0.008967441711568944,0.5976075616390188,0.5796096140739678,0.08095780104267788,0.008693886214562184,0.0739651420367193,0.5526484965769695,0.2745678010310104,0.07228859909311025,0.01144222680026847,0.26828731700031716
1638454036.916,0.028733269348913362,0.5871158947975963,0.09793929167903596,0.010023181521739866,0.07471572606593414,0.6220060385554296,0.5610151922342788,0.009055143854162733,0.008949497769837857,0.009802976443847686,0.5436797667144592,0.568656543326794,0.07445571424455058,0.27752502482971536,0.559377018968827,0.26521662127893547,0.6169664238474937,0.5782682921488711,0.5575601214420094,0.6601224323900352,0.636606829388673,0.5515642724405322,0.026949242424456656,0.008846583038656916,0.5069053187421992,0.670619688736706,0.008947845356755007,0.08168847551242477,0.009079305531790963,0.6464794937614939,0.0954056219053866,0.008967441711568944,0.5976075616390188,0.5796096140739678,0.08095780104267788,0.008693886214562184,0.0739651420367193,0.5526484965769695,0.2745678010310104,0.07228859909311025,0.01144222680026847,0.26828731700031716
1638454052.043,0.02903959848178798,0.5984170952589573,0.10128393425063531,0.010396240666533607,0.07483267191835734,0.6212579024186327,0.5181901796487316,0.009006544508947542,0.009095296734179836,0.010432825848443652,0.5423148922290046,0.5688698148881866,0.0736130757794305,0.24307803573833048,0.5398444759551076,0.26585997374225945,0.6164091272850243,0.5795613040641995,0.5382326875669645,0.7186143202076996,0.5952749520750016,0.5522257129975225,0.027036465244618176,0.008824433334041839,0.5362760367937546,0.6756554798381886,0.008920525160542127,0.08207880664530096,0.009092449700658357,0.6405073949167177,0.09241336767944566,0.00893056417349813,0.5986375784550617,0.5798147067918997,0.08107914073773594,0.008628690296725104,0.07381264540747202,0.5526078239973038,0.2767137443600005,0.07638679372992586,0.011406170164596115,0.2525743168901832
1638454067.073,0.02903959848178798,0.5984170952589573,0.10128393425063531,0.010396240666533607,0.07483267191835734,0.6212579024186327,0.5181901796487316,0.009006544508947542,0.009095296734179836,0.010432825848443652,0.5423148922290046,0.5688698148881866,0.0736130757794305,0.24307803573833048,0.5398444759551076,0.26585997374225945,0.6164091272850243,0.5795613040641995,0.5382326875669645,0.7186143202076996,0.5952749520750016,0.5522257129975225,0.027036465244618176,0.008824433334041839,0.5362760367937546,0.6756554798381886,0.008920525160542127,0.08207880664530096,0.009092449700658357,0.6405073949167177,0.09241336767944566,0.00893056417349813,0.5986375784550617,0.5798147067918997,0.08107914073773594,0.008628690296725104,0.07381264540747202,0.5526078239973038,0.2767137443600005,0.07638679372992586,0.011406170164596115,0.2525743168901832
1638454082.089,0.02924100998999915,0.6089844430819727,0.103839954690559,0.01020856294030478,0.07674109152704761,0.6221013121079828,0.5641613956340701,0.009025782148845286,0.009053328244513026,0.009472198365,0.5442660124735429,0.5698525793596524,0.07342174601576645,0.2517571217137308,0.5625136287592921,0.26623527065469355,0.6171160576615363,0.5807906454534403,0.5601501838913711,0.6907757115833274,0.6474806301966489,0.5530310843952215,0.027069042712032556,0.008836589043811717,0.5266234855413088,0.6865911876496005,0.008856857774820131,0.08251782757572762,0.009092861812499952,0.6225761223801594,0.10123715685630699,0.0089410647432271,0.5992999150793109,0.5794486667885667,0.0810072402600627,0.008728334603277628,0.07398708512009168,0.5537459008313532,0.27237277526238357,0.0765763204990137,0.011211038641133661,0.24206680451903034
1638454097.108,0.02924100998999915,0.6089844430819727,0.103839954690559,0.01020856294030478,0.07674109152704761,0.6221013121079828,0.5641613956340701,0.009025782148845286,0.009053328244513026,0.009472198365,0.5442660124735429,0.5698525793596524,0.07342174601576645,0.2517571217137308,0.5625136287592921,0.26623527065469355,0.6171160576615363,0.5807906454534403,0.5601501838913711,0.6907757115833274,0.6474806301966489,0.5530310843952215,0.027069042712032556,0.008836589043811717,0.5266234855413088,0.6865911876496005,0.008856857774820131,0.08251782757572762,0.009092861812499952,0.6225761223801594,0.10123715685630699,0.0089410647432271,0.5992999150793109,0.5794486667885667,0.0810072402600627,0.008728334603277628,0.07398708512009168,0.5537459008313532,0.27237277526238357,0.0765763204990137,0.011211038641133661,0.24206680451903034
1638454112.562,0.027709727189550823,0.5873393896705317,0.09682812835215933,0.010022819071244256,0.07637378979974468,0.6210160017939501,0.5276085607138898,0.008951216671833623,0.009096249321344767,0.011030990970420826,0.5447023118520447,0.5699765133000726,0.073238121943602,0.2500143177183973,0.5412712986130568,0.26643681033476585,0.6146716199956928,0.5779602476139991,0.5395488119210496,0.7156988038469452,0.6386586916743239,0.5532300281834859,0.02703987602197845,0.008854221196855644,0.49530725245620877,0.6535297729223466,0.008877121154262967,0.08206801889984336,0.009008499317201574,0.5922143441821758,0.09569281908778139,0.008901878535581683,0.5984557717176484,0.5774492331582329,0.08080154705935066,0.008734381241274012,0.07377048514743167,0.5542142346531693,0.2734740122208593,0.07662986042118049,0.011410045482381205,0.24207432824306852
