"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 16:42:30,0.145,0.182,0.549,0.524,,0.704,0.735,0.143,0.00748,0.0243
2021-06-04 16:43:00,0.142,0.190,0.519,0.527,,0.702,0.690,0.143,0.00620,0.0249
2021-06-04 16:43:30,0.145,0.183,0.546,0.523,,0.737,0.720,0.155,0.00727,0.0251
2021-06-04 16:44:00,0.152,0.186,0.543,0.510,,0.693,0.722,0.147,0.00730,0.0250
2021-06-04 16:44:30,0.149,0.193,0.536,0.519,,0.703,0.687,0.142,0.00727,0.0249
2021-06-04 16:45:00,0.151,0.185,0.539,0.545,,0.708,0.693,0.140,0.00667,0.0271
2021-06-04 16:45:30,0.141,0.178,0.527,0.546,,0.692,0.694,0.148,0.00672,0.0266
2021-06-04 16:46:00,0.153,0.176,0.535,0.546,,0.696,0.703,0.147,0.00721,0.0249
2021-06-04 16:46:30,0.146,0.182,0.511,0.549,,0.701,0.669,0.139,0.00720,0.0262
2021-06-04 16:47:00,0.139,0.170,0.491,0.502,,0.674,0.648,0.135,0.00838,0.0248
2021-06-04 16:47:30,0.130,0.155,0.414,0.436,,0.558,0.584,0.116,0.00945,0.0214
2021-06-04 16:48:00,0.120,0.128,0.369,0.377,,0.485,0.485,0.105,0.0106,0.0186
