"Time","pod:recommendationservice-w1-5c774597c5-8cxxf_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-f787b_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-vhbcw_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-f2hll_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-gcjhj_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-dfgtr_service:frontend_node:worker--4.novalocal","pod:frontend-w1-599b6846df-cm9st_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-mdgxg_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-qxb6n_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-ljn4h_service:productcatalogservice_node:worker--3","pod:frontend-w2-777d8d5dcb-7rjcr_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-fx82s_service:frontend_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:cartservice-w1-86744bdcbd-j8lrd_service:cartservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-jl98m_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-m82rm_service:recommendationservice_node:worker--3","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-q6vk7_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-ktltn_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-c97d6_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-7szm8_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-45gbl_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-9smsq_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-kr2zh_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-wqxr8_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-h9pks_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-szvzk_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-tkrfh_service:recommendationservice_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-jcqnj_service:cartservice_node:worker--3","pod:frontend-w3-8ddd87c7b-v8j9r_service:frontend_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-wr2xf_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-d9pmn_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-z4sk6_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-fmst8_service:frontend_node:worker--3","pod:frontend-w4-6646bc856b-85bdc_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-mrrxb_service:frontend_node:worker--4.novalocal","pod:frontend-w1-599b6846df-ksfsc_service:frontend_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-46mvb_service:frontend_node:worker--2.novalocal"
1637870980.034,0.05715318539832355,0.26973799452014163,0.05171953556248758,0.30777423355519085,0.3054344921093609,0.2915463877199177,0.26078192704723585,0.12435609933078037,0.11862279913195378,0.11616136468041677,0.24180317423911046,0.24151851947681147,0.14684759144867848,0.042166822624208324,0.18640809787395268,0.24499663985126113,0.05351314005123685,0.14499389982149757,0.05592669109077371,0.004508983827094749,0.2688672784007158,0.11569511580441869,0.05248860949275206,0.31636091957403045,0.06290276371467575,0.11961009810705195,0.12182484214624406,0.11426290636159567,0.29673644105402974,0.05419159548737731,0.16717830379149304,0.2536118011041847,0.12911900608810198,0.27050868466874955,0.055562824903141156,0.25994684010349445,0.17465523260894208,0.2881381034827904,0.25564583662744644,0.2448466217878777
1637870995.072,0.0623630206552437,0.2984896817267706,0.057157123605570154,0.3586936885303351,0.34638497537359303,0.30845411184183125,0.29562697120720716,0.1369463607727915,0.12961137007249932,0.12724839686145917,0.2702346336707925,0.2705986046808147,0.14817937837925377,0.04603783616244144,0.2032966128576883,0.27327703494899247,0.05513252736746292,0.1605272349517748,0.06146676417292328,0.004432500220087742,0.29839397439383086,0.12886428124389615,0.05678908492077714,0.374151127686279,0.06208489354122062,0.13284124081109283,0.13122039332611313,0.1312923302982115,0.31380251515738566,0.06033670619272142,0.19130127870805927,0.2845730370236551,0.15820132355434782,0.2984220308772397,0.05862308641407938,0.27755154517651365,0.20690508147339326,0.30752513048179037,0.2886672927600419,0.2738378840443545
1637871010.1,0.0623630206552437,0.2984896817267706,0.057157123605570154,0.3586936885303351,0.34638497537359303,0.30845411184183125,0.29562697120720716,0.1369463607727915,0.12961137007249932,0.12724839686145917,0.2702346336707925,0.2705986046808147,0.14817937837925377,0.04603783616244144,0.2032966128576883,0.27327703494899247,0.05513252736746292,0.1605272349517748,0.06146676417292328,0.004432500220087742,0.29839397439383086,0.12886428124389615,0.05678908492077714,0.374151127686279,0.06208489354122062,0.13284124081109283,0.13122039332611313,0.1312923302982115,0.31380251515738566,0.06033670619272142,0.19130127870805927,0.2845730370236551,0.15820132355434782,0.2984220308772397,0.05862308641407938,0.27755154517651365,0.20690508147339326,0.30752513048179037,0.2886672927600419,0.2738378840443545
1637871025.131,0.061984422048747795,0.29741131889871886,0.057506223003126716,0.3551079450696534,0.3420854648507792,0.31893662864230893,0.30419184010061273,0.13728113969364952,0.1288108337837179,0.1349095678548795,0.2729472086814297,0.27371130405323724,0.15697274169477715,0.04639374981606979,0.21064866797973253,0.27733262200581726,0.05878948311969269,0.16420495168113636,0.06119610932906609,0.004484657872099152,0.2966511219807012,0.12656643005173263,0.055826312541627746,0.3700327508117226,0.06412760348960064,0.13639922078917432,0.13598315028947447,0.1324749449325509,0.320828646134249,0.059666097383568414,0.19779846278155366,0.2955185901802399,0.1584803445734366,0.2983585780414408,0.05858668894136967,0.29304385632921837,0.19505411312983367,0.32987496360382984,0.29761317389838043,0.2786990225187993
1637871040.156,0.061984422048747795,0.29741131889871886,0.057506223003126716,0.3551079450696534,0.3420854648507792,0.31893662864230893,0.30419184010061273,0.13728113969364952,0.1288108337837179,0.1349095678548795,0.2729472086814297,0.27371130405323724,0.15697274169477715,0.04639374981606979,0.21064866797973253,0.27733262200581726,0.05878948311969269,0.16420495168113636,0.06119610932906609,0.004484657872099152,0.2966511219807012,0.12656643005173263,0.055826312541627746,0.3700327508117226,0.06412760348960064,0.13639922078917432,0.13598315028947447,0.1324749449325509,0.320828646134249,0.059666097383568414,0.19779846278155366,0.2955185901802399,0.1584803445734366,0.2983585780414408,0.05858668894136967,0.29304385632921837,0.19505411312983367,0.32987496360382984,0.29761317389838043,0.2786990225187993
1637871055.185,0.0620850775313012,0.2982877008523427,0.05760782134672232,0.35098553526039156,0.36917489584269014,0.3208456939171669,0.3044090565547975,0.13637548846080377,0.12976034610635984,0.13430263532303122,0.2739217775463614,0.2739520526849597,0.15752120062424377,0.04743950042315344,0.20993160573716516,0.2792868972717618,0.05903343784256808,0.16381752111195516,0.06161052026490428,0.004406534216042295,0.2973262274486252,0.12996070022696915,0.05485738878006776,0.3460832198331666,0.06925944214368987,0.13609658673423927,0.13573217282466093,0.12751078753609402,0.3231524639384689,0.05979158093322108,0.19303951766708038,0.2959684323572612,0.14451855345398185,0.3008266657503543,0.0581656792320097,0.28808213511793535,0.19592695270714547,0.327075446366977,0.29736712393371895,0.2796355718773561
1637871070.211,0.0620850775313012,0.2982877008523427,0.05760782134672232,0.35098553526039156,0.36917489584269014,0.3208456939171669,0.3044090565547975,0.13637548846080377,0.12976034610635984,0.13430263532303122,0.2739217775463614,0.2739520526849597,0.15752120062424377,0.04743950042315344,0.20993160573716516,0.2792868972717618,0.05903343784256808,0.16381752111195516,0.06161052026490428,0.004406534216042295,0.2973262274486252,0.12996070022696915,0.05485738878006776,0.3460832198331666,0.06925944214368987,0.13609658673423927,0.13573217282466093,0.12751078753609402,0.3231524639384689,0.05979158093322108,0.19303951766708038,0.2959684323572612,0.14451855345398185,0.3008266657503543,0.0581656792320097,0.28808213511793535,0.19592695270714547,0.327075446366977,0.29736712393371895,0.2796355718773561
1637871085.254,0.06174634476184972,0.29764838053211595,0.057371482399778066,0.3510418049181232,0.37058228727899606,0.32092237191001605,0.30477141944112895,0.1366488429724369,0.12950749566976774,0.1333514965654893,0.2747212739573539,0.27498326362491726,0.15016857206135414,0.047338264079665245,0.21123735282191614,0.27908863853730453,0.05868074098706147,0.16362466160146846,0.06223085465157535,0.004398845204640065,0.29749000222513633,0.1325286468031759,0.057811036663786855,0.3710352365874865,0.06247029486683034,0.1369383049284873,0.13565366273245197,0.13196665471016478,0.3173766683378297,0.06007775203643701,0.1979024364962264,0.29488748596198056,0.15864040133080926,0.30049054972018197,0.05753667440233576,0.298419054942666,0.19365090600736903,0.3373097416530527,0.2979804597423227,0.27935359881235794
1637871100.274,0.06174634476184972,0.29764838053211595,0.057371482399778066,0.3510418049181232,0.37058228727899606,0.32092237191001605,0.30477141944112895,0.1366488429724369,0.12950749566976774,0.1333514965654893,0.2747212739573539,0.27498326362491726,0.15016857206135414,0.047338264079665245,0.21123735282191614,0.27908863853730453,0.05868074098706147,0.16362466160146846,0.06223085465157535,0.004398845204640065,0.29749000222513633,0.1325286468031759,0.057811036663786855,0.3710352365874865,0.06247029486683034,0.1369383049284873,0.13565366273245197,0.13196665471016478,0.3173766683378297,0.06007775203643701,0.1979024364962264,0.29488748596198056,0.15864040133080926,0.30049054972018197,0.05753667440233576,0.298419054942666,0.19365090600736903,0.3373097416530527,0.2979804597423227,0.27935359881235794
1637871115.298,0.06181770360330592,0.3001806627344421,0.05770040224487161,0.34297871867649354,0.3552760261543357,0.3181575637826915,0.3045921011828268,0.13617843614442002,0.13017075816125118,0.12273170655263452,0.27578468896340513,0.27562129109824285,0.15720430355428824,0.04709388084721482,0.2104938667735947,0.2803233734409998,0.05690243002412558,0.16422439608599637,0.06189556654134139,0.004376893548522831,0.29778366770983933,0.13217302531309078,0.05821553096921667,0.37013762270522527,0.06652136064638713,0.13694595050898947,0.1356755603486287,0.13252151830746906,0.34164110366378775,0.06022191574989483,0.19860140258190082,0.29425931930103394,0.1498927157559308,0.3013601367459438,0.0576678120559863,0.28465410225879595,0.20574207208524686,0.3385939061378572,0.2980590796629542,0.28120554674233156
