"Time","pod:cartservice-w1-86744bdcbd-j8lrd_service:cartservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-6zqwb_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-k5cvt_service:frontend_node:worker--3","pod:frontend-w1-599b6846df-xvtzr_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-vp8vn_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-xrchk_service:frontend_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-v549h_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-9qg7j_service:frontend_node:worker--4.novalocal","pod:frontend-w1-599b6846df-mt5fv_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-dp8dd_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-l6pts_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-hpdb2_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-hx2br_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:recommendationservice-w4-6855bd669b-9vl9s_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-2xx5q_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-vqhgv_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-9hsw5_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-r7wn7_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-g5pns_service:currencyservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-96lcd_service:frontend_node:worker--3","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-v8lgs_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-9n6kx_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-26crj_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-6t8x8_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-jcqnj_service:cartservice_node:worker--3","pod:currencyservice-w2-6f8d8654c5-4qlxh_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-pjncz_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-7d8t6_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w3-8649bb655b-b2qd5_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-dk9tf_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-7lxn4_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-567rg_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-jmwbc_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-kkhhn_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-c4h6t_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-q69fs_service:productcatalogservice_node:worker--3"
1637873573.663,0.2028746813726995,0.004429803243468446,0.30239547467630445,0.2554550831635951,0.26968439458831384,0.11797301500015508,0.30440505346234437,0.34723334620985724,0.2815742583266453,0.2765807108175297,0.06049017391152546,0.26456587732512316,0.1327444214156944,0.05440699048442345,0.04544192951830082,0.06558166796489756,0.12900899265221466,0.2633918698798844,0.05909158104955566,0.14225466461201597,0.05601301873003171,0.35016945727867854,0.2685267157492387,0.1565727023553794,0.05974229373284033,0.30032283655392805,0.26967446415880403,0.26781921655405294,0.18487062442083177,0.300485884722884,0.050898106309020405,0.1820089956791069,0.12211811636047017,0.33198872075520836,0.30037646416008285,0.15473796159221317,0.13137533018962044,0.13038431530997024,0.06071085376997058,0.11943189412496441
1637873588.69,0.2028746813726995,0.004429803243468446,0.30239547467630445,0.2554550831635951,0.26968439458831384,0.11797301500015508,0.30440505346234437,0.34723334620985724,0.2815742583266453,0.2765807108175297,0.06049017391152546,0.26456587732512316,0.1327444214156944,0.05440699048442345,0.04544192951830082,0.06558166796489756,0.12900899265221466,0.2633918698798844,0.05909158104955566,0.14225466461201597,0.05601301873003171,0.35016945727867854,0.2685267157492387,0.1565727023553794,0.05974229373284033,0.30032283655392805,0.26967446415880403,0.26781921655405294,0.18487062442083177,0.300485884722884,0.050898106309020405,0.1820089956791069,0.12211811636047017,0.33198872075520836,0.30037646416008285,0.15473796159221317,0.13137533018962044,0.13038431530997024,0.06071085376997058,0.11943189412496441
1637873603.723,0.21363201586225594,0.004367774783647967,0.3163812421308992,0.27481474287434143,0.29546433107369546,0.1296563665333203,0.31895701606342775,0.3548731195263982,0.32722353176183266,0.29688441801043436,0.06311386304551533,0.28481893032074707,0.13621908853016637,0.05757809568458637,0.04873852250363251,0.06475030874610048,0.13740463872641126,0.28293785355404377,0.05869054450662031,0.15399336689147042,0.052905620806868295,0.3760873558949393,0.29221885222931854,0.1667330674728597,0.06068172060935509,0.3174001267232971,0.2902650311304626,0.28759353269544957,0.1996795527479338,0.3128200155387774,0.0570899714274143,0.193320344666172,0.12401610763385477,0.357706253446717,0.34350783945407937,0.14796406026494774,0.13770395922548306,0.13842633955037165,0.06240386727568673,0.13000651153273496
1637873618.741,0.21363201586225594,0.004367774783647967,0.3163812421308992,0.27481474287434143,0.29546433107369546,0.1296563665333203,0.31895701606342775,0.3548731195263982,0.32722353176183266,0.29688441801043436,0.06311386304551533,0.28481893032074707,0.13621908853016637,0.05757809568458637,0.04873852250363251,0.06475030874610048,0.13740463872641126,0.28293785355404377,0.05869054450662031,0.15399336689147042,0.052905620806868295,0.3760873558949393,0.29221885222931854,0.1667330674728597,0.06068172060935509,0.3174001267232971,0.2902650311304626,0.28759353269544957,0.1996795527479338,0.3128200155387774,0.0570899714274143,0.193320344666172,0.12401610763385477,0.357706253446717,0.34350783945407937,0.14796406026494774,0.13770395922548306,0.13842633955037165,0.06240386727568673,0.13000651153273496
1637873633.767,0.21605907793416043,0.00437549677171376,0.31693326903926644,0.26562604643714494,0.2976108454079213,0.13001876862608003,0.3353784888402593,0.3662788663957086,0.32739138567882775,0.2996602469387143,0.0634187667039175,0.285070900165373,0.13661881137524196,0.05795150145770883,0.04887268813743483,0.06737956624243202,0.13798175638214857,0.2840804729709978,0.05847368861544173,0.15049129731394167,0.05808836396138676,0.3752504925872363,0.2769459437354037,0.1680474816396584,0.061109844856911816,0.31680049650333864,0.2916203175044804,0.28846414716576735,0.1983079636442967,0.3135606925262753,0.052861915477167204,0.20864452508578468,0.13127882855897738,0.3438263437786179,0.3424900501574676,0.1430178132711029,0.13867762275922163,0.13943028481875883,0.06271975385277263,0.12750170344687034
1637873648.787,0.21605907793416043,0.00437549677171376,0.31693326903926644,0.26562604643714494,0.2976108454079213,0.13001876862608003,0.3353784888402593,0.3662788663957086,0.32739138567882775,0.2996602469387143,0.0634187667039175,0.285070900165373,0.13661881137524196,0.05795150145770883,0.04887268813743483,0.06737956624243202,0.13798175638214857,0.2840804729709978,0.05847368861544173,0.15049129731394167,0.05808836396138676,0.3752504925872363,0.2769459437354037,0.1680474816396584,0.061109844856911816,0.31680049650333864,0.2916203175044804,0.28846414716576735,0.1983079636442967,0.3135606925262753,0.052861915477167204,0.20864452508578468,0.13127882855897738,0.3438263437786179,0.3424900501574676,0.1430178132711029,0.13867762275922163,0.13943028481875883,0.06271975385277263,0.12750170344687034
1637873663.822,0.2168698513060897,0.0044355193368743676,0.31768112132048903,0.28809107666455636,0.2981751688509532,0.13047449942972164,0.313842611749777,0.3607712497933406,0.334559627545205,0.30069371805514195,0.06329696773640013,0.2863577287935064,0.13683000114611527,0.05882327537386972,0.048955638068291424,0.06673212319868468,0.13898410541724865,0.2840154841052916,0.05924982771234852,0.15581806730253286,0.05557787830690234,0.3735063905501731,0.2946736362871843,0.16820479307898809,0.06146851662321201,0.3172111126625798,0.29212703899656867,0.28916943862851097,0.192788829807556,0.3136540172829231,0.05633490213715932,0.20891101204469378,0.1312588401220915,0.34561410836417683,0.31108572231285325,0.16171259379008612,0.138760370371817,0.13982948944054388,0.06319424341854998,0.13142217330685446
1637873678.851,0.2168698513060897,0.0044355193368743676,0.31768112132048903,0.28809107666455636,0.2981751688509532,0.13047449942972164,0.313842611749777,0.3607712497933406,0.334559627545205,0.30069371805514195,0.06329696773640013,0.2863577287935064,0.13683000114611527,0.05882327537386972,0.048955638068291424,0.06673212319868468,0.13898410541724865,0.2840154841052916,0.05924982771234852,0.15581806730253286,0.05557787830690234,0.3735063905501731,0.2946736362871843,0.16820479307898809,0.06146851662321201,0.3172111126625798,0.29212703899656867,0.28916943862851097,0.192788829807556,0.3136540172829231,0.05633490213715932,0.20891101204469378,0.1312588401220915,0.34561410836417683,0.31108572231285325,0.16171259379008612,0.138760370371817,0.13982948944054388,0.06319424341854998,0.13142217330685446
1637873693.916,0.21894185669908298,0.004401634086283912,0.3171780806255037,0.28349953967916625,0.30042854372008493,0.13098054835019454,0.3075176149093571,0.3764997942403882,0.3353623619026238,0.3024616188458986,0.06329932834159786,0.28624931552205524,0.13721528342637246,0.05901339269640969,0.04907455887650755,0.0668916030182671,0.13978740363371847,0.28428491678909346,0.05960530137623862,0.15704377052504104,0.05682071788124565,0.3740279240506432,0.2970091219848376,0.16849451059732493,0.06231651976384617,0.31744129390390097,0.2914272755678357,0.2892456720286824,0.20027920011889022,0.3137503893415926,0.05633467084894448,0.2085245120266045,0.13249548536583733,0.35429443055509846,0.32582100797463737,0.15403165124144838,0.13911615526299043,0.14048956441908267,0.0632303268480229,0.1327369727675477
1637873708.935,0.21894185669908298,0.004401634086283912,0.3171780806255037,0.28349953967916625,0.30042854372008493,0.13098054835019454,0.3075176149093571,0.3764997942403882,0.3353623619026238,0.3024616188458986,0.06329932834159786,0.28624931552205524,0.13721528342637246,0.05901339269640969,0.04907455887650755,0.0668916030182671,0.13978740363371847,0.28428491678909346,0.05960530137623862,0.15704377052504104,0.05682071788124565,0.3740279240506432,0.2970091219848376,0.16849451059732493,0.06231651976384617,0.31744129390390097,0.2914272755678357,0.2892456720286824,0.20027920011889022,0.3137503893415926,0.05633467084894448,0.2085245120266045,0.13249548536583733,0.35429443055509846,0.32582100797463737,0.15403165124144838,0.13911615526299043,0.14048956441908267,0.0632303268480229,0.1327369727675477
