"Time","pod:frontend-w1-599b6846df-ch6k5_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-qzbll_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-jkkf5_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-shkc5_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-8vk2r_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-l86t9_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-zl2tg_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-w5k8h_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-77j7q_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-kfm8v_service:currencyservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-xvxd2_service:adservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-gvq6t_service:currencyservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-m2ntk_service:cartservice_node:worker--3","pod:currencyservice-w3-656689488c-2m84g_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-x7xxw_service:productcatalogservice_node:worker--3","pod:cartservice-w1-86744bdcbd-dxtpg_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-jft9d_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-h4pxl_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-5xtsh_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-zmrpn_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-bxbdx_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-c5rtp_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-r4w44_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-n527s_service:recommendationservice_node:worker--3","pod:recommendationservice-w1-5c774597c5-vxvjg_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:adservice-w3-754d7d8cd4-4cbt5_service:adservice_node:worker--3","pod:frontend-w4-6646bc856b-kstbr_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-2bfzp_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-ccmqw_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-lp6bq_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-nwjxl_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-fgz2j_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-cf22z_service:frontend_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-8r48h_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-9gd6n_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-ncs8q_service:productcatalogservice_node:worker--2.novalocal"
1637004741.618,0.4838420890950996,0.24708458299726893,0.2949153731869165,0.17994342754887135,0.6050899550524318,0.251838229815516,0.18871721193736957,0.293135937705881,0.005787724817957464,0.30342906653208335,0.32610679812535626,0.2223113106518969,0.2961909222366594,0.22823773601250738,0.23394887088383226,0.243814786545249,0.2263184141004791,0.24037425555787906,0.30041537667913243,0.3256269576091273,0.14184517992946666,0.2352761049319485,0.49129424278624023,0.24712079390523878,0.1409825306959309,0.14610613355181823,0.03694234231916042,0.22100976302478245,0.5892863099321433,0.1849271378433333,0.48435731618024075,0.13566863432296583,0.20466122439728082,0.2423321270711033,0.4934989820063179,0.58877148459462,0.5873160675345587,0.3013872166871361
1637004756.641,0.5462932437826533,0.2773795285247441,0.3307074170755727,0.20185107329838364,0.6344433374172916,0.28038255186106836,0.20947389595511867,0.36328522547480185,0.0050554127627882245,0.35402705723874994,0.35453878965959496,0.24843049125705222,0.33493401157334735,0.2545962334739794,0.267064914560879,0.2757652301387138,0.25914296144070526,0.2746337139468703,0.3407805345709499,0.341759848409291,0.15846672871771955,0.27224659951133123,0.5236061722854033,0.27373303497676404,0.16486649563548803,0.16243188591790336,0.042304670492230995,0.24553515857572006,0.6131523689649903,0.21624081410355644,0.54602171085098,0.15825936782308972,0.23868818250824408,0.2741358099466397,0.5557702678526361,0.6643481423134376,0.6650117267500564,0.34064113793035744
1637004771.664,0.5462932437826533,0.2773795285247441,0.3307074170755727,0.20185107329838364,0.6344433374172916,0.28038255186106836,0.20947389595511867,0.36328522547480185,0.0050554127627882245,0.35402705723874994,0.35453878965959496,0.24843049125705222,0.33493401157334735,0.2545962334739794,0.267064914560879,0.2757652301387138,0.25914296144070526,0.2746337139468703,0.3407805345709499,0.341759848409291,0.15846672871771955,0.27224659951133123,0.5236061722854033,0.27373303497676404,0.16486649563548803,0.16243188591790336,0.042304670492230995,0.24553515857572006,0.6131523689649903,0.21624081410355644,0.54602171085098,0.15825936782308972,0.23868818250824408,0.2741358099466397,0.5557702678526361,0.6643481423134376,0.6650117267500564,0.34064113793035744
1637004786.685,0.5933562649584874,0.29579860382091494,0.3474552378803495,0.2114923601261195,0.7421213165042542,0.29840562309204355,0.21517756303637497,0.3843355684201792,0.00501287497479707,0.36958296632129867,0.3750406483538098,0.26038030364068343,0.3501512403680006,0.2613642782418921,0.27332212235166703,0.2930372569287381,0.27188166361050287,0.2842532891698535,0.36390721959367517,0.33676053885617513,0.16991384865970133,0.2869385119768908,0.6062511787368675,0.30008506814823094,0.16438536063178066,0.16855151763676246,0.04383222560726342,0.2648491671082053,0.684139929499086,0.23022737173362826,0.5971944671278723,0.16458203026630547,0.23247736103092487,0.28362769115677505,0.6008720355332335,0.7222971005986827,0.724981117694419,0.36227051632016327
1637004801.708,0.5933562649584874,0.29579860382091494,0.3474552378803495,0.2114923601261195,0.7421213165042542,0.29840562309204355,0.21517756303637497,0.3843355684201792,0.00501287497479707,0.36958296632129867,0.3750406483538098,0.26038030364068343,0.3501512403680006,0.2613642782418921,0.27332212235166703,0.2930372569287381,0.27188166361050287,0.2842532891698535,0.36390721959367517,0.33676053885617513,0.16991384865970133,0.2869385119768908,0.6062511787368675,0.30008506814823094,0.16438536063178066,0.16855151763676246,0.04383222560726342,0.2648491671082053,0.684139929499086,0.23022737173362826,0.5971944671278723,0.16458203026630547,0.23247736103092487,0.28362769115677505,0.6008720355332335,0.7222971005986827,0.724981117694419,0.36227051632016327
1637004816.731,0.5938513646952273,0.2970470351729147,0.34776449137711624,0.21349126441839922,0.7438977253561636,0.2991443930834049,0.21445185424690658,0.36769193051824944,0.005010311358236279,0.3944495832522521,0.3787250961364234,0.260472553044497,0.34955012437883864,0.27602282063080336,0.28362736947247896,0.29902071024793847,0.27202057294625104,0.28524178473516903,0.3642865265357036,0.3583003678726631,0.17005344552861895,0.28683883380821695,0.6068582774494878,0.2953369108191752,0.17058697361434044,0.16938327969794936,0.043881438164477614,0.2553430277066346,0.6895350972430642,0.215520330523858,0.6079170378110687,0.16333612302918932,0.2175485693300254,0.28354748371931743,0.6015686949247854,0.7219434058404102,0.7260424844170517,0.36257432303746934
1637004831.757,0.5938513646952273,0.2970470351729147,0.34776449137711624,0.21349126441839922,0.7438977253561636,0.2991443930834049,0.21445185424690658,0.36769193051824944,0.005010311358236279,0.3944495832522521,0.3787250961364234,0.260472553044497,0.34955012437883864,0.27602282063080336,0.28362736947247896,0.29902071024793847,0.27202057294625104,0.28524178473516903,0.3642865265357036,0.3583003678726631,0.17005344552861895,0.28683883380821695,0.6068582774494878,0.2953369108191752,0.17058697361434044,0.16938327969794936,0.043881438164477614,0.2553430277066346,0.6895350972430642,0.215520330523858,0.6079170378110687,0.16333612302918932,0.2175485693300254,0.28354748371931743,0.6015686949247854,0.7219434058404102,0.7260424844170517,0.36257432303746934
1637004846.788,0.5939099159356327,0.2980925874592973,0.346372650206923,0.21323984013787717,0.7108705943803355,0.299913702642434,0.2134737593242672,0.3842332581738762,0.005054470572881352,0.39401471413100214,0.3705767802333375,0.2608806490875986,0.34862427572460686,0.2752450109393424,0.2759205394947372,0.2994118628231266,0.2707285971057749,0.2851511703135951,0.3643190657768012,0.3550607810325377,0.1703703764476377,0.2859202794175849,0.6065659037301623,0.3004472379713691,0.17135717298369096,0.16779439003258417,0.04332423362663693,0.264204778989051,0.6877355014624773,0.2123956330150246,0.6081996029176386,0.16737408874579845,0.23851691130601918,0.2828388481563147,0.6026977001066836,0.7221278241531307,0.7251163765863948,0.3619930286497414
1637004861.824,0.5939099159356327,0.2980925874592973,0.346372650206923,0.21323984013787717,0.7108705943803355,0.299913702642434,0.2134737593242672,0.3842332581738762,0.005054470572881352,0.39401471413100214,0.3705767802333375,0.2608806490875986,0.34862427572460686,0.2752450109393424,0.2759205394947372,0.2994118628231266,0.2707285971057749,0.2851511703135951,0.3643190657768012,0.3550607810325377,0.1703703764476377,0.2859202794175849,0.6065659037301623,0.3004472379713691,0.17135717298369096,0.16779439003258417,0.04332423362663693,0.264204778989051,0.6877355014624773,0.2123956330150246,0.6081996029176386,0.16737408874579845,0.23851691130601918,0.2828388481563147,0.6026977001066836,0.7221278241531307,0.7251163765863948,0.3619930286497414
1637004876.847,0.5939612175824851,0.29891972256435995,0.3461914337991633,0.21331076339809046,0.7583952921111525,0.2998856729998626,0.2132412999579021,0.38421882686510656,0.00503868487489401,0.36603695503725253,0.3597674166826351,0.2610976930660671,0.34727894643282753,0.27511395641045605,0.2736618041723113,0.29910405671248813,0.2702931093966876,0.28475646067040566,0.3640645668989011,0.37972258364313144,0.1700356897137031,0.2852161236413992,0.6060504362319832,0.29951976008887093,0.16037872713352175,0.16794798612364592,0.043270414494601,0.24333316273582128,0.6731089595432613,0.224824547636123,0.574744588181505,0.16667124044736634,0.22707834282269146,0.2833578728158702,0.6025230125697983,0.7214445096665104,0.7241924049280173,0.36092669668832067
