"Time","pod:cartservice-w3-86744bdcbd-s8hrq_service:cartservice_node:worker--3.novalocal","pod:currencyservice-w3-cd78b8fd6-tzcnd_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w1-656689488c-6tnx2_service:currencyservice_node:worker--1","pod:frontend-w2-6646bc856b-c78fr_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w4-66565874fb-g7r5t_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w2-649d8c7669-llfqr_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-4tj7c_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-kfmbd_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w1-8649bb655b-trhb8_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-xn5sd_service:recommendationservice_node:worker--1","pod:frontend-w2-6646bc856b-8sfwf_service:frontend_node:worker--2.novalocal","pod:adservice-w3-5c67ddfffc-v2r6v_service:adservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-sm6d4_service:frontend_node:worker--3.novalocal","pod:redis-cart-w3-7c75d55f4d-7hpfx_service:redis-cart_node:worker--3.novalocal","pod:cartservice-w1-856bd974f7-mjjft_service:cartservice_node:worker--1","pod:currencyservice-w1-656689488c-2zzzb_service:currencyservice_node:worker--1","pod:currencyservice-w3-cd78b8fd6-vjdfz_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-k42nq_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-77d67_service:productcatalogservice_node:worker--1","pod:recommendationservice-w2-6855bd669b-n4xf2_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-xfpzl_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-5rfbh_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-jj7ng_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-w7z7t_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-z4h8r_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-k9mz8_service:frontend_node:worker--1","pod:redis-cart-w1-6d65c886c7-qhxhv_service:redis-cart_node:worker--1","pod:currencyservice-w2-649d8c7669-t67px_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-gkxkr_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-cwxdr_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-djbsx_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-wqc55_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w1-8597bb459d-wjg22_service:recommendationservice_node:worker--1","pod:recommendationservice-w3-5c774597c5-tb8jd_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-kkz82_service:frontend_node:worker--4.novalocal","pod:adservice-w1-754d7d8cd4-xmm68_service:adservice_node:worker--1","pod:frontend-w1-8ddd87c7b-7rg54_service:frontend_node:worker--1","pod:frontend-w3-599b6846df-n7k2m_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-22wb6_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-v5drx_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-zrmkv_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-dzs4l_service:productcatalogservice_node:worker--4.novalocal"
1638830056.948,0.23306597600891238,0.24099197840828113,0.2374750414869972,0.5180034494106833,0.26321104308321375,0.29982497195479163,0.2635677253867967,0.2963430209362878,0.22168884985821175,0.10952737041500325,0.24044650657373734,0.26870267314562185,0.4494688372402573,0.003639173110922443,0.22879621692735175,0.2373610296230907,0.24488255019918298,0.12819773015172742,0.23445875615703676,0.14849794068667885,0.14572571027690662,0.4898302915187132,0.14155956752411158,0.2500555845592899,0.1286074363298125,0.4389608460344758,0.043316146475278025,0.30172846461086045,0.2437853514357331,0.2735578757060189,0.4645958526343792,0.12879084358552037,0.11538476838264948,0.11096660702469562,0.46145104443305796,0.28428073908349066,0.44039600017873304,0.44089961528295224,0.11327131145815604,0.2773427408666696,0.45138060888466053,0.2669605438763517
1638830072.203,0.2670654648012599,0.268476076069983,0.26898021008890394,0.5260782721979167,0.2962991643701599,0.35629333664666224,0.3102145655402083,0.3379243343797627,0.269196678235358,0.12247965339679753,0.2752080722308962,0.2932358089884638,0.5095856305853956,0.00346825042550991,0.2594154352306056,0.27197239907394466,0.27120292359399945,0.14164251771831288,0.2716515105137489,0.15931766812581616,0.1766142793893879,0.5507064033756233,0.16369653217000474,0.27974673281974494,0.14413455530699912,0.49832638725252276,0.04796150974494078,0.34004649124089187,0.27252420314945747,0.3066696058469981,0.5224460246622583,0.1422401269044641,0.1255791118774181,0.12527257165854466,0.5163380945157912,0.29606116104292995,0.501376541717476,0.4975066723251889,0.12342590417388906,0.3111045310051801,0.506322860046448,0.2964330773800098
1638830087.433,0.2670654648012599,0.268476076069983,0.26898021008890394,0.5260782721979167,0.2962991643701599,0.35629333664666224,0.3102145655402083,0.3379243343797627,0.269196678235358,0.12247965339679753,0.2752080722308962,0.2932358089884638,0.5095856305853956,0.00346825042550991,0.2594154352306056,0.27197239907394466,0.27120292359399945,0.14164251771831288,0.2716515105137489,0.15931766812581616,0.1766142793893879,0.5507064033756233,0.16369653217000474,0.27974673281974494,0.14413455530699912,0.49832638725252276,0.04796150974494078,0.34004649124089187,0.27252420314945747,0.3066696058469981,0.5224460246622583,0.1422401269044641,0.1255791118774181,0.12527257165854466,0.5163380945157912,0.29606116104292995,0.501376541717476,0.4975066723251889,0.12342590417388906,0.3111045310051801,0.506322860046448,0.2964330773800098
1638830102.449,0.27634527772719614,0.2840297813808862,0.2827265570756711,0.6161639228246572,0.3066971000314284,0.37790904709817486,0.3210285883889873,0.3200064768139754,0.2870851466382205,0.12847473569776385,0.2667134058023651,0.2878659612656721,0.5430126693496602,0.003469198334502589,0.2760365832980445,0.28501008620994756,0.28451442674071353,0.14496421304699242,0.2610465204894215,0.16530080209718662,0.17766319948347375,0.5814790695396346,0.15857056494991445,0.29163558439438153,0.14510026689165767,0.5376122120464535,0.05095773487965845,0.3758602539414302,0.2885008841966214,0.31573101811308746,0.5559940053615665,0.14452423005840379,0.1217501781498067,0.12851860733535295,0.547988769881301,0.27266834991331723,0.5362065998886785,0.5318567856696701,0.12793654983911834,0.31663538631404753,0.5390298057928719,0.3082595798011154
1638830117.466,0.27634527772719614,0.2840297813808862,0.2827265570756711,0.6161639228246572,0.3066971000314284,0.37790904709817486,0.3210285883889873,0.3200064768139754,0.2870851466382205,0.12847473569776385,0.2667134058023651,0.2878659612656721,0.5430126693496602,0.003469198334502589,0.2760365832980445,0.28501008620994756,0.28451442674071353,0.14496421304699242,0.2610465204894215,0.16530080209718662,0.17766319948347375,0.5814790695396346,0.15857056494991445,0.29163558439438153,0.14510026689165767,0.5376122120464535,0.05095773487965845,0.3758602539414302,0.2885008841966214,0.31573101811308746,0.5559940053615665,0.14452423005840379,0.1217501781498067,0.12851860733535295,0.547988769881301,0.27266834991331723,0.5362065998886785,0.5318567856696701,0.12793654983911834,0.31663538631404753,0.5390298057928719,0.3082595798011154
1638830133.277,0.27903234720309344,0.2850135488316031,0.28356126352618416,0.6066067247775326,0.30733071237306053,0.3500865665952886,0.3328818799425043,0.31986565417246443,0.2819796121570276,0.1292983124420138,0.27945459451629173,0.2728828789683111,0.5451134655386043,0.003476587395482135,0.27055102670334275,0.28464691464610353,0.28545165696216057,0.14439226511382042,0.28880157087081293,0.1574924709694327,0.1777220009310344,0.5674225947812565,0.16423331515736228,0.29302964401455933,0.1443669845321987,0.5413283142185543,0.050462706623019285,0.3748678862171586,0.2900746147548667,0.31556502965404015,0.556640124221478,0.14481651943199447,0.13114016889556582,0.1280730196076085,0.5496214826451897,0.26187856143833055,0.5396376362989257,0.5345046003819036,0.1279127494720688,0.3158409315010152,0.5394429255686312,0.3087241100835297
1638830148.344,0.27903234720309344,0.2850135488316031,0.28356126352618416,0.6066067247775326,0.30733071237306053,0.3500865665952886,0.3328818799425043,0.31986565417246443,0.2819796121570276,0.1292983124420138,0.27945459451629173,0.2728828789683111,0.5451134655386043,0.003476587395482135,0.27055102670334275,0.28464691464610353,0.28545165696216057,0.14439226511382042,0.28880157087081293,0.1574924709694327,0.1777220009310344,0.5674225947812565,0.16423331515736228,0.29302964401455933,0.1443669845321987,0.5413283142185543,0.050462706623019285,0.3748678862171586,0.2900746147548667,0.31556502965404015,0.556640124221478,0.14481651943199447,0.13114016889556582,0.1280730196076085,0.5496214826451897,0.26187856143833055,0.5396376362989257,0.5345046003819036,0.1279127494720688,0.3158409315010152,0.5394429255686312,0.3087241100835297
1638830163.366,0.2783208290393733,0.2858445049333522,0.28368317132988174,0.6177795888562744,0.30816928292259355,0.3676656227111996,0.32510003009319277,0.3518360192103118,0.2742239943756544,0.12534786431114056,0.2725233492026564,0.2601388897070499,0.5458154927653734,0.0035234955907200347,0.2785665027944894,0.27625901126328195,0.28560851218517125,0.1466077273186677,0.2891962329154268,0.16584114256151042,0.17546794215007777,0.606582081035039,0.1746627523362519,0.2932880736671347,0.1445614270397763,0.5151592153952701,0.051684089763245365,0.34418067427031546,0.2903640863165781,0.3165880967601934,0.5568570292144694,0.1447186490907729,0.13068259390924358,0.12871905384433183,0.5501716015716236,0.25787495496106094,0.5403263376375075,0.5347610449447492,0.1282543226814729,0.3162962173835734,0.5406189305142688,0.3089552495186733
1638830178.386,0.2783208290393733,0.2858445049333522,0.28368317132988174,0.6177795888562744,0.30816928292259355,0.3676656227111996,0.32510003009319277,0.3518360192103118,0.2742239943756544,0.12534786431114056,0.2725233492026564,0.2601388897070499,0.5458154927653734,0.0035234955907200347,0.2785665027944894,0.27625901126328195,0.28560851218517125,0.1466077273186677,0.2891962329154268,0.16584114256151042,0.17546794215007777,0.606582081035039,0.1746627523362519,0.2932880736671347,0.1445614270397763,0.5151592153952701,0.051684089763245365,0.34418067427031546,0.2903640863165781,0.3165880967601934,0.5568570292144694,0.1447186490907729,0.13068259390924358,0.12871905384433183,0.5501716015716236,0.25787495496106094,0.5403263376375075,0.5347610449447492,0.1282543226814729,0.3162962173835734,0.5406189305142688,0.3089552495186733
1638830193.404,0.2782136600710454,0.2865842055669915,0.27318137773707707,0.586915709079879,0.30778914767608034,0.35082005081932255,0.32332670465093594,0.31879959188064344,0.28987685530914853,0.1256417380711951,0.28451210101835145,0.25941876623566523,0.5451544788351452,0.003476079202753098,0.26573523348265843,0.2845717942208432,0.2851284935068028,0.1465427857522483,0.2891624602735496,0.1661591414369123,0.1646766737714282,0.5779292341246068,0.1631176214458065,0.29276771606229574,0.1442263329444175,0.543841774320104,0.049169507446708414,0.35916888058382135,0.29068577977762655,0.317753594234757,0.5560540335175097,0.14538853546228708,0.13150040198303892,0.12883421972433196,0.5501568904669705,0.2647115027537963,0.5417177438379553,0.5348767266064851,0.1281191617709148,0.31593712168900845,0.5403800215307752,0.3103886830049455
