"Time","pod:adservice-w3-9f97cf96-ztssl_service:adservice_node:worker--3.novalocal","pod:recommendationservice-w4-8597bb459d-86rbr_service:recommendationservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-cxbc7_service:recommendationservice_node:worker--4","pod:currencyservice-w1-649d8c7669-vzllx_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-snpmp_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-599b6846df-fqchw_service:frontend_node:worker--2.novalocal","pod:frontend-w2-599b6846df-pw5wv_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-qkz89_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w1-649d8c7669-l7h7z_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-sdhjz_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-4q7t8_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-jtq2f_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-7wv2k_service:frontend_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-xbb24_service:frontend_node:worker--4","pod:recommendationservice-w4-8597bb459d-4nddq_service:recommendationservice_node:worker--4","pod:frontend-w1-6646bc856b-q7rvc_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-ncw7w_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5c774597c5-w5nm4_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-zwt7g_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-59ff89795c-pfn8b_service:cartservice_node:worker--3.novalocal","pod:productcatalogservice-w4-8649bb655b-r2x4m_service:productcatalogservice_node:worker--4","pod:adservice-w1-76766bdfb6-zkvp4_service:adservice_node:worker--1.novalocal","pod:currencyservice-w3-6f8d8654c5-dj87w_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-rb5qs_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w1-5d9b8d854-hdn8x_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-5fdf77f88c-hch74_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-599b6846df-mwqcj_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-75gsz_service:productcatalogservice_node:worker--2.novalocal","pod:redis-cart-w3-84485f8b85-4g58v_service:redis-cart_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-dspr4_service:currencyservice_node:worker--4","pod:currencyservice-w4-656689488c-gml2n_service:currencyservice_node:worker--4","pod:frontend-w1-6646bc856b-4zkt5_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-7b9qm_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w3-66565874fb-lrcxg_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-ld9nd_service:frontend_node:worker--4","pod:productcatalogservice-w4-8649bb655b-bzp2h_service:productcatalogservice_node:worker--4","pod:cartservice-w1-6d5d8bb6bc-qfhhw_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w3-6f8d8654c5-fn7kw_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-gdv5x_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-ktnhr_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-zhcvh_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-gh299_service:frontend_node:worker--4"
1638816871.585,0.32758118635428096,0.11829803242374128,0.12086687545015916,0.3411447626213888,0.26359009465463323,0.46598450000808306,0.4552613438639659,0.11822789540671697,0.3407427171505365,0.16294121663571756,0.25611164225897387,0.2622454408795856,0.4922691970220723,0.4563523750020779,0.1147162917660363,0.5127274540856944,0.3146233188102116,0.11572680424914211,0.12203147702023567,0.2667567535454539,0.2507354298670093,0.32443611175560316,0.30292593344929264,0.1394278700560072,0.31801108275138384,0.026820899449399013,0.464290090480496,0.2577556175608494,0.015089801385279362,0.2632773005829353,0.2511552145254925,0.25975275086477545,0.15206742181433036,0.2828644475871165,0.4691973170310273,0.25151418394280534,0.2594808014324188,0.3009288667045054,0.4891718077999075,0.2834025548489716,0.13209568115883014,0.477150180716879
1638816886.615,0.32758118635428096,0.11829803242374128,0.12086687545015916,0.3411447626213888,0.26359009465463323,0.46598450000808306,0.4552613438639659,0.11822789540671697,0.3407427171505365,0.16294121663571756,0.25611164225897387,0.2622454408795856,0.4922691970220723,0.4563523750020779,0.1147162917660363,0.5127274540856944,0.3146233188102116,0.11572680424914211,0.12203147702023567,0.2667567535454539,0.2507354298670093,0.32443611175560316,0.30292593344929264,0.1394278700560072,0.31801108275138384,0.026820899449399013,0.464290090480496,0.2577556175608494,0.015089801385279362,0.2632773005829353,0.2511552145254925,0.25975275086477545,0.15206742181433036,0.2828644475871165,0.4691973170310273,0.25151418394280534,0.2594808014324188,0.3009288667045054,0.4891718077999075,0.2834025548489716,0.13209568115883014,0.477150180716879
1638816901.644,0.33662073192170017,0.1307789449164518,0.12359602863503039,0.3653304310111207,0.28481041807658,0.5292278192404922,0.5090659183302055,0.1271323258677349,0.3809097402784968,0.1579533535699165,0.2815052761360154,0.29006354662302136,0.5490222172792808,0.5117332234906635,0.12874367837427078,0.620865614025032,0.3155653722167304,0.12588469081382236,0.13067557148626704,0.28789245715958534,0.27404934907811096,0.3741580407444931,0.32434713196343334,0.14539343436510777,0.3213292069791709,0.03083130895753803,0.5184628749712232,0.28787621838730026,0.016034196563160606,0.28562944332833967,0.28227342732623883,0.2648624591199466,0.16132905903670985,0.31198821350466066,0.5164897072394591,0.2791716713322671,0.2760826401645562,0.3263950025670863,0.5453223099675414,0.3119747726597752,0.14234154058944848,0.5083700185199732
1638816916.676,0.33662073192170017,0.1307789449164518,0.12359602863503039,0.3653304310111207,0.28481041807658,0.5292278192404922,0.5090659183302055,0.1271323258677349,0.3809097402784968,0.1579533535699165,0.2815052761360154,0.29006354662302136,0.5490222172792808,0.5117332234906635,0.12874367837427078,0.620865614025032,0.3155653722167304,0.12588469081382236,0.13067557148626704,0.28789245715958534,0.27404934907811096,0.3741580407444931,0.32434713196343334,0.14539343436510777,0.3213292069791709,0.03083130895753803,0.5184628749712232,0.28787621838730026,0.016034196563160606,0.28562944332833967,0.28227342732623883,0.2648624591199466,0.16132905903670985,0.31198821350466066,0.5164897072394591,0.2791716713322671,0.2760826401645562,0.3263950025670863,0.5453223099675414,0.3119747726597752,0.14234154058944848,0.5083700185199732
1638816931.707,0.31999407181353823,0.13185015135179162,0.13040723462996356,0.3564861780282942,0.2852619360785109,0.53390019759786,0.5136234642347641,0.1274616210292499,0.36480533338777166,0.16392089591240866,0.2811141024910203,0.2904656763913968,0.5554913853375896,0.5178725170805973,0.13024545310634958,0.6245038810096429,0.35241625465647153,0.12698320704680235,0.1307958225877635,0.289443985529061,0.2856264374477355,0.3435200071475312,0.32363525024028084,0.14437993678524066,0.33814532544107984,0.03053697529426609,0.5245067519193798,0.2884150628534476,0.016244314791337686,0.28661388423776846,0.27408768502110903,0.25532371804528553,0.1692942219230071,0.3121161845956547,0.5330664456221166,0.2884303554758889,0.2899442251838098,0.3247389990756435,0.552523387119817,0.312730209735029,0.14291317743174883,0.5380235658101049
1638816946.737,0.31999407181353823,0.13185015135179162,0.13040723462996356,0.3564861780282942,0.2852619360785109,0.53390019759786,0.5136234642347641,0.1274616210292499,0.36480533338777166,0.16392089591240866,0.2811141024910203,0.2904656763913968,0.5554913853375896,0.5178725170805973,0.13024545310634958,0.6245038810096429,0.35241625465647153,0.12698320704680235,0.1307958225877635,0.289443985529061,0.2856264374477355,0.3435200071475312,0.32363525024028084,0.14437993678524066,0.33814532544107984,0.03053697529426609,0.5245067519193798,0.2884150628534476,0.016244314791337686,0.28661388423776846,0.27408768502110903,0.25532371804528553,0.1692942219230071,0.3121161845956547,0.5330664456221166,0.2884303554758889,0.2899442251838098,0.3247389990756435,0.552523387119817,0.312730209735029,0.14291317743174883,0.5380235658101049
1638816961.768,0.29981252844418355,0.1276427056194236,0.1317602434913666,0.3830649819036666,0.28558835760722534,0.5347595149147965,0.5133734620759813,0.1270654983145928,0.3579762171668711,0.16853253186158265,0.28031087265930804,0.29129342524705937,0.5557508386643849,0.5207495242883748,0.1316125120146248,0.6244624766816878,0.3587589166369218,0.12690964860525392,0.1309371488077019,0.29283566847195674,0.2870070856834085,0.3378478814936143,0.3239070810805601,0.14447372206295062,0.3523503340849724,0.03007167004552138,0.5257499908534672,0.2890599512268461,0.016428981046202173,0.276895963767619,0.28605199186771757,0.28170178895201514,0.16474519260300177,0.31230990153885274,0.5355804614576972,0.289953197047971,0.30057933444687346,0.3242496870999044,0.5534035571624105,0.3125074058706522,0.14205312375659893,0.5397751078216213
1638816976.815,0.29981252844418355,0.1276427056194236,0.1317602434913666,0.3830649819036666,0.28558835760722534,0.5347595149147965,0.5133734620759813,0.1270654983145928,0.3579762171668711,0.16853253186158265,0.28031087265930804,0.29129342524705937,0.5557508386643849,0.5207495242883748,0.1316125120146248,0.6244624766816878,0.3587589166369218,0.12690964860525392,0.1309371488077019,0.29283566847195674,0.2870070856834085,0.3378478814936143,0.3239070810805601,0.14447372206295062,0.3523503340849724,0.03007167004552138,0.5257499908534672,0.2890599512268461,0.016428981046202173,0.276895963767619,0.28605199186771757,0.28170178895201514,0.16474519260300177,0.31230990153885274,0.5355804614576972,0.289953197047971,0.30057933444687346,0.3242496870999044,0.5534035571624105,0.3125074058706522,0.14205312375659893,0.5397751078216213
1638816991.852,0.2957036950335925,0.13316719180357944,0.1326638195857762,0.35935019690448244,0.2851755194007905,0.5342302999709869,0.5126109599122854,0.12662760439520906,0.3732030687306941,0.16910285000325945,0.27971763149986745,0.2907914446690417,0.5573853596558246,0.522067423454491,0.12350845745931965,0.6365258458659231,0.35289996833491966,0.12719239416220135,0.13004666186142383,0.29338699594493267,0.2742284650265117,0.30623600398785455,0.3231613276227715,0.14362639147714135,0.35424506428850044,0.03289632964304941,0.5248660178326665,0.2881164325839245,0.016228031970172592,0.2811966208804051,0.28796650274648405,0.28135257711802214,0.1744574720348707,0.31317377922335765,0.5372300548831389,0.2911986271741055,0.29290040112128446,0.32392660247520966,0.5542276008763095,0.31267274487898356,0.14047086626176378,0.5137882844595411
1638817006.947,0.2957036950335925,0.13316719180357944,0.1326638195857762,0.35935019690448244,0.2851755194007905,0.5342302999709869,0.5126109599122854,0.12662760439520906,0.3732030687306941,0.16910285000325945,0.27971763149986745,0.2907914446690417,0.5573853596558246,0.522067423454491,0.12350845745931965,0.6365258458659231,0.35289996833491966,0.12719239416220135,0.13004666186142383,0.29338699594493267,0.2742284650265117,0.30623600398785455,0.3231613276227715,0.14362639147714135,0.35424506428850044,0.03289632964304941,0.5248660178326665,0.2881164325839245,0.016228031970172592,0.2811966208804051,0.28796650274648405,0.28135257711802214,0.1744574720348707,0.31317377922335765,0.5372300548831389,0.2911986271741055,0.29290040112128446,0.32392660247520966,0.5542276008763095,0.31267274487898356,0.14047086626176378,0.5137882844595411
