"Time","pod:productcatalogservice-w2-8649bb655b-rbzm4_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-kpsdk_service:recommendationservice_node:worker--2","pod:productcatalogservice-w3-5d9b8d854-ntdvm_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-5gmw5_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w1-84485f8b85-xxdf8_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-qchgl_service:frontend_node:worker--2","pod:productcatalogservice-w2-8649bb655b-5fkcb_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-pvbxx_service:recommendationservice_node:worker--2","pod:frontend-w4-599b6846df-hzcpz_service:frontend_node:worker--4.novalocal","pod:frontend-w2-8ddd87c7b-9nf67_service:frontend_node:worker--2","pod:recommendationservice-w2-8597bb459d-c57kr_service:recommendationservice_node:worker--2","pod:cartservice-w3-6d5d8bb6bc-26qrp_service:cartservice_node:worker--3.novalocal","pod:redis-cart-w3-5fdf77f88c-qrt8c_service:redis-cart_node:worker--3.novalocal","pod:currencyservice-w1-6f8d8654c5-7jvzw_service:currencyservice_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-pmw4v_service:frontend_node:worker--3.novalocal","pod:frontend-w4-599b6846df-8b7ph_service:frontend_node:worker--4.novalocal","pod:currencyservice-w4-cd78b8fd6-kftn2_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-4svf6_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-59ff89795c-qqpwg_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-6f8d8654c5-lh8b6_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-mznl5_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-6qx2c_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-7g2bn_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-pnvjx_service:frontend_node:worker--2","pod:frontend-w4-599b6846df-mx94v_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-649d8c7669-rst76_service:currencyservice_node:worker--3.novalocal","pod:adservice-w3-76766bdfb6-44nm6_service:adservice_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-hv9d4_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-hwxx9_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-6xr8w_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-hbnm5_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-gchmx_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w3-5d9b8d854-658b8_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-55r88_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-jmhdn_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w3-6855bd669b-vwfx7_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w1-9f97cf96-ntdcm_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-v72bx_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-k9tq6_service:currencyservice_node:worker--2","pod:currencyservice-w3-649d8c7669-27vqq_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-gq5cf_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-49sbc_service:currencyservice_node:worker--4.novalocal"
1638845878.758,0.25663056413960184,0.1237702804828417,0.2936717351509313,0.26007091683130035,0.003652730821917006,0.4664808076766934,0.26422796730954856,0.11922050667174905,0.4622275219404579,0.46867167050813635,0.1146532159219174,0.2489902591048756,0.038657038720266185,0.30635645701398717,0.5099728592808667,0.47434670846251537,0.2614214496237235,0.11681676679664832,0.27270268479430665,0.3076488227418628,0.5010919565308145,0.14201839170283348,0.25977032917952914,0.45396289851109967,0.4635417641740578,0.3308432862185417,0.34861765770604447,0.11792403082689645,0.11971222156779251,0.4983007271498356,0.2894872836434311,0.14111196030712098,0.2912151321772093,0.17415558811350496,0.2610054683960982,0.16120226163588358,0.33152539063313585,0.2873029465152045,0.26439328867953177,0.35074269368933675,0.23070337503782748,0.26182539855190673
1638845893.798,0.25663056413960184,0.1237702804828417,0.2936717351509313,0.26007091683130035,0.003652730821917006,0.4664808076766934,0.26422796730954856,0.11922050667174905,0.4622275219404579,0.46867167050813635,0.1146532159219174,0.2489902591048756,0.038657038720266185,0.30635645701398717,0.5099728592808667,0.47434670846251537,0.2614214496237235,0.11681676679664832,0.27270268479430665,0.3076488227418628,0.5010919565308145,0.14201839170283348,0.25977032917952914,0.45396289851109967,0.4635417641740578,0.3308432862185417,0.34861765770604447,0.11792403082689645,0.11971222156779251,0.4983007271498356,0.2894872836434311,0.14111196030712098,0.2912151321772093,0.17415558811350496,0.2610054683960982,0.16120226163588358,0.33152539063313585,0.2873029465152045,0.26439328867953177,0.35074269368933675,0.23070337503782748,0.26182539855190673
1638845908.813,0.288202154225189,0.1302349564854846,0.3231152331211223,0.28408663210255714,0.003524689273193854,0.5309733340755071,0.29001246469207437,0.12973397746671386,0.5121107471212175,0.5238388104388549,0.12175560296747617,0.2779601793374862,0.04012461511668889,0.32738754088627586,0.5975282722438946,0.5258937342164998,0.2836858267016907,0.12376689542139171,0.29338159428446653,0.32871228119669077,0.5558901349088188,0.14809120931073116,0.27778464349785753,0.5096757782973469,0.5145767670369491,0.35451520161501104,0.36010422043931334,0.12519143873647828,0.12809465963762579,0.5553490679187463,0.31480576923348375,0.149085819473617,0.3419111867720914,0.1621008167200169,0.28512781778407537,0.17244647275272879,0.3438263760179624,0.31269353169452324,0.26515332771800115,0.3615675346225533,0.2651058214081882,0.2785191345462117
1638845923.829,0.288202154225189,0.1302349564854846,0.3231152331211223,0.28408663210255714,0.003524689273193854,0.5309733340755071,0.29001246469207437,0.12973397746671386,0.5121107471212175,0.5238388104388549,0.12175560296747617,0.2779601793374862,0.04012461511668889,0.32738754088627586,0.5975282722438946,0.5258937342164998,0.2836858267016907,0.12376689542139171,0.29338159428446653,0.32871228119669077,0.5558901349088188,0.14809120931073116,0.27778464349785753,0.5096757782973469,0.5145767670369491,0.35451520161501104,0.36010422043931334,0.12519143873647828,0.12809465963762579,0.5553490679187463,0.31480576923348375,0.149085819473617,0.3419111867720914,0.1621008167200169,0.28512781778407537,0.17244647275272879,0.3438263760179624,0.31269353169452324,0.26515332771800115,0.3615675346225533,0.2651058214081882,0.2785191345462117
1638845938.845,0.28771436291019226,0.13080821777969018,0.3250717776611804,0.2857486516052296,0.0035195361282378927,0.5237663232967067,0.2894697997872662,0.12947385405838685,0.5144988536357152,0.5341280710815943,0.12807360034432,0.2909404620982754,0.04114625366004168,0.32736878870563235,0.6208675168803749,0.5281721455419531,0.2819320104623091,0.12389964578079334,0.295688653697043,0.32862851536420656,0.5600366083399055,0.1478085888162104,0.2710671529794287,0.5120524683282448,0.5168010749451598,0.3483380793262304,0.3354027085281287,0.12526949417777444,0.12667322662053343,0.5593591591708238,0.31507695873338365,0.1490655484703127,0.31593441889937035,0.17167097363011782,0.2857815334275068,0.17312205525668917,0.3229050807103193,0.31330321004697603,0.27890167116266906,0.36181900504836595,0.2591970174220032,0.2782901992006996
1638845953.864,0.28771436291019226,0.13080821777969018,0.3250717776611804,0.2857486516052296,0.0035195361282378927,0.5237663232967067,0.2894697997872662,0.12947385405838685,0.5144988536357152,0.5341280710815943,0.12807360034432,0.2909404620982754,0.04114625366004168,0.32736878870563235,0.6208675168803749,0.5281721455419531,0.2819320104623091,0.12389964578079334,0.295688653697043,0.32862851536420656,0.5600366083399055,0.1478085888162104,0.2710671529794287,0.5120524683282448,0.5168010749451598,0.3483380793262304,0.3354027085281287,0.12526949417777444,0.12667322662053343,0.5593591591708238,0.31507695873338365,0.1490655484703127,0.31593441889937035,0.17167097363011782,0.2857815334275068,0.17312205525668917,0.3229050807103193,0.31330321004697603,0.27890167116266906,0.36181900504836595,0.2591970174220032,0.2782901992006996
1638845968.881,0.288510946698343,0.1300913808858756,0.35869892810977066,0.2862510487108768,0.003557446857167041,0.5323891924060045,0.2839759555833298,0.12919105619394403,0.514839251217104,0.5236136768303857,0.12852807206119685,0.28052729273407906,0.03982908420786409,0.32888624424030816,0.5956274954146343,0.5284712535495797,0.2817650834848796,0.12283124744372348,0.2959828788393696,0.32944465071490703,0.5616648964665787,0.14828354095579888,0.2750235898894196,0.511280097328203,0.5169670410038476,0.3707518669488834,0.3087754869114898,0.12413813401464763,0.12581379876970755,0.560314198236599,0.3149665990985412,0.1496896275919899,0.3344540649021582,0.17251755729128146,0.28535754911043576,0.16751131160986074,0.3036638500872976,0.3137623192571184,0.2856183007161866,0.3610877726921762,0.2692162780204509,0.2782624612740916
1638845983.898,0.288510946698343,0.1300913808858756,0.35869892810977066,0.2862510487108768,0.003557446857167041,0.5323891924060045,0.2839759555833298,0.12919105619394403,0.514839251217104,0.5236136768303857,0.12852807206119685,0.28052729273407906,0.03982908420786409,0.32888624424030816,0.5956274954146343,0.5284712535495797,0.2817650834848796,0.12283124744372348,0.2959828788393696,0.32944465071490703,0.5616648964665787,0.14828354095579888,0.2750235898894196,0.511280097328203,0.5169670410038476,0.3707518669488834,0.3087754869114898,0.12413813401464763,0.12581379876970755,0.560314198236599,0.3149665990985412,0.1496896275919899,0.3344540649021582,0.17251755729128146,0.28535754911043576,0.16751131160986074,0.3036638500872976,0.3137623192571184,0.2856183007161866,0.3610877726921762,0.2692162780204509,0.2782624612740916
1638845998.912,0.2876876951778259,0.1256216019540612,0.3522403282741857,0.28672735791196274,0.003503961192053052,0.5309722360998627,0.2837572085425465,0.12357879697307655,0.5152975454492825,0.5232605237127314,0.1273442190575264,0.30051641738643575,0.041345659598644544,0.32885503163308794,0.6267423061184196,0.5282853670036991,0.2817935730631945,0.12340075464811233,0.2970112336818379,0.3298632480743401,0.5602927010951508,0.14842845152528505,0.2814807348772045,0.4839303729196803,0.5166849059375281,0.36411347939728067,0.28708844794587873,0.12415021357266909,0.12588463503033445,0.5605239290802964,0.31460139075813087,0.14997218478764798,0.33331022745550687,0.1783341610928434,0.2857047540165037,0.168538611936995,0.3018230497514681,0.3139943181109314,0.2736513336219346,0.3774019653446915,0.2783999305715578,0.2783717612147219
1638846013.934,0.2876876951778259,0.1256216019540612,0.3522403282741857,0.28672735791196274,0.003503961192053052,0.5309722360998627,0.2837572085425465,0.12357879697307655,0.5152975454492825,0.5232605237127314,0.1273442190575264,0.30051641738643575,0.041345659598644544,0.32885503163308794,0.6267423061184196,0.5282853670036991,0.2817935730631945,0.12340075464811233,0.2970112336818379,0.3298632480743401,0.5602927010951508,0.14842845152528505,0.2814807348772045,0.4839303729196803,0.5166849059375281,0.36411347939728067,0.28708844794587873,0.12415021357266909,0.12588463503033445,0.5605239290802964,0.31460139075813087,0.14997218478764798,0.33331022745550687,0.1783341610928434,0.2857047540165037,0.168538611936995,0.3018230497514681,0.3139943181109314,0.2736513336219346,0.3774019653446915,0.2783999305715578,0.2783717612147219
