"Time","pod:recommendationservice-w2-5bbcb977f8-484c5_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-bfzmh_service:frontend_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-w5cxw_service:productcatalogservice_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-49f2j_service:cartservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-f4lfx_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-zsrtz_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-nnsmd_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-xvjfc_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-s4x56_service:productcatalogservice_node:worker--3","pod:frontend-w1-599b6846df-9hbqq_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-l64ms_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-vfl74_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-lkh9x_service:adservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-jgwm9_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-v22vr_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-tzttg_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-blg24_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-7x655_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-x2drr_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-qcczr_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-jbdk4_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-9zvvx_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-x86gl_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-8gsj5_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-nhq5n_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-xn48k_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-5qhxh_service:frontend_node:worker--3","pod:recommendationservice-w4-6855bd669b-txp8l_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-27n2z_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-kqsd5_service:currencyservice_node:worker--3","pod:currencyservice-w3-656689488c-vk6xb_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-97qvs_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-5njnc_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nhh9m_service:redis-cart_node:worker--3"
1637240818.037,0.012603502696668325,0.729538164739177,0.08383386412865693,0.15572037863666077,0.013135022108625697,0.014134179588108328,0.15781353888576036,0.01243696526050853,0.08530609093946993,0.7359806598931424,0.753750797968904,0.011937077840617575,0.15871623354703213,0.013841589909898451,0.16193975372903058,0.634522135121638,0.009736080480657628,0.012661638969649811,0.009151620740533837,0.013633929231998066,0.012575992651260727,0.08479302900442635,0.009635517161668194,0.022411778529666963,0.011758777557508069,0.011981863944864588,0.7426585339852695,0.013796981431849919,0.649992918582172,0.6186064327944811,0.6228536026243747,0.08224205736277998,0.008707765350523955,0.004286775035837791
1637240833.081,0.012603502696668325,0.729538164739177,0.08383386412865693,0.15572037863666077,0.013135022108625697,0.014134179588108328,0.15781353888576036,0.01243696526050853,0.08530609093946993,0.7359806598931424,0.753750797968904,0.011937077840617575,0.15871623354703213,0.013841589909898451,0.16193975372903058,0.634522135121638,0.009736080480657628,0.012661638969649811,0.009151620740533837,0.013633929231998066,0.012575992651260727,0.08479302900442635,0.009635517161668194,0.022411778529666963,0.011758777557508069,0.011981863944864588,0.7426585339852695,0.013796981431849919,0.649992918582172,0.6186064327944811,0.6228536026243747,0.08224205736277998,0.008707765350523955,0.004286775035837791
1637240848.101,0.012519183354541512,0.7973666661781573,0.09161766104192309,0.17132046841169687,0.014288670671125072,0.013416630241526128,0.17113885879225926,0.01242329653743182,0.088955095787732,0.7883690787684638,0.8239896369825459,0.011961625925009352,0.17093710014137153,0.015063863379843057,0.17362197088864864,0.6835745522621023,0.009107749552430426,0.012820127192293296,0.008452617789970973,0.014286666636566643,0.012555773486036176,0.09155611282366796,0.00902939670873798,0.023633720994225057,0.01191817058703141,0.012051205051378832,0.8079396456055152,0.01354803579370714,0.6907851597696728,0.6646971114499874,0.6585060855021895,0.09059446329228713,0.008442888855913495,0.004359121733072003
1637240863.119,0.012519183354541512,0.7973666661781573,0.09161766104192309,0.17132046841169687,0.014288670671125072,0.013416630241526128,0.17113885879225926,0.01242329653743182,0.088955095787732,0.7883690787684638,0.8239896369825459,0.011961625925009352,0.17093710014137153,0.015063863379843057,0.17362197088864864,0.6835745522621023,0.009107749552430426,0.012820127192293296,0.008452617789970973,0.014286666636566643,0.012555773486036176,0.09155611282366796,0.00902939670873798,0.023633720994225057,0.01191817058703141,0.012051205051378832,0.8079396456055152,0.01354803579370714,0.6907851597696728,0.6646971114499874,0.6585060855021895,0.09059446329228713,0.008442888855913495,0.004359121733072003
1637240878.137,0.012585054974091871,0.7973743083158862,0.09160577060528827,0.16479404520349686,0.014266442030156127,0.014273642090041384,0.17079793314917135,0.012689991649528908,0.08684786222511562,0.7900674546843386,0.8244302746719254,0.011862408580045095,0.17159460200592247,0.014774682251254112,0.1729051164434215,0.6851175889928613,0.00915668555899317,0.012737417516503667,0.007839367136980298,0.013122963970703623,0.01349118526477959,0.09194515447750015,0.009082258530748113,0.023742121294397196,0.011977913553122289,0.012060033195675382,0.8248596496135218,0.012871155930451135,0.6930908104478498,0.6405900691868872,0.6656198105744118,0.09035221588996098,0.008445762844574965,0.004506106790545459
1637240893.156,0.012585054974091871,0.7973743083158862,0.09160577060528827,0.16479404520349686,0.014266442030156127,0.014273642090041384,0.17079793314917135,0.012689991649528908,0.08684786222511562,0.7900674546843386,0.8244302746719254,0.011862408580045095,0.17159460200592247,0.014774682251254112,0.1729051164434215,0.6851175889928613,0.00915668555899317,0.012737417516503667,0.007839367136980298,0.013122963970703623,0.01349118526477959,0.09194515447750015,0.009082258530748113,0.023742121294397196,0.011977913553122289,0.012060033195675382,0.8248596496135218,0.012871155930451135,0.6930908104478498,0.6405900691868872,0.6656198105744118,0.09035221588996098,0.008445762844574965,0.004506106790545459
1637240908.172,0.012458530226733912,0.799840100406382,0.0914523244004434,0.16912518693476236,0.013213469428434425,0.013747046541024113,0.17105798254511195,0.012652092572162358,0.08652606722807327,0.7895848512056202,0.824553781461639,0.011806555491627856,0.17035169380550377,0.015060856532101964,0.1734070473177759,0.6875559015637154,0.009109907947663748,0.012729275642274931,0.008525231413510026,0.014104634647609767,0.012676758847976689,0.09195498428394859,0.009128117172598243,0.02370694119816357,0.012096589435322328,0.01205456175011974,0.8120852391275256,0.01279249422588522,0.6937308139610621,0.6524088504881504,0.6869168766394885,0.08666280882373201,0.00858611985155587,0.004385208647391411
1637240923.185,0.012458530226733912,0.799840100406382,0.0914523244004434,0.16912518693476236,0.013213469428434425,0.013747046541024113,0.17105798254511195,0.012652092572162358,0.08652606722807327,0.7895848512056202,0.824553781461639,0.011806555491627856,0.17035169380550377,0.015060856532101964,0.1734070473177759,0.6875559015637154,0.009109907947663748,0.012729275642274931,0.008525231413510026,0.014104634647609767,0.012676758847976689,0.09195498428394859,0.009128117172598243,0.02370694119816357,0.012096589435322328,0.01205456175011974,0.8120852391275256,0.01279249422588522,0.6937308139610621,0.6524088504881504,0.6869168766394885,0.08666280882373201,0.00858611985155587,0.004385208647391411
1637240938.198,0.012431605054673639,0.7511801401316082,0.09133825185933843,0.17256429661088774,0.01393139791767823,0.013500648744656403,0.17064559022526743,0.012737157297620058,0.08675729970239641,0.7894442431106827,0.825567007803155,0.011888433297680603,0.17038383805704038,0.014809198828507638,0.17209688827017794,0.6853277934004525,0.009178087399641667,0.012690992512105094,0.008348687849388359,0.013323808678291223,0.012104953605687786,0.09180223649481316,0.009118633886899843,0.023567409330569052,0.012021301594048114,0.01206566492421169,0.8251921638454595,0.012370768944270822,0.6924199678810079,0.6584177149103747,0.6700193405888708,0.09024038932897113,0.008441454897543822,0.004566329170325276
1637240953.22,0.012431605054673639,0.7511801401316082,0.09133825185933843,0.17256429661088774,0.01393139791767823,0.013500648744656403,0.17064559022526743,0.012737157297620058,0.08675729970239641,0.7894442431106827,0.825567007803155,0.011888433297680603,0.17038383805704038,0.014809198828507638,0.17209688827017794,0.6853277934004525,0.009178087399641667,0.012690992512105094,0.008348687849388359,0.013323808678291223,0.012104953605687786,0.09180223649481316,0.009118633886899843,0.023567409330569052,0.012021301594048114,0.01206566492421169,0.8251921638454595,0.012370768944270822,0.6924199678810079,0.6584177149103747,0.6700193405888708,0.09024038932897113,0.008441454897543822,0.004566329170325276
