"Time","pod:currencyservice-w3-656689488c-s8bgc_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-xhhz5_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-bnrqn_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-7v7xq_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-vxdk9_service:currencyservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-7dss8_service:adservice_node:worker--3","pod:currencyservice-w4-649d8c7669-bdvk6_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-4wlss_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-t5dsl_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-zhxvh_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:productcatalogservice-w3-8649bb655b-9sgwm_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-5bhjp_service:recommendationservice_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-lx5zn_service:cartservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-g6wf4_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-gkg5g_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-p26tr_service:frontend_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-sr5pk_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-4bzf8_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-lzgxn_service:productcatalogservice_node:worker--3","pod:cartservice-w3-856bd974f7-4k5dc_service:cartservice_node:worker--3","pod:currencyservice-w3-656689488c-8spp9_service:currencyservice_node:worker--3","pod:currencyservice-w4-649d8c7669-5qkvb_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-q6vhj_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-n4jm8_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-gff9v_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-g6ngn_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-69xx5_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-bpdkk_service:frontend_node:worker--3","pod:adservice-w1-5c67ddfffc-762gr_service:adservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-xqzw9_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-c87sw_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-qdzr2_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:adservice-w4-76766bdfb6-7nb22_service:adservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-4ct5j_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-z7t8d_service:frontend_node:worker--4.novalocal","pod:adservice-w2-9f97cf96-bv82v_service:adservice_node:worker--2.novalocal","pod:cartservice-w2-59ff89795c-gbtv4_service:cartservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-mbjd2_service:frontend_node:worker--2.novalocal","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:frontend-w1-599b6846df-pwl6l_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-vndxh_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal"
1636575906.634,0.24555995385263102,0.15943231487150705,0.2801845205737856,0.25912809336851655,0.30020140281310215,0.13961307045720536,0.30365104791963554,0.19835981061314772,0.2624108163950229,0.14829042626672023,0.005513673341494512,0.2628819669788912,0.1476898325757604,0.1753255065617089,0.19268159157687234,0.16013842509412585,0.5336504525152964,0.566790864068679,0.5358670527237854,0.2425662525533276,0.16292120866420817,0.24571844636758777,0.31551764954970735,0.27662399958395834,0.2456823789087737,0.3017043692706199,0.2906019852655379,0.17974778144609843,0.4957561871012963,0.13831314056761074,0.2525554216109693,0.2933509700190328,0.18538933543580666,0.003685522131748652,0.16527781989572027,0.5704221695137891,0.535269563238927,0.1770884260657767,0.18611619798910015,0.5733025529882028,0.02790732281415608,0.5361113276383683,0.14695571524464013,0.03780042139863298
1636575921.665,0.24555995385263102,0.15943231487150705,0.2801845205737856,0.25912809336851655,0.30020140281310215,0.13961307045720536,0.30365104791963554,0.19835981061314772,0.2624108163950229,0.14829042626672023,0.005513673341494512,0.2628819669788912,0.1476898325757604,0.1753255065617089,0.19268159157687234,0.16013842509412585,0.5336504525152964,0.566790864068679,0.5358670527237854,0.2425662525533276,0.16292120866420817,0.24571844636758777,0.31551764954970735,0.27662399958395834,0.2456823789087737,0.3017043692706199,0.2906019852655379,0.17974778144609843,0.4957561871012963,0.13831314056761074,0.2525554216109693,0.2933509700190328,0.18538933543580666,0.003685522131748652,0.16527781989572027,0.5704221695137891,0.535269563238927,0.1770884260657767,0.18611619798910015,0.5733025529882028,0.02790732281415608,0.5361113276383683,0.14695571524464013,0.03780042139863298
1636575936.688,0.27639778940161175,0.16115235379463486,0.31715108321077234,0.2939949616300611,0.3306335950255865,0.1487445112436531,0.3314448015463304,0.21263818798382955,0.2924481596573282,0.16169075805203387,0.005151847402164362,0.2947841575065368,0.16581386779136548,0.1890201164003557,0.22109061697967222,0.175171558713111,0.6006245135471197,0.6312016547762411,0.5981765466409243,0.29471507209766773,0.1813716445195074,0.272846139524112,0.3324233274635912,0.3132674835159957,0.2763346545658161,0.3304261425188097,0.32207774798806443,0.19649621560256608,0.575942988360603,0.1524377074218979,0.2798186514505709,0.32343911241731904,0.19653850558404506,0.00357686915413278,0.19082792025241713,0.6456464661264669,0.6075559750285906,0.19054498077443766,0.18905313248871783,0.6413662973066119,0.026982937642282295,0.6015837195811714,0.1621637265056089,0.04068493941582787
1636575951.708,0.27639778940161175,0.16115235379463486,0.31715108321077234,0.2939949616300611,0.3306335950255865,0.1487445112436531,0.3314448015463304,0.21263818798382955,0.2924481596573282,0.16169075805203387,0.005151847402164362,0.2947841575065368,0.16581386779136548,0.1890201164003557,0.22109061697967222,0.175171558713111,0.6006245135471197,0.6312016547762411,0.5981765466409243,0.29471507209766773,0.1813716445195074,0.272846139524112,0.3324233274635912,0.3132674835159957,0.2763346545658161,0.3304261425188097,0.32207774798806443,0.19649621560256608,0.575942988360603,0.1524377074218979,0.2798186514505709,0.32343911241731904,0.19653850558404506,0.00357686915413278,0.19082792025241713,0.6456464661264669,0.6075559750285906,0.19054498077443766,0.18905313248871783,0.6413662973066119,0.026982937642282295,0.6015837195811714,0.1621637265056089,0.04068493941582787
1636575966.734,0.2778602598852686,0.15951581312646101,0.3257243784238417,0.2965595986548447,0.32823885745318254,0.1564731907278873,0.3154974752335908,0.21719122340412544,0.29582452951062943,0.16175570374089218,0.00494111782563094,0.29777925088389207,0.16485731591430464,0.18534392501348207,0.2176125674286376,0.17787097230395685,0.6162601058050402,0.6490920177126804,0.6195161126203137,0.29612005145529186,0.1894759928475541,0.27342108542903654,0.33005157088861403,0.33935296108685653,0.2762156398449629,0.3301433052944519,0.3261090551097692,0.19581857024096708,0.6190550930421532,0.15134277812474764,0.2783140657848451,0.3262390527598145,0.19579057812935136,0.0036538403615042903,0.18556305327854092,0.6749049444346924,0.6294505774154949,0.1903757597759991,0.20342411154061707,0.6603501078442475,0.02722682205742482,0.6176425032810794,0.16041512268960872,0.03884753942080277
1636575981.767,0.2778602598852686,0.15951581312646101,0.3257243784238417,0.2965595986548447,0.32823885745318254,0.1564731907278873,0.3154974752335908,0.21719122340412544,0.29582452951062943,0.16175570374089218,0.00494111782563094,0.29777925088389207,0.16485731591430464,0.18534392501348207,0.2176125674286376,0.17787097230395685,0.6162601058050402,0.6490920177126804,0.6195161126203137,0.29612005145529186,0.1894759928475541,0.27342108542903654,0.33005157088861403,0.33935296108685653,0.2762156398449629,0.3301433052944519,0.3261090551097692,0.19581857024096708,0.6190550930421532,0.15134277812474764,0.2783140657848451,0.3262390527598145,0.19579057812935136,0.0036538403615042903,0.18556305327854092,0.6749049444346924,0.6294505774154949,0.1903757597759991,0.20342411154061707,0.6603501078442475,0.02722682205742482,0.6176425032810794,0.16041512268960872,0.03884753942080277
1636575996.788,0.2522889018636029,0.16466499756198533,0.3213060119876242,0.29639787019472813,0.32778417311058683,0.15635520305835926,0.31423334189288,0.20677042327245151,0.2958052713485275,0.1613315289056882,0.005721975482189559,0.28107683618001567,0.16000447612053342,0.19304932756508383,0.22115670764834078,0.17788648206523466,0.6170120692556021,0.6501171333662981,0.6194873572411497,0.29708600900781473,0.18143734625034635,0.2737046057926711,0.3471918674750901,0.3317200775061252,0.27557493361078217,0.3302681818704686,0.3275364807431139,0.19812797326953577,0.6194628195007241,0.15092265471472754,0.2779519953390545,0.326608655320603,0.1962656580534386,0.003638450719897458,0.18416055212251548,0.6289423101984938,0.6355477903437089,0.1899436255262385,0.2024398627160512,0.661953769720768,0.029357669520333578,0.6180343467400259,0.16046391383736985,0.036468006786946644
1636576011.813,0.2522889018636029,0.16466499756198533,0.3213060119876242,0.29639787019472813,0.32778417311058683,0.15635520305835926,0.31423334189288,0.20677042327245151,0.2958052713485275,0.1613315289056882,0.005721975482189559,0.28107683618001567,0.16000447612053342,0.19304932756508383,0.22115670764834078,0.17788648206523466,0.6170120692556021,0.6501171333662981,0.6194873572411497,0.29708600900781473,0.18143734625034635,0.2737046057926711,0.3471918674750901,0.3317200775061252,0.27557493361078217,0.3302681818704686,0.3275364807431139,0.19812797326953577,0.6194628195007241,0.15092265471472754,0.2779519953390545,0.326608655320603,0.1962656580534386,0.003638450719897458,0.18416055212251548,0.6289423101984938,0.6355477903437089,0.1899436255262385,0.2024398627160512,0.661953769720768,0.029357669520333578,0.6180343467400259,0.16046391383736985,0.036468006786946644
1636576026.835,0.2758922331711028,0.1628110813165038,0.3278547619073831,0.2965738517817862,0.32712397887571787,0.15594468319217075,0.3186705005389242,0.2141181907764229,0.29520505667921515,0.1605500218037717,0.006867556364386209,0.2974254608296429,0.16492952818034562,0.18931269431788278,0.22903946148329302,0.17788372396371835,0.6166362601042814,0.6502041060543463,0.6087457562241472,0.2836900843505784,0.19147496240303183,0.25905787965656646,0.34652117174574343,0.33622275801505885,0.2748671655449619,0.3294110264661677,0.32756682025720757,0.19742064458984893,0.6074387511707162,0.15036262332378428,0.2766629319472406,0.32597630038494135,0.19633899217155834,0.003646006471043936,0.17756141687393587,0.6285691588748024,0.637416594364002,0.18844681902837124,0.2020911345155556,0.660179887136509,0.032888437386893205,0.618309788368067,0.16031061189689463,0.03446867582793581
1636576041.865,0.2758922331711028,0.1628110813165038,0.3278547619073831,0.2965738517817862,0.32712397887571787,0.15594468319217075,0.3186705005389242,0.2141181907764229,0.29520505667921515,0.1605500218037717,0.006867556364386209,0.2974254608296429,0.16492952818034562,0.18931269431788278,0.22903946148329302,0.17788372396371835,0.6166362601042814,0.6502041060543463,0.6087457562241472,0.2836900843505784,0.19147496240303183,0.25905787965656646,0.34652117174574343,0.33622275801505885,0.2748671655449619,0.3294110264661677,0.32756682025720757,0.19742064458984893,0.6074387511707162,0.15036262332378428,0.2766629319472406,0.32597630038494135,0.19633899217155834,0.003646006471043936,0.17756141687393587,0.6285691588748024,0.637416594364002,0.18844681902837124,0.2020911345155556,0.660179887136509,0.032888437386893205,0.618309788368067,0.16031061189689463,0.03446867582793581
