"Time","pod:frontend-w3-8ddd87c7b-rfv6d_service:frontend_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:frontend-w1-599b6846df-qk6cq_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-699mq_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-4k5dc_service:cartservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-h85pl_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-5kzmx_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-f6q8m_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-2lj28_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-wg95q_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-h7trk_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-7dss8_service:adservice_node:worker--3","pod:currencyservice-w4-649d8c7669-tlrg4_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-72cqb_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-2tl8s_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-bq8z9_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-9mxgg_service:productcatalogservice_node:worker--3","pod:adservice-w1-5c67ddfffc-762gr_service:adservice_node:worker--1.novalocal","pod:cartservice-w1-86744bdcbd-gkg5g_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-98lzn_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-2lsnz_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-gdnwt_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-fjhgm_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-4wwdf_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-8gzzg_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-t9sws_service:recommendationservice_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-lx5zn_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-vhtk5_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-n6qhm_service:frontend_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-bv82v_service:adservice_node:worker--2.novalocal","pod:cartservice-w2-59ff89795c-gbtv4_service:cartservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-bsr5s_service:frontend_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-kqm66_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-z68n7_service:frontend_node:worker--3","pod:frontend-w4-6646bc856b-lqjl7_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-2rvnh_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-6pjsm_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-ms5tb_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-7pd8p_service:currencyservice_node:worker--3","pod:adservice-w4-76766bdfb6-7nb22_service:adservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-pdxq8_service:currencyservice_node:worker--4.novalocal"
1636574606.514,0.5697743847242662,0.014533486870234775,0.5711406971116616,0.3015668929838924,0.16499810494675943,0.15019247553376514,0.5365167995604166,0.3067425696254979,0.04040777271521574,0.2755133917877332,0.3099646081987636,0.1887003059638478,0.14248460888604098,0.3211106905881645,0.19069481667536897,0.2649887514281502,0.15644833378826176,0.020034906255631063,0.2674642130232955,0.1426322019146537,0.1682449651014699,0.15752943002298625,0.1925803187477152,0.2707429500592081,0.2800777234062984,0.2758548170174442,0.6056414961944007,0.15107050110139247,0.18792425485778563,0.259178731974775,0.5722095702467928,0.18376265942582704,0.18706851032127075,0.5847371374316178,0.0040894594922600905,0.25860495362046587,0.5586429973109579,0.5673484784058259,0.19573199698978355,0.3067541896989112,0.3017155115436952,0.25624643893156107,0.16665639131332047,0.31241273179938406
1636574621.534,0.5697743847242662,0.014533486870234775,0.5711406971116616,0.3015668929838924,0.16499810494675943,0.15019247553376514,0.5365167995604166,0.3067425696254979,0.04040777271521574,0.2755133917877332,0.3099646081987636,0.1887003059638478,0.14248460888604098,0.3211106905881645,0.19069481667536897,0.2649887514281502,0.15644833378826176,0.020034906255631063,0.2674642130232955,0.1426322019146537,0.1682449651014699,0.15752943002298625,0.1925803187477152,0.2707429500592081,0.2800777234062984,0.2758548170174442,0.6056414961944007,0.15107050110139247,0.18792425485778563,0.259178731974775,0.5722095702467928,0.18376265942582704,0.18706851032127075,0.5847371374316178,0.0040894594922600905,0.25860495362046587,0.5586429973109579,0.5673484784058259,0.19573199698978355,0.3067541896989112,0.3017155115436952,0.25624643893156107,0.16665639131332047,0.31241273179938406
1636574636.673,0.6268865652443383,0.01411115498807605,0.6315251924400044,0.32459428576466004,0.18483937783411705,0.16314893178883372,0.6063562473445379,0.332632634864656,0.04390449610092445,0.29788581169863015,0.32869714153544227,0.19663409966825326,0.1528154884433331,0.332515283153586,0.2052925706457619,0.2789160278140485,0.1629704127658954,0.021362758980214558,0.2930454524896071,0.15061551366526618,0.17972148982471214,0.1649947275634946,0.19974875284436974,0.28909470888244937,0.3159762978164958,0.2980315867352138,0.6660092889348094,0.16244352791737288,0.17340024265804072,0.27879619002683204,0.631894356384185,0.19019251532047593,0.19751147801672783,0.6452912316625019,0.004206658808031223,0.2786978783197604,0.6282422776996721,0.5784990640700001,0.21258001730758838,0.32771968308027155,0.32723837075180473,0.2644374620491593,0.17888773241558648,0.3441974979385648
1636574651.716,0.6268865652443383,0.01411115498807605,0.6315251924400044,0.32459428576466004,0.18483937783411705,0.16314893178883372,0.6063562473445379,0.332632634864656,0.04390449610092445,0.29788581169863015,0.32869714153544227,0.19663409966825326,0.1528154884433331,0.332515283153586,0.2052925706457619,0.2789160278140485,0.1629704127658954,0.021362758980214558,0.2930454524896071,0.15061551366526618,0.17972148982471214,0.1649947275634946,0.19974875284436974,0.28909470888244937,0.3159762978164958,0.2980315867352138,0.6660092889348094,0.16244352791737288,0.17340024265804072,0.27879619002683204,0.631894356384185,0.19019251532047593,0.19751147801672783,0.6452912316625019,0.004206658808031223,0.2786978783197604,0.6282422776996721,0.5784990640700001,0.21258001730758838,0.32771968308027155,0.32723837075180473,0.2644374620491593,0.17888773241558648,0.3441974979385648
1636574666.731,0.6166653673584571,0.013200668478927077,0.6323771179151925,0.3247943444985543,0.17139922918938472,0.16277333506232156,0.6588720931195498,0.3321215892938842,0.046290940790450374,0.29756644862282483,0.3281100255811549,0.19501864142570113,0.1515141514357727,0.33792679587239455,0.20985794323690227,0.27746648078434977,0.16260568301246092,0.021642332088534368,0.2933767109470302,0.15030325212291626,0.18180469612555383,0.16317072461448207,0.20058110171291882,0.2829533959733826,0.3395264775979745,0.2980500800350619,0.6670956672603403,0.1629834637014355,0.18557448473388433,0.2766527237104825,0.632388422441008,0.19061864193309846,0.19973607240840247,0.6473027195051596,0.004179352920565988,0.26229130555126756,0.6148909636551505,0.647224348001636,0.21215067102834234,0.3268063737385131,0.32824010156348604,0.2720876074416252,0.18717820326337245,0.31001843712712174
1636574681.746,0.6166653673584571,0.013200668478927077,0.6323771179151925,0.3247943444985543,0.17139922918938472,0.16277333506232156,0.6588720931195498,0.3321215892938842,0.046290940790450374,0.29756644862282483,0.3281100255811549,0.19501864142570113,0.1515141514357727,0.33792679587239455,0.20985794323690227,0.27746648078434977,0.16260568301246092,0.021642332088534368,0.2933767109470302,0.15030325212291626,0.18180469612555383,0.16317072461448207,0.20058110171291882,0.2829533959733826,0.3395264775979745,0.2980500800350619,0.6670956672603403,0.1629834637014355,0.18557448473388433,0.2766527237104825,0.632388422441008,0.19061864193309846,0.19973607240840247,0.6473027195051596,0.004179352920565988,0.26229130555126756,0.6148909636551505,0.647224348001636,0.21215067102834234,0.3268063737385131,0.32824010156348604,0.2720876074416252,0.18717820326337245,0.31001843712712174
1636574696.761,0.5869315101154045,0.012162403784367377,0.6316320610195997,0.32497955924195704,0.1823575466696934,0.16258215589565425,0.6167818480725908,0.33218194431591186,0.043721370630417845,0.2965656860768102,0.3282520420680891,0.19576894080440244,0.15117546628609005,0.320488359487655,0.209203750739142,0.27544595771574026,0.16178722715471278,0.022405359378987782,0.2926607160085794,0.14923248658102414,0.18223642161162884,0.16168191059601714,0.20138953857704717,0.2779731492009434,0.31267374241130624,0.29686850514519636,0.667947707551941,0.15302152434791477,0.19118027454454167,0.2761656490154044,0.6312050866910497,0.189621333939191,0.19992066897662875,0.6466863399852935,0.004145912119632688,0.2678022453788304,0.5725275012183751,0.6124164756106477,0.20638667411330314,0.32792658558079213,0.3291181624513129,0.27127730051160204,0.1789361354827469,0.32945120978726294
1636574711.779,0.5869315101154045,0.012162403784367377,0.6316320610195997,0.32497955924195704,0.1823575466696934,0.16258215589565425,0.6167818480725908,0.33218194431591186,0.043721370630417845,0.2965656860768102,0.3282520420680891,0.19576894080440244,0.15117546628609005,0.320488359487655,0.209203750739142,0.27544595771574026,0.16178722715471278,0.022405359378987782,0.2926607160085794,0.14923248658102414,0.18223642161162884,0.16168191059601714,0.20138953857704717,0.2779731492009434,0.31267374241130624,0.29686850514519636,0.667947707551941,0.15302152434791477,0.19118027454454167,0.2761656490154044,0.6312050866910497,0.189621333939191,0.19992066897662875,0.6466863399852935,0.004145912119632688,0.2678022453788304,0.5725275012183751,0.6124164756106477,0.20638667411330314,0.32792658558079213,0.3291181624513129,0.27127730051160204,0.1789361354827469,0.32945120978726294
1636574726.793,0.6103843474747219,0.01053550070638521,0.6307927818043577,0.32544486979578907,0.18960190132642243,0.16386122295420966,0.6113891361348887,0.33313111737635187,0.043390510795536116,0.296220301030233,0.3293134281241654,0.19783243723936933,0.15216179189994286,0.3301905408901906,0.2065112822726831,0.27465972809766886,0.16281091289504257,0.023396743052636997,0.2928870518071276,0.14871498477392583,0.1814928394800971,0.16051637951509282,0.20220261844964332,0.28261430578504526,0.31454228582419463,0.29695152277713643,0.6686939171744608,0.1615289353949284,0.18424795597396837,0.2753796337146443,0.6305790322502889,0.1897254697257591,0.19999271279980668,0.6467187527415839,0.003879129149789525,0.2673597436287483,0.6260346153312634,0.6130241800145483,0.20580084996830533,0.3283649340119864,0.32958101404189166,0.27217376189573855,0.18951669661038262,0.33859826092594475
1636574741.806,0.6103843474747219,0.01053550070638521,0.6307927818043577,0.32544486979578907,0.18960190132642243,0.16386122295420966,0.6113891361348887,0.33313111737635187,0.043390510795536116,0.296220301030233,0.3293134281241654,0.19783243723936933,0.15216179189994286,0.3301905408901906,0.2065112822726831,0.27465972809766886,0.16281091289504257,0.023396743052636997,0.2928870518071276,0.14871498477392583,0.1814928394800971,0.16051637951509282,0.20220261844964332,0.28261430578504526,0.31454228582419463,0.29695152277713643,0.6686939171744608,0.1615289353949284,0.18424795597396837,0.2753796337146443,0.6305790322502889,0.1897254697257591,0.19999271279980668,0.6467187527415839,0.003879129149789525,0.2673597436287483,0.6260346153312634,0.6130241800145483,0.20580084996830533,0.3283649340119864,0.32958101404189166,0.27217376189573855,0.18951669661038262,0.33859826092594475
