"Time","pod:productcatalogservice-w1-8649bb655b-9r7pq_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-5fbjb_service:recommendationservice_node:worker--1","pod:recommendationservice-w2-6855bd669b-rqcwp_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-777d8d5dcb-wlzs7_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-jzrs2_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w4-6f8d8654c5-qp5k7_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-lthzs_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-gvdt9_service:frontend_node:worker--1","pod:frontend-w3-599b6846df-bpbg9_service:frontend_node:worker--3.novalocal","pod:frontend-w3-599b6846df-qhxbj_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-9l78n_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-b4n6k_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w4-6f8d8654c5-pks7x_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-lxz69_service:frontend_node:worker--1","pod:productcatalogservice-w1-8649bb655b-f7bw4_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-9zq2x_service:recommendationservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-dkzqc_service:recommendationservice_node:worker--1","pod:cartservice-w2-6d5d8bb6bc-8lvdn_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-84hj6_service:productcatalogservice_node:worker--3.novalocal","pod:redis-cart-w4-84485f8b85-7zbl7_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w2-649d8c7669-j2d85_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-nvh5n_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w4-777d8d5dcb-hgk2v_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-rfjsg_service:currencyservice_node:worker--1","pod:currencyservice-w2-649d8c7669-c476w_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-8q456_service:frontend_node:worker--2.novalocal","pod:redis-cart-w2-5fdf77f88c-zjd2q_service:redis-cart_node:worker--2.novalocal","pod:productcatalogservice-w4-66565874fb-nhtqq_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w2-76766bdfb6-vjrbx_service:adservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-jm4ng_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-85lxq_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-gr2gh_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-v4jv2_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-6ghrs_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w4-9f97cf96-wvlxf_service:adservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-rt246_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w2-5d9b8d854-vm5n9_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-4pbhz_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-spfps_service:frontend_node:worker--3.novalocal","pod:cartservice-w4-59ff89795c-l8xdf_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-nzhwx_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-4lmqz_service:frontend_node:worker--1"
1638444765.999,0.23459658576729797,0.10120831268413949,0.12500169419745774,0.44987006682403774,0.24847363765889852,0.2932526116087327,0.11146314631986995,0.4254516453667735,0.43105824480723554,0.430427389569685,0.09714142979699013,0.09857469654344811,0.29954721101485476,0.40683790692851846,0.22823736691144333,0.09951989684519914,0.10150246491405665,0.22874690085414878,0.22713680264815195,0.03128378066499385,0.34658989512929556,0.2608733487779167,0.440322677490396,0.2611167638749109,0.33870296827319957,0.2664078801175596,0.004166877965329352,0.2453884902692005,0.3455567275005925,0.4690373198343288,0.142630814407875,0.26124544345707773,0.2275058765568938,0.0971861512385091,0.2992079422533461,0.11157277187176065,0.2633573073141101,0.26486601277782185,0.4295489963574768,0.26582310105243895,0.25863326500293604,0.43567773862300097
1638444781.062,0.2525840542004041,0.11361629804655109,0.14691153114018646,0.5063248867834172,0.27640982094442573,0.3303936883156448,0.12481253886628568,0.48084748655068077,0.4871346184597479,0.4886408279401167,0.10904873000559044,0.10933122551309354,0.3345633991190442,0.4759079095386675,0.2612420034566369,0.11226099650094856,0.11262770570541808,0.26610388851029154,0.25214914605962674,0.03473057966179344,0.380917583227945,0.29743088555458336,0.49646355601341136,0.2968702958837648,0.36248573182159227,0.30250380977739294,0.005346767289583226,0.2772601453552345,0.3518719423079132,0.5373486164033334,0.15540787719317362,0.2921816764979406,0.25768556469178777,0.11004794602199519,0.3257383540911806,0.12264146954040703,0.299943308815358,0.2947118370826429,0.48301722075681697,0.29597750034507864,0.2922741505985722,0.49784882684499565
1638444796.086,0.2525840542004041,0.11361629804655109,0.14691153114018646,0.5063248867834172,0.27640982094442573,0.3303936883156448,0.12481253886628568,0.48084748655068077,0.4871346184597479,0.4886408279401167,0.10904873000559044,0.10933122551309354,0.3345633991190442,0.4759079095386675,0.2612420034566369,0.11226099650094856,0.11262770570541808,0.26610388851029154,0.25214914605962674,0.03473057966179344,0.380917583227945,0.29743088555458336,0.49646355601341136,0.2968702958837648,0.36248573182159227,0.30250380977739294,0.005346767289583226,0.2772601453552345,0.3518719423079132,0.5373486164033334,0.15540787719317362,0.2921816764979406,0.25768556469178777,0.11004794602199519,0.3257383540911806,0.12264146954040703,0.299943308815358,0.2947118370826429,0.48301722075681697,0.29597750034507864,0.2922741505985722,0.49784882684499565
1638444811.196,0.2507647524819132,0.1174899184038577,0.16045637300072213,0.5410345195914568,0.28753448169184254,0.3373247417266377,0.12459599520119422,0.49814626779702376,0.5172042207166632,0.5188915314504507,0.11203263605211072,0.11097845947364768,0.33817531712770654,0.4885128325494391,0.2722879017733817,0.1142165948279193,0.11772949800515048,0.278108902669043,0.26551419680002236,0.03414897342575142,0.39144955848054563,0.33929416659948863,0.5288643668752376,0.3086458040846775,0.3901471797283642,0.31469525652284586,0.007093159079957346,0.28623648643000466,0.34638827276955736,0.6126665677015095,0.152909145057943,0.30049906465452025,0.26660953253997244,0.11186981722917969,0.3157315391135508,0.12399383030519812,0.33085182055190987,0.3014242823593539,0.5114888196472465,0.30640207928876073,0.2986843987724233,0.5277888421187324
1638444826.315,0.2507647524819132,0.1174899184038577,0.16045637300072213,0.5410345195914568,0.28753448169184254,0.3373247417266377,0.12459599520119422,0.49814626779702376,0.5172042207166632,0.5188915314504507,0.11203263605211072,0.11097845947364768,0.33817531712770654,0.4885128325494391,0.2722879017733817,0.1142165948279193,0.11772949800515048,0.278108902669043,0.26551419680002236,0.03414897342575142,0.39144955848054563,0.33929416659948863,0.5288643668752376,0.3086458040846775,0.3901471797283642,0.31469525652284586,0.007093159079957346,0.28623648643000466,0.34638827276955736,0.6126665677015095,0.152909145057943,0.30049906465452025,0.26660953253997244,0.11186981722917969,0.3157315391135508,0.12399383030519812,0.33085182055190987,0.3014242823593539,0.5114888196472465,0.30640207928876073,0.2986843987724233,0.5277888421187324
1638444841.762,0.2692767874125369,0.11713121248777236,0.1606359265715342,0.5423630031314554,0.2884669416147373,0.33687453217244123,0.12413214452832891,0.5111459827201603,0.5171116102747749,0.5185937700414456,0.1115508116567159,0.1105055924331821,0.3381913850622898,0.5125860569991896,0.27252130854219336,0.1173718623994443,0.11330608684956724,0.2951150190767711,0.265092840746051,0.033057552844228406,0.3862770212583123,0.3413093771699115,0.5307099853649463,0.30784741326075815,0.39451495636962464,0.3160306116504294,0.008396118408965838,0.2869389317053769,0.33211294798619906,0.5734718195018221,0.15088865901242493,0.3003934729612562,0.26671533973828243,0.11126256549137754,0.2992445498234343,0.12334360728979077,0.33375751272530574,0.30091345653504953,0.5106576278949141,0.30756965543935927,0.3083988830025558,0.5273045715384568
1638444856.804,0.2692767874125369,0.11713121248777236,0.1606359265715342,0.5423630031314554,0.2884669416147373,0.33687453217244123,0.12413214452832891,0.5111459827201603,0.5171116102747749,0.5185937700414456,0.1115508116567159,0.1105055924331821,0.3381913850622898,0.5125860569991896,0.27252130854219336,0.1173718623994443,0.11330608684956724,0.2951150190767711,0.265092840746051,0.033057552844228406,0.3862770212583123,0.3413093771699115,0.5307099853649463,0.30784741326075815,0.39451495636962464,0.3160306116504294,0.008396118408965838,0.2869389317053769,0.33211294798619906,0.5734718195018221,0.15088865901242493,0.3003934729612562,0.26671533973828243,0.11126256549137754,0.2992445498234343,0.12334360728979077,0.33375751272530574,0.30091345653504953,0.5106576278949141,0.30756965543935927,0.3083988830025558,0.5273045715384568
1638444872.216,0.2695200062689344,0.11341888200004847,0.1595991858102398,0.5434595032541047,0.2890477743217944,0.3368342015115795,0.12401463745486381,0.5022274947949981,0.5163893719973158,0.5185777781400203,0.11164253699627441,0.11042602464575813,0.33899583156547364,0.46486824059762577,0.25796344159634216,0.11689859517610554,0.11681696899476339,0.2749654081921653,0.2653012261784712,0.032294200258719846,0.38353669696906445,0.31097838091525776,0.5319622610224254,0.305999916508092,0.3909413142405943,0.2930337803595129,0.010449420438795603,0.2874023960448994,0.3542189721240544,0.5873395685191072,0.16608520521733786,0.30052375204586423,0.2662236542926062,0.11137644444333838,0.2873670271339084,0.12359347165881229,0.31988441228955367,0.3012357717364904,0.5103369608418724,0.31037317005877746,0.30805786774864763,0.5164722885288745
1638444887.556,0.2695200062689344,0.11341888200004847,0.1595991858102398,0.5434595032541047,0.2890477743217944,0.3368342015115795,0.12401463745486381,0.5022274947949981,0.5163893719973158,0.5185777781400203,0.11164253699627441,0.11042602464575813,0.33899583156547364,0.46486824059762577,0.25796344159634216,0.11689859517610554,0.11681696899476339,0.2749654081921653,0.2653012261784712,0.032294200258719846,0.38353669696906445,0.31097838091525776,0.5319622610224254,0.305999916508092,0.3909413142405943,0.2930337803595129,0.010449420438795603,0.2874023960448994,0.3542189721240544,0.5873395685191072,0.16608520521733786,0.30052375204586423,0.2662236542926062,0.11137644444333838,0.2873670271339084,0.12359347165881229,0.31988441228955367,0.3012357717364904,0.5103369608418724,0.31037317005877746,0.30805786774864763,0.5164722885288745
1638444903.143,0.2698367757892571,0.11449683257610117,0.15626451266208347,0.5437663025505277,0.288744585364583,0.3371296573861712,0.12426170732549732,0.5120000432812465,0.5166857484726899,0.5184432205251808,0.11160922750457278,0.11040267961843074,0.33874758037053204,0.5130651600017093,0.2720827289165223,0.11712089426087413,0.11640974923591862,0.2899965552242504,0.26537868772107115,0.03085142503241407,0.40377802296488513,0.34429551342677717,0.5323730209626663,0.294758796024437,0.379522428098497,0.28414994320066767,0.01107610979445738,0.28682418484295624,0.34010109010872147,0.5907525186092881,0.1539985446327377,0.3016757794259962,0.26656577441249674,0.11188164521721913,0.2840409235425966,0.12343246289313638,0.3369359379716431,0.3015263656850573,0.5105355572237269,0.31026473699708135,0.28750594404260554,0.5173115304191109
