"Time","pod:currencyservice-w3-cd78b8fd6-zfkhj_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w2-5d9b8d854-qqkqn_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w4-66565874fb-w56wm_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-7h7sz_service:frontend_node:worker--1","pod:frontend-w1-8ddd87c7b-m82xc_service:frontend_node:worker--1","pod:recommendationservice-w1-8597bb459d-8mw55_service:recommendationservice_node:worker--1","pod:cartservice-w2-6d5d8bb6bc-9k54x_service:cartservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-xwghv_service:frontend_node:worker--3.novalocal","pod:cartservice-w4-59ff89795c-tnj7s_service:cartservice_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-q7w49_service:frontend_node:worker--4.novalocal","pod:redis-cart-w2-5fdf77f88c-mhwgs_service:redis-cart_node:worker--2.novalocal","pod:recommendationservice-w3-5c774597c5-qh5j9_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-qxdn5_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w2-76766bdfb6-48hgp_service:adservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-8ppz6_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-gwgmb_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-trpj4_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-84485f8b85-w3jpm_service:redis-cart_node:worker--4.novalocal","pod:recommendationservice-w1-8597bb459d-6bqkf_service:recommendationservice_node:worker--1","pod:frontend-w2-6646bc856b-84knt_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-56c4dd84bf-svwph_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w4-66565874fb-5g9cv_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w4-6f8d8654c5-hwnx4_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-5c7x4_service:frontend_node:worker--1","pod:productcatalogservice-w1-8649bb655b-2jbg2_service:productcatalogservice_node:worker--1","pod:currencyservice-w2-649d8c7669-mpbf9_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-649d8c7669-rvkbl_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-j4mlk_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w3-5c774597c5-vqmgs_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w4-9f97cf96-hlpbn_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w2-5d9b8d854-5hdsp_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-gbgm4_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-px6xc_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-6f8d8654c5-lj2zt_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w1-8597bb459d-qpjp4_service:recommendationservice_node:worker--1","pod:frontend-w4-777d8d5dcb-l2x6b_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-pgg6m_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-ct4gh_service:currencyservice_node:worker--1","pod:currencyservice-w1-656689488c-nqdwg_service:currencyservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-q9x98_service:productcatalogservice_node:worker--1","pod:currencyservice-w3-cd78b8fd6-hp9ln_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-gndz4_service:frontend_node:worker--3.novalocal"
1638442147.288,0.2688326976396683,0.30163251954496867,0.2572677360568683,0.44799393192851006,0.4408849993940337,0.10450277750273992,0.24743125984687497,0.43034989443720517,0.26319849308935034,0.4707603398555917,0.003889491279302919,0.10080803813447647,0.10219154673856884,0.3667249213920041,0.4499652927569511,0.2358290638967746,0.1177024202460176,0.03576906798589644,0.10401688065212289,0.27022224142631884,0.23846505315241917,0.2556837755044176,0.30021237383458166,0.43687876521017255,0.24190853441901755,0.3261452007772357,0.33684380767782907,0.5352872823995833,0.10187891242744637,0.3092309663742941,0.30045583720284497,0.14023040126101988,0.13911331083939268,0.30707235616543427,0.1061476565203712,0.4590026964004099,0.11604794275597216,0.2755703299878572,0.27379786540507334,0.23038351220502162,0.2695277042219748,0.44395102955591403
1638442162.332,0.2688326976396683,0.30163251954496867,0.2572677360568683,0.44799393192851006,0.4408849993940337,0.10450277750273992,0.24743125984687497,0.43034989443720517,0.26319849308935034,0.4707603398555917,0.003889491279302919,0.10080803813447647,0.10219154673856884,0.3667249213920041,0.4499652927569511,0.2358290638967746,0.1177024202460176,0.03576906798589644,0.10401688065212289,0.27022224142631884,0.23846505315241917,0.2556837755044176,0.30021237383458166,0.43687876521017255,0.24190853441901755,0.3261452007772357,0.33684380767782907,0.5352872823995833,0.10187891242744637,0.3092309663742941,0.30045583720284497,0.14023040126101988,0.13911331083939268,0.30707235616543427,0.1061476565203712,0.4590026964004099,0.11604794275597216,0.2755703299878572,0.27379786540507334,0.23038351220502162,0.2695277042219748,0.44395102955591403
1638442177.59,0.3010026049088016,0.3286157324287969,0.2859031620268676,0.5152562914610487,0.4987911348328614,0.1109521762437546,0.27691909366599937,0.4835294302111436,0.2893581348573771,0.5278389179062751,0.0035752293581689104,0.11152280927230838,0.1105118586157176,0.3721728813769676,0.5074260869829563,0.2643413366102061,0.12675277949540117,0.03927753623308754,0.11500607238475428,0.28740957187209853,0.26261343232204604,0.2837728225004394,0.3350705002658036,0.4727685289091163,0.26328973141756684,0.4054563919166872,0.3609213457094208,0.532255089740596,0.10963230181430407,0.3272546741240763,0.32349560395390436,0.15961786579784598,0.15467879911960253,0.33841425540255576,0.11796850198570108,0.5138291791083496,0.12410692931082809,0.30266770885739036,0.3097366187250888,0.2699094445298909,0.2947885249594234,0.4998928742334055
1638442192.644,0.3010026049088016,0.3286157324287969,0.2859031620268676,0.5152562914610487,0.4987911348328614,0.1109521762437546,0.27691909366599937,0.4835294302111436,0.2893581348573771,0.5278389179062751,0.0035752293581689104,0.11152280927230838,0.1105118586157176,0.3721728813769676,0.5074260869829563,0.2643413366102061,0.12675277949540117,0.03927753623308754,0.11500607238475428,0.28740957187209853,0.26261343232204604,0.2837728225004394,0.3350705002658036,0.4727685289091163,0.26328973141756684,0.4054563919166872,0.3609213457094208,0.532255089740596,0.10963230181430407,0.3272546741240763,0.32349560395390436,0.15961786579784598,0.15467879911960253,0.33841425540255576,0.11796850198570108,0.5138291791083496,0.12410692931082809,0.30266770885739036,0.3097366187250888,0.2699094445298909,0.2947885249594234,0.4998928742334055
1638442207.867,0.3004699250163828,0.33502733806908847,0.2887325644417745,0.52736864682515,0.48601499634625833,0.11571084557501393,0.3004830326688273,0.4956783493303287,0.2921012860527695,0.5459911215731446,0.00367484287002409,0.11057540428097423,0.1105371025291898,0.3536961676296972,0.5208311015804815,0.2658891939812181,0.12681961471810793,0.03966068195178636,0.11672453068346553,0.3093159730654725,0.26510569284747937,0.2881875194681447,0.33686471599835655,0.5033668383015668,0.2708511549034193,0.4136869430691421,0.39873714215536865,0.5706269151582658,0.10944855595367703,0.3096715896953246,0.293466234367219,0.1640938262758666,0.16025211029084713,0.3403234772753748,0.11825241103922614,0.5294174118235621,0.1242685939124677,0.31047158834725275,0.3119355176639343,0.2572565661798958,0.2991794876960212,0.5137744810077919
1638442222.94,0.2995202691611559,0.3239150426766949,0.29001826180851403,0.5260294510928836,0.5200151817605247,0.10570253426201749,0.28393763809423817,0.49622371922779707,0.2937945286270686,0.5486448487218569,0.0038536248671817365,0.11040183557907932,0.10996277723505501,0.3687890652468142,0.5208239775574292,0.26636715099678643,0.1258672613411014,0.040063589022000495,0.11554193101668964,0.30451453881169177,0.2649630535481171,0.2882290157370382,0.3371129131982533,0.5115371527476316,0.26961261370200723,0.3943507300977399,0.39153844575937813,0.5765291625798092,0.10930190009262956,0.2964733117926364,0.32016403344728483,0.16146443323227616,0.15330857973234416,0.3403858786167254,0.11396760878444921,0.5316572145141704,0.12463089218972201,0.3094369027271856,0.31100054915397213,0.2591680654042373,0.29853209623129734,0.5132105270231354
1638442237.96,0.2995202691611559,0.3239150426766949,0.29001826180851403,0.5260294510928836,0.5200151817605247,0.10570253426201749,0.28393763809423817,0.49622371922779707,0.2937945286270686,0.5486448487218569,0.0038536248671817365,0.11040183557907932,0.10996277723505501,0.3687890652468142,0.5208239775574292,0.26636715099678643,0.1258672613411014,0.040063589022000495,0.11554193101668964,0.30451453881169177,0.2649630535481171,0.2882290157370382,0.3371129131982533,0.5115371527476316,0.26961261370200723,0.3943507300977399,0.39153844575937813,0.5765291625798092,0.10930190009262956,0.2964733117926364,0.32016403344728483,0.16146443323227616,0.15330857973234416,0.3403858786167254,0.11396760878444921,0.5316572145141704,0.12463089218972201,0.3094369027271856,0.31100054915397213,0.2591680654042373,0.29853209623129734,0.5132105270231354
1638442252.997,0.29938862593054694,0.3222848253091775,0.28980229818954506,0.5259000690395036,0.519691744269263,0.11588056296990179,0.2881798276307354,0.4953077220183215,0.29412055375779284,0.548227115771304,0.003893091713808817,0.10965387244187087,0.10959167686623342,0.35209982482463764,0.52118398049437,0.2662604490081221,0.1254465243263816,0.04011869085724806,0.11637950818109019,0.30352097899961666,0.26433033135239303,0.28847194836750933,0.3366195986251922,0.5110787118635396,0.269981424070572,0.39913246145844056,0.3775761764976684,0.5800668264723109,0.10938267366672781,0.2875019187395155,0.3243260317688372,0.155067359762659,0.16402206598461294,0.3400843936378866,0.11721174007179447,0.5314694047333707,0.1255661509386186,0.30911626371596,0.31139016544671516,0.27188462421235754,0.29774020589825273,0.5132113477166572
1638442268.013,0.29938862593054694,0.3222848253091775,0.28980229818954506,0.5259000690395036,0.519691744269263,0.11588056296990179,0.2881798276307354,0.4953077220183215,0.29412055375779284,0.548227115771304,0.003893091713808817,0.10965387244187087,0.10959167686623342,0.35209982482463764,0.52118398049437,0.2662604490081221,0.1254465243263816,0.04011869085724806,0.11637950818109019,0.30352097899961666,0.26433033135239303,0.28847194836750933,0.3366195986251922,0.5110787118635396,0.269981424070572,0.39913246145844056,0.3775761764976684,0.5800668264723109,0.10938267366672781,0.2875019187395155,0.3243260317688372,0.155067359762659,0.16402206598461294,0.3400843936378866,0.11721174007179447,0.5314694047333707,0.1255661509386186,0.30911626371596,0.31139016544671516,0.27188462421235754,0.29774020589825273,0.5132113477166572
1638442283.049,0.29962316591261284,0.33626912135173853,0.2887830027593054,0.5172274401156418,0.5007529937803044,0.11460996855713412,0.3092890911269097,0.49519229653709107,0.2948400091707944,0.5484568997855299,0.00361513810072074,0.11008362495997309,0.10986385139238722,0.3293983602213583,0.5208191125322088,0.266171256824742,0.12560394618955834,0.04013333748265447,0.11115168231064006,0.3102623831206312,0.26482956351268694,0.28897442692571396,0.3375947054305732,0.48905051677030725,0.26974427069740486,0.4002555420294083,0.4020871621947302,0.5923132339015883,0.1094753159469574,0.2861264488772444,0.34163946125609146,0.15222318663621504,0.1576643993136918,0.34046923101797943,0.11628185900053004,0.5311644260932438,0.1255737032317818,0.30859435245078326,0.3112872922362294,0.27186598712355475,0.2977037400508828,0.5130925304695606
