"Time","pod:adservice-w1-5c67ddfffc-nnsmd_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-clljv_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-4vc7l_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-2vqst_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w2-5bbcb977f8-msvz9_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-sp7lt_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-hrk5q_service:recommendationservice_node:worker--3","pod:frontend-w3-8ddd87c7b-pnnzz_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-h42g7_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nhh9m_service:redis-cart_node:worker--3","pod:recommendationservice-w4-6855bd669b-h9qkj_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-82j8c_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-dzqzv_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-gj7nz_service:productcatalogservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-wrzml_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-n8kmg_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-z2x7v_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-css4j_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-5hbfc_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-lkh9x_service:adservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-kxzmp_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-v22vr_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-vrch7_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-8gsj5_service:redis-cart_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-49f2j_service:cartservice_node:worker--3","pod:frontend-w3-8ddd87c7b-sb8qr_service:frontend_node:worker--3","pod:recommendationservice-w4-6855bd669b-tcghs_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w2-5bbcb977f8-vhcdj_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-qst9t_service:productcatalogservice_node:worker--3","pod:frontend-w1-599b6846df-vnhhn_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-l6p9w_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-4gjgp_service:currencyservice_node:worker--3","pod:currencyservice-w3-656689488c-wl4gc_service:currencyservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-8m25x_service:recommendationservice_node:worker--4.novalocal"
1637260173.726,0.1615186567528069,0.3050149299215981,0.09195205737343623,0.09872465670467476,0.08955937844725706,0.08944482984593538,0.06415228205512732,0.7082427867350378,0.0660405133707946,0.0077404656613779925,0.09076941263241692,0.3416228603075528,0.30889466553342787,0.3037298566739015,0.09183456920452646,0.34585612054850245,0.756805042319057,0.06737541019897664,0.08904432593390557,0.15794528261651225,0.08950482682202399,0.16542816689041384,0.0660075608645634,0.015206374413191533,0.15362673633748647,0.650247914808352,0.10050585468454663,0.08981034894913678,0.3054453544856563,0.6617523971002344,0.09049399073823516,0.3427913010115816,0.336533487976262,0.096209118847532
1637260188.754,0.1615186567528069,0.3050149299215981,0.09195205737343623,0.09872465670467476,0.08955937844725706,0.08944482984593538,0.06415228205512732,0.7082427867350378,0.0660405133707946,0.0077404656613779925,0.09076941263241692,0.3416228603075528,0.30889466553342787,0.3037298566739015,0.09183456920452646,0.34585612054850245,0.756805042319057,0.06737541019897664,0.08904432593390557,0.15794528261651225,0.08950482682202399,0.16542816689041384,0.0660075608645634,0.015206374413191533,0.15362673633748647,0.650247914808352,0.10050585468454663,0.08981034894913678,0.3054453544856563,0.6617523971002344,0.09049399073823516,0.3427913010115816,0.336533487976262,0.096209118847532
1637260203.785,0.17768586419571722,0.3360482486643168,0.09716919626112125,0.10015321898639254,0.09514769564044173,0.09469029384067547,0.0705388815558411,0.7979247987733198,0.07229669895316587,0.008611556950163128,0.10059330260560892,0.37664360341074965,0.34072693586177305,0.34253761703567254,0.09074810279724949,0.3824153271944212,0.8494498146908783,0.07307803737581589,0.09467831850051131,0.17687396343923778,0.09550868106792099,0.18013117264828704,0.07165742342003784,0.015624498942294004,0.17230845635452213,0.7501165005158129,0.09749585262267774,0.09552024082329594,0.3413627033587614,0.7424517649496725,0.09792897109672585,0.38005965111591755,0.3744694217777301,0.10012035699335245
1637260218.809,0.17768586419571722,0.3360482486643168,0.09716919626112125,0.10015321898639254,0.09514769564044173,0.09469029384067547,0.0705388815558411,0.7979247987733198,0.07229669895316587,0.008611556950163128,0.10059330260560892,0.37664360341074965,0.34072693586177305,0.34253761703567254,0.09074810279724949,0.3824153271944212,0.8494498146908783,0.07307803737581589,0.09467831850051131,0.17687396343923778,0.09550868106792099,0.18013117264828704,0.07165742342003784,0.015624498942294004,0.17230845635452213,0.7501165005158129,0.09749585262267774,0.09552024082329594,0.3413627033587614,0.7424517649496725,0.09792897109672585,0.38005965111591755,0.3744694217777301,0.10012035699335245
1637260233.843,0.17629329917624995,0.3418901340998142,0.09713766105796519,0.10113188042109339,0.09423021438528306,0.09505410657087432,0.07040774515300903,0.8016248837820896,0.07171920930817183,0.00857822803999817,0.10044256874528538,0.37821222551272526,0.34435141936525976,0.3449879198908827,0.10073624485207272,0.38160071773507753,0.8734175955844232,0.07187702420469619,0.09354150354585317,0.17820309526488098,0.10155135708275559,0.18098017222017737,0.07177671258560572,0.014860801511751544,0.17156248614112213,0.7314325342069238,0.09990702464365098,0.09557306235699073,0.32411042628028347,0.7576930202615142,0.09627892567689508,0.38384433495767084,0.3661457034309502,0.0952808853649694
1637260248.879,0.17629329917624995,0.3418901340998142,0.09713766105796519,0.10113188042109339,0.09423021438528306,0.09505410657087432,0.07040774515300903,0.8016248837820896,0.07171920930817183,0.00857822803999817,0.10044256874528538,0.37821222551272526,0.34435141936525976,0.3449879198908827,0.10073624485207272,0.38160071773507753,0.8734175955844232,0.07187702420469619,0.09354150354585317,0.17820309526488098,0.10155135708275559,0.18098017222017737,0.07177671258560572,0.014860801511751544,0.17156248614112213,0.7314325342069238,0.09990702464365098,0.09557306235699073,0.32411042628028347,0.7576930202615142,0.09627892567689508,0.38384433495767084,0.3661457034309502,0.0952808853649694
1637260263.898,0.17644071321517596,0.3429242929669988,0.09800529945345822,0.10570495553392951,0.09528357833788784,0.09576422812832093,0.06356939487886132,0.8146967843099361,0.07185693163889412,0.010289701249616166,0.10080720312357237,0.37786466945252106,0.3460258688768973,0.34057111115527905,0.09634665497252355,0.38226749364767443,0.8733134611355344,0.07166627683478469,0.09429662004057458,0.17340002262939025,0.10289646022219119,0.18163329282855964,0.07210476146900377,0.01431252938302515,0.17128833269183924,0.7254245744738079,0.09907150133899462,0.09628629788748005,0.34440085157824224,0.7559237704682717,0.09712326480524075,0.3844801000506687,0.3760103020723245,0.10032728292178886
1637260278.925,0.17644071321517596,0.3429242929669988,0.09800529945345822,0.10570495553392951,0.09528357833788784,0.09576422812832093,0.06356939487886132,0.8146967843099361,0.07185693163889412,0.010289701249616166,0.10080720312357237,0.37786466945252106,0.3460258688768973,0.34057111115527905,0.09634665497252355,0.38226749364767443,0.8733134611355344,0.07166627683478469,0.09429662004057458,0.17340002262939025,0.10289646022219119,0.18163329282855964,0.07210476146900377,0.01431252938302515,0.17128833269183924,0.7254245744738079,0.09907150133899462,0.09628629788748005,0.34440085157824224,0.7559237704682717,0.09712326480524075,0.3844801000506687,0.3760103020723245,0.10032728292178886
1637260293.952,0.17612844686913953,0.3432677345022556,0.09886447064510484,0.10476922073905756,0.09552496227556191,0.09715536677023809,0.0713648667976368,0.8114660515674055,0.07128532341853813,0.011244433904796023,0.10622310028317047,0.3782865103536871,0.34588261759219446,0.34498575561185113,0.10343695913924605,0.38147341019559683,0.8778065786490474,0.07141643635451593,0.09493733622306053,0.15916878825944963,0.10557097200839353,0.18155060410967425,0.07190009271310684,0.013260875468794859,0.15263495720663922,0.7643803873496509,0.09860025987743534,0.09755265511335204,0.3257427543958654,0.755329429473495,0.09697260510747219,0.36697088241775033,0.3754122476053223,0.10351918538245923
1637260308.98,0.17612844686913953,0.3432677345022556,0.09886447064510484,0.10476922073905756,0.09552496227556191,0.09715536677023809,0.0713648667976368,0.8114660515674055,0.07128532341853813,0.011244433904796023,0.10622310028317047,0.3782865103536871,0.34588261759219446,0.34498575561185113,0.10343695913924605,0.38147341019559683,0.8778065786490474,0.07141643635451593,0.09493733622306053,0.15916878825944963,0.10557097200839353,0.18155060410967425,0.07190009271310684,0.013260875468794859,0.15263495720663922,0.7643803873496509,0.09860025987743534,0.09755265511335204,0.3257427543958654,0.755329429473495,0.09697260510747219,0.36697088241775033,0.3754122476053223,0.10351918538245923
