"Time","pod:cartservice-w4-86744bdcbd-lv5nc_service:cartservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-rn6q9_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w2-6d65c886c7-sxw5f_service:redis-cart_node:worker--2","pod:frontend-w1-6646bc856b-xbxtj_service:frontend_node:worker--1.novalocal","pod:adservice-w3-9f97cf96-6gdx7_service:adservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-bdcjd_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w2-8ddd87c7b-6b4n4_service:frontend_node:worker--2","pod:productcatalogservice-w2-8649bb655b-tg9vx_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-vscqx_service:recommendationservice_node:worker--2","pod:frontend-w1-6646bc856b-j5zl4_service:frontend_node:worker--1.novalocal","pod:frontend-w4-599b6846df-wfxp2_service:frontend_node:worker--4.novalocal","pod:frontend-w3-777d8d5dcb-z8crd_service:frontend_node:worker--3.novalocal","pod:redis-cart-w3-84485f8b85-7bh8v_service:redis-cart_node:worker--3.novalocal","pod:recommendationservice-w2-8597bb459d-6vkrq_service:recommendationservice_node:worker--2","pod:recommendationservice-w4-5c774597c5-f8m72_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w3-59ff89795c-rctmd_service:cartservice_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-nfmqd_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w1-6855bd669b-g5ktz_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w2-754d7d8cd4-js4vl_service:adservice_node:worker--2","pod:currencyservice-w2-656689488c-p8wt6_service:currencyservice_node:worker--2","pod:currencyservice-w1-649d8c7669-5fmz8_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-fq99r_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w4-56c4dd84bf-l4jhr_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-xdjv4_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-5r87j_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w3-5bbcb977f8-hzzmz_service:recommendationservice_node:worker--3.novalocal","pod:redis-cart-w4-7c75d55f4d-gkhwt_service:redis-cart_node:worker--4.novalocal","pod:recommendationservice-w3-5bbcb977f8-2n9mk_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w2-8649bb655b-8f5hg_service:productcatalogservice_node:worker--2","pod:productcatalogservice-w1-5d9b8d854-xmkk4_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w1-649d8c7669-db7bh_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-9tczl_service:frontend_node:worker--1.novalocal","pod:adservice-w4-5c67ddfffc-c2vzn_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w3-66565874fb-b4b8v_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-kbl76_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w2-8649bb655b-jsv4x_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-gm4h6_service:recommendationservice_node:worker--2","pod:currencyservice-w1-649d8c7669-7rxkn_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w4-cd78b8fd6-b2ldf_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-cs47h_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w3-6f8d8654c5-j6kfx_service:currencyservice_node:worker--3.novalocal","pod:cartservice-w2-856bd974f7-v4zjm_service:cartservice_node:worker--2"
1641991175.999,0.16089938095065281,0.17462828437123581,0.00594321213948288,0.45675385156078113,0.22460638887927173,0.10648159876407992,0.6601768769480066,0.16877389696741196,0.08809511346479379,0.4149959463902083,0.6397616646458978,0.7199259426048865,0.03552340240883522,0.08572303520493718,0.09384601762096079,0.1816238287878476,0.20054808599411608,0.1154632906676513,0.18353685467993403,0.28384489205464003,0.3440050283767119,0.45576141051427954,0.17671550779154038,0.17487705979331716,0.0924938443019544,0.10209327489938749,0.0195785648563264,0.1070218303021517,0.1655448647004442,0.20667285709253963,0.3474266886021624,0.4532396347458721,0.19097574368443054,0.20021323749473124,0.19898548514392678,0.16472494965959217,0.08624801340242193,0.33911579770883016,0.2970912104445109,0.09329157885151868,0.3430761002527977,0.16023634618058152
1641991191.028,0.16089938095065281,0.17462828437123581,0.00594321213948288,0.45675385156078113,0.22460638887927173,0.10648159876407992,0.6601768769480066,0.16877389696741196,0.08809511346479379,0.4149959463902083,0.6397616646458978,0.7199259426048865,0.03552340240883522,0.08572303520493718,0.09384601762096079,0.1816238287878476,0.20054808599411608,0.1154632906676513,0.18353685467993403,0.28384489205464003,0.3440050283767119,0.45576141051427954,0.17671550779154038,0.17487705979331716,0.0924938443019544,0.10209327489938749,0.0195785648563264,0.1070218303021517,0.1655448647004442,0.20667285709253963,0.3474266886021624,0.4532396347458721,0.19097574368443054,0.20021323749473124,0.19898548514392678,0.16472494965959217,0.08624801340242193,0.33911579770883016,0.2970912104445109,0.09329157885151868,0.3430761002527977,0.16023634618058152
1641991206.054,0.17741930679018691,0.19372599101494853,0.005769944702187356,0.5089355844325698,0.22636615857366038,0.11417413075456323,0.7565881293993039,0.18507457241385292,0.09711756714549796,0.4650554135195807,0.717881985434817,0.8050677539709487,0.037742189655818326,0.09697569846954121,0.10102387606034166,0.19724904537829813,0.21846695658692503,0.12691302151718162,0.19741246882981836,0.3104487561704163,0.3758358651923658,0.5205290481984743,0.1974594128107376,0.19727412269117606,0.1012910855178764,0.1105309295019754,0.020841207566202273,0.11274080120700927,0.18559509440322497,0.21940492902150124,0.363098168594695,0.5414509714938416,0.20147090614861246,0.21884426459778225,0.21745048906143127,0.18488255893674443,0.09608967630134893,0.3547663709840808,0.32985005560184044,0.10029080616879373,0.37885661605311505,0.15858486600071794
1641991221.097,0.17741930679018691,0.19372599101494853,0.005769944702187356,0.5089355844325698,0.22636615857366038,0.11417413075456323,0.7565881293993039,0.18507457241385292,0.09711756714549796,0.4650554135195807,0.717881985434817,0.8050677539709487,0.037742189655818326,0.09697569846954121,0.10102387606034166,0.19724904537829813,0.21846695658692503,0.12691302151718162,0.19741246882981836,0.3104487561704163,0.3758358651923658,0.5205290481984743,0.1974594128107376,0.19727412269117606,0.1012910855178764,0.1105309295019754,0.020841207566202273,0.11274080120700927,0.18559509440322497,0.21940492902150124,0.363098168594695,0.5414509714938416,0.20147090614861246,0.21884426459778225,0.21745048906143127,0.18488255893674443,0.09608967630134893,0.3547663709840808,0.32985005560184044,0.10029080616879373,0.37885661605311505,0.15858486600071794
1641991236.116,0.17754265461213625,0.1968244693882002,0.00574300953553671,0.4850744388961879,0.20794595958990153,0.11375596730516768,0.7791572208646904,0.1865736834846924,0.09992577193263494,0.5258893593014401,0.7412215406700872,0.8327666992981614,0.03789623573787932,0.09286984969486013,0.10063063386459012,0.19788964163888972,0.21976992714548263,0.12473781452527463,0.1803825689293455,0.3240139345779901,0.35533842838001456,0.5351005569255194,0.19844272205349964,0.19769334807053845,0.10119731773513983,0.11080402276918896,0.020970110402392703,0.1135243678913895,0.19083278546396581,0.21175048274413272,0.36713151388077503,0.522176875993438,0.18195422292559693,0.21889791429065558,0.218327919605563,0.19096072810728812,0.09531752923492795,0.3747142053193724,0.3323607172161285,0.10121801418214738,0.3827775989475728,0.17423798302137494
1641991251.147,0.17754265461213625,0.1968244693882002,0.00574300953553671,0.4850744388961879,0.20794595958990153,0.11375596730516768,0.7791572208646904,0.1865736834846924,0.09992577193263494,0.5258893593014401,0.7412215406700872,0.8327666992981614,0.03789623573787932,0.09286984969486013,0.10063063386459012,0.19788964163888972,0.21976992714548263,0.12473781452527463,0.1803825689293455,0.3240139345779901,0.35533842838001456,0.5351005569255194,0.19844272205349964,0.19769334807053845,0.10119731773513983,0.11080402276918896,0.020970110402392703,0.1135243678913895,0.19083278546396581,0.21175048274413272,0.36713151388077503,0.522176875993438,0.18195422292559693,0.21889791429065558,0.218327919605563,0.19096072810728812,0.09531752923492795,0.3747142053193724,0.3323607172161285,0.10121801418214738,0.3827775989475728,0.17423798302137494
1641991266.198,0.17703567932185793,0.1964668389948092,0.005540273488672802,0.5105053528733866,0.1930703016206214,0.11477822263499134,0.7781315974160639,0.18993749420633296,0.09618703251067745,0.5264134105288795,0.741325654202214,0.8369065043902452,0.0377675901094576,0.0966997718970362,0.10025683494345113,0.19703493281307372,0.2199458051357162,0.12416065370744593,0.16516854877132142,0.32349947541129653,0.351213739058601,0.4827911742608861,0.19854536598273856,0.19721359171642505,0.10103008963275054,0.11122547316654913,0.020848749306687977,0.1136182565612574,0.1875829251748146,0.2310694051356521,0.3365244368775,0.5652200032867292,0.16731789383564566,0.2209514232968149,0.2196958784122149,0.19104369237195287,0.09924445381758033,0.38890502799179505,0.3328674000413846,0.09983189002107913,0.38293671753897207,0.17364754503293756
1641991281.215,0.17703567932185793,0.1964668389948092,0.005540273488672802,0.5105053528733866,0.1930703016206214,0.11477822263499134,0.7781315974160639,0.18993749420633296,0.09618703251067745,0.5264134105288795,0.741325654202214,0.8369065043902452,0.0377675901094576,0.0966997718970362,0.10025683494345113,0.19703493281307372,0.2199458051357162,0.12416065370744593,0.16516854877132142,0.32349947541129653,0.351213739058601,0.4827911742608861,0.19854536598273856,0.19721359171642505,0.10103008963275054,0.11122547316654913,0.020848749306687977,0.1136182565612574,0.1875829251748146,0.2310694051356521,0.3365244368775,0.5652200032867292,0.16731789383564566,0.2209514232968149,0.2196958784122149,0.19104369237195287,0.09924445381758033,0.38890502799179505,0.3328674000413846,0.09983189002107913,0.38293671753897207,0.17364754503293756
1641991296.248,0.1762074199977436,0.19612376288782496,0.00515897637226197,0.5008665978139787,0.18682807792613906,0.11467636338987207,0.7112454988304712,0.18990583741790792,0.09561861644185606,0.4817800204711985,0.7420674847633169,0.8402958596181807,0.03781255612963227,0.09694131878276752,0.09975155976310854,0.1973521578039772,0.22051323980630866,0.11952109720017826,0.158555943538883,0.29792590766474747,0.36500576801602824,0.5024120457409643,0.19843262892852626,0.19701233510366864,0.10023625171391803,0.11219646412077411,0.020782069238089815,0.11258599601379385,0.1908394434664602,0.2321378621245404,0.3877217128467237,0.5266086152623172,0.16096762451472613,0.22132521753383955,0.22003258308692739,0.1780222211093354,0.09616738049662793,0.38068733749552425,0.3318853932812821,0.09941877263266438,0.3844317448651148,0.17277472805790925
1641991311.285,0.1762074199977436,0.19612376288782496,0.00515897637226197,0.5008665978139787,0.18682807792613906,0.11467636338987207,0.7112454988304712,0.18990583741790792,0.09561861644185606,0.4817800204711985,0.7420674847633169,0.8402958596181807,0.03781255612963227,0.09694131878276752,0.09975155976310854,0.1973521578039772,0.22051323980630866,0.11952109720017826,0.158555943538883,0.29792590766474747,0.36500576801602824,0.5024120457409643,0.19843262892852626,0.19701233510366864,0.10023625171391803,0.11219646412077411,0.020782069238089815,0.11258599601379385,0.1908394434664602,0.2321378621245404,0.3877217128467237,0.5266086152623172,0.16096762451472613,0.22132521753383955,0.22003258308692739,0.1780222211093354,0.09616738049662793,0.38068733749552425,0.3318853932812821,0.09941877263266438,0.3844317448651148,0.17277472805790925
