"Time","pod:productcatalogservice-w1-56c4dd84bf-w7xk7_service:productcatalogservice_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-27jrd_service:cartservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-gcnwd_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-n78jv_service:frontend_node:worker--3","pod:frontend-w4-6646bc856b-kfdsq_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-lkr22_service:frontend_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-dmznf_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-xz86m_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-dsdtw_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-kl9bs_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-2kw2f_service:cartservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-zwwt2_service:currencyservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-fzlzn_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-q8vfj_service:adservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-9f8xd_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-lvtpr_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-472sd_service:adservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-s55ds_service:cartservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:adservice-w4-76766bdfb6-rzgpw_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-w5tfg_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-w7w7r_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-mg24w_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-6889j_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-fwx59_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-cmdxr_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-khkh4_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-nbprw_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:productcatalogservice-w2-66565874fb-qxnld_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-zt2b9_service:currencyservice_node:worker--3","pod:currencyservice-w1-cd78b8fd6-n4hf4_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-zfgbm_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-nsgvw_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-fjv22_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-dlxpl_service:frontend_node:worker--2.novalocal","pod:cartservice-w4-6d5d8bb6bc-hpb7n_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-xc8ql_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-qrf9h_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-blwcx_service:currencyservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-bl644_service:adservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-kv4bw_service:recommendationservice_node:worker--3"
1636026383.198,0.06533991083813034,0.18837066002683722,0.02400059101738447,0.5455917016202528,0.5504170061272811,0.6018895166062499,0.600529556929586,0.5956870161346166,0.009820070162601474,0.5731898583985416,0.010676691076915058,0.16113824445398214,0.003513894979909015,0.4800766021469737,0.0106648529791673,0.12434935168889308,0.48363824445516773,0.009664531747627601,0.156959871121311,0.14743245142925018,0.03576131255072558,0.1733762952813671,0.0856132384475808,0.5365847358759791,0.07439755592042574,0.00994186782705492,0.010417344512478284,0.062400742472678905,0.06163305329320597,0.09037579589242016,0.028834440621018483,0.07521931560260331,0.47191497999734594,0.4843005645352345,0.5425480733055481,0.06234136469844067,0.5456054830625467,0.5879727245667462,0.21917093365390544,0.6268907864268274,0.009809477379132361,0.5516250056852974,0.13037188620792947,0.009723593537893725
1636026398.223,0.06533991083813034,0.18837066002683722,0.02400059101738447,0.5455917016202528,0.5504170061272811,0.6018895166062499,0.600529556929586,0.5956870161346166,0.009820070162601474,0.5731898583985416,0.010676691076915058,0.16113824445398214,0.003513894979909015,0.4800766021469737,0.0106648529791673,0.12434935168889308,0.48363824445516773,0.009664531747627601,0.156959871121311,0.14743245142925018,0.03576131255072558,0.1733762952813671,0.0856132384475808,0.5365847358759791,0.07439755592042574,0.00994186782705492,0.010417344512478284,0.062400742472678905,0.06163305329320597,0.09037579589242016,0.028834440621018483,0.07521931560260331,0.47191497999734594,0.4843005645352345,0.5425480733055481,0.06234136469844067,0.5456054830625467,0.5879727245667462,0.21917093365390544,0.6268907864268274,0.009809477379132361,0.5516250056852974,0.13037188620792947,0.009723593537893725
1636026413.259,0.06727254124475342,0.19734896342331146,0.024900503200583405,0.5965498900095489,0.5908362563141075,0.6830452798701723,0.6528809476526386,0.6503219665165336,0.00880404381732805,0.6281430770820264,0.011823860666417399,0.16807936082548586,0.0033538228646829205,0.5203471463714218,0.010666023478283559,0.13066246773031026,0.520888299856026,0.009141650521959565,0.16410815820624125,0.15884035892389897,0.03862975413123002,0.18819366610113525,0.09092408973294595,0.586964081725871,0.07706703812543958,0.009878375012881219,0.010235453712570652,0.06735353478739811,0.06527033916123366,0.0849504040250163,0.03035956287315633,0.07654932843383906,0.5192856957945151,0.5194497055154341,0.5940103028734003,0.06546119411011067,0.5864661850254966,0.6419714966780083,0.2130766299201164,0.6460115255541977,0.00941134069939992,0.5923041763074183,0.12976198506073833,0.009070681165334708
1636026428.276,0.06727254124475342,0.19734896342331146,0.024900503200583405,0.5965498900095489,0.5908362563141075,0.6830452798701723,0.6528809476526386,0.6503219665165336,0.00880404381732805,0.6281430770820264,0.011823860666417399,0.16807936082548586,0.0033538228646829205,0.5203471463714218,0.010666023478283559,0.13066246773031026,0.520888299856026,0.009141650521959565,0.16410815820624125,0.15884035892389897,0.03862975413123002,0.18819366610113525,0.09092408973294595,0.586964081725871,0.07706703812543958,0.009878375012881219,0.010235453712570652,0.06735353478739811,0.06527033916123366,0.0849504040250163,0.03035956287315633,0.07654932843383906,0.5192856957945151,0.5194497055154341,0.5940103028734003,0.06546119411011067,0.5864661850254966,0.6419714966780083,0.2130766299201164,0.6460115255541977,0.00941134069939992,0.5923041763074183,0.12976198506073833,0.009070681165334708
1636026443.304,0.06695400348328558,0.19678887358356278,0.02495701816753053,0.5977256718479778,0.5743823670981183,0.614932124435609,0.646659368011456,0.6508193109268049,0.00922378613000002,0.6292070099373019,0.01157649653423623,0.1674369809583038,0.0033527620419743394,0.48842633816089776,0.010713799609034142,0.1306500769754921,0.5197061790824474,0.00919074379774689,0.16383012726432422,0.16069480288490687,0.03873934405916217,0.17758753206247477,0.09110807636767032,0.5879224701869066,0.0776085611740961,0.009815000977698475,0.010124678116460924,0.060579303945457796,0.06532842917909001,0.08438829863880952,0.02886991892390147,0.07675354315799132,0.5198951663529989,0.5198543283320399,0.5944452234166968,0.0654719395149622,0.5856473185748928,0.643675558911794,0.21572021639295985,0.6268320926350024,0.009509559102630908,0.59158728025184,0.13091922715154355,0.009055529331151824
1636026458.325,0.06695400348328558,0.19678887358356278,0.02495701816753053,0.5977256718479778,0.5743823670981183,0.614932124435609,0.646659368011456,0.6508193109268049,0.00922378613000002,0.6292070099373019,0.01157649653423623,0.1674369809583038,0.0033527620419743394,0.48842633816089776,0.010713799609034142,0.1306500769754921,0.5197061790824474,0.00919074379774689,0.16383012726432422,0.16069480288490687,0.03873934405916217,0.17758753206247477,0.09110807636767032,0.5879224701869066,0.0776085611740961,0.009815000977698475,0.010124678116460924,0.060579303945457796,0.06532842917909001,0.08438829863880952,0.02886991892390147,0.07675354315799132,0.5198951663529989,0.5198543283320399,0.5944452234166968,0.0654719395149622,0.5856473185748928,0.643675558911794,0.21572021639295985,0.6268320926350024,0.009509559102630908,0.59158728025184,0.13091922715154355,0.009055529331151824
1636026473.369,0.0668329510150044,0.19720992942925009,0.024955670069132498,0.5987788128864733,0.5677076885578465,0.664012019575487,0.667747730193766,0.6502656349120081,0.009139786392152918,0.6715931457543429,0.011636222071106221,0.1655313242963023,0.003340634117921919,0.5223332337614255,0.010978064682222623,0.13040921328257177,0.5201065587158327,0.008977640173295344,0.16325939717824184,0.15625400526043037,0.03871734714154941,0.18604586720143612,0.088251443716992,0.5877264277706653,0.07717501666875869,0.009735871369936432,0.010138656363599497,0.06803108144534982,0.06328922849428793,0.08735096664027006,0.029738256431946844,0.0766036762292938,0.5214534110117636,0.5195909347643946,0.5937943097136547,0.06529221702484674,0.583264141617737,0.6432695216451549,0.21452368749772494,0.6017292593198391,0.009386088297419633,0.5905605380686073,0.13691336948497723,0.008958846407572035
1636026488.394,0.0668329510150044,0.19720992942925009,0.024955670069132498,0.5987788128864733,0.5677076885578465,0.664012019575487,0.667747730193766,0.6502656349120081,0.009139786392152918,0.6715931457543429,0.011636222071106221,0.1655313242963023,0.003340634117921919,0.5223332337614255,0.010978064682222623,0.13040921328257177,0.5201065587158327,0.008977640173295344,0.16325939717824184,0.15625400526043037,0.03871734714154941,0.18604586720143612,0.088251443716992,0.5877264277706653,0.07717501666875869,0.009735871369936432,0.010138656363599497,0.06803108144534982,0.06328922849428793,0.08735096664027006,0.029738256431946844,0.0766036762292938,0.5214534110117636,0.5195909347643946,0.5937943097136547,0.06529221702484674,0.583264141617737,0.6432695216451549,0.21452368749772494,0.6017292593198391,0.009386088297419633,0.5905605380686073,0.13691336948497723,0.008958846407572035
1636026503.417,0.06704756546663425,0.19494887231923452,0.025570760208091455,0.5985915634994919,0.60268508711123,0.6445806912129219,0.6804462190827196,0.6492958856032734,0.009109135768179476,0.6518887192156946,0.011253595416509062,0.16415318267911536,0.0035746046457959283,0.5219737853593507,0.011190677686062238,0.1308182499558078,0.5210408016543867,0.009064957849321868,0.16278766774305303,0.16501643770130353,0.03836859628787715,0.1781162034678498,0.08744573104806685,0.588219090234579,0.07705817698396877,0.009672753686660157,0.010247745334444924,0.063928279094837,0.06803206157616287,0.08654019797980864,0.02728296647563251,0.07644780046695,0.521007666654063,0.5206590132626864,0.5947354226267119,0.06584999540106476,0.5833501787052674,0.6435775506566757,0.2210083044878942,0.6088951968741307,0.00928507091841074,0.5900000297060664,0.13683386477837733,0.008398317918635687
1636026518.431,0.06704756546663425,0.19494887231923452,0.025570760208091455,0.5985915634994919,0.60268508711123,0.6445806912129219,0.6804462190827196,0.6492958856032734,0.009109135768179476,0.6518887192156946,0.011253595416509062,0.16415318267911536,0.0035746046457959283,0.5219737853593507,0.011190677686062238,0.1308182499558078,0.5210408016543867,0.009064957849321868,0.16278766774305303,0.16501643770130353,0.03836859628787715,0.1781162034678498,0.08744573104806685,0.588219090234579,0.07705817698396877,0.009672753686660157,0.010247745334444924,0.063928279094837,0.06803206157616287,0.08654019797980864,0.02728296647563251,0.07644780046695,0.521007666654063,0.5206590132626864,0.5947354226267119,0.06584999540106476,0.5833501787052674,0.6435775506566757,0.2210083044878942,0.6088951968741307,0.00928507091841074,0.5900000297060664,0.13683386477837733,0.008398317918635687
