"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 14:26:30,0.108,0.157,0.407,0.394,,0.515,0.535,0.0921,0.00746,0.0230
2021-06-04 14:27:00,0.112,0.163,0.396,0.413,,0.526,0.524,0.100,0.00695,0.0246
2021-06-04 14:27:30,0.112,0.164,0.411,0.394,,0.553,0.518,0.102,0.00773,0.0234
2021-06-04 14:28:00,0.107,0.166,0.403,0.404,,0.569,0.516,0.100,0.00723,0.0223
2021-06-04 14:28:30,0.108,0.163,0.390,0.402,,0.555,0.517,0.0988,0.00708,0.0212
2021-06-04 14:29:00,0.105,0.163,0.418,0.409,,0.569,0.533,0.0972,0.00712,0.0222
2021-06-04 14:29:30,0.108,0.161,0.402,0.407,,0.517,0.533,0.0986,0.00786,0.0225
2021-06-04 14:30:00,0.0982,0.152,0.371,0.359,,0.520,0.529,0.105,0.00826,0.0201
2021-06-04 14:30:30,0.0896,0.151,0.331,0.385,,0.520,0.547,0.111,0.00834,0.0191
2021-06-04 14:31:00,0.0882,0.153,0.331,0.330,,0.534,0.496,0.110,0.00801,0.0184
2021-06-04 14:31:30,0.0833,0.136,0.282,0.281,,0.450,0.431,0.101,0.0106,0.0160
2021-06-04 14:32:00,0.0821,0.113,0.238,0.243,,0.379,0.376,0.0902,0.0107,0.0140
