"Time","pod:redis-cart-w2-6d65c886c7-rvljt_service:redis-cart_node:worker--2","pod:currencyservice-w3-649d8c7669-89qmc_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-r2ltf_service:frontend_node:worker--3.novalocal","pod:redis-cart-w4-7c75d55f4d-mfjgc_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-fhkj9_service:currencyservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-cj2cl_service:productcatalogservice_node:worker--2","pod:adservice-w2-754d7d8cd4-44p9c_service:adservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-68tdj_service:recommendationservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-bxsmb_service:recommendationservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-gswgd_service:recommendationservice_node:worker--2","pod:recommendationservice-w3-6855bd669b-7pljt_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w4-5c67ddfffc-5zvps_service:adservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-ftfrw_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-2xtvh_service:frontend_node:worker--1.novalocal","pod:currencyservice-w1-6f8d8654c5-2n554_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-lqrln_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-x9c2r_service:productcatalogservice_node:worker--2","pod:frontend-w3-6646bc856b-x4wjn_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-gdrgd_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-jgwhn_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-5pxcl_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-grqwm_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-b8w8n_service:frontend_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-r8rqz_service:frontend_node:worker--2","pod:currencyservice-w1-6f8d8654c5-8l7t2_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-pdmm5_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w3-5d9b8d854-z892x_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w1-66565874fb-h9kwr_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w3-649d8c7669-fd6d2_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-kq6cg_service:frontend_node:worker--3.novalocal","pod:frontend-w1-777d8d5dcb-llhzw_service:frontend_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-4c7b5_service:frontend_node:worker--3.novalocal","pod:cartservice-w4-86744bdcbd-7qrhk_service:cartservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-bdg69_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-ghxvd_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w2-8649bb655b-dh7jj_service:productcatalogservice_node:worker--2","pod:currencyservice-w3-649d8c7669-b6h2p_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-csm7s_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-jclxm_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w2-856bd974f7-rsx8v_service:cartservice_node:worker--2"
1639565484.844,0.006159553468322523,0.49301587863536267,0.39148699359037364,0.049399086104883264,0.4956005095853444,0.07137758178484002,0.27521409958552867,0.009932981889088867,0.010016269913349574,0.009700404726143986,0.010166568502818036,0.27642210644543064,0.010298114885766929,0.43232090954924185,0.4661812744684831,0.009398194210309225,0.0659548693951365,0.40636134065087964,0.06872993294391402,0.06998458357970308,0.010509264108173101,0.4620020029526541,0.45260819744094416,0.518604488001639,0.46281784833036244,0.4493642160103002,0.08337247392406905,0.06831372940112983,0.4782484366914572,0.4007886160838726,0.4634409387009798,0.4130429290354414,0.2629786433319299,0.5571868972606127,0.06948659157391704,0.06621542416182101,0.47739756013187495,0.5003553396015197,0.010374716290372158,0.25620385943903784
1639565499.942,0.006159553468322523,0.49301587863536267,0.39148699359037364,0.049399086104883264,0.4956005095853444,0.07137758178484002,0.27521409958552867,0.009932981889088867,0.010016269913349574,0.009700404726143986,0.010166568502818036,0.27642210644543064,0.010298114885766929,0.43232090954924185,0.4661812744684831,0.009398194210309225,0.0659548693951365,0.40636134065087964,0.06872993294391402,0.06998458357970308,0.010509264108173101,0.4620020029526541,0.45260819744094416,0.518604488001639,0.46281784833036244,0.4493642160103002,0.08337247392406905,0.06831372940112983,0.4782484366914572,0.4007886160838726,0.4634409387009798,0.4130429290354414,0.2629786433319299,0.5571868972606127,0.06948659157391704,0.06621542416182101,0.47739756013187495,0.5003553396015197,0.010374716290372158,0.25620385943903784
1639565514.959,0.006346298144651598,0.5625614568461431,0.4652079376384492,0.052279951386121334,0.5407462559648339,0.0697923977508838,0.2907015159482624,0.00986371559164698,0.009763887134085079,0.009559347453534683,0.00995831484050995,0.2816297356711853,0.010223062353902973,0.47373493297440666,0.500139678309254,0.008970340446522944,0.07199173171174764,0.47634176525847943,0.0737631845387769,0.07305534098458144,0.01019093324687571,0.4979372020209156,0.49703914922778963,0.5690635065067509,0.49695611651941446,0.4920419164393595,0.08252798370252078,0.06909895242690828,0.5383052531733477,0.43306675506760917,0.5059960365310346,0.4823358979481766,0.27982382325103206,0.612769026606292,0.07362732917332414,0.07171372915276795,0.5510464129225888,0.5463211684824608,0.010108344261664771,0.2656326346526498
1639565529.975,0.006346298144651598,0.5625614568461431,0.4652079376384492,0.052279951386121334,0.5407462559648339,0.0697923977508838,0.2907015159482624,0.00986371559164698,0.009763887134085079,0.009559347453534683,0.00995831484050995,0.2816297356711853,0.010223062353902973,0.47373493297440666,0.500139678309254,0.008970340446522944,0.07199173171174764,0.47634176525847943,0.0737631845387769,0.07305534098458144,0.01019093324687571,0.4979372020209156,0.49703914922778963,0.5690635065067509,0.49695611651941446,0.4920419164393595,0.08252798370252078,0.06909895242690828,0.5383052531733477,0.43306675506760917,0.5059960365310346,0.4823358979481766,0.27982382325103206,0.612769026606292,0.07362732917332414,0.07171372915276795,0.5510464129225888,0.5463211684824608,0.010108344261664771,0.2656326346526498
1639565544.997,0.006336171040449589,0.4903521310875,0.4310048994478365,0.05241961475312999,0.5368223251926215,0.07231995519170968,0.2647417263309997,0.009812430780057791,0.009674832821208018,0.00949810504745849,0.009955152597375568,0.26442830694747593,0.010163649594947104,0.4711446728918193,0.4997586960586457,0.009089056624120368,0.06995314071294903,0.4201008794067287,0.07407552235546486,0.07356594731204233,0.010181582074173991,0.49503321322548743,0.4935809367005925,0.56629913177122,0.4968336529538664,0.4907516264815972,0.07909694358415495,0.0690515604525607,0.5576098339739172,0.45146336510647356,0.5065371671028159,0.4469922284415381,0.28154275952833674,0.6139113696084817,0.07388087070917673,0.0685759159596552,0.5634863097430045,0.5486675990328731,0.01015466032681224,0.27702802600424814
1639565560.018,0.006336171040449589,0.4903521310875,0.4310048994478365,0.05241961475312999,0.5368223251926215,0.07231995519170968,0.2647417263309997,0.009812430780057791,0.009674832821208018,0.00949810504745849,0.009955152597375568,0.26442830694747593,0.010163649594947104,0.4711446728918193,0.4997586960586457,0.009089056624120368,0.06995314071294903,0.4201008794067287,0.07407552235546486,0.07356594731204233,0.010181582074173991,0.49503321322548743,0.4935809367005925,0.56629913177122,0.4968336529538664,0.4907516264815972,0.07909694358415495,0.0690515604525607,0.5576098339739172,0.45146336510647356,0.5065371671028159,0.4469922284415381,0.28154275952833674,0.6139113696084817,0.07388087070917673,0.0685759159596552,0.5634863097430045,0.5486675990328731,0.01015466032681224,0.27702802600424814
1639565575.047,0.006351643067538834,0.5433346098897457,0.42086086247916904,0.05214448630591023,0.5394261504684279,0.07245767754208163,0.25370279712846944,0.009900963085793177,0.009646894030989103,0.009630009877031841,0.010519394125420765,0.25055861403357266,0.010129939412713389,0.4687695383255426,0.4993065057783417,0.009083243021715346,0.07037293188548441,0.4474619633733112,0.07407476607599059,0.07403343930693626,0.010181526364611898,0.49342785572278586,0.4911702899757077,0.552920153566255,0.4960107829373633,0.4922480196550751,0.082913375716755,0.06924476422134626,0.5563363359648354,0.4261853404162617,0.5078739031178398,0.4795200255674522,0.2793296509697621,0.6103857572830457,0.07386615034946996,0.07170660834016451,0.5625398720271098,0.5496297728458726,0.010060619237764894,0.27778284009797344
1639565590.083,0.006351643067538834,0.5433346098897457,0.42086086247916904,0.05214448630591023,0.5394261504684279,0.07245767754208163,0.25370279712846944,0.009900963085793177,0.009646894030989103,0.009630009877031841,0.010519394125420765,0.25055861403357266,0.010129939412713389,0.4687695383255426,0.4993065057783417,0.009083243021715346,0.07037293188548441,0.4474619633733112,0.07407476607599059,0.07403343930693626,0.010181526364611898,0.49342785572278586,0.4911702899757077,0.552920153566255,0.4960107829373633,0.4922480196550751,0.082913375716755,0.06924476422134626,0.5563363359648354,0.4261853404162617,0.5078739031178398,0.4795200255674522,0.2793296509697621,0.6103857572830457,0.07386615034946996,0.07170660834016451,0.5625398720271098,0.5496297728458726,0.010060619237764894,0.27778284009797344
1639565605.108,0.006317313159592233,0.5619792033638139,0.4670155569035004,0.05202952950719602,0.5196213937682516,0.07245689893101885,0.23810954387433697,0.009775204576809977,0.009847723434439244,0.009618751783032151,0.010225293034797588,0.2443390765295816,0.010296673855921791,0.46645954927240757,0.49769624785890954,0.009061488654208942,0.07191933970215489,0.45041275837182104,0.07381414693189134,0.07396776302857079,0.010173477963978573,0.4930323827108411,0.49019237929616977,0.5509756233237746,0.4951013127637065,0.4924042939973975,0.07590146503900584,0.06949759397950517,0.5373112365510175,0.4150541250309011,0.5092486919980493,0.4819323163274841,0.27878062468768994,0.6088316466554147,0.07353249345872218,0.06605578440615328,0.5498331291318597,0.5490522391809471,0.010187158538009874,0.27939459073872064
1639565620.14,0.006317313159592233,0.5619792033638139,0.4670155569035004,0.05202952950719602,0.5196213937682516,0.07245689893101885,0.23810954387433697,0.009775204576809977,0.009847723434439244,0.009618751783032151,0.010225293034797588,0.2443390765295816,0.010296673855921791,0.46645954927240757,0.49769624785890954,0.009061488654208942,0.07191933970215489,0.45041275837182104,0.07381414693189134,0.07396776302857079,0.010173477963978573,0.4930323827108411,0.49019237929616977,0.5509756233237746,0.4951013127637065,0.4924042939973975,0.07590146503900584,0.06949759397950517,0.5373112365510175,0.4150541250309011,0.5092486919980493,0.4819323163274841,0.27878062468768994,0.6088316466554147,0.07353249345872218,0.06605578440615328,0.5498331291318597,0.5490522391809471,0.010187158538009874,0.27939459073872064
