"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 09:25:30,0.0807,0.100,0.219,0.209,,0.353,0.333,0.0623,0.00947,0.0159
2021-06-04 09:26:00,0.0800,0.0987,0.263,0.216,,0.345,0.343,0.0603,0.0101,0.0162
2021-06-04 09:26:30,0.0757,0.0982,0.275,0.215,,0.347,0.349,0.0664,0.0103,0.0152
2021-06-04 09:27:00,0.0786,0.106,0.290,0.190,,0.360,0.374,0.0599,0.00999,0.0164
2021-06-04 09:27:30,0.0806,0.101,0.309,0.154,,0.372,0.371,0.0609,0.0102,0.0157
2021-06-04 09:28:00,0.0780,0.101,0.321,0.164,,0.345,0.330,0.0616,0.0101,0.0158
2021-06-04 09:28:30,0.0756,0.104,0.281,0.181,,0.356,0.354,0.0640,0.0111,0.0158
2021-06-04 09:29:00,0.0815,0.102,0.277,0.199,,0.369,0.355,0.0615,0.0110,0.0149
2021-06-04 09:29:30,0.0778,0.0896,0.263,0.213,,0.327,0.346,0.0616,0.0103,0.0145
2021-06-04 09:30:00,0.0689,0.106,0.227,0.192,,0.340,0.336,0.0674,0.0116,0.0148
2021-06-04 09:30:30,0.0717,0.113,0.273,0.166,,0.335,0.333,0.0623,0.0115,0.0145
2021-06-04 09:31:00,0.0719,0.0998,0.257,0.170,,0.350,0.337,0.0609,0.0112,0.0131
