"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 10:33:30,0.0704,0.0933,0.176,0.227,,0.316,0.322,0.0601,0.0106,0.0128
2021-06-04 10:34:00,0.0709,0.0930,0.198,0.242,,0.319,0.328,0.0636,0.0110,0.0140
2021-06-04 10:34:30,0.0748,0.0969,0.231,0.207,,0.324,0.323,0.0615,0.00935,0.0132
2021-06-04 10:35:00,0.0749,0.102,0.233,0.213,,0.336,0.320,0.0604,0.0108,0.0140
2021-06-04 10:35:30,0.0729,0.0889,0.199,0.222,,0.327,0.319,0.0642,0.0109,0.0137
2021-06-04 10:36:00,0.0758,0.0965,0.205,0.248,,0.335,0.324,0.0621,0.0106,0.0143
2021-06-04 10:36:30,0.0782,0.101,0.205,0.260,,0.345,0.367,0.0615,0.0104,0.0154
2021-06-04 10:37:00,0.0719,0.103,0.218,0.251,,0.353,0.352,0.0581,0.0106,0.0153
2021-06-04 10:37:30,0.0774,0.104,0.230,0.253,,0.342,0.337,0.0558,0.0106,0.0149
2021-06-04 10:38:00,0.0776,0.103,0.234,0.250,,0.341,0.339,0.0590,0.00991,0.0156
2021-06-04 10:38:30,0.0701,0.0955,0.202,0.258,,0.365,0.337,0.0644,0.0102,0.0147
2021-06-04 10:39:00,0.0754,0.0970,0.257,0.241,,0.350,0.352,0.0614,0.00983,0.0150
