"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 09:03:00,0.0744,0.0995,0.262,0.201,,0.349,0.302,0.0634,0.0103,0.0162
2021-06-04 09:03:30,0.0814,0.0996,0.298,0.201,,0.370,0.359,0.0628,0.0101,0.0159
2021-06-04 09:04:00,0.0801,0.0978,0.279,0.206,,0.340,0.341,0.0622,0.0101,0.0165
2021-06-04 09:04:30,0.0802,0.105,0.264,0.207,,0.362,0.360,0.0647,0.0110,0.0161
2021-06-04 09:05:00,0.0819,0.102,0.270,0.222,,0.357,0.342,0.0618,0.0101,0.0153
2021-06-04 09:05:30,0.0790,0.103,0.272,0.237,,0.359,0.344,0.0627,0.0112,0.0152
2021-06-04 09:06:00,0.0742,0.108,0.255,0.218,,0.341,0.374,0.0622,0.0104,0.0159
2021-06-04 09:06:30,0.0756,0.105,0.223,0.244,,0.361,0.333,0.0628,0.0108,0.0156
2021-06-04 09:07:00,0.0802,0.107,0.197,0.290,,0.374,0.373,0.0630,0.0106,0.0156
2021-06-04 09:07:30,0.0769,0.0981,0.217,0.269,,0.344,0.373,0.0633,0.00956,0.0163
2021-06-04 09:08:00,0.0761,0.106,0.215,0.285,,0.348,0.342,0.0605,0.0101,0.0156
2021-06-04 09:08:30,0.0737,0.0953,0.207,0.282,,0.339,0.359,0.0629,0.0101,0.0153
