"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 10:11:00,0.0693,0.0968,0.224,0.220,,0.313,0.325,0.0617,0.0117,0.0126
2021-06-04 10:11:30,0.0731,0.111,0.232,0.215,,0.323,0.327,0.0636,0.0108,0.0145
2021-06-04 10:12:00,0.0699,0.100,0.235,0.210,,0.326,0.327,0.0616,0.0118,0.0134
2021-06-04 10:12:30,0.0772,0.0966,0.246,0.233,,0.339,0.323,0.0647,0.0103,0.0155
2021-06-04 10:13:00,0.0750,0.0980,0.222,0.261,,0.343,0.354,0.0617,0.00941,0.0155
2021-06-04 10:13:30,0.0788,0.0985,0.227,0.242,,0.356,0.332,0.0599,0.0100,0.0136
2021-06-04 10:14:00,0.0755,0.102,0.226,0.258,,0.346,0.338,0.0585,0.0101,0.0157
2021-06-04 10:14:30,0.0769,0.106,0.248,0.230,,0.353,0.357,0.0595,0.0102,0.0162
2021-06-04 10:15:00,0.0741,0.106,0.253,0.232,,0.355,0.346,0.0621,0.0105,0.0156
2021-06-04 10:15:30,0.0742,0.0992,0.228,0.263,,0.357,0.341,0.0618,0.0111,0.0162
2021-06-04 10:16:00,0.0738,0.0977,0.239,0.261,,0.354,0.368,0.0592,0.00930,0.0162
2021-06-04 10:16:30,0.0751,0.101,0.228,0.244,,0.354,0.367,0.0613,0.00976,0.0154
