"Time","pod:adservice-w3-754d7d8cd4-bl644_service:adservice_node:worker--3","pod:cartservice-w1-86744bdcbd-2kw2f_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-p66hp_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-xr7rc_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-rwlh7_service:recommendationservice_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-9ptf5_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-mn82v_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-s6pj7_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-74bkl_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-pnfxl_service:frontend_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-hfl7p_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-pp7vq_service:productcatalogservice_node:worker--3","pod:frontend-w1-599b6846df-dpr8h_service:frontend_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-472sd_service:adservice_node:worker--2.novalocal","pod:cartservice-w4-6d5d8bb6bc-hpb7n_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-48nm6_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-4g5bm_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-c8hxd_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-5hrfr_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-jrnqj_service:frontend_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:adservice-w1-5c67ddfffc-q8vfj_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-q5lgl_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-j7hf6_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-hhgpn_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w4-76766bdfb6-rzgpw_service:adservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-9w998_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-4nlrp_service:frontend_node:worker--1.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-4cntk_service:recommendationservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-ch7kb_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-z5r9b_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-t6g2k_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-24d2d_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-qwfpr_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-b2sgb_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-hqrs4_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-s9b72_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-wpw5j_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-kbzkd_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-84f8p_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-s55ds_service:cartservice_node:worker--3"
1636062792.688,0.11080120984566574,0.12739430939271132,0.2808243478287299,0.2746846733628586,0.06906667639157765,0.1540819075564487,0.1702755678287044,0.08072155827876785,0.5152212226371897,0.5016851973487501,0.320473819944591,0.14424284338278792,0.4590467673860343,0.13120012607879855,0.1607024631716812,0.3792542566900232,0.1499847296490771,0.017256786059932437,0.5040948178648355,0.2641933898299986,0.45209056758631305,0.029300751060877653,0.105960423753825,0.07066413354915835,0.1744984774633694,0.08005948104773118,0.14971769221207357,0.09451337466790061,0.46934069049399346,0.020775287833116142,0.06627718676042922,0.06927559612180528,0.37167895992911704,0.19540461047812502,0.08944604517388022,0.2607265718987456,0.464320582239908,0.148464679708347,0.1908712243632292,0.005476163923105455,0.14769415190091656,0.322467623157773,0.5025863482811519,0.1258393668898551
1636062807.721,0.11351483888222612,0.13931089461323495,0.31381434849086376,0.3085548647535039,0.07450490529314677,0.16970831302911393,0.19079953425823773,0.0849774852651089,0.5951900120220757,0.5879239768126453,0.36176115226128536,0.1617173366466449,0.5166826028037271,0.14327130030900087,0.17762742007078053,0.4148246539487096,0.1675336749938718,0.018979463160187317,0.5650680630343119,0.3059548108018937,0.4905271323654633,0.03255420959893359,0.1138615120514907,0.07627081300846603,0.19283873084605702,0.08814731052775718,0.15491265452044645,0.10445863783731388,0.5281050524331146,0.02312306067866447,0.07431765423355985,0.07614750159872488,0.41671883371577717,0.21885224736904785,0.10133617021426164,0.2984174833501277,0.5267240496598796,0.1635118460314417,0.2270725640956988,0.004863515754050099,0.16339859141695892,0.36105522817617863,0.5636214408466849,0.13565585102595726
1636062822.746,0.11351483888222612,0.13931089461323495,0.31381434849086376,0.3085548647535039,0.07450490529314677,0.16970831302911393,0.19079953425823773,0.0849774852651089,0.5951900120220757,0.5879239768126453,0.36176115226128536,0.1617173366466449,0.5166826028037271,0.14327130030900087,0.17762742007078053,0.4148246539487096,0.1675336749938718,0.018979463160187317,0.5650680630343119,0.3059548108018937,0.4905271323654633,0.03255420959893359,0.1138615120514907,0.07627081300846603,0.19283873084605702,0.08814731052775718,0.15491265452044645,0.10445863783731388,0.5281050524331146,0.02312306067866447,0.07431765423355985,0.07614750159872488,0.41671883371577717,0.21885224736904785,0.10133617021426164,0.2984174833501277,0.5267240496598796,0.1635118460314417,0.2270725640956988,0.004863515754050099,0.16339859141695892,0.36105522817617863,0.5636214408466849,0.13565585102595726
1636062837.772,0.11891334460409955,0.1429618873330874,0.3161604778530205,0.314260550793061,0.07553698936584362,0.16892241937707042,0.19342290549539953,0.08630211728567755,0.6418803180596931,0.6412444810218779,0.3642678769284582,0.16870915207678258,0.5413235969779427,0.1439465637358135,0.1808018714403316,0.4083731078016013,0.17179544732332763,0.019458108718548844,0.5925369629383268,0.3138041845116839,0.5372405654612566,0.03363316044083275,0.11669918985219856,0.07734328793878777,0.19452834853629494,0.08724049151182586,0.16066678769360077,0.10122356354335904,0.5545060491080286,0.02290505809693758,0.07529694518951299,0.07752138113018388,0.4130225951287963,0.22179321651772588,0.10759113968527823,0.3139941003075497,0.5545550905939101,0.16763727002306925,0.22291515117869484,0.005423949470008124,0.16764355820185362,0.36642426976514736,0.5915864204616477,0.14439922662534999
1636062852.796,0.11891334460409955,0.1429618873330874,0.3161604778530205,0.314260550793061,0.07553698936584362,0.16892241937707042,0.19342290549539953,0.08630211728567755,0.6418803180596931,0.6412444810218779,0.3642678769284582,0.16870915207678258,0.5413235969779427,0.1439465637358135,0.1808018714403316,0.4083731078016013,0.17179544732332763,0.019458108718548844,0.5925369629383268,0.3138041845116839,0.5372405654612566,0.03363316044083275,0.11669918985219856,0.07734328793878777,0.19452834853629494,0.08724049151182586,0.16066678769360077,0.10122356354335904,0.5545060491080286,0.02290505809693758,0.07529694518951299,0.07752138113018388,0.4130225951287963,0.22179321651772588,0.10759113968527823,0.3139941003075497,0.5545550905939101,0.16763727002306925,0.22291515117869484,0.005423949470008124,0.16764355820185362,0.36642426976514736,0.5915864204616477,0.14439922662534999
1636062867.821,0.11487690466484793,0.14231257342391246,0.3163947797501059,0.31465626775673816,0.07592977011132604,0.1689746799735346,0.1944148852932014,0.08619012110384947,0.6108846625600041,0.5913829209625143,0.3635397921251071,0.17016396591113683,0.5414041873593536,0.14412916434680684,0.18850306347270251,0.4079371857400823,0.17199005634072817,0.01939951632601155,0.5925249314786386,0.3140249552988923,0.5378233101835297,0.03205872250606756,0.11685575931476064,0.077945570092089,0.19491915877634777,0.08636959780729911,0.17356824512293922,0.10160736401477394,0.5550677909450277,0.02284675235036194,0.07522473376160678,0.0780927486816393,0.4319437844362777,0.2265609243447148,0.10092836025704868,0.30477323917511323,0.5560637820942694,0.1680733512387191,0.22531354472758636,0.005506252450499524,0.1672004015389864,0.3660374074447862,0.5916232397995141,0.13788088807493132
1636062882.846,0.11487690466484793,0.14231257342391246,0.3163947797501059,0.31465626775673816,0.07592977011132604,0.1689746799735346,0.1944148852932014,0.08619012110384947,0.6108846625600041,0.5913829209625143,0.3635397921251071,0.17016396591113683,0.5414041873593536,0.14412916434680684,0.18850306347270251,0.4079371857400823,0.17199005634072817,0.01939951632601155,0.5925249314786386,0.3140249552988923,0.5378233101835297,0.03205872250606756,0.11685575931476064,0.077945570092089,0.19491915877634777,0.08636959780729911,0.17356824512293922,0.10160736401477394,0.5550677909450277,0.02284675235036194,0.07522473376160678,0.0780927486816393,0.4319437844362777,0.2265609243447148,0.10092836025704868,0.30477323917511323,0.5560637820942694,0.1680733512387191,0.22531354472758636,0.005506252450499524,0.1672004015389864,0.3660374074447862,0.5916232397995141,0.13788088807493132
1636062897.971,0.11874037997429976,0.1419193560813799,0.3144241152569339,0.31294302683441455,0.07585658846561372,0.16959765780383462,0.19465464545288122,0.08641214238051079,0.6108450794667621,0.5925686059206511,0.36239053350729944,0.1616012934806883,0.5396864889507531,0.14404195574457615,0.18251650835967695,0.42609606636142905,0.17112702170152497,0.019036110124699156,0.5914976380750969,0.3135304351403627,0.5218502375237561,0.03361694109781749,0.11665678323018112,0.07731835498298564,0.19440407740621304,0.08592983120915446,0.1728810348501225,0.10338907568849412,0.5526488035925352,0.022877856826317062,0.07577349951051218,0.07825032609500567,0.4278590583297662,0.21151531697275217,0.10110805356512667,0.3147847975071282,0.5554754415963903,0.1679841744075866,0.22301027163827813,0.005095851335128016,0.16698323558983894,0.3663948866589444,0.5909635244321706,0.14473751410789204
1636062913.013,0.11874037997429976,0.1419193560813799,0.3144241152569339,0.31294302683441455,0.07585658846561372,0.16959765780383462,0.19465464545288122,0.08641214238051079,0.6108450794667621,0.5925686059206511,0.36239053350729944,0.1616012934806883,0.5396864889507531,0.14404195574457615,0.18251650835967695,0.42609606636142905,0.17112702170152497,0.019036110124699156,0.5914976380750969,0.3135304351403627,0.5218502375237561,0.03361694109781749,0.11665678323018112,0.07731835498298564,0.19440407740621304,0.08592983120915446,0.1728810348501225,0.10338907568849412,0.5526488035925352,0.022877856826317062,0.07577349951051218,0.07825032609500567,0.4278590583297662,0.21151531697275217,0.10110805356512667,0.3147847975071282,0.5554754415963903,0.1679841744075866,0.22301027163827813,0.005095851335128016,0.16698323558983894,0.3663948866589444,0.5909635244321706,0.14473751410789204
1636062928.028,0.1095090434412051,0.14285607297871988,0.31468898164589787,0.31398017276580636,0.07644423090208038,0.1696257976175521,0.19460381355047265,0.08769782331561482,0.5515478319959148,0.5999678844744243,0.3624273779700451,0.1704835899770668,0.5397971472703561,0.14395327327564522,0.1872128874031158,0.4025137291592754,0.17135215427268788,0.019137388349467613,0.591370654871156,0.3130870838881358,0.5381680789660745,0.033835772869654765,0.11705084963989473,0.07672396283341916,0.19441587215760767,0.0858730844011703,0.15899455323692918,0.10003128173633458,0.5535821666715272,0.022918841397174403,0.0766005470949588,0.07550803720069144,0.42295087840333656,0.23694659648649463,0.10527114869957657,0.31521087667275416,0.5560406340753267,0.16148444564958309,0.21787390795344777,0.00513426097973658,0.1674331517718061,0.36683481864651973,0.590554250826795,0.14508371621000565
