"Time","pod:cartservice-w3-856bd974f7-jxqhl_service:cartservice_node:worker--3","pod:frontend-w4-6646bc856b-4c6kx_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-6vbbh_service:frontend_node:worker--4.novalocal","pod:frontend-w1-599b6846df-p99p6_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-njrm8_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-ck4tt_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:frontend-w4-6646bc856b-6kj7s_service:frontend_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-6nrk8_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-lgrg8_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-xmhnv_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-42zzt_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-6v24t_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-t7r8x_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-6gpf6_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-q7spw_service:recommendationservice_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-kvvcv_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-rw9mv_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-xcftx_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-6sf25_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-ms5qz_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-j5flw_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-6f45d_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-v95bn_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-pmc4p_service:frontend_node:worker--3","pod:frontend-w1-599b6846df-g5589_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-w4km7_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-8fwd8_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-4p6p4_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-g4n7c_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-hv6tl_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-mbxs5_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-522s5_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-lchnc_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-n6bj2_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-xppqm_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w3-8597bb459d-2cs95_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3"
1637896938.905,0.23901000124489918,0.2164377472671003,0.3564170216922282,0.392645433572239,0.378756879594377,0.11772044935795545,0.21006855802035324,0.366524462175067,0.22790035370421216,0.3798637284797894,0.38223294986125,0.37892847993187495,0.10863338468721283,0.10886127979557529,0.1072320450969099,0.04599735475447657,0.19526651839685022,0.09899934181999177,0.21355176608114262,0.3657084281584073,0.3962349507082058,0.20263512865253733,0.10084068001005815,0.23369987632040562,0.21356380590891372,0.3671718878241502,0.3947824198111285,0.41013690366525213,0.21189393522529143,0.3785582817958947,0.3665701513686478,0.3710379575407277,0.2144354635681192,0.20224772239224292,0.4014670406922093,0.37809584227287246,0.13992029208709045,0.24813345580780433,0.10257344427947895,0.006116571115146331
1637896953.953,0.2682928229474366,0.2630274899404167,0.4088278458810416,0.44178482057410645,0.4242296231318832,0.13121082988734223,0.23813317164407086,0.4296957982448604,0.25310185332040824,0.4252179864466095,0.4369956986952875,0.44156287719393367,0.12310205454142813,0.11882713095475733,0.12018873481560018,0.051959856149450714,0.2276438410618674,0.11074187787277903,0.2412598470132593,0.41151638827798764,0.44107177893159266,0.23028894270551564,0.11049126510015016,0.24490587910220998,0.24117107743639954,0.4127762338881824,0.43234858465420967,0.4626092531599582,0.23963998666313202,0.4238127939751427,0.4116333130739278,0.41678022531186965,0.2369929630962752,0.22695011406106774,0.44076124630883584,0.4110065027637043,0.14903835951202205,0.2897393285524468,0.10946635974325603,0.005643215317157617
1637896968.981,0.2682928229474366,0.2630274899404167,0.4088278458810416,0.44178482057410645,0.4242296231318832,0.13121082988734223,0.23813317164407086,0.4296957982448604,0.25310185332040824,0.4252179864466095,0.4369956986952875,0.44156287719393367,0.12310205454142813,0.11882713095475733,0.12018873481560018,0.051959856149450714,0.2276438410618674,0.11074187787277903,0.2412598470132593,0.41151638827798764,0.44107177893159266,0.23028894270551564,0.11049126510015016,0.24490587910220998,0.24117107743639954,0.4127762338881824,0.43234858465420967,0.4626092531599582,0.23963998666313202,0.4238127939751427,0.4116333130739278,0.41678022531186965,0.2369929630962752,0.22695011406106774,0.44076124630883584,0.4110065027637043,0.14903835951202205,0.2897393285524468,0.10946635974325603,0.005643215317157617
1637896984.011,0.2858252515679034,0.27323580049983187,0.4860960940410094,0.4727101583989163,0.4440527224285031,0.1309520980693181,0.2507559207686717,0.4761172205125893,0.260528235231911,0.4436116671496735,0.46094273245837525,0.47074597059620776,0.12415454738567272,0.12409993279598648,0.12341051074479267,0.054518233627071706,0.24146223259681354,0.11889017455587092,0.2504327741201577,0.4390765605592883,0.4815266404412666,0.23726790074044826,0.11757528906880746,0.27338036143955186,0.25062779652448564,0.441456922112363,0.45833798577926804,0.4958428162003703,0.2514783229277982,0.44370259963179737,0.4404480625644943,0.44431225690477427,0.246780517820141,0.22570003199550376,0.46864456330827475,0.45481581838735147,0.14788013189786622,0.29719374116049957,0.11599285565704703,0.005515592136466473
1637896999.048,0.2858252515679034,0.27323580049983187,0.4860960940410094,0.4727101583989163,0.4440527224285031,0.1309520980693181,0.2507559207686717,0.4761172205125893,0.260528235231911,0.4436116671496735,0.46094273245837525,0.47074597059620776,0.12415454738567272,0.12409993279598648,0.12341051074479267,0.054518233627071706,0.24146223259681354,0.11889017455587092,0.2504327741201577,0.4390765605592883,0.4815266404412666,0.23726790074044826,0.11757528906880746,0.27338036143955186,0.25062779652448564,0.441456922112363,0.45833798577926804,0.4958428162003703,0.2514783229277982,0.44370259963179737,0.4404480625644943,0.44431225690477427,0.246780517820141,0.22570003199550376,0.46864456330827475,0.45481581838735147,0.14788013189786622,0.29719374116049957,0.11599285565704703,0.005515592136466473
1637897014.099,0.2843854651649671,0.2797752496204554,0.4857745806369391,0.4727980677997513,0.4432090118721099,0.13148796669518703,0.2522578216823981,0.44499585685131426,0.26070743232488747,0.44314368273000293,0.47059204649726616,0.4550509776654196,0.12464584693297598,0.12379509417906324,0.12321668993581164,0.054197358796904335,0.24127672399366712,0.11768628693393911,0.2498816651597935,0.438626093596518,0.4824024860876788,0.24175830625461062,0.1164685483065197,0.24060132415348523,0.25051588794633806,0.44198506297336737,0.4809520027754969,0.49508313704719076,0.2510320059740808,0.44413575580815773,0.44142971171964834,0.44372489740970733,0.24689410252050373,0.24085521038722024,0.4955751878081874,0.44615253522791654,0.1400346121372594,0.29540622044548936,0.11510393313324102,0.00590089407364669
1637897029.115,0.2843854651649671,0.2797752496204554,0.4857745806369391,0.4727980677997513,0.4432090118721099,0.13148796669518703,0.2522578216823981,0.44499585685131426,0.26070743232488747,0.44314368273000293,0.47059204649726616,0.4550509776654196,0.12464584693297598,0.12379509417906324,0.12321668993581164,0.054197358796904335,0.24127672399366712,0.11768628693393911,0.2498816651597935,0.438626093596518,0.4824024860876788,0.24175830625461062,0.1164685483065197,0.24060132415348523,0.25051588794633806,0.44198506297336737,0.4809520027754969,0.49508313704719076,0.2510320059740808,0.44413575580815773,0.44142971171964834,0.44372489740970733,0.24689410252050373,0.24085521038722024,0.4955751878081874,0.44615253522791654,0.1400346121372594,0.29540622044548936,0.11510393313324102,0.00590089407364669
1637897044.143,0.28301469387924727,0.2821739207994273,0.48227134564250274,0.4712547096782228,0.4434470501781067,0.132091258344686,0.23616050767556293,0.4747415609621459,0.26056584312799724,0.4432475156202555,0.4502299883383262,0.46179746936079324,0.12379408542335613,0.12302180468550405,0.12320761503082003,0.0538201595626355,0.24026307825298837,0.11692991097197167,0.24981335040461683,0.4382193970892997,0.48103358595955437,0.22999393537119997,0.11579924962642443,0.2676985287205937,0.24913219144606497,0.4410112593553733,0.4803191754166064,0.49407708403613787,0.25012354275124776,0.4447389590449498,0.4405298954370557,0.44373399544936204,0.24735433021379155,0.24049496465586212,0.47264393686381195,0.4675672822907599,0.15042718655440313,0.29219127499992426,0.11476813211379659,0.005729240420005688
1637897059.177,0.28301469387924727,0.2821739207994273,0.48227134564250274,0.4712547096782228,0.4434470501781067,0.132091258344686,0.23616050767556293,0.4747415609621459,0.26056584312799724,0.4432475156202555,0.4502299883383262,0.46179746936079324,0.12379408542335613,0.12302180468550405,0.12320761503082003,0.0538201595626355,0.24026307825298837,0.11692991097197167,0.24981335040461683,0.4382193970892997,0.48103358595955437,0.22999393537119997,0.11579924962642443,0.2676985287205937,0.24913219144606497,0.4410112593553733,0.4803191754166064,0.49407708403613787,0.25012354275124776,0.4447389590449498,0.4405298954370557,0.44373399544936204,0.24735433021379155,0.24049496465586212,0.47264393686381195,0.4675672822907599,0.15042718655440313,0.29219127499992426,0.11476813211379659,0.005729240420005688
1637897074.205,0.27534552900651876,0.291984903567433,0.4824751848854325,0.47197828149173454,0.44349836271021337,0.1319497147406287,0.23913079243966734,0.4500201904783812,0.2594874245066676,0.4431929254480039,0.4891680605795383,0.4666059827469391,0.12497549515874459,0.12273845337647071,0.12365560668647158,0.053887555118065325,0.22446377988383515,0.11534662020392572,0.2493114007077094,0.4387222163016676,0.469045117074523,0.23859879511642676,0.11454246056240569,0.2679554666045094,0.24951977531945485,0.4413251742358877,0.4770738239730494,0.49443903979293624,0.25014542552508656,0.44485824307148225,0.4409219685547648,0.443260039301678,0.2474819366159623,0.23875963950241297,0.49433728974147073,0.45146999821077083,0.15730899933607606,0.29184181009535937,0.10273120004082101,0.005621465655472476
