"Time","pod:recommendationservice-w2-5bbcb977f8-lkmvr_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w1-86744bdcbd-xppqm_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-jq6tk_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-2zlvr_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-zw7xk_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-ljsdm_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-pzjqw_service:currencyservice_node:worker--2.novalocal","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-549n5_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-5782h_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-9v4xj_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-pmqps_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-nwxlf_service:frontend_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-h66jh_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-8hj5f_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-wv8zx_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-xsq4d_service:frontend_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-nlspf_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-864jf_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-8drwd_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-9k248_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-7nrw6_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-d2b58_service:recommendationservice_node:worker--3","pod:recommendationservice-w1-5c774597c5-n55s4_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-n2m46_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-tc5p6_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-jbjlz_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-jllmn_service:frontend_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-md4cd_service:frontend_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-b2kmp_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:frontend-w1-599b6846df-7wwdb_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-tfl5g_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-5d5fr_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-7llk9_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-jxqhl_service:cartservice_node:worker--3","pod:currencyservice-w4-649d8c7669-lf4wv_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-vrzdn_service:recommendationservice_node:worker--4.novalocal"
1637898236.996,0.12552168798278537,0.27829520622010284,0.43728499193755066,0.23119423733872851,0.23352741296570767,0.11604162752689026,0.41200832833899526,0.24624471463469827,0.2353620771943089,0.4109005110967784,0.22959291646846192,0.45407668594595996,0.43458002302481774,0.4031176252510786,0.21331069311815262,0.4278296121317515,0.43939710618930405,0.40827041410791787,0.40008235729303787,0.39451010602382397,0.4316729496880034,0.21876566317912455,0.10611964807729711,0.11570504053601789,0.42479306371570114,0.10160343263446113,0.4148917369249519,0.2718362593306823,0.398938740418716,0.2227612615808766,0.10526204852589334,0.005584562636188442,0.4289552785423672,0.21245305459629477,0.23431691709488361,0.11693989448471034,0.05080547710327506,0.2545797564536737,0.45379130790151423,0.1354439989511727
1637898252.009,0.12552168798278537,0.27829520622010284,0.43728499193755066,0.23119423733872851,0.23352741296570767,0.11604162752689026,0.41200832833899526,0.24624471463469827,0.2353620771943089,0.4109005110967784,0.22959291646846192,0.45407668594595996,0.43458002302481774,0.4031176252510786,0.21331069311815262,0.4278296121317515,0.43939710618930405,0.40827041410791787,0.40008235729303787,0.39451010602382397,0.4316729496880034,0.21876566317912455,0.10611964807729711,0.11570504053601789,0.42479306371570114,0.10160343263446113,0.4148917369249519,0.2718362593306823,0.398938740418716,0.2227612615808766,0.10526204852589334,0.005584562636188442,0.4289552785423672,0.21245305459629477,0.23431691709488361,0.11693989448471034,0.05080547710327506,0.2545797564536737,0.45379130790151423,0.1354439989511727
1637898267.045,0.13243068968586774,0.2979209847621345,0.4823607217306061,0.24890547554604142,0.2489207917007791,0.12389997169741596,0.4437642511190333,0.26118755060565724,0.251566969926877,0.4425513562971623,0.24622167225438657,0.4679996063975397,0.47099319444629123,0.44261113976658073,0.22584488929172183,0.47445789252761605,0.44108426389199795,0.44126976917113014,0.43867660940033776,0.4320803749698618,0.4775276270402159,0.23815692648351747,0.11387413595054703,0.12235828813744203,0.4709796751623998,0.11250531090242955,0.48954715900939194,0.29488525875328325,0.43615668189529555,0.2473166384492262,0.10994602823375807,0.00532631969943476,0.4726810534184141,0.23805148124574,0.27125628035677996,0.12324033668936403,0.05568004490891898,0.28465107340111606,0.45563731425544096,0.15478162734029624
1637898282.068,0.13243068968586774,0.2979209847621345,0.4823607217306061,0.24890547554604142,0.2489207917007791,0.12389997169741596,0.4437642511190333,0.26118755060565724,0.251566969926877,0.4425513562971623,0.24622167225438657,0.4679996063975397,0.47099319444629123,0.44261113976658073,0.22584488929172183,0.47445789252761605,0.44108426389199795,0.44126976917113014,0.43867660940033776,0.4320803749698618,0.4775276270402159,0.23815692648351747,0.11387413595054703,0.12235828813744203,0.4709796751623998,0.11250531090242955,0.48954715900939194,0.29488525875328325,0.43615668189529555,0.2473166384492262,0.10994602823375807,0.00532631969943476,0.4726810534184141,0.23805148124574,0.27125628035677996,0.12324033668936403,0.05568004490891898,0.28465107340111606,0.45563731425544096,0.15478162734029624
1637898297.112,0.13186389449296865,0.2965492501541792,0.484474162239693,0.24883397472247967,0.24898624273412762,0.12321010667940065,0.4419025617524548,0.26100169305868093,0.2516243884328247,0.440279821532501,0.24574040164399744,0.47949187452940806,0.4728672646990628,0.4437284118724159,0.2369765084242288,0.48406739335387805,0.4462854387183861,0.43976388378855963,0.43933823213804507,0.4334271663672111,0.4699582516056101,0.23874420801286705,0.1098556473735394,0.12284212525547619,0.4642333672570239,0.11186308011561841,0.4709672608633847,0.2768682704877158,0.43639685651192406,0.23816473743329333,0.11304419956087389,0.005153423557998098,0.47283501942632344,0.23840438176685272,0.27080190504219326,0.12310416095808688,0.05549610981445854,0.28758159593452576,0.4776862275853602,0.14946672268544978
1637898312.136,0.13186389449296865,0.2965492501541792,0.484474162239693,0.24883397472247967,0.24898624273412762,0.12321010667940065,0.4419025617524548,0.26100169305868093,0.2516243884328247,0.440279821532501,0.24574040164399744,0.47949187452940806,0.4728672646990628,0.4437284118724159,0.2369765084242288,0.48406739335387805,0.4462854387183861,0.43976388378855963,0.43933823213804507,0.4334271663672111,0.4699582516056101,0.23874420801286705,0.1098556473735394,0.12284212525547619,0.4642333672570239,0.11186308011561841,0.4709672608633847,0.2768682704877158,0.43639685651192406,0.23816473743329333,0.11304419956087389,0.005153423557998098,0.47283501942632344,0.23840438176685272,0.27080190504219326,0.12310416095808688,0.05549610981445854,0.28758159593452576,0.4776862275853602,0.14946672268544978
1637898327.173,0.13147869770688086,0.297101743329817,0.4852980208245232,0.2500723841804953,0.24954854405723048,0.12292587001546379,0.44176333892769415,0.2621340009678548,0.25219146828199657,0.4396356023776081,0.2455148750116496,0.4617054077827549,0.45011007238737244,0.44312552457241744,0.2384846247800977,0.44025798313802195,0.4453626340126393,0.43993438922142514,0.43828835179014963,0.4327186348249426,0.4813902388312449,0.2358165437152187,0.1152725972784106,0.12295935067891908,0.474015798944706,0.10929345442776317,0.4902678226039797,0.27286442308299186,0.4363643217656593,0.2430958323222175,0.10854227511582487,0.005325451400866108,0.4749242791208408,0.23921645521661766,0.27109872580421107,0.12413114641926948,0.055979907195929685,0.2811419714872956,0.47767554722326044,0.14252131603187443
1637898342.196,0.13147869770688086,0.297101743329817,0.4852980208245232,0.2500723841804953,0.24954854405723048,0.12292587001546379,0.44176333892769415,0.2621340009678548,0.25219146828199657,0.4396356023776081,0.2455148750116496,0.4617054077827549,0.45011007238737244,0.44312552457241744,0.2384846247800977,0.44025798313802195,0.4453626340126393,0.43993438922142514,0.43828835179014963,0.4327186348249426,0.4813902388312449,0.2358165437152187,0.1152725972784106,0.12295935067891908,0.474015798944706,0.10929345442776317,0.4902678226039797,0.27286442308299186,0.4363643217656593,0.2430958323222175,0.10854227511582487,0.005325451400866108,0.4749242791208408,0.23921645521661766,0.27109872580421107,0.12413114641926948,0.055979907195929685,0.2811419714872956,0.47767554722326044,0.14252131603187443
1637898357.441,0.13153471890471763,0.29678226850847245,0.4851806128879802,0.2504252693795108,0.24953697503018024,0.12342056625595595,0.4414783045319419,0.2610872345963021,0.2522080804070367,0.4397714339854173,0.24549348759387807,0.480997113970544,0.44216065799726717,0.4433119543150176,0.23437140048208038,0.43380116962749526,0.44948465309302804,0.439583320149528,0.43856827721736674,0.432438204027296,0.48139196223228375,0.24015906433574027,0.11514969306358985,0.1231229300575554,0.4511196468051807,0.1133716822802409,0.48973815136400944,0.29468213608323696,0.4368814482197711,0.23854411675735215,0.11278556369875872,0.005126040506511609,0.47424275951304506,0.2395851775623024,0.2777642955941818,0.12381796258220135,0.05594116823351809,0.28949995095008796,0.474813765394875,0.14463737589628392
1637898372.524,0.13153471890471763,0.29678226850847245,0.4851806128879802,0.2504252693795108,0.24953697503018024,0.12342056625595595,0.4414783045319419,0.2610872345963021,0.2522080804070367,0.4397714339854173,0.24549348759387807,0.480997113970544,0.44216065799726717,0.4433119543150176,0.23437140048208038,0.43380116962749526,0.44948465309302804,0.439583320149528,0.43856827721736674,0.432438204027296,0.48139196223228375,0.24015906433574027,0.11514969306358985,0.1231229300575554,0.4511196468051807,0.1133716822802409,0.48973815136400944,0.29468213608323696,0.4368814482197711,0.23854411675735215,0.11278556369875872,0.005126040506511609,0.47424275951304506,0.2395851775623024,0.2777642955941818,0.12381796258220135,0.05594116823351809,0.28949995095008796,0.474813765394875,0.14463737589628392
