"Time","pod:currencyservice-w2-6f8d8654c5-gplxx_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-hlxrt_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w1-656689488c-z5kth_service:currencyservice_node:worker--1","pod:currencyservice-w3-cd78b8fd6-kmqsm_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w2-6f8d8654c5-ssf69_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-d97kl_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-x7mr8_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-z4dk2_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-s8rxn_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-2j88f_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w3-599b6846df-br8vq_service:frontend_node:worker--3.novalocal","pod:frontend-w3-599b6846df-kqdwc_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w1-8649bb655b-snmb8_service:productcatalogservice_node:worker--1","pod:currencyservice-w4-649d8c7669-xtw49_service:currencyservice_node:worker--4.novalocal","pod:adservice-w1-754d7d8cd4-9kzl4_service:adservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-khd8d_service:productcatalogservice_node:worker--1","pod:frontend-w4-6646bc856b-jl899_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-nt5hp_service:productcatalogservice_node:worker--1","pod:frontend-w4-6646bc856b-p8f4z_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w3-56c4dd84bf-f2lk2_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w2-6f8d8654c5-9lp9g_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-tbdpc_service:frontend_node:worker--2.novalocal","pod:frontend-w1-8ddd87c7b-f6kxw_service:frontend_node:worker--1","pod:frontend-w2-777d8d5dcb-q5pzv_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w1-8597bb459d-nvzgb_service:recommendationservice_node:worker--1","pod:redis-cart-w1-6d65c886c7-9rpgf_service:redis-cart_node:worker--1","pod:currencyservice-w3-cd78b8fd6-df8lv_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-cd78b8fd6-vwgg9_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-g64kg_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-5c774597c5-qf5dv_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w1-8597bb459d-7mw89_service:recommendationservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-n9kwx_service:recommendationservice_node:worker--1","pod:currencyservice-w4-649d8c7669-vgmd6_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-sd8z4_service:frontend_node:worker--4.novalocal","pod:frontend-w3-599b6846df-mt8lc_service:frontend_node:worker--3.novalocal","pod:frontend-w2-777d8d5dcb-5prch_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-r8n2s_service:frontend_node:worker--2.novalocal","pod:cartservice-w1-856bd974f7-2q9zc_service:cartservice_node:worker--1"
1642185226.652,0.3557668198084749,0.0994441097370802,0.33235333848183346,0.3263540595743257,0.3597186590583842,0.2128946324195274,0.11308889810932746,0.3901457512287726,0.35654927918450674,0.23444110994522488,0.3744048947995015,0.37535893337506365,0.19439734917871912,0.37598449606874157,0.4173251950841231,0.19059849158487904,0.3806242424018939,0.18891153484817783,0.4033648280738496,0.1966152049826397,0.35724190083245877,0.3827421921489986,0.3097665975989759,0.39591193068388414,0.08878914763542928,0.028292163905899642,0.32666867632609875,0.3264110038925305,0.3804956254063404,0.09168672451879467,0.0855463581317503,0.08417180357439452,0.381079656158433,0.3724491305041376,0.38104761054042036,0.3914382218472253,0.3790554839753038,0.37271227830149184
1642185241.68,0.39918550402514824,0.10891683540349022,0.37035315705657523,0.36541581042069976,0.40351350556792165,0.23596324981355143,0.13144764011910656,0.41074984140936927,0.42882320343358576,0.26347244768812256,0.4244657986584425,0.42307850291428395,0.21003571719734002,0.41428157275189836,0.44512837603967426,0.21591470774454954,0.39722697909479177,0.21360067767403906,0.4303116217945834,0.22363590852037735,0.40037518559745,0.43084416326026365,0.34936798910847267,0.44549872803778606,0.09339795039412235,0.0321332379983084,0.3724785764873466,0.37269076800266027,0.42793519476072933,0.10148076810155468,0.09534233935172973,0.09200664177207488,0.406685448485625,0.42009066500250003,0.4309359592927484,0.44083945600453844,0.42668260990684065,0.4281464155915081
1642185256.714,0.39918550402514824,0.10891683540349022,0.37035315705657523,0.36541581042069976,0.40351350556792165,0.23596324981355143,0.13144764011910656,0.41074984140936927,0.42882320343358576,0.26347244768812256,0.4244657986584425,0.42307850291428395,0.21003571719734002,0.41428157275189836,0.44512837603967426,0.21591470774454954,0.39722697909479177,0.21360067767403906,0.4303116217945834,0.22363590852037735,0.40037518559745,0.43084416326026365,0.34936798910847267,0.44549872803778606,0.09339795039412235,0.0321332379983084,0.3724785764873466,0.37269076800266027,0.42793519476072933,0.10148076810155468,0.09534233935172973,0.09200664177207488,0.406685448485625,0.42009066500250003,0.4309359592927484,0.44083945600453844,0.42668260990684065,0.4281464155915081
1642185271.753,0.4112709867478831,0.1096510177017957,0.3936528941760311,0.38413048701390073,0.41715947460082914,0.24479004715027725,0.12759610993967435,0.41411577281218837,0.4219931449474558,0.24827802158473797,0.450432910391793,0.44928453429914833,0.22798902296653456,0.4515008726679214,0.4698274406593217,0.2283958381396931,0.4593515845666556,0.22299351175370924,0.4383135013421496,0.22880067891492367,0.413080300651695,0.4570629781425914,0.33178103932570724,0.47296368427536384,0.09477408974863391,0.033993552728358536,0.3868770693519673,0.38581385641676624,0.455503924207701,0.10387445402713043,0.09944015659217426,0.09707797294924561,0.4430774528753023,0.4462325522675078,0.4598179437709853,0.46713628801982776,0.4544564610480306,0.41731661457258223
1642185286.796,0.4112709867478831,0.1096510177017957,0.3936528941760311,0.38413048701390073,0.41715947460082914,0.24479004715027725,0.12759610993967435,0.41411577281218837,0.4219931449474558,0.24827802158473797,0.450432910391793,0.44928453429914833,0.22798902296653456,0.4515008726679214,0.4698274406593217,0.2283958381396931,0.4593515845666556,0.22299351175370924,0.4383135013421496,0.22880067891492367,0.413080300651695,0.4570629781425914,0.33178103932570724,0.47296368427536384,0.09477408974863391,0.033993552728358536,0.3868770693519673,0.38581385641676624,0.455503924207701,0.10387445402713043,0.09944015659217426,0.09707797294924561,0.4430774528753023,0.4462325522675078,0.4598179437709853,0.46713628801982776,0.4544564610480306,0.41731661457258223
1642185301.825,0.4107718128356611,0.10925195518657968,0.39342436572975736,0.3823618267664173,0.41578098637306415,0.2440798121107048,0.12524826305356734,0.4305745912952441,0.45453611039764363,0.26726358158505137,0.44969464924522695,0.44661214396494964,0.2285591709541166,0.4321016800307902,0.4297390627863965,0.228807735156685,0.4466427896381284,0.22801441982425055,0.4845330309887731,0.22925250852251733,0.4116958397372342,0.45535012770846556,0.3599754685902647,0.4720844543656163,0.09843653704386579,0.03405559493589552,0.386273487465989,0.38452056061206896,0.45461697095825965,0.10363734672033037,0.09960781669703526,0.09452372048579562,0.42123002110086427,0.44274522356277773,0.45840412548634585,0.4687315358071615,0.4540669768451008,0.4530050170671448
1642185316.853,0.4107718128356611,0.10925195518657968,0.39342436572975736,0.3823618267664173,0.41578098637306415,0.2440798121107048,0.12524826305356734,0.4305745912952441,0.45453611039764363,0.26726358158505137,0.44969464924522695,0.44661214396494964,0.2285591709541166,0.4321016800307902,0.4297390627863965,0.228807735156685,0.4466427896381284,0.22801441982425055,0.4845330309887731,0.22925250852251733,0.4116958397372342,0.45535012770846556,0.3599754685902647,0.4720844543656163,0.09843653704386579,0.03405559493589552,0.386273487465989,0.38452056061206896,0.45461697095825965,0.10363734672033037,0.09960781669703526,0.09452372048579562,0.42123002110086427,0.44274522356277773,0.45840412548634585,0.4687315358071615,0.4540669768451008,0.4530050170671448
1642185331.895,0.4095651252412501,0.11022993367249012,0.3937231677154842,0.38155826944938825,0.41491869916067203,0.244087088106049,0.12919946253229492,0.44099153600402563,0.4275521631771126,0.2534044782378114,0.44864199278070943,0.44563439669544047,0.22919261413184944,0.4290660045506482,0.4349473518600393,0.2180529411458384,0.42152380602763956,0.22861931620352668,0.45522987436176854,0.22764139519023055,0.4116171685195461,0.4549060207558655,0.3633783900340579,0.4712924128503025,0.09869194181635013,0.0349235115309568,0.38588379039488874,0.3845163473661315,0.4526542242417761,0.10318153848837047,0.09932586543017843,0.0979615527647178,0.4081530501606143,0.46773093626122236,0.4573185436733873,0.4652929038666271,0.4534622672082834,0.454058599053895
1642185346.918,0.4095651252412501,0.11022993367249012,0.3937231677154842,0.38155826944938825,0.41491869916067203,0.244087088106049,0.12919946253229492,0.44099153600402563,0.4275521631771126,0.2534044782378114,0.44864199278070943,0.44563439669544047,0.22919261413184944,0.4290660045506482,0.4349473518600393,0.2180529411458384,0.42152380602763956,0.22861931620352668,0.45522987436176854,0.22764139519023055,0.4116171685195461,0.4549060207558655,0.3633783900340579,0.4712924128503025,0.09869194181635013,0.0349235115309568,0.38588379039488874,0.3845163473661315,0.4526542242417761,0.10318153848837047,0.09932586543017843,0.0979615527647178,0.4081530501606143,0.46773093626122236,0.4573185436733873,0.4652929038666271,0.4534622672082834,0.454058599053895
1642185361.957,0.4098280968617154,0.10970379579962156,0.39430361822811705,0.381821834746883,0.41555583013732406,0.24396999923655932,0.1320916514017227,0.44130668666021533,0.45384145022140615,0.25070966948940593,0.4491095788317299,0.4462221594593426,0.22957625144350172,0.4508425943525941,0.4437473572794801,0.2304779071491283,0.4524933101000662,0.229572924366909,0.4914962575357699,0.2274032186014991,0.4114225789242629,0.45563469611619223,0.3705942540766538,0.4700386910617439,0.09874611448977946,0.03465074367787204,0.3851330634957254,0.38334392119477734,0.4525869255639593,0.10347068783959595,0.09952757517625127,0.09373794845908572,0.4269687836940479,0.4496590437965797,0.4579788609265506,0.46522200937354163,0.45303655098190376,0.45295447751970175
