"Time","pod:frontend-w2-8ddd87c7b-25dbz_service:frontend_node:worker--2","pod:frontend-w2-8ddd87c7b-6cssb_service:frontend_node:worker--2","pod:frontend-w3-6646bc856b-j2vlb_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-wpjng_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-n44hc_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-92h9d_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-sdd7x_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-84485f8b85-sx2md_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-dkl5n_service:currencyservice_node:worker--2","pod:productcatalogservice-w1-66565874fb-h52jm_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-tzz2v_service:productcatalogservice_node:worker--2","pod:currencyservice-w3-649d8c7669-9qpxr_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-ks8c8_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w1-9f97cf96-2sq2s_service:adservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-x9ngg_service:currencyservice_node:worker--2","pod:frontend-w4-599b6846df-h5k5r_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-k7rfn_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-bmjfd_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-888d6_service:recommendationservice_node:worker--2","pod:currencyservice-w3-649d8c7669-7sffc_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-86x9p_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-x9sr8_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-fsxdc_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-cxxv9_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-h26dc_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-x4g87_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-ph86k_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-dbpvq_service:currencyservice_node:worker--2","pod:frontend-w3-6646bc856b-q4v42_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w1-5bbcb977f8-7nkg7_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-rbz6b_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-f255p_service:frontend_node:worker--2","pod:frontend-w3-6646bc856b-d6q7k_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-ndbg7_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-x75bd_service:currencyservice_node:worker--4.novalocal","pod:cartservice-w1-59ff89795c-frvmq_service:cartservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-b65pw_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-7rhdf_service:currencyservice_node:worker--3.novalocal"
1642166884.618,0.3824171988512809,0.3697192397558733,0.39775645454381514,0.3494076996723481,0.382599003035619,0.2058752837896553,0.2364663486327448,0.024925697970726267,0.33158580281545896,0.23943319829502424,0.19471084268093672,0.40244529913868377,0.11375114711624293,0.4911272069182553,0.32836711026239446,0.39085494979065305,0.3986395891913245,0.40480850103258004,0.08524669641449885,0.40625395143214427,0.3790100540324549,0.3440705054806179,0.38507973815392066,0.09528136061200349,0.4499669756256373,0.2409540139764053,0.10510564175040704,0.32738620409411656,0.39337141874498666,0.10587265834681234,0.1079509934149083,0.2892784691892084,0.4208178927439586,0.23863090969159403,0.3444503024026083,0.42635612079465257,0.38610940390229687,0.36399538422013805
1642166899.648,0.3824171988512809,0.3697192397558733,0.39775645454381514,0.3494076996723481,0.382599003035619,0.2058752837896553,0.2364663486327448,0.024925697970726267,0.33158580281545896,0.23943319829502424,0.19471084268093672,0.40244529913868377,0.11375114711624293,0.4911272069182553,0.32836711026239446,0.39085494979065305,0.3986395891913245,0.40480850103258004,0.08524669641449885,0.40625395143214427,0.3790100540324549,0.3440705054806179,0.38507973815392066,0.09528136061200349,0.4499669756256373,0.2409540139764053,0.10510564175040704,0.32738620409411656,0.39337141874498666,0.10587265834681234,0.1079509934149083,0.2892784691892084,0.4208178927439586,0.23863090969159403,0.3444503024026083,0.42635612079465257,0.38610940390229687,0.36399538422013805
1642166914.677,0.4302881104965999,0.3982643888079661,0.4549184575865566,0.38656734164740403,0.430027025140014,0.22480136560824615,0.26239061399478075,0.026357825549523515,0.37152191630460124,0.2620274938223454,0.2184794621129322,0.4312675719588232,0.12541964438933065,0.5301857098772865,0.36869035575070297,0.43624864705947997,0.4466150691665373,0.4462370147396527,0.09685618750522057,0.4036518326402454,0.4773287095709387,0.3851858026663724,0.432387539773027,0.10219352954898615,0.5041432760451353,0.2613300899622203,0.11289853565007804,0.3698849116887198,0.4303372138639583,0.11261423758298923,0.11397887551347587,0.3215047970424831,0.48662474044174125,0.2477957228898214,0.3836063288221577,0.46975924806593694,0.4353955519799421,0.4272770300745035
1642166929.73,0.4302881104965999,0.3982643888079661,0.4549184575865566,0.38656734164740403,0.430027025140014,0.22480136560824615,0.26239061399478075,0.026357825549523515,0.37152191630460124,0.2620274938223454,0.2184794621129322,0.4312675719588232,0.12541964438933065,0.5301857098772865,0.36869035575070297,0.43624864705947997,0.4466150691665373,0.4462370147396527,0.09685618750522057,0.4036518326402454,0.4773287095709387,0.3851858026663724,0.432387539773027,0.10219352954898615,0.5041432760451353,0.2613300899622203,0.11289853565007804,0.3698849116887198,0.4303372138639583,0.11261423758298923,0.11397887551347587,0.3215047970424831,0.48662474044174125,0.2477957228898214,0.3836063288221577,0.46975924806593694,0.4353955519799421,0.4272770300745035
1642166944.744,0.4180294582720464,0.4293423027660065,0.4258350700068595,0.383597418150552,0.4359768391648396,0.224850533316946,0.2638055368573725,0.025951714783178002,0.37358957830823913,0.26393916246852767,0.22121129426221556,0.4468549633946014,0.12997754613337067,0.52288313241775,0.37432872826818525,0.4406268680998682,0.4529841019384753,0.44900440100134276,0.09672042027375025,0.42293155914050373,0.4941234589184017,0.3818504589895848,0.43817884727903583,0.10169203302308395,0.5146160986878916,0.2620730087845957,0.1116421758306245,0.3645620350483929,0.4635864463865953,0.11402902209408072,0.11591653931393928,0.3313542340582088,0.48569247405100535,0.25367625294215485,0.38192322446338195,0.4748541263749571,0.43544864792560456,0.4325771551324037
1642166959.783,0.4180294582720464,0.4293423027660065,0.4258350700068595,0.383597418150552,0.4359768391648396,0.224850533316946,0.2638055368573725,0.025951714783178002,0.37358957830823913,0.26393916246852767,0.22121129426221556,0.4468549633946014,0.12997754613337067,0.52288313241775,0.37432872826818525,0.4406268680998682,0.4529841019384753,0.44900440100134276,0.09672042027375025,0.42293155914050373,0.4941234589184017,0.3818504589895848,0.43817884727903583,0.10169203302308395,0.5146160986878916,0.2620730087845957,0.1116421758306245,0.3645620350483929,0.4635864463865953,0.11402902209408072,0.11591653931393928,0.3313542340582088,0.48569247405100535,0.25367625294215485,0.38192322446338195,0.4748541263749571,0.43544864792560456,0.4325771551324037
1642166974.809,0.4379555485512654,0.4272101736874097,0.45941110372857685,0.38196155455176617,0.4375821210741804,0.22449192008170427,0.26436948014479067,0.02557848007143367,0.3717693226062234,0.2636390640594912,0.2213426065970091,0.4145785227009834,0.12900070902214872,0.5180354291146279,0.36107791377129395,0.44284140046948184,0.4488353597989564,0.44981394528093044,0.09664460578831433,0.41053663512798555,0.47215329143517165,0.38034934670596,0.4384857744250409,0.1005117590230193,0.5149275793559083,0.26270125105440856,0.11207887502379997,0.3625325908817183,0.4331323209426718,0.11487496706502837,0.11619358520582183,0.3306599142117179,0.4570731309144837,0.25057718297540743,0.38143389615696266,0.47762062927912585,0.4419452269746663,0.43195982514235487
1642166989.844,0.4379555485512654,0.4272101736874097,0.45941110372857685,0.38196155455176617,0.4375821210741804,0.22449192008170427,0.26436948014479067,0.02557848007143367,0.3717693226062234,0.2636390640594912,0.2213426065970091,0.4145785227009834,0.12900070902214872,0.5180354291146279,0.36107791377129395,0.44284140046948184,0.4488353597989564,0.44981394528093044,0.09664460578831433,0.41053663512798555,0.47215329143517165,0.38034934670596,0.4384857744250409,0.1005117590230193,0.5149275793559083,0.26270125105440856,0.11207887502379997,0.3625325908817183,0.4331323209426718,0.11487496706502837,0.11619358520582183,0.3306599142117179,0.4570731309144837,0.25057718297540743,0.38143389615696266,0.47762062927912585,0.4419452269746663,0.43195982514235487
1642167004.874,0.4356625034670486,0.40759871463715514,0.43194348990543185,0.38128051346500247,0.4358008621791871,0.22414519857991066,0.2653604963130145,0.025916593870826104,0.3477956383694567,0.2634825186737796,0.22129106536841606,0.4344525880656225,0.12650461546550487,0.5092114077042048,0.35775875004922875,0.4432779069579051,0.44966544575249556,0.4522874278543376,0.09367649779723602,0.4128913026780558,0.4398462258154598,0.38000638687134003,0.4375302045014424,0.10029279589315458,0.5177549941148714,0.26266216778688906,0.11228469416154135,0.3731910234980069,0.4384825586463956,0.11534428054620764,0.11630547462906521,0.3297190736845727,0.4574757882199913,0.2553173741850141,0.3804732869201453,0.47959632441076505,0.44092028172668707,0.4481253972686621
1642167019.919,0.4356625034670486,0.40759871463715514,0.43194348990543185,0.38128051346500247,0.4358008621791871,0.22414519857991066,0.2653604963130145,0.025916593870826104,0.3477956383694567,0.2634825186737796,0.22129106536841606,0.4344525880656225,0.12650461546550487,0.5092114077042048,0.35775875004922875,0.4432779069579051,0.44966544575249556,0.4522874278543376,0.09367649779723602,0.4128913026780558,0.4398462258154598,0.38000638687134003,0.4375302045014424,0.10029279589315458,0.5177549941148714,0.26266216778688906,0.11228469416154135,0.3731910234980069,0.4384825586463956,0.11534428054620764,0.11630547462906521,0.3297190736845727,0.4574757882199913,0.2553173741850141,0.3804732869201453,0.47959632441076505,0.44092028172668707,0.4481253972686621
