"Time","pod:recommendationservice-w1-5c774597c5-jzrq4_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-lfppm_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-nvwd2_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w4-6f8d8654c5-jjwwb_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-mxwqg_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-q8wpp_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-j7c52_service:frontend_node:worker--3","pod:adservice-w1-5c67ddfffc-d226j_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w4-5bbcb977f8-fxp2m_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-22j42_service:frontend_node:worker--3","pod:currencyservice-w2-649d8c7669-c5255_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-k59tt_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w1-56c4dd84bf-kzk7q_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-hz9np_service:redis-cart_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-jpjx7_service:frontend_node:worker--3","pod:currencyservice-w2-649d8c7669-cdqsp_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-lcqf4_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-nk9k8_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w1-cd78b8fd6-68b8s_service:currencyservice_node:worker--1.novalocal","pod:frontend-w4-777d8d5dcb-rzvtv_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-vbj8q_service:currencyservice_node:worker--3","pod:currencyservice-w3-656689488c-xqqh8_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-9r82v_service:recommendationservice_node:worker--3","pod:currencyservice-w2-649d8c7669-5v87l_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-8hdt7_service:frontend_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-btbdq_service:frontend_node:worker--2.novalocal","pod:cartservice-w1-86744bdcbd-vs7fr_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-6kssm_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w4-6f8d8654c5-wjhq6_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-hbnmr_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w3-8649bb655b-t7d6x_service:productcatalogservice_node:worker--3","pod:frontend-w1-599b6846df-2ztv5_service:frontend_node:worker--1.novalocal","pod:currencyservice-w4-6f8d8654c5-jkt9d_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-rcf5f_service:frontend_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-v55ks_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-m94f8_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-mnszf_service:frontend_node:worker--3","pod:frontend-w2-6646bc856b-jmtmg_service:frontend_node:worker--2.novalocal"
1642246162.653,0.07954222642511966,0.08064572547361418,0.08339886186704233,0.34722431174698765,0.3743297793242468,0.29833828515269223,0.34039991562127536,0.40012922633465364,0.09818358484521361,0.33438179275776303,0.3418882250743718,0.2261363115835098,0.18417962140864458,0.0266310340938805,0.35394813073611053,0.3526344404089945,0.3592361984361093,0.10783569585933608,0.31283463085547747,0.3647634561868254,0.3026577891805641,0.29848804438349585,0.08362540456169314,0.34952575133669783,0.36097254500751835,0.3705256511612952,0.35594585197000944,0.18420929791613785,0.346863439429666,0.2109444263382907,0.1746312249422916,0.39593580180877974,0.3452273910527427,0.37288265361555684,0.38582670936649816,0.18450442906495063,0.2726830344533959,0.35647013632591446
1642246177.674,0.08715745776058084,0.09102882929025335,0.091177272657703,0.3889168904971019,0.42154930136790586,0.3435604524131639,0.39526808945420866,0.4410465583031687,0.10823390057009394,0.39537967240223937,0.3915547303608333,0.24611979309885268,0.20865138096986632,0.030168455419857403,0.4021078577056365,0.4056092629149103,0.41170908994488425,0.11847887372910969,0.3546065189898956,0.4105549699666254,0.3469955236285933,0.33100653072638386,0.09216676885495781,0.3930287298399207,0.41932165850126235,0.4141302670839583,0.4018830277141771,0.20771244405774827,0.3899549206222912,0.23489353510334454,0.19984164845021998,0.4501819096272781,0.386961396789411,0.419894041116376,0.4364120328698795,0.20963569236256907,0.30789510651255125,0.4308346834898905
1642246192.709,0.08715745776058084,0.09102882929025335,0.091177272657703,0.3889168904971019,0.42154930136790586,0.3435604524131639,0.39526808945420866,0.4410465583031687,0.10823390057009394,0.39537967240223937,0.3915547303608333,0.24611979309885268,0.20865138096986632,0.030168455419857403,0.4021078577056365,0.4056092629149103,0.41170908994488425,0.11847887372910969,0.3546065189898956,0.4105549699666254,0.3469955236285933,0.33100653072638386,0.09216676885495781,0.3930287298399207,0.41932165850126235,0.4141302670839583,0.4018830277141771,0.20771244405774827,0.3899549206222912,0.23489353510334454,0.19984164845021998,0.4501819096272781,0.386961396789411,0.419894041116376,0.4364120328698795,0.20963569236256907,0.30789510651255125,0.4308346834898905
1642246207.739,0.09216010121782783,0.09414366629968648,0.09663488666709788,0.4099950476018141,0.4564704976543471,0.3459665535063396,0.4229415744988627,0.4598994352896608,0.11170422313680603,0.4355024025632269,0.42395770796159205,0.26661912021052425,0.225109899452421,0.0319918485431918,0.429250937430491,0.44646655534639046,0.4711692332648382,0.1282446229318003,0.37927787098658694,0.44437521298719956,0.371519203078302,0.3704828531234895,0.099213324883184,0.4266198914869621,0.45172750857779154,0.43248140085979164,0.4351034858778454,0.22319665239232483,0.41139364097090414,0.24377767503788159,0.21659795563477782,0.48920596512354103,0.4072932406240055,0.4553643679813052,0.4756753892817622,0.22513549810412806,0.33719345364732595,0.4907235023018202
1642246222.864,0.09236446904285973,0.09419097226192155,0.09688671654377509,0.4101838804377561,0.45897876999747855,0.3701993505282065,0.42985843734544005,0.44650517707439324,0.11111532057874982,0.43118291976619294,0.4085057401878904,0.2665782062568578,0.22469959260228034,0.03165112914340198,0.4367676662544245,0.42449184472879387,0.4505393743084127,0.1283640561939544,0.3771999178962384,0.4442475739903847,0.3694721061606573,0.3693701125985495,0.0992216988112262,0.4142557899224569,0.4551551896630651,0.46773031537700294,0.43427954831615,0.2228113926424377,0.4111287004981306,0.24358491704434254,0.21784708984193651,0.48848159773361177,0.4077720656370861,0.45655701697929985,0.4708826243334367,0.22528049402363282,0.3379515594258765,0.4517275518241216
1642246237.887,0.09236446904285973,0.09419097226192155,0.09688671654377509,0.4101838804377561,0.45897876999747855,0.3701993505282065,0.42985843734544005,0.44650517707439324,0.11111532057874982,0.43118291976619294,0.4085057401878904,0.2665782062568578,0.22469959260228034,0.03165112914340198,0.4367676662544245,0.42449184472879387,0.4505393743084127,0.1283640561939544,0.3771999178962384,0.4442475739903847,0.3694721061606573,0.3693701125985495,0.0992216988112262,0.4142557899224569,0.4551551896630651,0.46773031537700294,0.43427954831615,0.2228113926424377,0.4111287004981306,0.24358491704434254,0.21784708984193651,0.48848159773361177,0.4077720656370861,0.45655701697929985,0.4708826243334367,0.22528049402363282,0.3379515594258765,0.4517275518241216
1642246252.919,0.09269791254321333,0.09413687004315453,0.09646795685743134,0.4089459425941792,0.45779778238284496,0.36875390160082355,0.4295336218879001,0.43292987507163094,0.11096625683556835,0.43047121735437377,0.41275032651647026,0.23417802635342735,0.22442952140101857,0.031516592170317444,0.41085299441130513,0.4143993875319225,0.45574364352880536,0.12818365169007684,0.37719698142427854,0.4454528337414819,0.3689418596584455,0.36816658860531426,0.09396888360761294,0.43423300604459014,0.4539478239114481,0.44193810074526085,0.43332512862777506,0.22268865995976972,0.41186306036736475,0.24325021840645644,0.2205563308202648,0.4893783584420463,0.4079441349003067,0.45613818667900996,0.4742139983722339,0.22548548250865677,0.33831935417390707,0.4550654358377655
1642246267.953,0.09269791254321333,0.09413687004315453,0.09646795685743134,0.4089459425941792,0.45779778238284496,0.36875390160082355,0.4295336218879001,0.43292987507163094,0.11096625683556835,0.43047121735437377,0.41275032651647026,0.23417802635342735,0.22442952140101857,0.031516592170317444,0.41085299441130513,0.4143993875319225,0.45574364352880536,0.12818365169007684,0.37719698142427854,0.4454528337414819,0.3689418596584455,0.36816658860531426,0.09396888360761294,0.43423300604459014,0.4539478239114481,0.44193810074526085,0.43332512862777506,0.22268865995976972,0.41186306036736475,0.24325021840645644,0.2205563308202648,0.4893783584420463,0.4079441349003067,0.45613818667900996,0.4742139983722339,0.22548548250865677,0.33831935417390707,0.4550654358377655
1642246282.985,0.0923673696007386,0.09427310659592278,0.09650736567388624,0.4104046019533836,0.4583934694771881,0.36881532175196474,0.42858267039788206,0.43007714990554413,0.11091256932752544,0.4109794722288306,0.4474364149520361,0.26685608546182393,0.22457371592570458,0.031793669492974325,0.43606895811166135,0.4467466058719748,0.4663385499668894,0.1287084849460647,0.3770042901510253,0.44667927648844036,0.36850830075655583,0.36777271441797155,0.09715445948980443,0.4342194441364863,0.4536202758588517,0.4517480247650411,0.43432986839434945,0.22258059469367286,0.41356122807656226,0.2429440261887082,0.2200928854997447,0.4890964525705808,0.4098815079525875,0.4583297641770969,0.4747786302566929,0.22518828634143362,0.3376374007270111,0.45779397499342994
1642246298.011,0.0923673696007386,0.09427310659592278,0.09650736567388624,0.4104046019533836,0.4583934694771881,0.36881532175196474,0.42858267039788206,0.43007714990554413,0.11091256932752544,0.4109794722288306,0.4474364149520361,0.26685608546182393,0.22457371592570458,0.031793669492974325,0.43606895811166135,0.4467466058719748,0.4663385499668894,0.1287084849460647,0.3770042901510253,0.44667927648844036,0.36850830075655583,0.36777271441797155,0.09715445948980443,0.4342194441364863,0.4536202758588517,0.4517480247650411,0.43432986839434945,0.22258059469367286,0.41356122807656226,0.2429440261887082,0.2200928854997447,0.4890964525705808,0.4098815079525875,0.4583297641770969,0.4747786302566929,0.22518828634143362,0.3376374007270111,0.45779397499342994
