"Time","pod:frontend-w4-599b6846df-9p5g6_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-wnbcs_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w2-8649bb655b-vj829_service:productcatalogservice_node:worker--2","pod:currencyservice-w4-cd78b8fd6-qphgs_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w2-656689488c-97zxg_service:currencyservice_node:worker--2","pod:currencyservice-w4-cd78b8fd6-pd7pg_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-pqgps_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-wkh2w_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w2-8597bb459d-fmfcr_service:recommendationservice_node:worker--2","pod:frontend-w3-6646bc856b-gqqsx_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-r5w48_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-v8xkv_service:frontend_node:worker--4.novalocal","pod:adservice-w1-9f97cf96-dmh6g_service:adservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-c8dbw_service:currencyservice_node:worker--2","pod:currencyservice-w3-649d8c7669-fl22v_service:currencyservice_node:worker--3.novalocal","pod:redis-cart-w1-84485f8b85-bv2r4_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-2lb2g_service:frontend_node:worker--2","pod:frontend-w2-8ddd87c7b-k2skd_service:frontend_node:worker--2","pod:recommendationservice-w4-5c774597c5-tbln4_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-kd6pz_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-stlpx_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-w6d9l_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-tpwbv_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-mn69z_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-8smsm_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-5qq92_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-7cssb_service:productcatalogservice_node:worker--3.novalocal","pod:cartservice-w1-59ff89795c-mmf2n_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-spj5t_service:currencyservice_node:worker--2","pod:currencyservice-w3-649d8c7669-8pnwg_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-lll9z_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w1-5bbcb977f8-fnqvn_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-d5vm8_service:frontend_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-ndg9w_service:frontend_node:worker--3.novalocal","pod:frontend-w1-777d8d5dcb-cvk5b_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-pvhlp_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-x65dm_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-mvjh2_service:frontend_node:worker--2"
1642169498.171,0.39023983457561745,0.39522862061149844,0.1957998104188203,0.3417679566022964,0.3328864302406439,0.33465669941988996,0.3789469324847011,0.19630440270607893,0.08679003254511665,0.4009456547282292,0.33192915426907293,0.38317998282211085,0.48665878533078405,0.32314111860882994,0.369986620875869,0.025723874193089212,0.3757031047254852,0.3638899348866073,0.09757563553482929,0.40475513210745,0.23680538471128337,0.23710782387570745,0.10770230031030503,0.3888270449241454,0.3672484639236403,0.400243619859984,0.22707893097840404,0.41750373849758676,0.3308031068743781,0.35651939881284733,0.1238452984632967,0.10664408623494048,0.39840994827248033,0.41789472819558954,0.4450908533848615,0.23691994366156982,0.10770506090364695,0.2954667415945375
1642169513.203,0.43770089269284146,0.4425434123832982,0.22569816935926781,0.37808677665950174,0.36408999989287827,0.3826608844019903,0.42317148048537634,0.22853034280368745,0.10086003570798364,0.4597700803944379,0.37873731773844954,0.43151016689904587,0.5271096769448252,0.3713469068311297,0.42202351437426,0.028026911854965253,0.4267290283607919,0.42374167512622885,0.10477328917414033,0.451175145782832,0.2601814161386304,0.2610129980038024,0.11539262588319553,0.43397949349244075,0.44475112424008084,0.4570900518618305,0.24923566268746775,0.46565883138529357,0.3725858132551729,0.41951990404958556,0.13186924216945647,0.11307343034265102,0.4162661131997675,0.46281777753409103,0.497549202025604,0.2619106722063898,0.11305341395272445,0.33195126981453543
1642169528.228,0.43770089269284146,0.4425434123832982,0.22569816935926781,0.37808677665950174,0.36408999989287827,0.3826608844019903,0.42317148048537634,0.22853034280368745,0.10086003570798364,0.4597700803944379,0.37873731773844954,0.43151016689904587,0.5271096769448252,0.3713469068311297,0.42202351437426,0.028026911854965253,0.4267290283607919,0.42374167512622885,0.10477328917414033,0.451175145782832,0.2601814161386304,0.2610129980038024,0.11539262588319553,0.43397949349244075,0.44475112424008084,0.4570900518618305,0.24923566268746775,0.46565883138529357,0.3725858132551729,0.41951990404958556,0.13186924216945647,0.11307343034265102,0.4162661131997675,0.46281777753409103,0.497549202025604,0.2619106722063898,0.11305341395272445,0.33195126981453543
1642169543.259,0.44779900048612653,0.4557641986745773,0.22757840080675218,0.37882733494348564,0.37582862806341644,0.38262532321611054,0.4355032105245368,0.2279021647934632,0.10128398089664842,0.44417016857992564,0.37942625111915207,0.44874303789629294,0.5231289126822648,0.3798049068253232,0.4007029151245622,0.027708860822533973,0.4132642576687209,0.443405398378556,0.1048643158839758,0.45536567779562526,0.26299331457913955,0.2647478498330952,0.11727940360694039,0.44577106781115394,0.4499215559143336,0.47172223036236605,0.26581937447728704,0.4752954280248959,0.36502446878666944,0.4326270602371768,0.13209370192707276,0.11364520222426402,0.455582088246467,0.4841457926493445,0.5147456813474636,0.2641493255449575,0.11404514166332613,0.31607219374508083
1642169558.29,0.44779900048612653,0.4557641986745773,0.22757840080675218,0.37882733494348564,0.37582862806341644,0.38262532321611054,0.4355032105245368,0.2279021647934632,0.10128398089664842,0.44417016857992564,0.37942625111915207,0.44874303789629294,0.5231289126822648,0.3798049068253232,0.4007029151245622,0.027708860822533973,0.4132642576687209,0.443405398378556,0.1048643158839758,0.45536567779562526,0.26299331457913955,0.2647478498330952,0.11727940360694039,0.44577106781115394,0.4499215559143336,0.47172223036236605,0.26581937447728704,0.4752954280248959,0.36502446878666944,0.4326270602371768,0.13209370192707276,0.11364520222426402,0.455582088246467,0.4841457926493445,0.5147456813474636,0.2641493255449575,0.11404514166332613,0.31607219374508083
1642169573.328,0.437056351606536,0.44916351051513703,0.2221205890707935,0.36274417220335675,0.369527088074561,0.3669170149365585,0.4320732188439385,0.22395848674903449,0.09405179183840905,0.4477787955560669,0.3753817122246217,0.4440367604058232,0.49056835431305146,0.35876787593673515,0.41032927956655585,0.025600557462679918,0.41713236741456683,0.43958363386959354,0.10211378377222324,0.4308809647885635,0.2588088876610231,0.2579113240827708,0.10848425199706713,0.4415901560266611,0.42812207333530966,0.44283463381136107,0.26627898967757546,0.4453704542935202,0.3743357890119606,0.408330192215329,0.1358120163768378,0.10807239168240769,0.4714269737328237,0.49108348379725236,0.4994145452518207,0.2591156199018869,0.1086381276797388,0.3330791645482081
1642169588.37,0.437056351606536,0.44916351051513703,0.2221205890707935,0.36274417220335675,0.369527088074561,0.3669170149365585,0.4320732188439385,0.22395848674903449,0.09405179183840905,0.4477787955560669,0.3753817122246217,0.4440367604058232,0.49056835431305146,0.35876787593673515,0.41032927956655585,0.025600557462679918,0.41713236741456683,0.43958363386959354,0.10211378377222324,0.4308809647885635,0.2588088876610231,0.2579113240827708,0.10848425199706713,0.4415901560266611,0.42812207333530966,0.44283463381136107,0.26627898967757546,0.4453704542935202,0.3743357890119606,0.408330192215329,0.1358120163768378,0.10807239168240769,0.4714269737328237,0.49108348379725236,0.4994145452518207,0.2591156199018869,0.1086381276797388,0.3330791645482081
1642169603.4,0.4141233126251394,0.42541751032247244,0.20400501843785365,0.33634702823106716,0.34499513696055106,0.34105142688814893,0.40413682450981603,0.21536087822075292,0.09187181400440986,0.4325352346133442,0.33735534235945447,0.4179265522858003,0.43962197762425426,0.33693342986831765,0.3879501762899975,0.024339006510308,0.38822098953782475,0.41642662585190393,0.09154549878796314,0.4075466374058426,0.24880799467667397,0.24885977759982403,0.10097251676896823,0.42169294668057455,0.40920313609769854,0.45084429761485256,0.2542224522880738,0.4272556795241339,0.32419312019107027,0.39376631622414165,0.12059204230449547,0.09966346234063864,0.4601945062768008,0.4675857307687992,0.48078394133766905,0.24813944892285678,0.09999602451843881,0.31708752580995847
1642169618.431,0.4141233126251394,0.42541751032247244,0.20400501843785365,0.33634702823106716,0.34499513696055106,0.34105142688814893,0.40413682450981603,0.21536087822075292,0.09187181400440986,0.4325352346133442,0.33735534235945447,0.4179265522858003,0.43962197762425426,0.33693342986831765,0.3879501762899975,0.024339006510308,0.38822098953782475,0.41642662585190393,0.09154549878796314,0.4075466374058426,0.24880799467667397,0.24885977759982403,0.10097251676896823,0.42169294668057455,0.40920313609769854,0.45084429761485256,0.2542224522880738,0.4272556795241339,0.32419312019107027,0.39376631622414165,0.12059204230449547,0.09966346234063864,0.4601945062768008,0.4675857307687992,0.48078394133766905,0.24813944892285678,0.09999602451843881,0.31708752580995847
1642169633.48,0.4135302688829615,0.4244834081647213,0.2152315247965757,0.33543991447201676,0.33463174427872333,0.340845375479043,0.40449809705633727,0.21370601392063923,0.08491342766775448,0.4265091025417176,0.33469274774455016,0.417743595458435,0.4352821171138533,0.3370705086989493,0.38572812948861485,0.024112810901321734,0.40909388534322305,0.41126511007638566,0.08951991411577734,0.40652945745530866,0.24846632142825517,0.24814998481482828,0.1009385066276772,0.41467942266426727,0.39130126926374553,0.4555656475162614,0.2530583476045937,0.43255031095209745,0.33731839713588146,0.37803522314687454,0.10841878005631064,0.09865180725827508,0.42531146368560574,0.4630660870960054,0.48082462377664215,0.2487646891740129,0.100420627145784,0.3084213195021412
