"Time","pod:productcatalogservice-w4-5d9b8d854-zn2rs_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-pv8ll_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w2-66565874fb-sbwwr_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-xw727_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-sq94h_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-qt496_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-kg8br_service:adservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-5qz7w_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-4vzsp_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-wlkq6_service:cartservice_node:worker--3","pod:recommendationservice-w2-5bbcb977f8-rnknj_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-xhm2s_service:currencyservice_node:worker--3","pod:frontend-w4-6646bc856b-25sdx_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-4r6x6_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-cjsbk_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-mqxb9_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-ctp7v_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-k65qb_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-6ftq8_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-z5mwp_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-dgxzb_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-86xvh_service:currencyservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-8djqg_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-m4lh8_service:frontend_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-flcxs_service:cartservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-c5rb5_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-rhxtb_service:frontend_node:worker--3","pod:adservice-w3-754d7d8cd4-gnzqx_service:adservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-6jqd2_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-whltb_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-jzwbb_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-l4t6z_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-r882m_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-n944j_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-6gq9r_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-69clc_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-4j8vk_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-mjvpj_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-nn2qf_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-4smww_service:productcatalogservice_node:worker--2.novalocal"
1637079026.639,0.029683573032983513,0.011520466289408605,0.029310411391169765,0.20543097301556223,0.01035940500627901,0.029751680505993923,0.09900029321383937,0.22875945655958368,0.011875466490729972,0.11904268525914151,0.01194253331227262,0.19026416011444758,0.2106133325524004,0.19268158344848568,0.02692385947657297,0.011470145553998444,0.2055208764520351,0.011760298811382467,0.028685848030563017,0.23034623755254635,0.02743186352576363,0.19786111115540292,0.19145705846059952,0.007147401667542868,0.24752531243018522,0.21261496314981962,0.11713070342035468,0.2069967901569837,0.19376674362958562,0.09625181716983325,0.027277009099549998,0.011355867204318477,0.011836028810991328,0.0272136051974374,0.011781161467645317,0.20320378714925186,0.012135067236136415,0.23731842424586155,0.18985053894021076,0.20723227402950256,0.2022850127284775,0.02930220729698877
1637079041.667,0.029683573032983513,0.011520466289408605,0.029310411391169765,0.20543097301556223,0.01035940500627901,0.029751680505993923,0.09900029321383937,0.22875945655958368,0.011875466490729972,0.11904268525914151,0.01194253331227262,0.19026416011444758,0.2106133325524004,0.19268158344848568,0.02692385947657297,0.011470145553998444,0.2055208764520351,0.011760298811382467,0.028685848030563017,0.23034623755254635,0.02743186352576363,0.19786111115540292,0.19145705846059952,0.007147401667542868,0.24752531243018522,0.21261496314981962,0.11713070342035468,0.2069967901569837,0.19376674362958562,0.09625181716983325,0.027277009099549998,0.011355867204318477,0.011836028810991328,0.0272136051974374,0.011781161467645317,0.20320378714925186,0.012135067236136415,0.23731842424586155,0.18985053894021076,0.20723227402950256,0.2022850127284775,0.02930220729698877
1637079056.685,0.030073722564994285,0.011541760709056203,0.029883101255301938,0.21464693252659492,0.010671704714481941,0.02786718541021395,0.10289331725768486,0.2377651394283238,0.011915661163749775,0.12188141468743455,0.011962718699549891,0.20306295705395244,0.22427209672382628,0.2122536400580776,0.028255558102923014,0.011212226490270358,0.223045890272884,0.012275404933872998,0.02979581807560222,0.23677849540843457,0.028223008148856928,0.22305035344791038,0.20976006404576653,0.0071665141719988775,0.25566900629647227,0.23569471144326967,0.12418032344370258,0.22599801887760024,0.21220234626508222,0.09905063531156706,0.02967351954545032,0.011487847396761891,0.011736704315383071,0.028416812974989235,0.011449228940237382,0.22148995635584148,0.012119073708814874,0.23724206368766398,0.21074227459511014,0.2191015775988613,0.21779193858996787,0.029993593175259722
1637079071.707,0.030073722564994285,0.011541760709056203,0.029883101255301938,0.21464693252659492,0.010671704714481941,0.02786718541021395,0.10289331725768486,0.2377651394283238,0.011915661163749775,0.12188141468743455,0.011962718699549891,0.20306295705395244,0.22427209672382628,0.2122536400580776,0.028255558102923014,0.011212226490270358,0.223045890272884,0.012275404933872998,0.02979581807560222,0.23677849540843457,0.028223008148856928,0.22305035344791038,0.20976006404576653,0.0071665141719988775,0.25566900629647227,0.23569471144326967,0.12418032344370258,0.22599801887760024,0.21220234626508222,0.09905063531156706,0.02967351954545032,0.011487847396761891,0.011736704315383071,0.028416812974989235,0.011449228940237382,0.22148995635584148,0.012119073708814874,0.23724206368766398,0.21074227459511014,0.2191015775988613,0.21779193858996787,0.029993593175259722
1637079086.728,0.03117965068909335,0.01140023422185307,0.02979595671305922,0.21768119292486898,0.010666638496102271,0.029175554678961706,0.10250933944140866,0.23588859113902721,0.011737727409531438,0.12348134968112998,0.011587417098281653,0.19225099553174785,0.23247285462512757,0.2109103979536141,0.028298159026984723,0.011199687923522397,0.22282522094469082,0.011170385710136371,0.030131083178410054,0.2351324852409622,0.027799818685976484,0.22384602023594363,0.20010935085183743,0.007450194813882599,0.2558666331828996,0.24280759556607817,0.12428575651714735,0.22602721939571674,0.21936020998936967,0.10419321159487802,0.028765552094201438,0.011522299570899449,0.011857092637342167,0.028791040019286118,0.011419691477350122,0.22196056080986315,0.011947077402431323,0.26486339676291515,0.21005793927332608,0.21908320970175582,0.21778303268783966,0.02976500220664771
1637079101.752,0.03117965068909335,0.01140023422185307,0.02979595671305922,0.21768119292486898,0.010666638496102271,0.029175554678961706,0.10250933944140866,0.23588859113902721,0.011737727409531438,0.12348134968112998,0.011587417098281653,0.19225099553174785,0.23247285462512757,0.2109103979536141,0.028298159026984723,0.011199687923522397,0.22282522094469082,0.011170385710136371,0.030131083178410054,0.2351324852409622,0.027799818685976484,0.22384602023594363,0.20010935085183743,0.007450194813882599,0.2558666331828996,0.24280759556607817,0.12428575651714735,0.22602721939571674,0.21936020998936967,0.10419321159487802,0.028765552094201438,0.011522299570899449,0.011857092637342167,0.028791040019286118,0.011419691477350122,0.22196056080986315,0.011947077402431323,0.26486339676291515,0.21005793927332608,0.21908320970175582,0.21778303268783966,0.02976500220664771
1637079116.768,0.03046561795197022,0.011497229704105454,0.029415518760380815,0.20893387892784798,0.010822499699953386,0.029122957650069333,0.1020524483455079,0.2349003681642085,0.011583351209345914,0.1278821591208861,0.011624244627419629,0.21064714367912374,0.22974912338436648,0.20976741733703724,0.02830739022942475,0.011316653496317598,0.22217553341554874,0.012009651676863572,0.03003870951765814,0.23411813767973133,0.028792330117819627,0.2218763309416691,0.21092229504469934,0.007438699616875075,0.2536961916910921,0.2275412373555173,0.12401255129759532,0.2253999530792407,0.2104158632597561,0.10450371022430774,0.028948902894921788,0.01071044457532385,0.011864727078527327,0.029084517532525014,0.011454399361031896,0.22148243051358302,0.011956145126930575,0.24095078204625453,0.21010620413925907,0.21900324644500763,0.21729330394600904,0.02944856534130603
1637079131.784,0.03046561795197022,0.011497229704105454,0.029415518760380815,0.20893387892784798,0.010822499699953386,0.029122957650069333,0.1020524483455079,0.2349003681642085,0.011583351209345914,0.1278821591208861,0.011624244627419629,0.21064714367912374,0.22974912338436648,0.20976741733703724,0.02830739022942475,0.011316653496317598,0.22217553341554874,0.012009651676863572,0.03003870951765814,0.23411813767973133,0.028792330117819627,0.2218763309416691,0.21092229504469934,0.007438699616875075,0.2536961916910921,0.2275412373555173,0.12401255129759532,0.2253999530792407,0.2104158632597561,0.10450371022430774,0.028948902894921788,0.01071044457532385,0.011864727078527327,0.029084517532525014,0.011454399361031896,0.22148243051358302,0.011956145126930575,0.24095078204625453,0.21010620413925907,0.21900324644500763,0.21729330394600904,0.02944856534130603
1637079146.798,0.030367085597899704,0.011922877251887188,0.02936812987037682,0.20944583219114948,0.010753144347995548,0.030698743417028475,0.1014161004611264,0.23522913792458378,0.0117109514524018,0.12833662863681633,0.011688575559654121,0.20941936109872605,0.24423529334855296,0.2087293122425195,0.028275352291324454,0.011237371691264188,0.2224466157912302,0.012034082403150504,0.03000608123915921,0.23417809506023132,0.028426036403862768,0.23464054977403995,0.20272129041071268,0.007425988904339953,0.24252528590788328,0.23127187553181272,0.12352223416088762,0.22619960280248225,0.21999635027580108,0.10410790674025042,0.029537043638392293,0.01144403929952309,0.012178318666680643,0.028993646359636565,0.011421914189383535,0.22235444003292132,0.011837471915724759,0.2555573916321885,0.2100989290436685,0.21824102565880116,0.21665687302534695,0.029728963276795806
1637079161.825,0.030367085597899704,0.011922877251887188,0.02936812987037682,0.20944583219114948,0.010753144347995548,0.030698743417028475,0.1014161004611264,0.23522913792458378,0.0117109514524018,0.12833662863681633,0.011688575559654121,0.20941936109872605,0.24423529334855296,0.2087293122425195,0.028275352291324454,0.011237371691264188,0.2224466157912302,0.012034082403150504,0.03000608123915921,0.23417809506023132,0.028426036403862768,0.23464054977403995,0.20272129041071268,0.007425988904339953,0.24252528590788328,0.23127187553181272,0.12352223416088762,0.22619960280248225,0.21999635027580108,0.10410790674025042,0.029537043638392293,0.01144403929952309,0.012178318666680643,0.028993646359636565,0.011421914189383535,0.22235444003292132,0.011837471915724759,0.2555573916321885,0.2100989290436685,0.21824102565880116,0.21665687302534695,0.029728963276795806
