"Time","pod:recommendationservice-w2-5bbcb977f8-46bdq_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-z4nxf_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-ltqrg_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-v8b9q_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-ztmw4_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-57qw2_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-cs8mw_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-n64gg_service:frontend_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-bf7z7_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-9zths_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-67mxf_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-c6bt7_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-pqzjd_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-kg8br_service:adservice_node:worker--1.novalocal","pod:cartservice-w1-86744bdcbd-flcxs_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-s5gqs_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-dh2xs_service:frontend_node:worker--1.novalocal","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:recommendationservice-w2-5bbcb977f8-c9ls2_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-jkc4t_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-7vtqj_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-hdxww_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-tmb2j_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-bkfmw_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-f5l45_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-4kxld_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-drdsq_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-w8vwj_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-tlk5s_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w2-66565874fb-6ng6r_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-w2cd8_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-wlkq6_service:cartservice_node:worker--3","pod:currencyservice-w1-cd78b8fd6-bzzsv_service:currencyservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:adservice-w3-754d7d8cd4-gnzqx_service:adservice_node:worker--3","pod:frontend-w3-8ddd87c7b-n6zm2_service:frontend_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-lhr65_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-gw949_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-s9798_service:recommendationservice_node:worker--3","pod:frontend-w1-599b6846df-f5db5_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-7qqtn_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-f7p29_service:currencyservice_node:worker--2.novalocal"
1637080325.119,0.011525089339516957,0.18646350924509802,0.027286257593931273,0.22973403577448553,0.012259502272681832,0.027627900186755622,0.012228720601172822,0.19319416042843993,0.21039938798122576,0.011657374301490999,0.25172863250639116,0.2294407081297758,0.012047695737164174,0.09847717888397772,0.111532179325002,0.19459582417024107,0.19695872690797972,0.0073150898473738485,0.011480941779993417,0.24331060534047427,0.01189335236510716,0.027157481368196568,0.19323014287322332,0.02683588633682741,0.19266793956302097,0.19849453076892357,0.026831531038583864,0.22779111038065702,0.029517394368974534,0.026855067775248924,0.011376440865461891,0.1143407824778635,0.19492361735214292,0.028332771548987223,0.09794347089895036,0.17841631700631244,0.029697966688022596,0.19553373990698603,0.011167455993747001,0.1944716043211187,0.012222075471305625,0.21329957600984373
1637080340.148,0.011525089339516957,0.18646350924509802,0.027286257593931273,0.22973403577448553,0.012259502272681832,0.027627900186755622,0.012228720601172822,0.19319416042843993,0.21039938798122576,0.011657374301490999,0.25172863250639116,0.2294407081297758,0.012047695737164174,0.09847717888397772,0.111532179325002,0.19459582417024107,0.19695872690797972,0.0073150898473738485,0.011480941779993417,0.24331060534047427,0.01189335236510716,0.027157481368196568,0.19323014287322332,0.02683588633682741,0.19266793956302097,0.19849453076892357,0.026831531038583864,0.22779111038065702,0.029517394368974534,0.026855067775248924,0.011376440865461891,0.1143407824778635,0.19492361735214292,0.028332771548987223,0.09794347089895036,0.17841631700631244,0.029697966688022596,0.19553373990698603,0.011167455993747001,0.1944716043211187,0.012222075471305625,0.21329957600984373
1637080355.163,0.011558726820058833,0.21207237580343308,0.02755259775668332,0.22576160114020832,0.010759167464889806,0.029175292101558958,0.012086001287135472,0.21193696991791303,0.22673548559615425,0.01129048004442441,0.2618625334714767,0.2363318096621467,0.011638786197018894,0.10438345567326593,0.12198116575045134,0.21793249736908288,0.21966250360711542,0.007228909313374554,0.011194742890531422,0.256695849044251,0.012013484541477036,0.02888328783732467,0.21133478218699386,0.028239941566893766,0.20800942542784595,0.2062798221939181,0.029229496843365163,0.24785493100265998,0.030798330967968777,0.02817617091575287,0.011250976618653959,0.12766074308545325,0.21519609487798422,0.030232710928567184,0.10317344643129617,0.21015474698398418,0.03108677912971712,0.21452173945691938,0.011057754187472065,0.2155913113989431,0.011894146262891675,0.22688201048247514
1637080370.179,0.011558726820058833,0.21207237580343308,0.02755259775668332,0.22576160114020832,0.010759167464889806,0.029175292101558958,0.012086001287135472,0.21193696991791303,0.22673548559615425,0.01129048004442441,0.2618625334714767,0.2363318096621467,0.011638786197018894,0.10438345567326593,0.12198116575045134,0.21793249736908288,0.21966250360711542,0.007228909313374554,0.011194742890531422,0.256695849044251,0.012013484541477036,0.02888328783732467,0.21133478218699386,0.028239941566893766,0.20800942542784595,0.2062798221939181,0.029229496843365163,0.24785493100265998,0.030798330967968777,0.02817617091575287,0.011250976618653959,0.12766074308545325,0.21519609487798422,0.030232710928567184,0.10317344643129617,0.21015474698398418,0.03108677912971712,0.21452173945691938,0.011057754187472065,0.2155913113989431,0.011894146262891675,0.22688201048247514
1637080385.194,0.011302974887422481,0.21422668088007957,0.028901992661914466,0.23187521204438383,0.01136948632840516,0.02905978094998473,0.011855128456933936,0.21387130613726257,0.2248182056115452,0.011288824438405244,0.26612798485899847,0.25462268948670075,0.012419463430342993,0.10437039471332185,0.12283275800569873,0.21399122831872913,0.22128831205894633,0.00719973897718227,0.01127157952538831,0.2757429349609689,0.011506142391335775,0.028433972781551724,0.2135768673510817,0.02811036508488681,0.2036170176822868,0.21970097277485948,0.028413046564829368,0.23992913476877753,0.03137110413047073,0.028268301554606544,0.011270695352663208,0.1281819266293015,0.2135032204002429,0.030470054117404024,0.10033362921991676,0.2157611999312235,0.031742677348227936,0.2163178959666581,0.011028832491990423,0.21701380508790524,0.012001548775927908,0.22537059549924526
1637080400.208,0.011302974887422481,0.21422668088007957,0.028901992661914466,0.23187521204438383,0.01136948632840516,0.02905978094998473,0.011855128456933936,0.21387130613726257,0.2248182056115452,0.011288824438405244,0.26612798485899847,0.25462268948670075,0.012419463430342993,0.10437039471332185,0.12283275800569873,0.21399122831872913,0.22128831205894633,0.00719973897718227,0.01127157952538831,0.2757429349609689,0.011506142391335775,0.028433972781551724,0.2135768673510817,0.02811036508488681,0.2036170176822868,0.21970097277485948,0.028413046564829368,0.23992913476877753,0.03137110413047073,0.028268301554606544,0.011270695352663208,0.1281819266293015,0.2135032204002429,0.030470054117404024,0.10033362921991676,0.2157611999312235,0.031742677348227936,0.2163178959666581,0.011028832491990423,0.21701380508790524,0.012001548775927908,0.22537059549924526
1637080415.225,0.01129558020489386,0.20561907644782396,0.028700973785366575,0.23702803154354263,0.011376807707046006,0.028884238951638195,0.01186121420782113,0.21332465393403793,0.2236227405313272,0.011390871659666226,0.26702628117038385,0.2544663091506866,0.01232297744111609,0.10350014735467036,0.12224202028222693,0.2136039978258846,0.2211198679964732,0.007271423920739919,0.011171386899792074,0.2751433591099021,0.011822930776090949,0.028255872271372648,0.21367300261986133,0.028048684855090388,0.20377291640772194,0.2057327504805304,0.027121614973043433,0.25111259946212056,0.029771358675206763,0.027873044888517412,0.0112670906531006,0.12305656556792982,0.2112831528555712,0.03036458213673575,0.10450706712265112,0.21086071771053877,0.032848199399447456,0.21593823717531174,0.011026482736353482,0.2163997415503904,0.012048554162587021,0.224679783777114
1637080430.244,0.01129558020489386,0.20561907644782396,0.028700973785366575,0.23702803154354263,0.011376807707046006,0.028884238951638195,0.01186121420782113,0.21332465393403793,0.2236227405313272,0.011390871659666226,0.26702628117038385,0.2544663091506866,0.01232297744111609,0.10350014735467036,0.12224202028222693,0.2136039978258846,0.2211198679964732,0.007271423920739919,0.011171386899792074,0.2751433591099021,0.011822930776090949,0.028255872271372648,0.21367300261986133,0.028048684855090388,0.20377291640772194,0.2057327504805304,0.027121614973043433,0.25111259946212056,0.029771358675206763,0.027873044888517412,0.0112670906531006,0.12305656556792982,0.2112831528555712,0.03036458213673575,0.10450706712265112,0.21086071771053877,0.032848199399447456,0.21593823717531174,0.011026482736353482,0.2163997415503904,0.012048554162587021,0.224679783777114
1637080445.268,0.011363677246730623,0.20588039299512523,0.0263463754310045,0.24426309264986212,0.011442130896399403,0.028706300027551573,0.01189223954196774,0.2144986697664818,0.22480534587890486,0.01075128131128528,0.2458793523108493,0.2533850763548351,0.011588463658518008,0.10261000886668972,0.1222521048625841,0.21230407549029837,0.22016535852365104,0.007232747602452211,0.01116353370474937,0.2651458240900128,0.012383441320346258,0.027783300137034325,0.21490803507448808,0.02828329788438365,0.20811206513700087,0.21876478914441716,0.028462680913216007,0.25589870715603547,0.028776230615179886,0.02802019528887411,0.011365073351612446,0.12803614764826546,0.2094973722280839,0.03020210900727082,0.10421179601386152,0.214942208625731,0.030353608709159194,0.21714351257566974,0.01017829288690593,0.21517844895783172,0.011997726828679344,0.22499462553411265
1637080460.295,0.011363677246730623,0.20588039299512523,0.0263463754310045,0.24426309264986212,0.011442130896399403,0.028706300027551573,0.01189223954196774,0.2144986697664818,0.22480534587890486,0.01075128131128528,0.2458793523108493,0.2533850763548351,0.011588463658518008,0.10261000886668972,0.1222521048625841,0.21230407549029837,0.22016535852365104,0.007232747602452211,0.01116353370474937,0.2651458240900128,0.012383441320346258,0.027783300137034325,0.21490803507448808,0.02828329788438365,0.20811206513700087,0.21876478914441716,0.028462680913216007,0.25589870715603547,0.028776230615179886,0.02802019528887411,0.011365073351612446,0.12803614764826546,0.2094973722280839,0.03020210900727082,0.10421179601386152,0.214942208625731,0.030353608709159194,0.21714351257566974,0.01017829288690593,0.21517844895783172,0.011997726828679344,0.22499462553411265
