"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 14:19:30,0.104,0.142,0.354,0.356,,0.457,0.506,0.0847,0.00827,0.0207
2021-06-04 14:20:00,0.105,0.168,0.356,0.415,,0.515,0.533,0.0977,0.00715,0.0219
2021-06-04 14:20:30,0.101,0.163,0.365,0.426,,0.522,0.518,0.0981,0.00794,0.0210
2021-06-04 14:21:00,0.105,0.158,0.355,0.420,,0.510,0.502,0.103,0.00786,0.0229
2021-06-04 14:21:30,0.107,0.167,0.368,0.440,,0.529,0.515,0.0983,0.00800,0.0240
2021-06-04 14:22:00,0.101,0.161,0.374,0.470,,0.546,0.542,0.0988,0.00787,0.0240
2021-06-04 14:22:30,0.102,0.154,0.368,0.405,,0.529,0.512,0.103,0.00738,0.0234
2021-06-04 14:23:00,0.0987,0.151,0.370,0.421,,0.528,0.539,0.0980,0.00773,0.0236
2021-06-04 14:23:30,0.102,0.165,0.396,0.418,,0.529,0.496,0.107,0.00752,0.0233
2021-06-04 14:24:00,0.106,0.157,0.379,0.393,,0.529,0.512,0.102,0.00698,0.0231
2021-06-04 14:24:30,0.104,0.154,0.398,0.399,,0.553,0.536,0.105,0.00672,0.0243
2021-06-04 14:25:00,0.104,0.162,0.387,0.410,,0.529,0.523,0.0971,0.00687,0.0229
