"Time","pod:adservice-w6-56cf7f8c87-269n4_service:adservice_node:worker6.novalocal","pod:cartservice-w6-749867c956-lhjgb_service:cartservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-5zd6x_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-mpghb_service:currencyservice_node:worker6.novalocal","pod:currencyservice-w6-777fb577db-rvfrd_service:currencyservice_node:worker6.novalocal","pod:frontend-w6-598f897587-mfj48_service:frontend_node:worker6.novalocal","pod:frontend-w6-598f897587-zr5mx_service:frontend_node:worker6.novalocal","pod:productcatalogservice-w6-97bddfc7f-xjv5c_service:productcatalogservice_node:worker6.novalocal","pod:recommendationservice-w6-6d4845b77c-nnt9j_service:recommendationservice_node:worker6.novalocal","pod:redis-cart-w6-cc974966d-k8w9v_service:redis-cart_node:worker6.novalocal"
2021-06-04 12:49:00,0.0957,0.151,0.364,0.343,,0.458,0.468,0.0882,0.00813,0.0205
2021-06-04 12:49:30,0.107,0.168,0.397,0.379,,0.542,0.542,0.0983,0.00768,0.0219
2021-06-04 12:50:00,0.108,0.166,0.400,0.413,,0.544,0.515,0.0998,0.00769,0.0219
2021-06-04 12:50:30,0.0995,0.166,0.396,0.388,,0.544,0.539,0.1000,0.00720,0.0218
2021-06-04 12:51:00,0.0975,0.166,0.420,0.390,,0.558,0.557,0.0995,0.00721,0.0213
2021-06-04 12:51:30,0.0976,0.160,0.384,0.421,,0.534,0.520,0.0979,0.00718,0.0222
2021-06-04 12:52:00,0.104,0.166,0.385,0.395,,0.522,0.539,0.0995,0.00711,0.0213
2021-06-04 12:52:30,0.0996,0.156,0.385,0.375,,0.485,0.555,0.105,0.00784,0.0214
2021-06-04 12:53:00,0.104,0.156,0.352,0.386,,0.513,0.513,0.0990,0.00707,0.0213
2021-06-04 12:53:30,0.103,0.157,0.379,0.387,,0.512,0.516,0.0996,0.00778,0.0223
2021-06-04 12:54:00,0.102,0.164,0.368,0.366,,0.533,0.542,0.103,0.00771,0.0216
2021-06-04 12:54:30,0.0999,0.164,0.388,0.393,,0.556,0.509,0.0989,0.00770,0.0214
