"Time","pod:frontend-w1-599b6846df-vw9fq_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-nzgvr_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-n6qvw_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-tngrj_service:frontend_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:adservice-w3-754d7d8cd4-cq8ks_service:adservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-xrvw5_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-948kc_service:frontend_node:worker--3","pod:currencyservice-w4-649d8c7669-zbxc8_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-q6n8d_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-hwfpb_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-knrbt_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-m85zc_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-v2r2p_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-jxqhl_service:cartservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-89ghh_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-9grg5_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-r6dgt_service:frontend_node:worker--4.novalocal","pod:frontend-w1-599b6846df-k25v9_service:frontend_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-7zl82_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-p7nns_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-pdshq_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-fk8js_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-92lkr_service:currencyservice_node:worker--4.novalocal","pod:redis-cart-w2-84485f8b85-xd9ws_service:redis-cart_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-626z9_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-4747k_service:recommendationservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-4rrv5_service:recommendationservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-nnbqc_service:recommendationservice_node:worker--3","pod:adservice-w4-76766bdfb6-slfh2_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-kjzzs_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-dnt6w_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-vzpgb_service:adservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-8t5k2_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-tm7x9_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-2rsj9_service:frontend_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-8lmj6_service:redis-cart_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-xppqm_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-z46z7_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-6nxj6_service:productcatalogservice_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-9cvvj_service:cartservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-p76mf_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-bv7f5_service:productcatalogservice_node:worker--1.novalocal"
1638186350.471,0.4417623004591844,0.13189388692821213,0.06112370732715762,0.45106601431331483,0.020473129233914075,0.10929871133368413,0.15645676543816456,0.4369037151494912,0.5038340083206251,0.16307592141142094,0.47415287716794907,0.4254182909729687,0.4268083592353217,0.05912827460859155,0.13327478461715608,0.0791142995517545,0.07557162208186521,0.4495882547072864,0.4468884548274381,0.12854706333771218,0.472059588906478,0.13158492820142267,0.12048628727677624,0.5238591856155637,0.028018559712832434,0.12309384844645652,0.05667765829397309,0.056834189664280464,0.05710187797237075,0.1349047564680259,0.1298655168995328,0.06466377659371236,0.11233396950211197,0.13038618230717258,0.06119933569164248,0.42710199660123915,0.02101137279363385,0.1386218348531275,0.06242829163191703,0.004097712650860372,0.12171309359693325,0.13590702756978626,0.11576082092921315,0.13418169181832793
1638186365.503,0.5036403538720905,0.14788598811741893,0.06747323729419138,0.5109654338530447,0.01993370701335171,0.12110332362170145,0.17947173390083382,0.49979929681383495,0.6245245239753515,0.1752059187684867,0.5333065361024815,0.4814994896416233,0.47973317113030794,0.06599609881945952,0.1391925205522378,0.08547609952566285,0.0827062494061097,0.5436730846113219,0.5040996067011032,0.14644414722312155,0.5302688364778754,0.1446487112895149,0.1369509344610276,0.5970939421424417,0.030814305678081882,0.13576383787475374,0.0620639316679811,0.06108147546365064,0.06336976367363413,0.14506434419544506,0.14546463345125976,0.070179060558094,0.1258266082598256,0.14497619615492566,0.0686741568292559,0.5094160492844954,0.02422430422038641,0.1569974803844211,0.06983158995162098,0.003911709071044836,0.13577601196137418,0.16518321241918946,0.12809958722091672,0.15036708598527154
1638186380.554,0.5036403538720905,0.14788598811741893,0.06747323729419138,0.5109654338530447,0.01993370701335171,0.12110332362170145,0.17947173390083382,0.49979929681383495,0.6245245239753515,0.1752059187684867,0.5333065361024815,0.4814994896416233,0.47973317113030794,0.06599609881945952,0.1391925205522378,0.08547609952566285,0.0827062494061097,0.5436730846113219,0.5040996067011032,0.14644414722312155,0.5302688364778754,0.1446487112895149,0.1369509344610276,0.5970939421424417,0.030814305678081882,0.13576383787475374,0.0620639316679811,0.06108147546365064,0.06336976367363413,0.14506434419544506,0.14546463345125976,0.070179060558094,0.1258266082598256,0.14497619615492566,0.0686741568292559,0.5094160492844954,0.02422430422038641,0.1569974803844211,0.06983158995162098,0.003911709071044836,0.13577601196137418,0.16518321241918946,0.12809958722091672,0.15036708598527154
1638186395.572,0.5452847435878452,0.15427143207039637,0.06889029197295427,0.5483391439920413,0.022388128032095417,0.11783460518041189,0.1811897133953781,0.504443681011056,0.620214284431687,0.18527551778728651,0.5683474343741804,0.5194996161659399,0.5177298171486885,0.06607492977882683,0.14905069911188173,0.0869807022977251,0.08416972501076395,0.5428032739134625,0.5460933407633372,0.14795632846917586,0.5646669238513825,0.147653382459437,0.14604862916343608,0.6645052111216638,0.031830980013358524,0.14680477803489167,0.06547923027362926,0.06496822797746866,0.06404390026779247,0.16313442799784955,0.15309948862536607,0.07183945924662442,0.12781361712850095,0.14986717534427274,0.06738833134097792,0.5435344199236015,0.025003400300014585,0.16272880420009989,0.07166730882139938,0.0038628042502453857,0.14275606877659586,0.17746909064708377,0.13387228478114424,0.1543759763249826
1638186410.594,0.5452847435878452,0.15427143207039637,0.06889029197295427,0.5483391439920413,0.022388128032095417,0.11783460518041189,0.1811897133953781,0.504443681011056,0.620214284431687,0.18527551778728651,0.5683474343741804,0.5194996161659399,0.5177298171486885,0.06607492977882683,0.14905069911188173,0.0869807022977251,0.08416972501076395,0.5428032739134625,0.5460933407633372,0.14795632846917586,0.5646669238513825,0.147653382459437,0.14604862916343608,0.6645052111216638,0.031830980013358524,0.14680477803489167,0.06547923027362926,0.06496822797746866,0.06404390026779247,0.16313442799784955,0.15309948862536607,0.07183945924662442,0.12781361712850095,0.14986717534427274,0.06738833134097792,0.5435344199236015,0.025003400300014585,0.16272880420009989,0.07166730882139938,0.0038628042502453857,0.14275606877659586,0.17746909064708377,0.13387228478114424,0.1543759763249826
1638186425.638,0.5451548891793679,0.15398334189205826,0.06959276288119087,0.5486386262177138,0.0225227876486166,0.12363778168422916,0.19703203615610537,0.535219388704541,0.6418310703377046,0.18864428562679222,0.5681746128036737,0.5198972437880317,0.5181660756477264,0.06676857905526137,0.1536554217506692,0.08664578755369338,0.08343703581032742,0.5477802436685628,0.5457628947719829,0.14812956369203184,0.5642039935870958,0.14766663310431608,0.1458490326298406,0.6653477126535376,0.03188147903327852,0.14600629115047953,0.06496411061515353,0.061947418449245215,0.06237547673434715,0.1476628354363314,0.153087598647993,0.07217719976567002,0.1280457261532375,0.14999360139228823,0.06699725992875466,0.5207374286772495,0.026928247877549695,0.1627213721232536,0.07094341784921626,0.003837212249286215,0.13829249509406455,0.17777508135283815,0.1331455151127336,0.15441565275011582
1638186440.67,0.5451548891793679,0.15398334189205826,0.06959276288119087,0.5486386262177138,0.0225227876486166,0.12363778168422916,0.19703203615610537,0.535219388704541,0.6418310703377046,0.18864428562679222,0.5681746128036737,0.5198972437880317,0.5181660756477264,0.06676857905526137,0.1536554217506692,0.08664578755369338,0.08343703581032742,0.5477802436685628,0.5457628947719829,0.14812956369203184,0.5642039935870958,0.14766663310431608,0.1458490326298406,0.6653477126535376,0.03188147903327852,0.14600629115047953,0.06496411061515353,0.061947418449245215,0.06237547673434715,0.1476628354363314,0.153087598647993,0.07217719976567002,0.1280457261532375,0.14999360139228823,0.06699725992875466,0.5207374286772495,0.026928247877549695,0.1627213721232536,0.07094341784921626,0.003837212249286215,0.13829249509406455,0.17777508135283815,0.1331455151127336,0.15441565275011582
1638186455.706,0.5473356151875639,0.1532652112663258,0.06993543422597712,0.546251866830682,0.021151904653920594,0.12277464734642177,0.17803506125117124,0.5224087315804838,0.6399136635310524,0.18439532144278467,0.5674669176387641,0.5196924168771992,0.5177430034879824,0.06732530657807226,0.1526863202856799,0.09063908120552261,0.08093755754805548,0.5382595765363014,0.5477275960891264,0.14806005375408357,0.564370623152396,0.1476830214684212,0.1452129568763405,0.6669829272860139,0.03185759610174655,0.14534650437967966,0.06253899432616693,0.06474015900357541,0.06394575719401446,0.1499159244967747,0.15359409402327173,0.07160653514628465,0.12854256202810144,0.15013983503319778,0.06677030460104136,0.5396017818499458,0.026604560779806923,0.16328349779043838,0.07089478019120815,0.0038883165231395882,0.14503283544393358,0.17425844858915454,0.13308304047949748,0.15453618024883836
1638186470.741,0.5473356151875639,0.1532652112663258,0.06993543422597712,0.546251866830682,0.021151904653920594,0.12277464734642177,0.17803506125117124,0.5224087315804838,0.6399136635310524,0.18439532144278467,0.5674669176387641,0.5196924168771992,0.5177430034879824,0.06732530657807226,0.1526863202856799,0.09063908120552261,0.08093755754805548,0.5382595765363014,0.5477275960891264,0.14806005375408357,0.564370623152396,0.1476830214684212,0.1452129568763405,0.6669829272860139,0.03185759610174655,0.14534650437967966,0.06253899432616693,0.06474015900357541,0.06394575719401446,0.1499159244967747,0.15359409402327173,0.07160653514628465,0.12854256202810144,0.15013983503319778,0.06677030460104136,0.5396017818499458,0.026604560779806923,0.16328349779043838,0.07089478019120815,0.0038883165231395882,0.14503283544393358,0.17425844858915454,0.13308304047949748,0.15453618024883836
1638186485.995,0.5496540525317754,0.15412986640303722,0.06990366683484851,0.5230220522915581,0.0223826183227677,0.12255505249356072,0.18196896288897188,0.5344400279801796,0.6381215984430598,0.19435707041991018,0.5676177161062305,0.5206184835924884,0.5182669008611835,0.06808476923388632,0.15235963455000553,0.09068154623970674,0.08739736052118041,0.5606906437381616,0.5493326810959465,0.14829561497511123,0.5656128914937824,0.14771760134112671,0.14559608690452253,0.6676293938839066,0.03191191682921324,0.14499661666429658,0.0650666028883146,0.06253591519795955,0.06325416251553005,0.15244861123016146,0.15503801315255766,0.07178855184428051,0.12861429128028906,0.15018754750767335,0.06670151837643308,0.5549053208381243,0.026639898496710033,0.16473705378559098,0.07144440661133203,0.0038533027787763206,0.14461630506773,0.16956094173470665,0.13363080154235793,0.15496624548278226
