"Time","pod:productcatalogservice-w2-8649bb655b-lhkhp_service:productcatalogservice_node:worker--2","pod:currencyservice-w3-649d8c7669-pst57_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-7qlb4_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-cd78b8fd6-wtxv5_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-x4x4x_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-xzflr_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-9v6gk_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-4wvsm_service:frontend_node:worker--3.novalocal","pod:currencyservice-w2-656689488c-4wjbx_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-fjmxk_service:frontend_node:worker--2","pod:frontend-w3-6646bc856b-g26w1_service:frontend_node:worker--3.novalocal","pod:frontend-w4-599b6846df-2r995_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-dc9b5_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-rk5hq_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-g6zbr_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-ss2qq_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-42qtw_service:frontend_node:worker--2","pod:frontend-w2-8ddd87c7b-spkp7_service:frontend_node:worker--2","pod:cartservice-w1-59ff89795c-mjs84_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-d8h78_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-84485f8b85-48zs6_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-cc88z_service:currencyservice_node:worker--2","pod:frontend-w1-777d8d5dcb-944dz_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w3-6855bd669b-cg2rf_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w1-5bbcb977f8-q5cjw_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-gnqv9_service:recommendationservice_node:worker--2","pod:currencyservice-w3-649d8c7669-8lbrn_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-6bknn_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-hdshm_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-2m2wv_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-knrnb_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w1-9f97cf96-xc962_service:adservice_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-glqw4_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-ztkdk_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-b7dg6_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-kfprg_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-62cv9_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-4pwkk_service:currencyservice_node:worker--3.novalocal"
1642174722.506,0.3181053250274883,0.2620072440333984,0.21380032920498138,0.21198311065383996,0.31930049149870293,0.3195338230346258,0.19268432898467475,0.3678669774610341,0.2040984975193328,0.361474939057819,0.40348304166455806,0.36745965588697105,0.37098734060910393,0.17225803579427984,0.2432637382909123,0.20373846036105978,0.36538192769502015,0.15129696207635768,0.35727690271730733,0.317599621073441,0.01815261944411836,0.20748859341187278,0.3664990575305308,0.2180492226839421,0.19527548554787907,0.17048985850106987,0.28601999159321745,0.42132659465168293,0.21467826815795213,0.365422561688417,0.32124170329937596,0.428067218672432,0.37392598760562495,0.35728809699801195,0.360818155601091,0.18580456352385888,0.35920304577611456,0.2745073230106778
1642174737.527,0.3510703881080207,0.30501631950270863,0.2421688370727535,0.24263305411313868,0.35690242166192737,0.35848126400219116,0.21377338089301678,0.4476399436057322,0.22929424828255723,0.428314171055378,0.43238375526875,0.41953010340126706,0.41880868117074244,0.19667355958805194,0.2689254286699993,0.22711683899420693,0.42265228915893777,0.17192546119049928,0.3970060581576831,0.3577305821240644,0.019796725854076207,0.23072096703497053,0.411497695813834,0.253498167177303,0.21401316159748274,0.1777977215336154,0.31926096117545555,0.44364614550483517,0.23402288489236917,0.41299390534995273,0.3652045281515106,0.47342105243268295,0.4358372401490837,0.4117277188369765,0.40686459820796356,0.21060185764091185,0.4083528130111239,0.30640840885208137
1642174752.555,0.3510703881080207,0.30501631950270863,0.2421688370727535,0.24263305411313868,0.35690242166192737,0.35848126400219116,0.21377338089301678,0.4476399436057322,0.22929424828255723,0.428314171055378,0.43238375526875,0.41953010340126706,0.41880868117074244,0.19667355958805194,0.2689254286699993,0.22711683899420693,0.42265228915893777,0.17192546119049928,0.3970060581576831,0.3577305821240644,0.019796725854076207,0.23072096703497053,0.411497695813834,0.253498167177303,0.21401316159748274,0.1777977215336154,0.31926096117545555,0.44364614550483517,0.23402288489236917,0.41299390534995273,0.3652045281515106,0.47342105243268295,0.4358372401490837,0.4117277188369765,0.40686459820796356,0.21060185764091185,0.4083528130111239,0.30640840885208137
1642174767.59,0.3552480024472268,0.3173553037453337,0.2428522850055132,0.24148746137596755,0.3697714249126776,0.3691775608729132,0.21674493441868303,0.42578166453318356,0.22817774101436605,0.4271958382337162,0.4578558643778258,0.4382243060362873,0.4374980859618721,0.19660923598555707,0.2728732226776968,0.2365274213287768,0.44269760087176274,0.17297190508079457,0.41396716947839596,0.37086552997249567,0.020149327907710245,0.23811109763971772,0.4298673310374975,0.2649187862288616,0.21775808206043443,0.194069311396377,0.3196838151021354,0.4694308563202552,0.2399363004725708,0.430874288851901,0.37752857390069244,0.4738686827329568,0.4540129567518543,0.38345740544944357,0.42507237546983806,0.21453266853192904,0.41081293932938756,0.3084485239856948
1642174782.615,0.3552480024472268,0.3173553037453337,0.2428522850055132,0.24148746137596755,0.3697714249126776,0.3691775608729132,0.21674493441868303,0.42578166453318356,0.22817774101436605,0.4271958382337162,0.4578558643778258,0.4382243060362873,0.4374980859618721,0.19660923598555707,0.2728732226776968,0.2365274213287768,0.44269760087176274,0.17297190508079457,0.41396716947839596,0.37086552997249567,0.020149327907710245,0.23811109763971772,0.4298673310374975,0.2649187862288616,0.21775808206043443,0.194069311396377,0.3196838151021354,0.4694308563202552,0.2399363004725708,0.430874288851901,0.37752857390069244,0.4738686827329568,0.4540129567518543,0.38345740544944357,0.42507237546983806,0.21453266853192904,0.41081293932938756,0.3084485239856948
1642174797.815,0.376721600547131,0.29958945746755306,0.24210633953519548,0.24203972496083964,0.3725541809612792,0.37104942600894986,0.21894036147570634,0.46989830225741736,0.22821399658213432,0.45050941531096556,0.44914832827970164,0.43985193166696424,0.438952579226672,0.19841014397338225,0.27325052826954793,0.2368950947345818,0.424650078322763,0.16728634100467205,0.41575889406953614,0.3722552026118791,0.020441874503888985,0.2304930038368701,0.4324829769566017,0.26319959293340256,0.2184394445792689,0.1947755676102635,0.28930461679110386,0.4993969339843033,0.24173289339765555,0.43172554255085205,0.37935962991703887,0.45981302974486427,0.44447961418557497,0.40177992993507267,0.42655217951963087,0.216481767741671,0.40562340741032454,0.2932741848075313
1642174812.856,0.376721600547131,0.29958945746755306,0.24210633953519548,0.24203972496083964,0.3725541809612792,0.37104942600894986,0.21894036147570634,0.46989830225741736,0.22821399658213432,0.45050941531096556,0.44914832827970164,0.43985193166696424,0.438952579226672,0.19841014397338225,0.27325052826954793,0.2368950947345818,0.424650078322763,0.16728634100467205,0.41575889406953614,0.3722552026118791,0.020441874503888985,0.2304930038368701,0.4324829769566017,0.26319959293340256,0.2184394445792689,0.1947755676102635,0.28930461679110386,0.4993969339843033,0.24173289339765555,0.43172554255085205,0.37935962991703887,0.45981302974486427,0.44447961418557497,0.40177992993507267,0.42655217951963087,0.216481767741671,0.40562340741032454,0.2932741848075313
1642174827.874,0.3789385747887638,0.30137706132310704,0.24198510008086313,0.2418866527565572,0.3721118006448811,0.3731110987713708,0.21955248556276435,0.4776349969441937,0.23053784644756786,0.44128103615470393,0.4852135709842903,0.4403742353409269,0.43984705612712116,0.19916290444765994,0.27360362516978093,0.2376347305847796,0.42049933192550315,0.17876569375359552,0.4176774654853769,0.372310961948777,0.020568969985044323,0.23713007637822373,0.432642345203423,0.26204606917919665,0.21776188863189339,0.1970092298847079,0.30489958123254823,0.4643410840461469,0.24070358908887232,0.43334566676237946,0.3791154702439225,0.45143467237187707,0.48404953289092106,0.4053479011353045,0.42805116014195244,0.21648016601188425,0.4372675244429708,0.3017148900411629
1642174842.89,0.3789385747887638,0.30137706132310704,0.24198510008086313,0.2418866527565572,0.3721118006448811,0.3731110987713708,0.21955248556276435,0.4776349969441937,0.23053784644756786,0.44128103615470393,0.4852135709842903,0.4403742353409269,0.43984705612712116,0.19916290444765994,0.27360362516978093,0.2376347305847796,0.42049933192550315,0.17876569375359552,0.4176774654853769,0.372310961948777,0.020568969985044323,0.23713007637822373,0.432642345203423,0.26204606917919665,0.21776188863189339,0.1970092298847079,0.30489958123254823,0.4643410840461469,0.24070358908887232,0.43334566676237946,0.3791154702439225,0.45143467237187707,0.48404953289092106,0.4053479011353045,0.42805116014195244,0.21648016601188425,0.4372675244429708,0.3017148900411629
1642174857.904,0.36882001083728266,0.30144014566386257,0.24150466506551982,0.23995979590298155,0.37192123135326016,0.3740566477129297,0.21974488374171294,0.468609935821824,0.23592140850715473,0.45135000128189295,0.4545431378325214,0.43965760759209144,0.4392763089973831,0.19824740563675053,0.2731111791671747,0.23067239034676124,0.4205147013598025,0.17347383924248855,0.41820931175283804,0.3706740437007122,0.020542662664746473,0.2363870644962457,0.432519460172214,0.26174187877629634,0.21825362116630004,0.1959804060377256,0.2987608702692784,0.47009239746017173,0.23947214387466503,0.4325458802401916,0.3782756472786348,0.45146173546526014,0.48362732871205666,0.4026889756318324,0.4270729034620303,0.21689334530934506,0.43773482989032975,0.31458629073630157
