"Time","pod:frontend-w3-6646bc856b-ghdlx_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-ptcvn_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-fg2t5_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-kkpp2_service:frontend_node:worker--4.novalocal","pod:frontend-w4-599b6846df-qj4sc_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-47hv9_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-98l2s_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-k7dql_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w1-66565874fb-rxjfw_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-cdk84_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-bj4kg_service:currencyservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-jrq2t_service:recommendationservice_node:worker--2","pod:productcatalogservice-w4-56c4dd84bf-sp97z_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-jk984_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-zvqmp_service:currencyservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-zccbr_service:productcatalogservice_node:worker--2","pod:recommendationservice-w4-5c774597c5-r6m7p_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-2q7fq_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-nshbk_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-4jdc7_service:frontend_node:worker--2","pod:productcatalogservice-w3-5d9b8d854-km8gn_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-ttv2c_service:currencyservice_node:worker--4.novalocal","pod:adservice-w1-9f97cf96-hdl59_service:adservice_node:worker--1.novalocal","pod:cartservice-w1-59ff89795c-sn6bb_service:cartservice_node:worker--1.novalocal","pod:redis-cart-w1-84485f8b85-xxfrd_service:redis-cart_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-9qczw_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-m5lbh_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-649d8c7669-nptcj_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-l5cjr_service:frontend_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-x8g44_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-qgppw_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-8pmq4_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-gcq2l_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-tx6p6_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-gx8dz_service:frontend_node:worker--2","pod:frontend-w3-6646bc856b-gndjw_service:frontend_node:worker--3.novalocal","pod:currencyservice-w2-656689488c-rw5zb_service:currencyservice_node:worker--2","pod:recommendationservice-w3-6855bd669b-5ts9f_service:recommendationservice_node:worker--3.novalocal"
1642176025.893,0.44221300323382634,0.22444312004689457,0.39383097804838285,0.39212692031604457,0.37800369271036843,0.3371604835363079,0.38649402660428306,0.3012223210957642,0.3368965570762791,0.20142127138418958,0.21367575362038382,0.17493551044282896,0.33717863850987384,0.19831358546857208,0.21510623675202645,0.3357299397966494,0.17640799596973475,0.3850045272454557,0.19871890833761421,0.4003318992112621,0.3772553007008279,0.22605549673211373,0.4594880962897626,0.3742253476519976,0.02005025899481802,0.39590533013320994,0.2803906698029217,0.27760963971124997,0.442786170634045,0.4147733405252753,0.22498887156745584,0.3894659189598533,0.25749423655398423,0.33303492691940295,0.16427215199064868,0.40485734478390534,0.22080325885091134,0.23028757165806074
1642176040.912,0.44221300323382634,0.22444312004689457,0.39383097804838285,0.39212692031604457,0.37800369271036843,0.3371604835363079,0.38649402660428306,0.3012223210957642,0.3368965570762791,0.20142127138418958,0.21367575362038382,0.17493551044282896,0.33717863850987384,0.19831358546857208,0.21510623675202645,0.3357299397966494,0.17640799596973475,0.3850045272454557,0.19871890833761421,0.4003318992112621,0.3772553007008279,0.22605549673211373,0.4594880962897626,0.3742253476519976,0.02005025899481802,0.39590533013320994,0.2803906698029217,0.27760963971124997,0.442786170634045,0.4147733405252753,0.22498887156745584,0.3894659189598533,0.25749423655398423,0.33303492691940295,0.16427215199064868,0.40485734478390534,0.22080325885091134,0.23028757165806074
1642176056.087,0.4856399207586356,0.235292498312815,0.4287190195839849,0.4294918449633621,0.4111317831715371,0.3647403841204692,0.4195886265209744,0.289368339930049,0.3645921782323255,0.21541084220097495,0.23652374888388733,0.18075784664089833,0.3673140759423622,0.21177996170176117,0.2344781476922792,0.36342812875083297,0.18704583957184717,0.4229265485561334,0.20854691563436312,0.42540219241181815,0.3891446141108703,0.2386506239329247,0.4759737440515593,0.40232543966647216,0.02069967257316343,0.42496202056577326,0.27255494968564287,0.30483332267139024,0.45684434945011826,0.47053630679148034,0.23632149445285483,0.4263656362662201,0.2697343043234929,0.36152259702759,0.17468374084785118,0.4423470597666997,0.23426622556086452,0.2475269391624358
1642176071.129,0.4856399207586356,0.235292498312815,0.4287190195839849,0.4294918449633621,0.4111317831715371,0.3647403841204692,0.4195886265209744,0.289368339930049,0.3645921782323255,0.21541084220097495,0.23652374888388733,0.18075784664089833,0.3673140759423622,0.21177996170176117,0.2344781476922792,0.36342812875083297,0.18704583957184717,0.4229265485561334,0.20854691563436312,0.42540219241181815,0.3891446141108703,0.2386506239329247,0.4759737440515593,0.40232543966647216,0.02069967257316343,0.42496202056577326,0.27255494968564287,0.30483332267139024,0.45684434945011826,0.47053630679148034,0.23632149445285483,0.4263656362662201,0.2697343043234929,0.36152259702759,0.17468374084785118,0.4423470597666997,0.23426622556086452,0.2475269391624358
1642176086.143,0.45236241031745755,0.23336054743138243,0.43088215061088886,0.42853053038099603,0.411198318659712,0.36547087702739944,0.42029418653981115,0.298653886442666,0.3648577859439366,0.21476082667833124,0.2358642318290707,0.18651753815161148,0.36813910296341124,0.2112253219405705,0.23274665142362227,0.37017976402125813,0.18682160664494685,0.4229825795353501,0.20712378626014913,0.4326651582963541,0.3998528240353475,0.23732709561500365,0.4684064718203981,0.4023383174446292,0.02065810067088024,0.4329553340844151,0.30721049151801366,0.2941844222513865,0.4467237588343227,0.43989246635122725,0.2342015876079572,0.4254711117908508,0.2704614386224049,0.36284905262814754,0.17166108264262692,0.43012739823193397,0.2327037607530443,0.24601427688418243
1642176101.158,0.45236241031745755,0.23336054743138243,0.43088215061088886,0.42853053038099603,0.411198318659712,0.36547087702739944,0.42029418653981115,0.298653886442666,0.3648577859439366,0.21476082667833124,0.2358642318290707,0.18651753815161148,0.36813910296341124,0.2112253219405705,0.23274665142362227,0.37017976402125813,0.18682160664494685,0.4229825795353501,0.20712378626014913,0.4326651582963541,0.3998528240353475,0.23732709561500365,0.4684064718203981,0.4023383174446292,0.02065810067088024,0.4329553340844151,0.30721049151801366,0.2941844222513865,0.4467237588343227,0.43989246635122725,0.2342015876079572,0.4254711117908508,0.2704614386224049,0.36284905262814754,0.17166108264262692,0.43012739823193397,0.2327037607530443,0.24601427688418243
1642176116.173,0.4847274854053521,0.23259194436085612,0.42798962904445964,0.4277322425970916,0.4097927997898874,0.3668064166143703,0.42074469246508184,0.29044679573768345,0.36404870230902364,0.21387323140185915,0.23597428414517174,0.18234802675340706,0.36445435126945713,0.20972365304059004,0.22422253598669745,0.36992866806722413,0.18539895726386746,0.4240550294298638,0.20826325894627837,0.41235828756999626,0.39108258493705966,0.2363930115536951,0.4492792351421181,0.40305932328719196,0.020905332723333434,0.43195427128715924,0.28403657579465463,0.3005657114383685,0.45946696815611576,0.4563825035345693,0.23367115759990892,0.42377603358784377,0.26978919519679456,0.3639880427715828,0.16650942015446135,0.4416783574637264,0.2323784710068042,0.2687802366416123
1642176131.194,0.4847274854053521,0.23259194436085612,0.42798962904445964,0.4277322425970916,0.4097927997898874,0.3668064166143703,0.42074469246508184,0.29044679573768345,0.36404870230902364,0.21387323140185915,0.23597428414517174,0.18234802675340706,0.36445435126945713,0.20972365304059004,0.22422253598669745,0.36992866806722413,0.18539895726386746,0.4240550294298638,0.20826325894627837,0.41235828756999626,0.39108258493705966,0.2363930115536951,0.4492792351421181,0.40305932328719196,0.020905332723333434,0.43195427128715924,0.28403657579465463,0.3005657114383685,0.45946696815611576,0.4563825035345693,0.23367115759990892,0.42377603358784377,0.26978919519679456,0.3639880427715828,0.16650942015446135,0.4416783574637264,0.2323784710068042,0.2687802366416123
1642176146.208,0.4865091457685587,0.23104794672238332,0.4268042493775918,0.42707067654631187,0.4080401884637338,0.3678050941513297,0.37226649487908375,0.311180713924994,0.3651283722298966,0.2141243658965396,0.23602297160174107,0.16888054529304605,0.36435273673845636,0.21037167328325873,0.23224882040896727,0.3704144310009655,0.18489109047713603,0.42528249488035874,0.20846704866330407,0.4332956824197778,0.41828512886562585,0.23448231706810768,0.4490790177349235,0.4041893645821009,0.020918421313178066,0.4326186262611711,0.2936169133690867,0.30116020160430274,0.484183202876915,0.4788535574345336,0.23178867949726198,0.4223795910535203,0.26895869504207676,0.3645928871262912,0.17926130640008917,0.47777081227386975,0.23163518817567186,0.2670674287389595
1642176161.227,0.4865091457685587,0.23104794672238332,0.4268042493775918,0.42707067654631187,0.4080401884637338,0.3678050941513297,0.37226649487908375,0.311180713924994,0.3651283722298966,0.2141243658965396,0.23602297160174107,0.16888054529304605,0.36435273673845636,0.21037167328325873,0.23224882040896727,0.3704144310009655,0.18489109047713603,0.42528249488035874,0.20846704866330407,0.4332956824197778,0.41828512886562585,0.23448231706810768,0.4490790177349235,0.4041893645821009,0.020918421313178066,0.4326186262611711,0.2936169133690867,0.30116020160430274,0.484183202876915,0.4788535574345336,0.23178867949726198,0.4223795910535203,0.26895869504207676,0.3645928871262912,0.17926130640008917,0.47777081227386975,0.23163518817567186,0.2670674287389595
