"Time","pod:currencyservice-w2-cd78b8fd6-hzqnd_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-599b6846df-c67xz_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w1-5d9b8d854-6czxf_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-599b6846df-zd9ts_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-9g48h_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w1-5d9b8d854-s68g5_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-29b9g_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-vmqpb_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-5fdf77f88c-k5tkv_service:redis-cart_node:worker--1.novalocal","pod:frontend-w3-777d8d5dcb-xlpwj_service:frontend_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-qh5j5_service:frontend_node:worker--4","pod:currencyservice-w2-cd78b8fd6-ftncg_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-cd78b8fd6-vsnbn_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-b89vp_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-8ddd87c7b-4cj64_service:frontend_node:worker--4","pod:recommendationservice-w4-8597bb459d-nkm6l_service:recommendationservice_node:worker--4","pod:productcatalogservice-w1-5d9b8d854-mk7rr_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w3-777d8d5dcb-x49kq_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-8vdbs_service:currencyservice_node:worker--4","pod:cartservice-w1-6d5d8bb6bc-wg4tm_service:cartservice_node:worker--1.novalocal","pod:adservice-w1-76766bdfb6-684ts_service:adservice_node:worker--1.novalocal","pod:frontend-w4-8ddd87c7b-dvnzb_service:frontend_node:worker--4","pod:frontend-w1-6646bc856b-s2xj6_service:frontend_node:worker--1.novalocal","pod:frontend-w2-599b6846df-vj2gf_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-6l9vw_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-6f8d8654c5-c72xk_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-6f8d8654c5-qqhzb_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-j8ws2_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-86mv9_service:currencyservice_node:worker--4","pod:productcatalogservice-w4-8649bb655b-8nvqh_service:productcatalogservice_node:worker--4","pod:currencyservice-w1-649d8c7669-vbfbd_service:currencyservice_node:worker--1.novalocal","pod:frontend-w2-599b6846df-p46q5_service:frontend_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-nzv2w_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-2xpv2_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-86gh2_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-rtzcs_service:currencyservice_node:worker--4","pod:frontend-w4-8ddd87c7b-5jtfk_service:frontend_node:worker--4","pod:recommendationservice-w1-6855bd669b-65dgm_service:recommendationservice_node:worker--1.novalocal"
1642206171.833,0.15910949123001236,0.2855719205556665,0.26558485826138706,0.28343351489221635,0.25216518338313487,0.24874227308604163,0.1411211243431729,0.15114576332346324,0.007951214604675084,0.31238817240334654,0.2953090557877936,0.16205493662023188,0.16419398809181263,0.11341739539718235,0.12584352542105845,0.10572043570022,0.2550237917799623,0.32273893001283993,0.16533643600983028,0.2941238280033104,0.30591261495953487,0.29215453460857793,0.31286064769779653,0.2719346919784628,0.19064625114088835,0.18895545849539397,0.19276724346936358,0.31058272947357135,0.1692606509937133,0.2550124402563123,0.1996441213555022,0.2725020174799646,0.3237615006735376,0.2698452515976827,0.1375991038005901,0.16318237420625875,0.28785793031669743,0.13777459138197137
1642206186.865,0.184510573768038,0.3273570636986206,0.28832908344587793,0.32254518226139683,0.29526882928000064,0.313169031021847,0.16370862081069543,0.16008750997618465,0.008174614246833481,0.356782340576288,0.3502526464591268,0.1891985752566859,0.18836415678428675,0.1314217991609721,0.14403086836027157,0.12392623626454383,0.2943794820503974,0.36891645918094546,0.17686441970360517,0.33686393134884096,0.36644986440085797,0.33878150108803035,0.33740184995104167,0.31993455791730474,0.22037047884411415,0.21800459254486948,0.21871378135135136,0.353784806793588,0.18869077037991142,0.2900378093779275,0.24921916523679652,0.3154116745889696,0.3682624191263658,0.31284368417101066,0.15636085084327428,0.18711486650293746,0.32988006849928697,0.17705470254787142
1642206201.899,0.184510573768038,0.3273570636986206,0.28832908344587793,0.32254518226139683,0.29526882928000064,0.313169031021847,0.16370862081069543,0.16008750997618465,0.008174614246833481,0.356782340576288,0.3502526464591268,0.1891985752566859,0.18836415678428675,0.1314217991609721,0.14403086836027157,0.12392623626454383,0.2943794820503974,0.36891645918094546,0.17686441970360517,0.33686393134884096,0.36644986440085797,0.33878150108803035,0.33740184995104167,0.31993455791730474,0.22037047884411415,0.21800459254486948,0.21871378135135136,0.353784806793588,0.18869077037991142,0.2900378093779275,0.24921916523679652,0.3154116745889696,0.3682624191263658,0.31284368417101066,0.15636085084327428,0.18711486650293746,0.32988006849928697,0.17705470254787142
1642206216.928,0.19839303336218805,0.3556543555793589,0.319105704739097,0.3502248174953003,0.31560071810056506,0.3228854695650785,0.17608013350660282,0.18907094970704083,0.008705923286980163,0.3863826369971457,0.382379571225101,0.1989207858317748,0.19845968634185657,0.14061733557452627,0.154290321437825,0.13555883538066593,0.3283252599681453,0.4008768662484833,0.1929051000191354,0.3605079349843412,0.3607978458769793,0.3493531915987155,0.3899898874500888,0.3478663106725722,0.22458091021778825,0.22505065729661106,0.2264965400031677,0.37451855057226296,0.19077843208406842,0.30459403672652124,0.2661167143697901,0.34231147042455756,0.3986736226919789,0.33552780436970314,0.16103434424434765,0.20024407646151404,0.36222429304797166,0.1777793098033335
1642206231.955,0.19839303336218805,0.3556543555793589,0.319105704739097,0.3502248174953003,0.31560071810056506,0.3228854695650785,0.17608013350660282,0.18907094970704083,0.008705923286980163,0.3863826369971457,0.382379571225101,0.1989207858317748,0.19845968634185657,0.14061733557452627,0.154290321437825,0.13555883538066593,0.3283252599681453,0.4008768662484833,0.1929051000191354,0.3605079349843412,0.3607978458769793,0.3493531915987155,0.3899898874500888,0.3478663106725722,0.22458091021778825,0.22505065729661106,0.2264965400031677,0.37451855057226296,0.19077843208406842,0.30459403672652124,0.2661167143697901,0.34231147042455756,0.3986736226919789,0.33552780436970314,0.16103434424434765,0.20024407646151404,0.36222429304797166,0.1777793098033335
1642206246.985,0.20010357979958948,0.35823364453187945,0.32301741057859246,0.35596392593256637,0.3198011005498489,0.34683287676224805,0.1960678841322721,0.19030756306025157,0.008711697740156335,0.3978187817283564,0.3867126839241948,0.20022798611571183,0.20330350919658707,0.14455237126351905,0.156038754151585,0.14883851147854138,0.3389094947745685,0.41284267452569906,0.2017396381431984,0.39295992416589215,0.37368930874478834,0.3710991338749964,0.4072551274484751,0.35684695557280455,0.23214518054422384,0.23496216069005715,0.2355331970788646,0.38039255326069576,0.19499947587747024,0.32834348641197114,0.26341700482718994,0.3501154283206116,0.40572268935296196,0.3537870786596323,0.16832042061470048,0.186392680512733,0.36887099974857707,0.17962197687882198
1642206262.027,0.20010357979958948,0.35823364453187945,0.32301741057859246,0.35596392593256637,0.3198011005498489,0.34683287676224805,0.1960678841322721,0.19030756306025157,0.008711697740156335,0.3978187817283564,0.3867126839241948,0.20022798611571183,0.20330350919658707,0.14455237126351905,0.156038754151585,0.14883851147854138,0.3389094947745685,0.41284267452569906,0.2017396381431984,0.39295992416589215,0.37368930874478834,0.3710991338749964,0.4072551274484751,0.35684695557280455,0.23214518054422384,0.23496216069005715,0.2355331970788646,0.38039255326069576,0.19499947587747024,0.32834348641197114,0.26341700482718994,0.3501154283206116,0.40572268935296196,0.3537870786596323,0.16832042061470048,0.186392680512733,0.36887099974857707,0.17962197687882198
1642206277.063,0.21236090197632052,0.3735528986317737,0.34185887669570975,0.3712849899539807,0.34319207636359883,0.34390850035341886,0.20515998243775396,0.20343849747183437,0.00938004743466737,0.41415008583507673,0.4080859352285235,0.21482355803104594,0.21376918292091707,0.15973691317180788,0.16063922337795847,0.16057516640970515,0.34174120589108586,0.4235875928683027,0.21430828558987247,0.3998025757948274,0.4043643791364864,0.3898192510251988,0.4098122410598299,0.37229520973365726,0.24449842638327385,0.24412994017589307,0.24227934996182582,0.39662524640303015,0.20791024611686187,0.32719625406392716,0.26331183912750167,0.36460747500016233,0.42553247937630545,0.366852158921075,0.1823631936218269,0.2065828583710782,0.3562440929074326,0.21220448037351153
1642206292.085,0.21236090197632052,0.3735528986317737,0.34185887669570975,0.3712849899539807,0.34319207636359883,0.34390850035341886,0.20515998243775396,0.20343849747183437,0.00938004743466737,0.41415008583507673,0.4080859352285235,0.21482355803104594,0.21376918292091707,0.15973691317180788,0.16063922337795847,0.16057516640970515,0.34174120589108586,0.4235875928683027,0.21430828558987247,0.3998025757948274,0.4043643791364864,0.3898192510251988,0.4098122410598299,0.37229520973365726,0.24449842638327385,0.24412994017589307,0.24227934996182582,0.39662524640303015,0.20791024611686187,0.32719625406392716,0.26331183912750167,0.36460747500016233,0.42553247937630545,0.366852158921075,0.1823631936218269,0.2065828583710782,0.3562440929074326,0.21220448037351153
1642206307.107,0.21232279545521648,0.3724640593945448,0.3702589030282303,0.3674502429181648,0.3451893917012985,0.3430010386583727,0.2086565573235527,0.19066470719142461,0.009168863831685244,0.41971877284156944,0.3924426159119036,0.21405196646485852,0.21322055231732545,0.1600129409260006,0.1409734047086485,0.16040151769747762,0.3724418076050503,0.42203866120364,0.21603230002197427,0.39065063779953274,0.36425003820605034,0.3947893371773833,0.41298614308789056,0.3730781674862894,0.2417878697001778,0.24419857874303433,0.24183414362837524,0.39750181429495746,0.21489824656095957,0.3498475156122748,0.27343525451296236,0.36618867743678035,0.4276657916438976,0.36806793753966627,0.18122527349140155,0.21229514967039298,0.3526212570595037,0.2046450986831345
