"Time","pod:adservice-w1-5c67ddfffc-7ggjd_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-4w2j6_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-f9vxr_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-j9rvn_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-bk7jt_service:frontend_node:worker--3","pod:recommendationservice-w2-6855bd669b-2dtp6_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w1-86744bdcbd-ccxn5_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-5lw2t_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w4-777d8d5dcb-mp56f_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-nb2sg_service:currencyservice_node:worker--3","pod:frontend-w1-599b6846df-97hz4_service:frontend_node:worker--1.novalocal","pod:frontend-w4-777d8d5dcb-vrddc_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-gd6kw_service:recommendationservice_node:worker--3","pod:currencyservice-w2-649d8c7669-x942g_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-4gw74_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-f9bq4_service:productcatalogservice_node:worker--2.novalocal","pod:redis-cart-w1-7c75d55f4d-79t7x_service:redis-cart_node:worker--1.novalocal","pod:productcatalogservice-w4-66565874fb-74ptm_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w2-6646bc856b-5rhd6_service:frontend_node:worker--2.novalocal","pod:currencyservice-w1-cd78b8fd6-5fzdc_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-dhdbj_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-xbcjc_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w4-6f8d8654c5-2dtwc_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-t5fhq_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-77zvl_service:frontend_node:worker--3","pod:currencyservice-w2-649d8c7669-x9m8l_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w4-6f8d8654c5-tdhrj_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w2-649d8c7669-dkcf7_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w4-6f8d8654c5-pj5wj_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-z844k_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-9ns6c_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-rhlqg_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-hgjdv_service:productcatalogservice_node:worker--3","pod:frontend-w2-6646bc856b-j55bc_service:frontend_node:worker--2.novalocal","pod:frontend-w4-777d8d5dcb-2l88r_service:frontend_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-xzp2z_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-cbr5n_service:currencyservice_node:worker--3","pod:frontend-w2-6646bc856b-j7tj9_service:frontend_node:worker--2.novalocal"
1642256609.805,0.4137187271023193,0.3149539191057258,0.1712936401839622,0.1654730510994082,0.3930780623987812,0.24192754944469108,0.36122046240592803,0.31265806391966894,0.3988194018955355,0.21769395836155425,0.37378311907702366,0.4072769189117114,0.17104327623661086,0.28872826511186966,0.39215077005041665,0.3578373915595833,0.02365013828805206,0.35342383055597576,0.3961209967452414,0.21402655460483802,0.3078659527263803,0.1682548283884187,0.25297047652501004,0.2044930420004416,0.39287595586042934,0.28927961860380635,0.2567137249700559,0.27451247617293606,0.25508708805637786,0.21059634353920859,0.3859438593424544,0.15466687633805049,0.32716476332962,0.4353459492715939,0.4019518942840811,0.41048829298954437,0.21553198058173934,0.40044670197114207
1642256624.835,0.4137187271023193,0.3149539191057258,0.1712936401839622,0.1654730510994082,0.3930780623987812,0.24192754944469108,0.36122046240592803,0.31265806391966894,0.3988194018955355,0.21769395836155425,0.37378311907702366,0.4072769189117114,0.17104327623661086,0.28872826511186966,0.39215077005041665,0.3578373915595833,0.02365013828805206,0.35342383055597576,0.3961209967452414,0.21402655460483802,0.3078659527263803,0.1682548283884187,0.25297047652501004,0.2044930420004416,0.39287595586042934,0.28927961860380635,0.2567137249700559,0.27451247617293606,0.25508708805637786,0.21059634353920859,0.3859438593424544,0.15466687633805049,0.32716476332962,0.4353459492715939,0.4019518942840811,0.41048829298954437,0.21553198058173934,0.40044670197114207
1642256639.866,0.4434090321602287,0.3471655012348436,0.1836313433000868,0.1818707479860886,0.4185819623693513,0.2635269132913976,0.40000010765137606,0.347595769197229,0.44273120181572356,0.23331867014172297,0.4144299781428921,0.45167524896739386,0.18871453825807777,0.2981588702848429,0.47116559199612085,0.4097393440165718,0.02491536354710213,0.39002887373744705,0.4588186721168744,0.2344577870657265,0.3433572250580088,0.1834782938813863,0.26830458537466156,0.22144999587238928,0.4377194601882011,0.31085540034622483,0.271130213767309,0.3120160094995215,0.26918677581653894,0.23522915920571574,0.43162408541904285,0.17471729239193115,0.3680289798599579,0.4732749297928859,0.44584618138194115,0.45552951514206547,0.22861730560872603,0.44929108022123654
1642256654.893,0.4434090321602287,0.3471655012348436,0.1836313433000868,0.1818707479860886,0.4185819623693513,0.2635269132913976,0.40000010765137606,0.347595769197229,0.44273120181572356,0.23331867014172297,0.4144299781428921,0.45167524896739386,0.18871453825807777,0.2981588702848429,0.47116559199612085,0.4097393440165718,0.02491536354710213,0.39002887373744705,0.4588186721168744,0.2344577870657265,0.3433572250580088,0.1834782938813863,0.26830458537466156,0.22144999587238928,0.4377194601882011,0.31085540034622483,0.271130213767309,0.3120160094995215,0.26918677581653894,0.23522915920571574,0.43162408541904285,0.17471729239193115,0.3680289798599579,0.4732749297928859,0.44584618138194115,0.45552951514206547,0.22861730560872603,0.44929108022123654
1642256670.054,0.426912572238174,0.34649143345951217,0.18261401593919555,0.18089139724730716,0.4440643506472638,0.26372531857297954,0.40066259506028157,0.34738646719823313,0.4446023659185694,0.23324102198715885,0.4144942470984421,0.4543580772195702,0.1874766134884228,0.3064790698010831,0.446719665496798,0.41711082164212204,0.025037944182751286,0.39000059457184333,0.4860577589562685,0.23266322690887697,0.3437407629519357,0.1817154790659496,0.2662785291235854,0.2226174220046917,0.4326453779584745,0.289171422295121,0.271302699994442,0.2959813733725224,0.2676130278449657,0.22823209960646362,0.4058294698417286,0.17550411663535745,0.36025296416109515,0.47631486909332965,0.44716440314653016,0.4577073450247019,0.23490069681138126,0.4851219246136532
1642256685.078,0.426912572238174,0.34649143345951217,0.18261401593919555,0.18089139724730716,0.4440643506472638,0.26372531857297954,0.40066259506028157,0.34738646719823313,0.4446023659185694,0.23324102198715885,0.4144942470984421,0.4543580772195702,0.1874766134884228,0.3064790698010831,0.446719665496798,0.41711082164212204,0.025037944182751286,0.39000059457184333,0.4860577589562685,0.23266322690887697,0.3437407629519357,0.1817154790659496,0.2662785291235854,0.2226174220046917,0.4326453779584745,0.289171422295121,0.271302699994442,0.2959813733725224,0.2676130278449657,0.22823209960646362,0.4058294698417286,0.17550411663535745,0.36025296416109515,0.47631486909332965,0.44716440314653016,0.4577073450247019,0.23490069681138126,0.4851219246136532
1642256700.579,0.41316925228318235,0.3454208553576819,0.18204956409481593,0.18035045455483673,0.44212790789616224,0.27012811849495455,0.4014175075605318,0.3471583752961915,0.44101755648903795,0.23239554584122735,0.4132152687787196,0.4517328703882916,0.18028738929014904,0.2785992461123503,0.4483811979037284,0.422766574617072,0.025154696268478646,0.38812561079023333,0.4515853292792169,0.2320129405828369,0.34310160938031575,0.18148615314434607,0.2651057046383969,0.22189572771594235,0.4389650852874072,0.2887332679403817,0.26922297865672556,0.2867290709688098,0.2661019089679655,0.2345741113065597,0.42412719021580686,0.17513591360232794,0.3655735013908095,0.42796901370388774,0.44547413100122357,0.45556538889496817,0.22550672097048502,0.4641417063201883
1642256715.615,0.41316925228318235,0.3454208553576819,0.18204956409481593,0.18035045455483673,0.44212790789616224,0.27012811849495455,0.4014175075605318,0.3471583752961915,0.44101755648903795,0.23239554584122735,0.4132152687787196,0.4517328703882916,0.18028738929014904,0.2785992461123503,0.4483811979037284,0.422766574617072,0.025154696268478646,0.38812561079023333,0.4515853292792169,0.2320129405828369,0.34310160938031575,0.18148615314434607,0.2651057046383969,0.22189572771594235,0.4389650852874072,0.2887332679403817,0.26922297865672556,0.2867290709688098,0.2661019089679655,0.2345741113065597,0.42412719021580686,0.17513591360232794,0.3655735013908095,0.42796901370388774,0.44547413100122357,0.45556538889496817,0.22550672097048502,0.4641417063201883
1642256730.66,0.4121677925253424,0.34670962325532273,0.18272078477054987,0.18092106726264415,0.4439544334325872,0.25082301431463694,0.400715801160118,0.34858654368391145,0.44431532858607264,0.22454713608863375,0.41491294117512817,0.452315806448562,0.1869799009495892,0.29004700927059324,0.4301452201075707,0.3948610467178983,0.02487780386400746,0.39090692998287757,0.47914964076413374,0.23255085084867058,0.34413760393019266,0.182920215711459,0.26525202289774064,0.22268255072406648,0.4397443496680118,0.29480861638239997,0.269820142985562,0.29672668334786734,0.26698400190292165,0.2356132965684788,0.43264599455444486,0.17585352121512346,0.35079950981552394,0.48174195223478655,0.44596600652457535,0.4565297492485905,0.21192275734510596,0.4486285385004276
1642256745.684,0.4121677925253424,0.34670962325532273,0.18272078477054987,0.18092106726264415,0.4439544334325872,0.25082301431463694,0.400715801160118,0.34858654368391145,0.44431532858607264,0.22454713608863375,0.41491294117512817,0.452315806448562,0.1869799009495892,0.29004700927059324,0.4301452201075707,0.3948610467178983,0.02487780386400746,0.39090692998287757,0.47914964076413374,0.23255085084867058,0.34413760393019266,0.182920215711459,0.26525202289774064,0.22268255072406648,0.4397443496680118,0.29480861638239997,0.269820142985562,0.29672668334786734,0.26698400190292165,0.2356132965684788,0.43264599455444486,0.17585352121512346,0.35079950981552394,0.48174195223478655,0.44596600652457535,0.4565297492485905,0.21192275734510596,0.4486285385004276
