"Time","pod:cartservice-w1-86744bdcbd-gkg5g_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-4qrhg_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-z645d_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-94mcj_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-p88p7_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-5fkfm_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-hrlsb_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-58zsb_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-ctffl_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-b57vb_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-prc82_service:currencyservice_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-rs48w_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w4-649d8c7669-4q8bf_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-gpt67_service:frontend_node:worker--4.novalocal","pod:frontend-w1-599b6846df-4ncss_service:frontend_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-bv82v_service:adservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-jdmss_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-v7w26_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-p4x99_service:frontend_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:productcatalogservice-w3-8649bb655b-v877s_service:productcatalogservice_node:worker--3","pod:adservice-w4-76766bdfb6-bqct4_service:adservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-5248x_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-qrvql_service:currencyservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:adservice-w3-754d7d8cd4-w5f4c_service:adservice_node:worker--3","pod:cartservice-w3-856bd974f7-4k5dc_service:cartservice_node:worker--3","pod:frontend-w3-8ddd87c7b-dz4hh_service:frontend_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-lx5zn_service:cartservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-m944v_service:currencyservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-sm5mm_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-9wb28_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-ftfwg_service:adservice_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-gbtv4_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-9n8sn_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-2fpsr_service:currencyservice_node:worker--3","pod:currencyservice-w4-649d8c7669-ms5q4_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-vs2x9_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-t5qbv_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-rgw59_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-5p9sm_service:recommendationservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-clx8h_service:recommendationservice_node:worker--3"
1636534275.402,0.13965632322125662,0.12186376347594115,0.14734088260926453,0.12103392474047978,0.5692940557884527,0.06138126709145642,0.5197350272245234,0.05132528862910874,0.5653242646260941,0.14908087645245913,0.3393867258502136,0.12420621781325641,0.4560799603626486,0.598633785439693,0.518720298966552,0.15183591537154167,0.059870046454925135,0.05775651490262713,0.4981761775962166,0.005624797280207129,0.11823204062303311,0.16899915871557852,0.3864062345501882,0.3781192158453785,0.0036541313027750487,0.11863355481953486,0.13981158490751255,0.5090583228349983,0.16964967020991173,0.04103398022927172,0.44209140166671224,0.03833651225100239,0.16558058427186154,0.062236532312539505,0.12190937655257966,0.17553157112213563,0.4467013763890171,0.36322081458575795,0.4096672240479095,0.16410118775708993,0.051706729661622916,0.5606866856933036,0.05032318396667046,0.047638985016953794
1636534290.523,0.16054038546416272,0.13515186682156782,0.1654607876416415,0.1352018619835941,0.6447357279072551,0.06925451580377076,0.5825032240051218,0.056455356861738915,0.6233272017000572,0.16468250015824867,0.387427939086752,0.13827789185800576,0.5094222684751115,0.634061821411401,0.5984932259644766,0.16673439548409194,0.06507550713085514,0.06280800221045277,0.5493667700943348,0.005660273174902024,0.13194697284009574,0.1772193457736027,0.4245111255822886,0.4155946027387764,0.0035657971799869883,0.13011492834979982,0.16155637686659466,0.5540635710599474,0.19665963410477016,0.048778088280262304,0.4985416919926525,0.042011358695165556,0.1917733006038125,0.06949978953058177,0.13146837059706856,0.19492439111623072,0.49637950169182066,0.3981358074189904,0.5192214063553657,0.18513706496469848,0.05551182417295731,0.6328794727322824,0.05282892675977971,0.05426738790036585
1636534305.564,0.16054038546416272,0.13515186682156782,0.1654607876416415,0.1352018619835941,0.6447357279072551,0.06925451580377076,0.5825032240051218,0.056455356861738915,0.6233272017000572,0.16468250015824867,0.387427939086752,0.13827789185800576,0.5094222684751115,0.634061821411401,0.5984932259644766,0.16673439548409194,0.06507550713085514,0.06280800221045277,0.5493667700943348,0.005660273174902024,0.13194697284009574,0.1772193457736027,0.4245111255822886,0.4155946027387764,0.0035657971799869883,0.13011492834979982,0.16155637686659466,0.5540635710599474,0.19665963410477016,0.048778088280262304,0.4985416919926525,0.042011358695165556,0.1917733006038125,0.06949978953058177,0.13146837059706856,0.19492439111623072,0.49637950169182066,0.3981358074189904,0.5192214063553657,0.18513706496469848,0.05551182417295731,0.6328794727322824,0.05282892675977971,0.05426738790036585
1636534320.664,0.16409273261719656,0.13857600449036284,0.1657452790117902,0.13736520503865274,0.6818438692173663,0.07016226734031827,0.5925852790301762,0.055759358108453824,0.6337864118438643,0.16552510316452165,0.40438404720645793,0.14161484883037195,0.5297036157784243,0.6535165239140852,0.6079621709186865,0.1681599095855284,0.06509422613219734,0.06386734137551561,0.5960956180510247,0.005569886876642789,0.13533380594784197,0.1847469367016451,0.44168340886747426,0.43306034485930683,0.00356896418624709,0.1361202520598945,0.1599795276426078,0.6081577505984017,0.20164120834257904,0.045989944183211486,0.495057697406506,0.04257740811737834,0.18853785137664775,0.06736656029293837,0.13444454701261566,0.1969831915973635,0.49759063775231616,0.4260352266825612,0.5331389817215779,0.19359641122699192,0.05604930744273079,0.6319619588150206,0.0522626290739389,0.05531438922974712
1636534335.698,0.16409273261719656,0.13857600449036284,0.1657452790117902,0.13736520503865274,0.6818438692173663,0.07016226734031827,0.5925852790301762,0.055759358108453824,0.6337864118438643,0.16552510316452165,0.40438404720645793,0.14161484883037195,0.5297036157784243,0.6535165239140852,0.6079621709186865,0.1681599095855284,0.06509422613219734,0.06386734137551561,0.5960956180510247,0.005569886876642789,0.13533380594784197,0.1847469367016451,0.44168340886747426,0.43306034485930683,0.00356896418624709,0.1361202520598945,0.1599795276426078,0.6081577505984017,0.20164120834257904,0.045989944183211486,0.495057697406506,0.04257740811737834,0.18853785137664775,0.06736656029293837,0.13444454701261566,0.1969831915973635,0.49759063775231616,0.4260352266825612,0.5331389817215779,0.19359641122699192,0.05604930744273079,0.6319619588150206,0.0522626290739389,0.05531438922974712
1636534350.744,0.16330603351073616,0.13861052703552101,0.1656683753696243,0.1369279735209231,0.6659170314397543,0.07021236973745973,0.5925182834622036,0.05563902670189734,0.6331368600861447,0.16555275127602856,0.42492026806094385,0.14174014096496512,0.5296932929730094,0.6809859364358475,0.6083195068525558,0.16770480726903192,0.06455653676779095,0.06414200896566441,0.5797220893057129,0.0055387172562473865,0.1386514857460784,0.18393435707567946,0.4406748280451357,0.43211889093384986,0.0035285475193408272,0.13593708035579083,0.1588892628818356,0.6079758238862637,0.20033835916143294,0.04394412381007569,0.49431299817587515,0.04234057280665969,0.17901449056706475,0.0677350136729434,0.13583088305570826,0.19615856042657914,0.4973244272071245,0.4106112462409996,0.5478984347358121,0.1932290371255987,0.056199621104415814,0.6315756948640519,0.0543935380186427,0.054864629987961926
1636534365.757,0.16330603351073616,0.13861052703552101,0.1656683753696243,0.1369279735209231,0.6659170314397543,0.07021236973745973,0.5925182834622036,0.05563902670189734,0.6331368600861447,0.16555275127602856,0.42492026806094385,0.14174014096496512,0.5296932929730094,0.6809859364358475,0.6083195068525558,0.16770480726903192,0.06455653676779095,0.06414200896566441,0.5797220893057129,0.0055387172562473865,0.1386514857460784,0.18393435707567946,0.4406748280451357,0.43211889093384986,0.0035285475193408272,0.13593708035579083,0.1588892628818356,0.6079758238862637,0.20033835916143294,0.04394412381007569,0.49431299817587515,0.04234057280665969,0.17901449056706475,0.0677350136729434,0.13583088305570826,0.19615856042657914,0.4973244272071245,0.4106112462409996,0.5478984347358121,0.1932290371255987,0.056199621104415814,0.6315756948640519,0.0543935380186427,0.054864629987961926
1636534380.817,0.16384741692279037,0.1389395716091592,0.16471415613439344,0.1287540681820707,0.631009866381864,0.07252597264222668,0.5930067562323051,0.055617201468348774,0.6327263712828107,0.16511773186115622,0.4249354074146362,0.14181077460820307,0.5337146501690597,0.6421494190931983,0.6084516886339267,0.1670494069816419,0.06485096164167856,0.06417936586276955,0.5957480606798378,0.005494470923036211,0.13449353366075212,0.18451743302946158,0.4395002742313609,0.43132087089558924,0.0035431370367021283,0.13623358226170224,0.15870483054955417,0.5955786346395742,0.20550814842725157,0.04705937017121205,0.4947135406953671,0.04240757889123971,0.17008021003353285,0.06531930911877497,0.13550161547181291,0.19631326453182552,0.49774249143080884,0.4257213728623199,0.5472619594182573,0.19369624782430295,0.05615687798547166,0.6314303387524307,0.05450921402743165,0.055066718564972736
1636534395.84,0.16384741692279037,0.1389395716091592,0.16471415613439344,0.1287540681820707,0.631009866381864,0.07252597264222668,0.5930067562323051,0.055617201468348774,0.6327263712828107,0.16511773186115622,0.4249354074146362,0.14181077460820307,0.5337146501690597,0.6421494190931983,0.6084516886339267,0.1670494069816419,0.06485096164167856,0.06417936586276955,0.5957480606798378,0.005494470923036211,0.13449353366075212,0.18451743302946158,0.4395002742313609,0.43132087089558924,0.0035431370367021283,0.13623358226170224,0.15870483054955417,0.5955786346395742,0.20550814842725157,0.04705937017121205,0.4947135406953671,0.04240757889123971,0.17008021003353285,0.06531930911877497,0.13550161547181291,0.19631326453182552,0.49774249143080884,0.4257213728623199,0.5472619594182573,0.19369624782430295,0.05615687798547166,0.6314303387524307,0.05450921402743165,0.055066718564972736
1636534411.061,0.16296653872848738,0.1388074444363383,0.16454800427829516,0.13773782441866178,0.6311798739942115,0.07264076950731085,0.5923154274857128,0.055524109852621434,0.6332473491302067,0.1653227501528249,0.4149405928361095,0.14226080748119108,0.5388481079216345,0.631199143030145,0.6080491738023209,0.16608048980437826,0.06517258624411873,0.06397485892799928,0.5960242858249166,0.005491749028264848,0.13881977342552665,0.18278420511966476,0.4395127419816831,0.4310632259766336,0.0035411529002584755,0.13320579288029727,0.1580866642272369,0.6090354954051188,0.1986887644524396,0.04619512310258534,0.49418700145634875,0.04203179864868041,0.1844707642466264,0.07186294294211672,0.13546751873670587,0.19434662282639065,0.498302973813854,0.4266041263923286,0.5081667555122463,0.18927321146172738,0.055655938201183364,0.6323652221189103,0.05447035494218391,0.05486956330462127
