"Time","pod:currencyservice-w1-cd78b8fd6-nk29c_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-vzgp6_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-4vsk9_service:currencyservice_node:worker--3","pod:currencyservice-w3-656689488c-55znn_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-l2tkh_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-94rsg_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-whfh5_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-484xt_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-58qtl_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-gmjrt_service:frontend_node:worker--3","pod:productcatalogservice-w1-56c4dd84bf-nxdcd_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-9hvtr_service:recommendationservice_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-cwr5x_service:cartservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-fpjz4_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-pbh4m_service:redis-cart_node:worker--2.novalocal","pod:cartservice-w4-6d5d8bb6bc-vh4fh_service:cartservice_node:worker--4.novalocal","pod:productcatalogservice-w2-66565874fb-4b625_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-rlr69_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-hwzkg_service:redis-cart_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-chkk9_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-lkcdl_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-v7s5x_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-lhwkb_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-bq2rw_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-hgfbl_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-hl5lz_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-vgdcg_service:productcatalogservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-x2fc9_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-xkpgz_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-47n9m_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-ch5ts_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-dd94c_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-zzsp5_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-mcvt2_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-cbxhm_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-l7rw7_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-sjkvd_service:frontend_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-mslnl_service:adservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-9jxmw_service:currencyservice_node:worker--3","pod:adservice-w4-76766bdfb6-npnrd_service:adservice_node:worker--4.novalocal"
1639481002.545,0.19214770485847482,0.18817346199932244,0.184635641522585,0.18520377450508885,0.04705046334307863,0.13817512263813975,0.13478924118223945,0.3264404431800981,0.05804203767991113,0.25598424593825614,0.10402430381041154,0.048573889845555634,0.19890005367492583,0.0580607516111666,0.004137293839396816,0.19271198599860936,0.1268734777749873,0.13198151215431242,0.04595697083933826,0.35565722552356727,0.19273280157886638,0.2302241055991198,0.05613469529712844,0.25932733468601243,0.25108642111868223,0.1610590199195763,0.09712580285386394,0.061616920334226694,0.05513978835049449,0.2727574512366571,0.27147483652410725,0.1259232632633199,0.1239678651764492,0.2538957979748872,0.059457373698154015,0.26430349557582944,0.2644635676367506,0.221386375789281,0.17825341159623198,0.2330478636183826
1639481017.585,0.21250196190766873,0.21258413105657187,0.2007187303246945,0.2026196322237631,0.05096617020458624,0.15493980426657086,0.14539884926835459,0.36695625936434745,0.06455354434109667,0.2959125693034011,0.1137589130931425,0.053818011655386744,0.2211064850109679,0.06446561448053084,0.0040608739081937385,0.21947329142526112,0.1416123163941815,0.14354160912711297,0.053505263642259555,0.39405982936802597,0.2123070671332153,0.2613145894198574,0.06155887806533246,0.27838065172905224,0.28272367076567534,0.17436703224245662,0.11083590580835267,0.0648446687559137,0.06624939479462369,0.31189498849348746,0.30954082271066685,0.14146485148113763,0.14031841268757295,0.26403697912512647,0.06365207256516599,0.2995126635816007,0.3006115638040318,0.2346643310799669,0.20060490503047423,0.2587598607370308
1639481032.608,0.21250196190766873,0.21258413105657187,0.2007187303246945,0.2026196322237631,0.05096617020458624,0.15493980426657086,0.14539884926835459,0.36695625936434745,0.06455354434109667,0.2959125693034011,0.1137589130931425,0.053818011655386744,0.2211064850109679,0.06446561448053084,0.0040608739081937385,0.21947329142526112,0.1416123163941815,0.14354160912711297,0.053505263642259555,0.39405982936802597,0.2123070671332153,0.2613145894198574,0.06155887806533246,0.27838065172905224,0.28272367076567534,0.17436703224245662,0.11083590580835267,0.0648446687559137,0.06624939479462369,0.31189498849348746,0.30954082271066685,0.14146485148113763,0.14031841268757295,0.26403697912512647,0.06365207256516599,0.2995126635816007,0.3006115638040318,0.2346643310799669,0.20060490503047423,0.2587598607370308
1639481047.636,0.22556062946329475,0.22521943061067115,0.2165546320228544,0.20245568881037299,0.05442280749529242,0.1486963687441169,0.14924189317071926,0.3959556865292255,0.06466349530390232,0.29469686643505133,0.1221740900317419,0.055202401296802636,0.2258121269114835,0.06425176919175435,0.004045176908293139,0.2312026848025252,0.1435724433980411,0.15003340658555422,0.052160617159410144,0.395531132225502,0.22368518144798183,0.26862996123089217,0.06190830737992435,0.32011638181774354,0.3046924278270343,0.1921815341212001,0.11855616969731717,0.06552726452283872,0.06584448590972644,0.3353557997889058,0.33222491936524434,0.1441527901182374,0.14472120571526154,0.2968885035510075,0.06380616531799663,0.3221954037787523,0.322377651003728,0.22370424710247191,0.20839239711346122,0.24539286752492334
1639481062.67,0.22556062946329475,0.22521943061067115,0.2165546320228544,0.20245568881037299,0.05442280749529242,0.1486963687441169,0.14924189317071926,0.3959556865292255,0.06466349530390232,0.29469686643505133,0.1221740900317419,0.055202401296802636,0.2258121269114835,0.06425176919175435,0.004045176908293139,0.2312026848025252,0.1435724433980411,0.15003340658555422,0.052160617159410144,0.395531132225502,0.22368518144798183,0.26862996123089217,0.06190830737992435,0.32011638181774354,0.3046924278270343,0.1921815341212001,0.11855616969731717,0.06552726452283872,0.06584448590972644,0.3353557997889058,0.33222491936524434,0.1441527901182374,0.14472120571526154,0.2968885035510075,0.06380616531799663,0.3221954037787523,0.322377651003728,0.22370424710247191,0.20839239711346122,0.24539286752492334
1639481077.69,0.22372875354845984,0.2220815939406791,0.21553499583316732,0.21525328834410815,0.05446012071710271,0.15216901215132178,0.14984840571718416,0.39498857639845564,0.06443873164805947,0.31425515583066765,0.12153962175754773,0.054906397688166186,0.2254963821914994,0.06371660330546175,0.004028109966541696,0.233306681228345,0.14399166754172255,0.1488273788902217,0.05626379137111669,0.4264016081685743,0.2215331477588176,0.26726589206917273,0.06144463039688489,0.3206588734025741,0.2996811818046018,0.19208313421449086,0.11896228714237098,0.06702294971131206,0.06893071277117796,0.3343636682461259,0.3309896197902704,0.14428218698072715,0.14505840988247842,0.2834118880117883,0.06364625363536858,0.3211631743362483,0.32058000856118357,0.21099088690013823,0.21562514212070044,0.23845528675804517
1639481092.727,0.22372875354845984,0.2220815939406791,0.21553499583316732,0.21525328834410815,0.05446012071710271,0.15216901215132178,0.14984840571718416,0.39498857639845564,0.06443873164805947,0.31425515583066765,0.12153962175754773,0.054906397688166186,0.2254963821914994,0.06371660330546175,0.004028109966541696,0.233306681228345,0.14399166754172255,0.1488273788902217,0.05626379137111669,0.4264016081685743,0.2215331477588176,0.26726589206917273,0.06144463039688489,0.3206588734025741,0.2996811818046018,0.19208313421449086,0.11896228714237098,0.06702294971131206,0.06893071277117796,0.3343636682461259,0.3309896197902704,0.14428218698072715,0.14505840988247842,0.2834118880117883,0.06364625363536858,0.3211631743362483,0.32058000856118357,0.21099088690013823,0.21562514212070044,0.23845528675804517
1639481107.759,0.22342321732592985,0.22069739215854373,0.21393506596323864,0.2060779627540756,0.05314381138543068,0.1435073878461155,0.14989210415475143,0.3941147673110896,0.06391662360671922,0.31249990977021913,0.12154410295819293,0.05534527932716535,0.2251851730810973,0.06324949629231832,0.004086342830846931,0.24191736813500947,0.14371324371128047,0.14971400065991253,0.0512188028385545,0.38271566659125,0.22124959072398612,0.2667177234070976,0.06145782659327895,0.3196675391413696,0.31130996005045714,0.18747130115864144,0.1182363026029101,0.06698879167612827,0.06382758429717511,0.3349042333728958,0.3308219028191083,0.14371087547171082,0.1449228131588793,0.2987859950576069,0.06376769697430495,0.3214110544973756,0.3204696548164522,0.19455142563103447,0.21416969440282577,0.22751592414774185
1639481122.891,0.22188796089908966,0.21957559932340362,0.21348016592677926,0.2137248952039879,0.05172927782148243,0.1572063096351561,0.16041800604853063,0.3939441404490732,0.06363380974353158,0.31344634423954115,0.12150865243570225,0.054873761977942956,0.22654691950971428,0.06334627049087688,0.0040866220084784695,0.23129126161451796,0.14309570441597158,0.15384440401915994,0.05340672164760346,0.427292592802863,0.22095338384916707,0.26716243810100254,0.06100326921393636,0.31916028671249486,0.31019539216554876,0.19163132912518127,0.11319765074783975,0.06758407092992572,0.06868031309309222,0.33444107297760706,0.3301794637451776,0.1437222159186531,0.1453181297228172,0.2974701803307779,0.06423457615344481,0.32101834799875906,0.3193746170987148,0.18870851573245223,0.21266788950633245,0.20987486120225107
1639481137.905,0.22188796089908966,0.21957559932340362,0.21348016592677926,0.2137248952039879,0.05172927782148243,0.1572063096351561,0.16041800604853063,0.3939441404490732,0.06363380974353158,0.31344634423954115,0.12150865243570225,0.054873761977942956,0.22654691950971428,0.06334627049087688,0.0040866220084784695,0.23129126161451796,0.14309570441597158,0.15384440401915994,0.05340672164760346,0.427292592802863,0.22095338384916707,0.26716243810100254,0.06100326921393636,0.31916028671249486,0.31019539216554876,0.19163132912518127,0.11319765074783975,0.06758407092992572,0.06868031309309222,0.33444107297760706,0.3301794637451776,0.1437222159186531,0.1453181297228172,0.2974701803307779,0.06423457615344481,0.32101834799875906,0.3193746170987148,0.18870851573245223,0.21266788950633245,0.20987486120225107
