"Time","pod:currencyservice-w3-6f8d8654c5-lr2vn_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w4-8649bb655b-pkt5f_service:productcatalogservice_node:worker--4","pod:frontend-w1-6646bc856b-kt62p_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-zh4dz_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-szwfj_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-xl7q7_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w4-856bd974f7-czlck_service:cartservice_node:worker--4","pod:currencyservice-w4-656689488c-hsjxq_service:currencyservice_node:worker--4","pod:productcatalogservice-w4-8649bb655b-697cx_service:productcatalogservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-x62fz_service:recommendationservice_node:worker--4","pod:redis-cart-w4-6d65c886c7-5ct26_service:redis-cart_node:worker--4","pod:cartservice-w2-86744bdcbd-j59kc_service:cartservice_node:worker--2.novalocal","pod:frontend-w1-6646bc856b-lmmbj_service:frontend_node:worker--1.novalocal","pod:frontend-w4-8ddd87c7b-swwg5_service:frontend_node:worker--4","pod:currencyservice-w1-649d8c7669-5scsn_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w3-6f8d8654c5-86nz2_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-hd567_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-7fmnq_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w1-5d9b8d854-rs8vb_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-599b6846df-b4d6q_service:frontend_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-tww7k_service:frontend_node:worker--3.novalocal","pod:currencyservice-w1-649d8c7669-jdhks_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-7bbmn_service:frontend_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-njfmv_service:frontend_node:worker--1.novalocal","pod:redis-cart-w2-7c75d55f4d-m9tlx_service:redis-cart_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-hshrz_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-npfbt_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-c5fdg_service:frontend_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-wzhr7_service:frontend_node:worker--3.novalocal","pod:adservice-w4-754d7d8cd4-z65vw_service:adservice_node:worker--4","pod:currencyservice-w1-649d8c7669-5kqqc_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-td5lc_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-jmg28_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w4-8597bb459d-5d52p_service:recommendationservice_node:worker--4","pod:recommendationservice-w2-5c774597c5-mgkst_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-66565874fb-svrnp_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w4-8649bb655b-ptfjk_service:productcatalogservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-xn2pf_service:recommendationservice_node:worker--4","pod:recommendationservice-w1-6855bd669b-mhb4j_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w2-5c67ddfffc-gr9gg_service:adservice_node:worker--2.novalocal"
1639498084.272,0.23413769481461055,0.11500487057859228,0.3495833027089177,0.11965055702820732,0.1196475966610735,0.05444470681589331,0.17435657070799357,0.21253400452116317,0.1144340923397626,0.05337657688571198,0.0070163326288296924,0.1827056045202906,0.22887491091111895,0.3161978073346824,0.26727450179112494,0.23185103315858208,0.3163771874888025,0.058275718280731637,0.14192555769347334,0.31242244177970024,0.3144642083419771,0.25541804503291665,0.3506966092560679,0.3336190969872242,0.0405376393189751,0.12021836672137623,0.05337965302557719,0.3162528526217183,0.31615148185316644,0.20828364351149872,0.2743126942239782,0.2208356796749245,0.23508755971535666,0.049872730492214364,0.05371795678646962,0.12878666721541182,0.11302111655643059,0.05246578659696863,0.061827305889182976,0.19653207402057293
1639498099.305,0.23413769481461055,0.11500487057859228,0.3495833027089177,0.11965055702820732,0.1196475966610735,0.05444470681589331,0.17435657070799357,0.21253400452116317,0.1144340923397626,0.05337657688571198,0.0070163326288296924,0.1827056045202906,0.22887491091111895,0.3161978073346824,0.26727450179112494,0.23185103315858208,0.3163771874888025,0.058275718280731637,0.14192555769347334,0.31242244177970024,0.3144642083419771,0.25541804503291665,0.3506966092560679,0.3336190969872242,0.0405376393189751,0.12021836672137623,0.05337965302557719,0.3162528526217183,0.31615148185316644,0.20828364351149872,0.2743126942239782,0.2208356796749245,0.23508755971535666,0.049872730492214364,0.05371795678646962,0.12878666721541182,0.11302111655643059,0.05246578659696863,0.061827305889182976,0.19653207402057293
1639498114.346,0.24986453766822153,0.1293549528608393,0.366650757975847,0.13096341847518675,0.13082492735422294,0.05815392429039106,0.18732067369611624,0.2121420070180079,0.13028849093456119,0.05783842857765728,0.006500425584711346,0.19670683849970036,0.23461883739016748,0.3498073328903347,0.2871555331684925,0.253974768919258,0.35283794766526433,0.06034153297966524,0.160045126613551,0.35439076588416696,0.34916929664064766,0.2753116830257626,0.4040091326813434,0.37354004083007875,0.04524655165658021,0.13082178543612308,0.0569607391966424,0.35009884516762035,0.3517896980811207,0.21539317271098338,0.280797267281115,0.23580243577677523,0.2557524364039634,0.057327039872898604,0.05803244546695418,0.13500848144120386,0.1279776773719517,0.05690525166677139,0.06092262388618605,0.2018790715728812
1639498129.368,0.24986453766822153,0.1293549528608393,0.366650757975847,0.13096341847518675,0.13082492735422294,0.05815392429039106,0.18732067369611624,0.2121420070180079,0.13028849093456119,0.05783842857765728,0.006500425584711346,0.19670683849970036,0.23461883739016748,0.3498073328903347,0.2871555331684925,0.253974768919258,0.35283794766526433,0.06034153297966524,0.160045126613551,0.35439076588416696,0.34916929664064766,0.2753116830257626,0.4040091326813434,0.37354004083007875,0.04524655165658021,0.13082178543612308,0.0569607391966424,0.35009884516762035,0.3517896980811207,0.21539317271098338,0.280797267281115,0.23580243577677523,0.2557524364039634,0.057327039872898604,0.05803244546695418,0.13500848144120386,0.1279776773719517,0.05690525166677139,0.06092262388618605,0.2018790715728812
1639498144.394,0.24804170935928835,0.12480262238017303,0.3822505195070396,0.13101753753619358,0.13137598660809702,0.05775295077022058,0.19481391833634445,0.22955016534012512,0.12493183440202257,0.057696250558579826,0.006489483195246555,0.199037207736991,0.24254948702061704,0.3588561134227699,0.28615122865953235,0.250769536794736,0.3549226974709958,0.06037255664037839,0.14080632027911527,0.360271527239592,0.35298622760568915,0.2807821502219875,0.4074905056468503,0.3848196118632765,0.045853003848053325,0.1312745671054609,0.05742357793984947,0.35378693375208287,0.3549079546317292,0.19298052332293694,0.2699397490740115,0.23650576365284964,0.25301536310427036,0.056491071193648684,0.057838165283316895,0.13495155314331836,0.13081483414341985,0.05711212885918772,0.06596466652497385,0.18406028988612616
1639498159.441,0.24804170935928835,0.12480262238017303,0.3822505195070396,0.13101753753619358,0.13137598660809702,0.05775295077022058,0.19481391833634445,0.22955016534012512,0.12493183440202257,0.057696250558579826,0.006489483195246555,0.199037207736991,0.24254948702061704,0.3588561134227699,0.28615122865953235,0.250769536794736,0.3549226974709958,0.06037255664037839,0.14080632027911527,0.360271527239592,0.35298622760568915,0.2807821502219875,0.4074905056468503,0.3848196118632765,0.045853003848053325,0.1312745671054609,0.05742357793984947,0.35378693375208287,0.3549079546317292,0.19298052332293694,0.2699397490740115,0.23650576365284964,0.25301536310427036,0.056491071193648684,0.057838165283316895,0.13495155314331836,0.13081483414341985,0.05711212885918772,0.06596466652497385,0.18406028988612616
1639498174.468,0.24831381598879676,0.12975758669998805,0.3773189982332391,0.13258961301233763,0.13285018968061776,0.05785900693074887,0.18280874919509077,0.22755328264807384,0.13060414710385337,0.0577877020637141,0.006031973979455197,0.19978281294809203,0.2564177883412345,0.34488195926542337,0.29632579388471025,0.24934287669684582,0.3552835858850399,0.06021964211502441,0.15575104479990098,0.3632295686687494,0.35307889042039514,0.2738740636560355,0.38613858930404155,0.36916257702392125,0.04620657755547515,0.13291906697802017,0.05814765271633887,0.3542046338216272,0.3547388242160031,0.1812073869101506,0.28596170750530336,0.23849921980856742,0.2526010081056605,0.05603263860553371,0.05882363215349773,0.13518805782398777,0.13093640559346287,0.05750577393925946,0.06244606723304332,0.17485624657670207
1639498189.502,0.24831381598879676,0.12975758669998805,0.3773189982332391,0.13258961301233763,0.13285018968061776,0.05785900693074887,0.18280874919509077,0.22755328264807384,0.13060414710385337,0.0577877020637141,0.006031973979455197,0.19978281294809203,0.2564177883412345,0.34488195926542337,0.29632579388471025,0.24934287669684582,0.3552835858850399,0.06021964211502441,0.15575104479990098,0.3632295686687494,0.35307889042039514,0.2738740636560355,0.38613858930404155,0.36916257702392125,0.04620657755547515,0.13291906697802017,0.05814765271633887,0.3542046338216272,0.3547388242160031,0.1812073869101506,0.28596170750530336,0.23849921980856742,0.2526010081056605,0.05603263860553371,0.05882363215349773,0.13518805782398777,0.13093640559346287,0.05750577393925946,0.06244606723304332,0.17485624657670207
1639498204.619,0.2470967130037145,0.129087879339367,0.40459551064528004,0.13167838727791986,0.13278179622923425,0.05802060469850853,0.19210695966432623,0.23445480870634466,0.12419109047060235,0.0549246815231298,0.0065241471926279215,0.19952373223525027,0.25622013571069474,0.3570038172329507,0.28563052912705034,0.24870738688161492,0.3540375653497416,0.060564550737033734,0.15164536284705007,0.3626904915404143,0.3520460248167223,0.29530272367512755,0.39635521729396095,0.38655576380557544,0.04626289257882163,0.13316055378683866,0.05812328859579534,0.35389556043336867,0.3542110639737647,0.17089895873837835,0.2942329600278854,0.23883920086269456,0.25149933574825023,0.055987875968447454,0.058144427058474404,0.13432921307534318,0.1304086011539786,0.05690592455941923,0.06505984828089405,0.16630942748486433
1639498219.666,0.2470967130037145,0.129087879339367,0.40459551064528004,0.13167838727791986,0.13278179622923425,0.05802060469850853,0.19210695966432623,0.23445480870634466,0.12419109047060235,0.0549246815231298,0.0065241471926279215,0.19952373223525027,0.25622013571069474,0.3570038172329507,0.28563052912705034,0.24870738688161492,0.3540375653497416,0.060564550737033734,0.15164536284705007,0.3626904915404143,0.3520460248167223,0.29530272367512755,0.39635521729396095,0.38655576380557544,0.04626289257882163,0.13316055378683866,0.05812328859579534,0.35389556043336867,0.3542110639737647,0.17089895873837835,0.2942329600278854,0.23883920086269456,0.25149933574825023,0.055987875968447454,0.058144427058474404,0.13432921307534318,0.1304086011539786,0.05690592455941923,0.06505984828089405,0.16630942748486433
