"Time","pod:frontend-w3-599b6846df-pxf5k_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-n9gwg_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w1-8597bb459d-bt69h_service:recommendationservice_node:worker--1","pod:redis-cart-w2-5fdf77f88c-8rv56_service:redis-cart_node:worker--2.novalocal","pod:frontend-w3-599b6846df-x29pp_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w4-5bbcb977f8-h2thw_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-j78vb_service:currencyservice_node:worker--1","pod:frontend-w1-8ddd87c7b-wgvt4_service:frontend_node:worker--1","pod:productcatalogservice-w2-5d9b8d854-25bc8_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-ncvtj_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w2-649d8c7669-qghfv_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-z2zl2_service:frontend_node:worker--3.novalocal","pod:adservice-w4-9f97cf96-jqmrb_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-h6z2d_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-zcvrg_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-mkm24_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-656689488c-splfd_service:currencyservice_node:worker--1","pod:recommendationservice-w3-5c774597c5-2zt62_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-777d8d5dcb-gr45t_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w2-5d9b8d854-km7nt_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-m5ctz_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-cd78b8fd6-4q52t_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w1-656689488c-66skw_service:currencyservice_node:worker--1","pod:cartservice-w2-6d5d8bb6bc-sctrw_service:cartservice_node:worker--2.novalocal","pod:frontend-w1-8ddd87c7b-k4bd5_service:frontend_node:worker--1","pod:frontend-w1-8ddd87c7b-vpqwj_service:frontend_node:worker--1","pod:currencyservice-w3-cd78b8fd6-v424w_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-v826v_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-4wh79_service:productcatalogservice_node:worker--3.novalocal","pod:cartservice-w4-59ff89795c-9rlb6_service:cartservice_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-p8l6x_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-8ddd87c7b-b87df_service:frontend_node:worker--1","pod:adservice-w2-76766bdfb6-tmhjf_service:adservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-xqbpj_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-6855bd669b-79cnv_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-6f8d8654c5-6ckq5_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w1-8649bb655b-pcgkw_service:productcatalogservice_node:worker--1","pod:currencyservice-w3-cd78b8fd6-2dzpc_service:currencyservice_node:worker--3.novalocal","pod:redis-cart-w4-84485f8b85-745px_service:redis-cart_node:worker--4.novalocal","pod:productcatalogservice-w2-5d9b8d854-cmww7_service:productcatalogservice_node:worker--2.novalocal"
1639512562.014,0.2660492183284654,0.05780373643863439,0.04872267473508986,0.05136412933457378,0.2670407668163357,0.05649262142141867,0.17724636945274438,0.14856156007103105,0.13563259060685295,0.05519481363317205,0.2571809307745444,0.2671720221713443,0.21606874368866036,0.12459475063188488,0.13101349871879892,0.056302156927510776,0.185652876119359,0.05059325441068879,0.3183042779751124,0.13747979272443958,0.06065181498310975,0.1859716556051178,0.18838678043928897,0.18980011282555878,0.25375635372199973,0.25617492076467757,0.1903576998994299,0.26344368362532766,0.10281111845761037,0.1990178635706939,0.1275586427173036,0.25134043438004117,0.23839550382677988,0.34717910365839943,0.06363776823062833,0.23674962431896934,0.0999873308572721,0.1889069610446447,0.004169590091624164,0.13555801272425866
1639512577.041,0.2967083465969915,0.06372898489667703,0.05117462425630895,0.05000872069325877,0.30041691414970306,0.06141935627650997,0.2038637070326541,0.1810146189152359,0.16338046580483157,0.06482668365548702,0.28374080427481585,0.30254157434763,0.23623727955871116,0.13904137058999055,0.14538291685298296,0.06210096976666338,0.1998127709559761,0.0558609654927464,0.35928097452905194,0.15186672347649674,0.07011248478536727,0.210049755932548,0.20330406148586255,0.21345430955736747,0.28813341569500045,0.28164721518683367,0.21541927201932443,0.29527847059818735,0.11615264325847319,0.22155741993520592,0.1424973750432212,0.28707352699292904,0.24046103470512736,0.3800747436180741,0.07032184994920833,0.26068805871329015,0.11204443761657158,0.21393853095533127,0.0041234393745416195,0.16069668146985822
1639512592.07,0.2967083465969915,0.06372898489667703,0.05117462425630895,0.05000872069325877,0.30041691414970306,0.06141935627650997,0.2038637070326541,0.1810146189152359,0.16338046580483157,0.06482668365548702,0.28374080427481585,0.30254157434763,0.23623727955871116,0.13904137058999055,0.14538291685298296,0.06210096976666338,0.1998127709559761,0.0558609654927464,0.35928097452905194,0.15186672347649674,0.07011248478536727,0.210049755932548,0.20330406148586255,0.21345430955736747,0.28813341569500045,0.28164721518683367,0.21541927201932443,0.29527847059818735,0.11615264325847319,0.22155741993520592,0.1424973750432212,0.28707352699292904,0.24046103470512736,0.3800747436180741,0.07032184994920833,0.26068805871329015,0.11204443761657158,0.21393853095533127,0.0041234393745416195,0.16069668146985822
1639512607.09,0.31693971937804677,0.06443293380827711,0.05338941523496059,0.058663613353207175,0.32009946323107835,0.06247853431740351,0.21679606746796234,0.17404954299194794,0.16389854855878802,0.06634565089202768,0.28766626354388736,0.32183206435667777,0.2185570470272363,0.14360756727666746,0.14614110043766734,0.061734062735348524,0.2168011152877723,0.056140835934828125,0.38371500034767914,0.16139373472469457,0.06694213756060172,0.22145210300963838,0.2182082278814933,0.22684511783521594,0.3105250852917938,0.3097550138429101,0.222393205052192,0.3136313935741544,0.12181380210022305,0.22946476141879021,0.14620230320115413,0.30979045770045044,0.2296753156822977,0.38831246842787737,0.06713589607440056,0.26909865779911457,0.10840030673256362,0.22078110185120653,0.004079817726306631,0.15180996098222627
1639512622.109,0.31693971937804677,0.06443293380827711,0.05338941523496059,0.058663613353207175,0.32009946323107835,0.06247853431740351,0.21679606746796234,0.17404954299194794,0.16389854855878802,0.06634565089202768,0.28766626354388736,0.32183206435667777,0.2185570470272363,0.14360756727666746,0.14614110043766734,0.061734062735348524,0.2168011152877723,0.056140835934828125,0.38371500034767914,0.16139373472469457,0.06694213756060172,0.22145210300963838,0.2182082278814933,0.22684511783521594,0.3105250852917938,0.3097550138429101,0.222393205052192,0.3136313935741544,0.12181380210022305,0.22946476141879021,0.14620230320115413,0.30979045770045044,0.2296753156822977,0.38831246842787737,0.06713589607440056,0.26909865779911457,0.10840030673256362,0.22078110185120653,0.004079817726306631,0.15180996098222627
1639512637.135,0.3163917990891483,0.06341835603141949,0.053589199691623624,0.056395666597595706,0.3177883584101979,0.06206904208934374,0.21518342039033764,0.18964838875473228,0.1481016529978516,0.0690667720060121,0.30134296755135703,0.3205688631985929,0.2090336043965653,0.14376221061900143,0.1459019988628003,0.06155608934068669,0.21450253256026922,0.05659496679693555,0.38328638979484586,0.15401693406415454,0.065719660866635,0.21944316352453627,0.2113587052986597,0.24504982937361092,0.3102154440140474,0.3104133737013885,0.22035230769912417,0.3133335773437445,0.12122880015719582,0.22893839096688795,0.14585658003781082,0.28821661167503776,0.2222749877807757,0.40395165891895457,0.06863840600570394,0.2670826587543045,0.11866017654463407,0.21902848545814252,0.004085011448847195,0.14910460937725728
1639512652.165,0.3163917990891483,0.06341835603141949,0.053589199691623624,0.056395666597595706,0.3177883584101979,0.06206904208934374,0.21518342039033764,0.18964838875473228,0.1481016529978516,0.0690667720060121,0.30134296755135703,0.3205688631985929,0.2090336043965653,0.14376221061900143,0.1459019988628003,0.06155608934068669,0.21450253256026922,0.05659496679693555,0.38328638979484586,0.15401693406415454,0.065719660866635,0.21944316352453627,0.2113587052986597,0.24504982937361092,0.3102154440140474,0.3104133737013885,0.22035230769912417,0.3133335773437445,0.12122880015719582,0.22893839096688795,0.14585658003781082,0.28821661167503776,0.2222749877807757,0.40395165891895457,0.06863840600570394,0.2670826587543045,0.11866017654463407,0.21902848545814252,0.004085011448847195,0.14910460937725728
1639512667.192,0.3151952456250565,0.06321995485087667,0.053799053155629065,0.05871383729768143,0.31734617567246853,0.061541014836979,0.21424413738906356,0.18847579823377586,0.16368754924033638,0.06357436701330021,0.302667539117263,0.3192289202530787,0.19485557053003105,0.14371190912889287,0.1456273194994671,0.061567688675457116,0.21266302521054553,0.05628128053250816,0.38238651733063866,0.1609011900823032,0.06852835217721755,0.217827838225233,0.21011635924994565,0.23414513427551628,0.30917744448056794,0.30952482265832415,0.21859581182997728,0.3117091330636343,0.12121393402944466,0.22676842782435708,0.14581337909534697,0.30930904862023323,0.20656437151463664,0.42525056443314346,0.07010004862467302,0.2671060619230784,0.11807704016777551,0.21782222926731487,0.004062558826607871,0.1538381705429965
1639512682.222,0.3151952456250565,0.06321995485087667,0.053799053155629065,0.05871383729768143,0.31734617567246853,0.061541014836979,0.21424413738906356,0.18847579823377586,0.16368754924033638,0.06357436701330021,0.302667539117263,0.3192289202530787,0.19485557053003105,0.14371190912889287,0.1456273194994671,0.061567688675457116,0.21266302521054553,0.05628128053250816,0.38238651733063866,0.1609011900823032,0.06852835217721755,0.217827838225233,0.21011635924994565,0.23414513427551628,0.30917744448056794,0.30952482265832415,0.21859581182997728,0.3117091330636343,0.12121393402944466,0.22676842782435708,0.14581337909534697,0.30930904862023323,0.20656437151463664,0.42525056443314346,0.07010004862467302,0.2671060619230784,0.11807704016777551,0.21782222926731487,0.004062558826607871,0.1538381705429965
1639512697.256,0.31398106925788477,0.0633041905975621,0.05362931940966319,0.056792741464798166,0.3156384191040915,0.06176831157083737,0.2129025023863629,0.18364283168942613,0.15462152992125744,0.06900952356745123,0.2787642195214253,0.3190533713091021,0.18823331459480375,0.144610521795701,0.14552551458659008,0.06220591478558767,0.21015175186759194,0.05588832198430977,0.38337517633967816,0.1541191601666146,0.06909072312763855,0.21770540908834224,0.21436801001987504,0.23617949780888176,0.30802899641212483,0.3013129688743228,0.21744391105216457,0.31091117423320375,0.12059569982236523,0.22721508671797738,0.14612740846487565,0.3072965493331339,0.195958735829441,0.42488301137356677,0.06912482947108048,0.2670534371278253,0.11767598755818562,0.21696770186985898,0.004133989165965439,0.16364911780799946
