"Time","pod:frontend-w1-6646bc856b-28zzq_service:frontend_node:worker--1.novalocal","pod:frontend-w2-599b6846df-d8hjf_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-c2gk8_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-hgg6m_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w1-6855bd669b-8fv6s_service:recommendationservice_node:worker--1.novalocal","pod:adservice-w4-754d7d8cd4-4jmqx_service:adservice_node:worker--4","pod:cartservice-w4-856bd974f7-5tfvk_service:cartservice_node:worker--4","pod:redis-cart-w4-6d65c886c7-68gcg_service:redis-cart_node:worker--4","pod:currencyservice-w1-649d8c7669-g9r8h_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w3-6f8d8654c5-rkj96_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-mfx8c_service:frontend_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-pzqwf_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-wzg96_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w2-5c774597c5-dh9dr_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-656689488c-dlzfd_service:currencyservice_node:worker--4","pod:frontend-w1-6646bc856b-tns28_service:frontend_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-wj5f8_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-tlzx8_service:productcatalogservice_node:worker--1.novalocal","pod:cartservice-w2-86744bdcbd-2dm67_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w2-cd78b8fd6-cns94_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w4-8649bb655b-9llpp_service:productcatalogservice_node:worker--4","pod:currencyservice-w1-649d8c7669-57mfd_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w4-8649bb655b-tjwtx_service:productcatalogservice_node:worker--4","pod:currencyservice-w1-649d8c7669-qdjgv_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-bm9d8_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5c774597c5-ghvsn_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-tqgpt_service:currencyservice_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-w1zfl_service:frontend_node:worker--4","pod:productcatalogservice-w4-8649bb655b-gf9cm_service:productcatalogservice_node:worker--4","pod:adservice-w2-5c67ddfffc-hhzbt_service:adservice_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-dv7m5_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-5zss5_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-5bbcb977f8-bz8rz_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w4-8597bb459d-mtx4s_service:recommendationservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-rxhkj_service:recommendationservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-tq45f_service:recommendationservice_node:worker--4","pod:productcatalogservice-w2-56c4dd84bf-52rhm_service:productcatalogservice_node:worker--2.novalocal","pod:redis-cart-w2-7c75d55f4d-bjht6_service:redis-cart_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-j9d8w_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-jg7n5_service:frontend_node:worker--3.novalocal"
1639495467.529,0.37714899931461043,0.32663222773437883,0.12307847876990795,0.3270535351470483,0.0634033113823949,0.2047472396953272,0.17928672161222398,0.023503443290362053,0.25253842996812503,0.2348716586224171,0.326774596107968,0.31948848461646984,0.12556703640507008,0.05946888425260738,0.21745017666776442,0.22611598540080577,0.3782138354330986,0.1448745086918641,0.18940280836821377,0.2256673506295208,0.11959054754438136,0.26802957969189367,0.12122782138238286,0.25570289545541663,0.3419008233970833,0.059668042406225974,0.23426048636843866,0.32326048015861286,0.11979550517118724,0.22818407905195556,0.12311949693689675,0.0582440967500535,0.05767821314631818,0.06004987010959477,0.060623845058959555,0.05781880306856813,0.12291042410355574,0.0239812060606378,0.2371386694740335,0.3233853151018392
1639495482.553,0.37714899931461043,0.32663222773437883,0.12307847876990795,0.3270535351470483,0.0634033113823949,0.2047472396953272,0.17928672161222398,0.023503443290362053,0.25253842996812503,0.2348716586224171,0.326774596107968,0.31948848461646984,0.12556703640507008,0.05946888425260738,0.21745017666776442,0.22611598540080577,0.3782138354330986,0.1448745086918641,0.18940280836821377,0.2256673506295208,0.11959054754438136,0.26802957969189367,0.12122782138238286,0.25570289545541663,0.3419008233970833,0.059668042406225974,0.23426048636843866,0.32326048015861286,0.11979550517118724,0.22818407905195556,0.12311949693689675,0.0582440967500535,0.05767821314631818,0.06004987010959477,0.060623845058959555,0.05781880306856813,0.12291042410355574,0.0239812060606378,0.2371386694740335,0.3233853151018392
1639495497.936,0.389637044274616,0.3624101004612054,0.1341291695967706,0.36188969709139435,0.06349802978749228,0.20300216503387813,0.19378334998308924,0.02650705131981207,0.3022899291938328,0.2542098275618239,0.3585329816155428,0.3539568301512176,0.1362668923696886,0.057888747205812385,0.23768450609627054,0.24885583580154447,0.3994341792355611,0.1549074661065797,0.20318082103310364,0.2456354250597535,0.12913637928644628,0.2929622781003156,0.12803842650996666,0.27621918018146085,0.36844714344422225,0.05961062930988999,0.25281761220287763,0.3484668890732257,0.1299999889149889,0.22776709919821658,0.13435938284547977,0.05740639669629387,0.059826273382292156,0.05871239750503867,0.05935455476302112,0.058092851091709446,0.13458563287016473,0.02528750452775691,0.2542574883495301,0.3583018612422524
1639495513.006,0.389637044274616,0.3624101004612054,0.1341291695967706,0.36188969709139435,0.06349802978749228,0.20300216503387813,0.19378334998308924,0.02650705131981207,0.3022899291938328,0.2542098275618239,0.3585329816155428,0.3539568301512176,0.1362668923696886,0.057888747205812385,0.23768450609627054,0.24885583580154447,0.3994341792355611,0.1549074661065797,0.20318082103310364,0.2456354250597535,0.12913637928644628,0.2929622781003156,0.12803842650996666,0.27621918018146085,0.36844714344422225,0.05961062930988999,0.25281761220287763,0.3484668890732257,0.1299999889149889,0.22776709919821658,0.13435938284547977,0.05740639669629387,0.059826273382292156,0.05871239750503867,0.05935455476302112,0.058092851091709446,0.13458563287016473,0.02528750452775691,0.2542574883495301,0.3583018612422524
1639495528.023,0.41028571455993595,0.3659929145745877,0.13401068484477396,0.36372024264783515,0.06616501041110381,0.17746682108078105,0.18623286795920127,0.026482298981682344,0.28872619866927124,0.2537878722424963,0.360680233270371,0.35556502404113133,0.13674113917662062,0.05771908957438804,0.2368383040982931,0.25505350729192267,0.4213026256166079,0.15913473999933034,0.20118381954715842,0.2442838410099767,0.12406600034753978,0.29094804576028055,0.12947048470081682,0.2757068703253124,0.38603788239896797,0.058874259186980825,0.2515282085960295,0.35734230105783044,0.1286172699429717,0.2037477021016606,0.1346237954295691,0.0573565325197852,0.06014864116501996,0.05686942516977585,0.05965727641868537,0.05763339501889729,0.1356096218452415,0.025188985150498035,0.25336506077146914,0.35994504118073956
1639495543.038,0.41028571455993595,0.3659929145745877,0.13401068484477396,0.36372024264783515,0.06616501041110381,0.17746682108078105,0.18623286795920127,0.026482298981682344,0.28872619866927124,0.2537878722424963,0.360680233270371,0.35556502404113133,0.13674113917662062,0.05771908957438804,0.2368383040982931,0.25505350729192267,0.4213026256166079,0.15913473999933034,0.20118381954715842,0.2442838410099767,0.12406600034753978,0.29094804576028055,0.12947048470081682,0.2757068703253124,0.38603788239896797,0.058874259186980825,0.2515282085960295,0.35734230105783044,0.1286172699429717,0.2037477021016606,0.1346237954295691,0.0573565325197852,0.06014864116501996,0.05686942516977585,0.05965727641868537,0.05763339501889729,0.1356096218452415,0.025188985150498035,0.25336506077146914,0.35994504118073956
1639495558.053,0.4101354823989535,0.3677208599270658,0.13531585091722564,0.36421249405286704,0.06700343128958085,0.17556259053158055,0.1917657357024859,0.025247147541134767,0.28799900860841804,0.2542053679471838,0.36091363703560797,0.356276734667827,0.13660804428721035,0.05857854108882235,0.23468812629080543,0.23283369593264974,0.37705319223139244,0.15935007486222721,0.20340645627426907,0.24508376948533833,0.12323011783687726,0.28620598184363033,0.12863465248056238,0.29652620954825754,0.37541472260897113,0.058824140498259084,0.25222140000871585,0.3565228608945521,0.12836015953179486,0.18865413875737913,0.13503073230196697,0.0582123892020925,0.06008741032442254,0.057695848939458276,0.05955420934285738,0.05466648604406153,0.13591084534152473,0.025444355736109717,0.25232325409269546,0.3607419766697683
1639495573.066,0.4101354823989535,0.3677208599270658,0.13531585091722564,0.36421249405286704,0.06700343128958085,0.17556259053158055,0.1917657357024859,0.025247147541134767,0.28799900860841804,0.2542053679471838,0.36091363703560797,0.356276734667827,0.13660804428721035,0.05857854108882235,0.23468812629080543,0.23283369593264974,0.37705319223139244,0.15935007486222721,0.20340645627426907,0.24508376948533833,0.12323011783687726,0.28620598184363033,0.12863465248056238,0.29652620954825754,0.37541472260897113,0.058824140498259084,0.25222140000871585,0.3565228608945521,0.12836015953179486,0.18865413875737913,0.13503073230196697,0.0582123892020925,0.06008741032442254,0.057695848939458276,0.05955420934285738,0.05466648604406153,0.13591084534152473,0.025444355736109717,0.25232325409269546,0.3607419766697683
1639495588.087,0.3939112320881561,0.3700193658939559,0.13582275970735555,0.3635123820982673,0.06579135812399524,0.16753744297116008,0.19134012677635454,0.02636983617687704,0.29078695931580545,0.2522464329286075,0.360254073116756,0.3551111165926503,0.13708924414777238,0.05842380832657113,0.23362922883959142,0.2439150222138851,0.3981886208230577,0.1513910055053253,0.20440553575720877,0.24600836713426616,0.12890220738570016,0.3002636766416734,0.12353986254898897,0.2830270190377365,0.4107971226090454,0.05899747815999229,0.25238877875748844,0.3579708870803164,0.12810815728043792,0.18026084996752692,0.13555190058113073,0.05878257806605926,0.06031980472466565,0.05528179639252208,0.05702887845723166,0.05663075241147285,0.1365488020005327,0.025436214995293804,0.2512904183816471,0.3605579024758867
1639495603.107,0.3939112320881561,0.3700193658939559,0.13582275970735555,0.3635123820982673,0.06579135812399524,0.16753744297116008,0.19134012677635454,0.02636983617687704,0.29078695931580545,0.2522464329286075,0.360254073116756,0.3551111165926503,0.13708924414777238,0.05842380832657113,0.23362922883959142,0.2439150222138851,0.3981886208230577,0.1513910055053253,0.20440553575720877,0.24600836713426616,0.12890220738570016,0.3002636766416734,0.12353986254898897,0.2830270190377365,0.4107971226090454,0.05899747815999229,0.25238877875748844,0.3579708870803164,0.12810815728043792,0.18026084996752692,0.13555190058113073,0.05878257806605926,0.06031980472466565,0.05528179639252208,0.05702887845723166,0.05663075241147285,0.1365488020005327,0.025436214995293804,0.2512904183816471,0.3605579024758867
