"Time","pod:currencyservice-w1-6f8d8654c5-zm6wm_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-5kw42_service:frontend_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-9pm6z_service:frontend_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-c892g_service:frontend_node:worker--1.novalocal","pod:cartservice-w2-856bd974f7-vzkg7_service:cartservice_node:worker--2","pod:productcatalogservice-w2-8649bb655b-jlmt9_service:productcatalogservice_node:worker--2","pod:cartservice-w4-86744bdcbd-qlw88_service:cartservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-qwf4h_service:frontend_node:worker--4.novalocal","pod:frontend-w3-6646bc856b-vlz2q_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-cf668_service:productcatalogservice_node:worker--3.novalocal","pod:redis-cart-w2-6d65c886c7-qhphd_service:redis-cart_node:worker--2","pod:currencyservice-w3-649d8c7669-prt8m_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w1-66565874fb-95bvj_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-lpql5_service:currencyservice_node:worker--2","pod:currencyservice-w3-649d8c7669-pzl85_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w4-5c774597c5-9vxz7_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-stxwq_service:frontend_node:worker--1.novalocal","pod:currencyservice-w4-cd78b8fd6-5bbzc_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w3-649d8c7669-jmrrj_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w2-8597bb459d-xvhdr_service:recommendationservice_node:worker--2","pod:recommendationservice-w3-6855bd669b-jc2tq_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w2-754d7d8cd4-hg99z_service:adservice_node:worker--2","pod:frontend-w2-8ddd87c7b-lqkgb_service:frontend_node:worker--2","pod:recommendationservice-w4-5c774597c5-kcq6q_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w2-8597bb459d-cz2lp_service:recommendationservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-wh4z4_service:recommendationservice_node:worker--2","pod:frontend-w3-6646bc856b-92p7m_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-ksdd5_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-jf5zx_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-7c75d55f4d-cmd7m_service:redis-cart_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-dl7hd_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-6f8d8654c5-sjndm_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-p8gm8_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-d695d_service:productcatalogservice_node:worker--2","pod:frontend-w3-6646bc856b-wplzc_service:frontend_node:worker--3.novalocal","pod:adservice-w4-5c67ddfffc-g94bg_service:adservice_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-xlgc6_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w3-6646bc856b-b9kz6_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-jmzgq_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w2-8649bb655b-hnjcq_service:productcatalogservice_node:worker--2"
1639558932.776,0.2144087701167713,0.29381737438373945,0.29714396848851765,0.2946916232844732,0.17268510911672047,0.11139817930998104,0.17245772415807642,0.31416461392974415,0.21435459130164736,0.14506151867839312,0.006880146140986353,0.24587199218413053,0.11944981489699305,0.20258849892929204,0.26283704566958555,0.05393181507419382,0.2905584227881536,0.21907465832722023,0.257449820861373,0.05120746607627889,0.06443384092918661,0.1893289729118573,0.28908330859027387,0.055329275696178196,0.051029611213093795,0.05068130414937325,0.33421712960864,0.116979064518817,0.0537700273270038,0.04070293692727983,0.22123290382996455,0.22121506069776964,0.05247099085091065,0.11117076642902568,0.3275976314099799,0.20271012266101995,0.12083568809451536,0.3395957008031127,0.11626859246926982,0.10984458881218559
1639558947.802,0.23614780903354193,0.32902645312872325,0.3316858783054676,0.3290885128715839,0.18876438011153257,0.12538394235594208,0.19432639933435997,0.352626480929812,0.2511067095376847,0.15321407825356798,0.006694680179733674,0.29116218819892625,0.13010276875904414,0.22347793355909779,0.30297044011258545,0.05740841872319248,0.32591197910664205,0.2440407056273458,0.2902422876672449,0.056501403347552645,0.07100317996675266,0.20567097739643425,0.32664807526899786,0.057944812530975276,0.05592286627452382,0.055405538012304356,0.37941342476333556,0.12723532990805364,0.05797115288684536,0.04521531806639719,0.24328643828884688,0.24418058777790652,0.057193034593850584,0.1258242212281586,0.36670721848875,0.21863201282408046,0.1310188232004582,0.3622703023139085,0.13319984363335619,0.12161717342760484
1639558962.822,0.23614780903354193,0.32902645312872325,0.3316858783054676,0.3290885128715839,0.18876438011153257,0.12538394235594208,0.19432639933435997,0.352626480929812,0.2511067095376847,0.15321407825356798,0.006694680179733674,0.29116218819892625,0.13010276875904414,0.22347793355909779,0.30297044011258545,0.05740841872319248,0.32591197910664205,0.2440407056273458,0.2902422876672449,0.056501403347552645,0.07100317996675266,0.20567097739643425,0.32664807526899786,0.057944812530975276,0.05592286627452382,0.055405538012304356,0.37941342476333556,0.12723532990805364,0.05797115288684536,0.04521531806639719,0.24328643828884688,0.24418058777790652,0.057193034593850584,0.1258242212281586,0.36670721848875,0.21863201282408046,0.1310188232004582,0.3622703023139085,0.13319984363335619,0.12161717342760484
1639558977.846,0.2396189127361072,0.34181889182824476,0.34551662181904075,0.34251246598144214,0.1941211714848971,0.12999476911383323,0.20151580067951247,0.3664549481868565,0.23619711820577424,0.1570167665349761,0.006688467830730202,0.27751241210590133,0.13044310606540543,0.23456248029255597,0.29118488199631354,0.058426293358651474,0.3379559428988661,0.2451290675702658,0.2851151037639382,0.05757959140763043,0.06623522420478886,0.19157305672397237,0.34502403947785576,0.05887061263357812,0.055849011906791333,0.05696296452942888,0.3740067653248497,0.13305561655507986,0.05901296750105448,0.046397889176613874,0.24175049403463594,0.2422120470115881,0.05657020754120072,0.12927969460469985,0.39600496495413984,0.2012850721571542,0.13571171205550736,0.3885802037353939,0.1343538922665752,0.12578269863355457
1639558992.868,0.2396189127361072,0.34181889182824476,0.34551662181904075,0.34251246598144214,0.1941211714848971,0.12999476911383323,0.20151580067951247,0.3664549481868565,0.23619711820577424,0.1570167665349761,0.006688467830730202,0.27751241210590133,0.13044310606540543,0.23456248029255597,0.29118488199631354,0.058426293358651474,0.3379559428988661,0.2451290675702658,0.2851151037639382,0.05757959140763043,0.06623522420478886,0.19157305672397237,0.34502403947785576,0.05887061263357812,0.055849011906791333,0.05696296452942888,0.3740067653248497,0.13305561655507986,0.05901296750105448,0.046397889176613874,0.24175049403463594,0.2422120470115881,0.05657020754120072,0.12927969460469985,0.39600496495413984,0.2012850721571542,0.13571171205550736,0.3885802037353939,0.1343538922665752,0.12578269863355457
1639559007.897,0.24018084249758836,0.3431613772571739,0.34615822794946755,0.3436318867801219,0.18790647962159948,0.12214437521998098,0.2023628878904387,0.3665019316995155,0.24868041192091012,0.14897783873869885,0.006366528578502716,0.2753904984185438,0.13038928982406803,0.22186717575454856,0.2980306442300023,0.05904287993924075,0.3393911114712375,0.2444411588529315,0.29929151087766237,0.057137944789773326,0.06549046287735943,0.18065191753435816,0.34484473313759456,0.0593381698346369,0.05711744010100278,0.05507411735439262,0.398810325411613,0.1335368628313487,0.05960285981468727,0.046378559864519234,0.24214121032746633,0.24327030985385462,0.0569178874766564,0.129565120418369,0.3925414842347718,0.19003111944074497,0.13629607064357058,0.3967140164005876,0.13452458370269502,0.12940969226898097
1639559022.926,0.24018084249758836,0.3431613772571739,0.34615822794946755,0.3436318867801219,0.18790647962159948,0.12214437521998098,0.2023628878904387,0.3665019316995155,0.24868041192091012,0.14897783873869885,0.006366528578502716,0.2753904984185438,0.13038928982406803,0.22186717575454856,0.2980306442300023,0.05904287993924075,0.3393911114712375,0.2444411588529315,0.29929151087766237,0.057137944789773326,0.06549046287735943,0.18065191753435816,0.34484473313759456,0.0593381698346369,0.05711744010100278,0.05507411735439262,0.398810325411613,0.1335368628313487,0.05960285981468727,0.046378559864519234,0.24214121032746633,0.24327030985385462,0.0569178874766564,0.129565120418369,0.3925414842347718,0.19003111944074497,0.13629607064357058,0.3967140164005876,0.13452458370269502,0.12940969226898097
1639559038.098,0.24047580496531165,0.3448498537635685,0.3474571170731163,0.3452402272749897,0.2020586669643375,0.13065588590691868,0.20325866657154867,0.3699421608028268,0.23309968664639297,0.150215342250842,0.00652824092847764,0.289743904139042,0.13076211599030224,0.23258604438884473,0.28500062130858284,0.05885981090401611,0.34052922502910726,0.2447786966265345,0.27404863804643737,0.05709976107398221,0.06410838818734162,0.16992146908698946,0.34585912427208476,0.0594988778984772,0.05527281413531446,0.05441181443052216,0.37423108499345725,0.13353203299911065,0.05987436301107057,0.0466208409238328,0.24235041254072467,0.2441616482405265,0.05762226631207624,0.12966345765087195,0.38654681692188797,0.17678278988474344,0.13717788645241866,0.4123342745700357,0.13469531482551786,0.12712178220533754
1639559053.133,0.24047580496531165,0.3448498537635685,0.3474571170731163,0.3452402272749897,0.2020586669643375,0.13065588590691868,0.20325866657154867,0.3699421608028268,0.23309968664639297,0.150215342250842,0.00652824092847764,0.289743904139042,0.13076211599030224,0.23258604438884473,0.28500062130858284,0.05885981090401611,0.34052922502910726,0.2447786966265345,0.27404863804643737,0.05709976107398221,0.06410838818734162,0.16992146908698946,0.34585912427208476,0.0594988778984772,0.05527281413531446,0.05441181443052216,0.37423108499345725,0.13353203299911065,0.05987436301107057,0.0466208409238328,0.24235041254072467,0.2441616482405265,0.05762226631207624,0.12966345765087195,0.38654681692188797,0.17678278988474344,0.13717788645241866,0.4123342745700357,0.13469531482551786,0.12712178220533754
1639559068.148,0.24029892184453264,0.34550601634633,0.34750568383113617,0.3449537031965909,0.20254250567461746,0.13046946387369102,0.20529990513580704,0.369876669490911,0.24622734462274937,0.14713912270061147,0.006506404769080678,0.2973591191057565,0.13087492571790466,0.22252293076667007,0.28092098959878764,0.05899470996221514,0.34084306048244417,0.24421185736659107,0.28337545354489146,0.05582952691188914,0.06399943001210198,0.15577613821087072,0.3467687962410487,0.058574532488636075,0.05817549596045751,0.056717463792920454,0.3783917228243556,0.1338635480052229,0.059644957621547215,0.04680600149884394,0.2422268908409658,0.24289770519122988,0.05777713041437263,0.12954954352131648,0.39208113569758707,0.16962474590756071,0.13728823519801342,0.3923153828953801,0.13561878817368028,0.13099303899664055
