"Time","pod:frontend-w2-777d8d5dcb-g4lgh_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-m6szn_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-924f9_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-dbrb5_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-ddx7c_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-qqqtn_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-tvg54_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-w9nbw_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-59nbn_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-zt76s_service:currencyservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-7qq55_service:frontend_node:worker--3","pod:frontend-w4-6646bc856b-m2kng_service:frontend_node:worker--4.novalocal","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-vxm9k_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w1-56c4dd84bf-6qzct_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-fqfq6_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w4-6855bd669b-fcmzh_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-n74wh_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-p4fd5_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-6pvj8_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-cpncd_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-cjh8g_service:frontend_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-mb478_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-qgr5s_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-ztqfn_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-95v4m_service:currencyservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-xppqm_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-c5wlf_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w1-56c4dd84bf-4fqx7_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w3-8597bb459d-wsgm5_service:recommendationservice_node:worker--3","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-rqpwg_service:frontend_node:worker--1.novalocal","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:cartservice-w3-856bd974f7-jxqhl_service:cartservice_node:worker--3","pod:frontend-w4-6646bc856b-22vhp_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-25mdm_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-5hgk5_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-btlpd_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-rjm9t_service:frontend_node:worker--2.novalocal"
1637893049.37,0.358072578162479,0.19347765914045728,0.07346415476775334,0.351801510645194,0.3674234061954865,0.15707819070735288,0.14067812762805146,0.06986225128264183,0.03391319347795125,0.4382384604580877,0.40435422630852164,0.36703364146302564,0.35850519517708335,0.02773189176802975,0.40054221518045785,0.16502818103028352,0.1680643010106653,0.09148624834164414,0.07403742378569518,0.07905811736887094,0.15065693767941885,0.40532886179348804,0.3762997969527671,0.35557992709542896,0.17114488468932662,0.06816862115359067,0.43441128628830894,0.2695763730779367,0.40724410418370116,0.16564361639793512,0.06767737320644451,0.20322555859536987,0.38541760895639066,0.18901517410008725,0.22165577349013363,0.27370769689498753,0.3465117328979459,0.3752630517309867,0.07322463545488553,0.3542077974215445
1637893064.408,0.358072578162479,0.19347765914045728,0.07346415476775334,0.351801510645194,0.3674234061954865,0.15707819070735288,0.14067812762805146,0.06986225128264183,0.03391319347795125,0.4382384604580877,0.40435422630852164,0.36703364146302564,0.35850519517708335,0.02773189176802975,0.40054221518045785,0.16502818103028352,0.1680643010106653,0.09148624834164414,0.07403742378569518,0.07905811736887094,0.15065693767941885,0.40532886179348804,0.3762997969527671,0.35557992709542896,0.17114488468932662,0.06816862115359067,0.43441128628830894,0.2695763730779367,0.40724410418370116,0.16564361639793512,0.06767737320644451,0.20322555859536987,0.38541760895639066,0.18901517410008725,0.22165577349013363,0.27370769689498753,0.3465117328979459,0.3752630517309867,0.07322463545488553,0.3542077974215445
1637893079.43,0.39439338916413047,0.21390009723244782,0.07940748280524326,0.38859710423153526,0.4077008416206529,0.15773533618640456,0.16536847315070458,0.07138650924072559,0.03252447194615865,0.4873185668822068,0.43720835406494896,0.39862764911744286,0.4286313807325979,0.031769496674570935,0.43330347792222035,0.17826835185885223,0.1808074862226875,0.08979187797854547,0.07958494696775606,0.08150299055514584,0.16870262512020104,0.4797830633590534,0.4209006941042346,0.39191024808654107,0.18030187347521065,0.0721617118088813,0.44738696598038286,0.2902528901653344,0.4407623142481495,0.1777690969843894,0.07206700073086403,0.22012547111205386,0.4273509263153934,0.19821340907422785,0.2613732478193202,0.2963325638013044,0.42701780977258547,0.3860490394033845,0.0783339881140774,0.38906028988662184
1637893094.463,0.39439338916413047,0.21390009723244782,0.07940748280524326,0.38859710423153526,0.4077008416206529,0.15773533618640456,0.16536847315070458,0.07138650924072559,0.03252447194615865,0.4873185668822068,0.43720835406494896,0.39862764911744286,0.4286313807325979,0.031769496674570935,0.43330347792222035,0.17826835185885223,0.1808074862226875,0.08979187797854547,0.07958494696775606,0.08150299055514584,0.16870262512020104,0.4797830633590534,0.4209006941042346,0.39191024808654107,0.18030187347521065,0.0721617118088813,0.44738696598038286,0.2902528901653344,0.4407623142481495,0.1777690969843894,0.07206700073086403,0.22012547111205386,0.4273509263153934,0.19821340907422785,0.2613732478193202,0.2963325638013044,0.42701780977258547,0.3860490394033845,0.0783339881140774,0.38906028988662184
1637893109.497,0.39555525690863647,0.19975685438776813,0.07917173700921466,0.3902072680996711,0.4106311090040803,0.16707487891404382,0.1693134720053086,0.07429143463650242,0.030013147461466265,0.4985706328953936,0.4367334108563058,0.41102328653984965,0.41371087722988503,0.03419382643924697,0.43393609259384025,0.1777402553312063,0.18121222775341464,0.08947146379202095,0.07877948832792162,0.08167933204987779,0.1685511228900695,0.4520913403700916,0.421427644883123,0.3933377359557745,0.18117513836113885,0.07444692348647537,0.4967535206687822,0.28781116422967923,0.44145399334974034,0.17791179430177606,0.07173975445445345,0.2194614197443483,0.42904232811697507,0.20465231722998975,0.24179151236163654,0.29115263439048267,0.42944877075637866,0.3904631239693029,0.07835586730107472,0.3898383566990447
1637893124.534,0.39555525690863647,0.19975685438776813,0.07917173700921466,0.3902072680996711,0.4106311090040803,0.16707487891404382,0.1693134720053086,0.07429143463650242,0.030013147461466265,0.4985706328953936,0.4367334108563058,0.41102328653984965,0.41371087722988503,0.03419382643924697,0.43393609259384025,0.1777402553312063,0.18121222775341464,0.08947146379202095,0.07877948832792162,0.08167933204987779,0.1685511228900695,0.4520913403700916,0.421427644883123,0.3933377359557745,0.18117513836113885,0.07444692348647537,0.4967535206687822,0.28781116422967923,0.44145399334974034,0.17791179430177606,0.07173975445445345,0.2194614197443483,0.42904232811697507,0.20465231722998975,0.24179151236163654,0.29115263439048267,0.42944877075637866,0.3904631239693029,0.07835586730107472,0.3898383566990447
1637893139.553,0.3941027974576554,0.21067617644108105,0.07917687413732845,0.3894514930993032,0.4104141926999325,0.1672664258925035,0.16890772245725522,0.07415959553668444,0.026587186790612265,0.49892279264341827,0.4348708492237424,0.39881198266208673,0.4365426414122656,0.0366053845233895,0.4323287136032696,0.17801298823249734,0.18127122920392955,0.08827436344837745,0.07888971625137757,0.08156496784536552,0.16832093927499503,0.45620145930945993,0.42248623920428974,0.3927573356391543,0.18028804387376032,0.0743300016276715,0.4688761165208396,0.2871862340641454,0.43902124187265834,0.17852844020530817,0.07534716858425725,0.22014633994845184,0.4290654418785146,0.2053815366362664,0.26079813121875345,0.28500650352793366,0.4176820500714538,0.39711211689744386,0.07881511449961348,0.3890680219538615
1637893154.58,0.3941027974576554,0.21067617644108105,0.07917687413732845,0.3894514930993032,0.4104141926999325,0.1672664258925035,0.16890772245725522,0.07415959553668444,0.026587186790612265,0.49892279264341827,0.4348708492237424,0.39881198266208673,0.4365426414122656,0.0366053845233895,0.4323287136032696,0.17801298823249734,0.18127122920392955,0.08827436344837745,0.07888971625137757,0.08156496784536552,0.16832093927499503,0.45620145930945993,0.42248623920428974,0.3927573356391543,0.18028804387376032,0.0743300016276715,0.4688761165208396,0.2871862340641454,0.43902124187265834,0.17852844020530817,0.07534716858425725,0.22014633994845184,0.4290654418785146,0.2053815366362664,0.26079813121875345,0.28500650352793366,0.4176820500714538,0.39711211689744386,0.07881511449961348,0.3890680219538615
1637893169.607,0.39423606756142915,0.21082101548729512,0.07917120681741882,0.39030841242721115,0.4105078244638604,0.1673545486601113,0.16935677609683764,0.07172189227399797,0.024494057109086836,0.45331047767182564,0.43521240786976306,0.41078395574754845,0.4126765502768982,0.03973302999410161,0.433681873158561,0.179024785792484,0.18104108535301405,0.09326106574705378,0.07934117134907243,0.08235550638886685,0.16884853046840934,0.44590405513204434,0.42444121571150145,0.39332154010639603,0.1806304181948966,0.07227112882694843,0.49570874660766306,0.28680465968424146,0.43999771359593,0.1797451251688008,0.07507251763711821,0.22019529280824762,0.4302619143532115,0.20553973025031758,0.25404656318172847,0.2906614218821172,0.42695620509762855,0.42602548535267426,0.07932345443473068,0.3892968729405523
1637893184.64,0.39423606756142915,0.21082101548729512,0.07917120681741882,0.39030841242721115,0.4105078244638604,0.1673545486601113,0.16935677609683764,0.07172189227399797,0.024494057109086836,0.45331047767182564,0.43521240786976306,0.41078395574754845,0.4126765502768982,0.03973302999410161,0.433681873158561,0.179024785792484,0.18104108535301405,0.09326106574705378,0.07934117134907243,0.08235550638886685,0.16884853046840934,0.44590405513204434,0.42444121571150145,0.39332154010639603,0.1806304181948966,0.07227112882694843,0.49570874660766306,0.28680465968424146,0.43999771359593,0.1797451251688008,0.07507251763711821,0.22019529280824762,0.4302619143532115,0.20553973025031758,0.25404656318172847,0.2906614218821172,0.42695620509762855,0.42602548535267426,0.07932345443473068,0.3892968729405523
