"Time","pod:frontend-w1-599b6846df-482jd_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-65svd_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-m27xw_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-wc5d4_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-g5qmb_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-mf758_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-dqfn2_service:frontend_node:worker--3","pod:frontend-w4-6646bc856b-rp4lp_service:frontend_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-pl7q5_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-8jc5m_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-ttqxp_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-7vlqp_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-j55qh_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-xcwn2_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-sj8z7_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-wbp58_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-cs7lr_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-nnvtm_service:redis-cart_node:worker--3","pod:adservice-w1-5c67ddfffc-jqf8g_service:adservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-fmzxd_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-tbw4l_service:currencyservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-jxqhl_service:cartservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-d8cc5_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-6kv99_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-t4lbr_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-qwzbk_service:frontend_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-nwq5c_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-8sqgp_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-jgb58_service:frontend_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-xppqm_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-j4mgt_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-whnhp_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-jh7j9_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-nfmdz_service:adservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-g74qf_service:productcatalogservice_node:worker--3","pod:recommendationservice-w1-5c774597c5-qdr82_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-76jlz_service:frontend_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-854w6_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-7xk2f_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-z7q2t_service:frontend_node:worker--4.novalocal"
1637895643.212,0.36194864152741024,0.1554448253917813,0.15880727116274523,0.3781258159291716,0.3942969662364827,0.08795672812380309,0.35007220394562455,0.34906184757421593,0.3776897161730053,0.3267528836713034,0.06295702340417257,0.19310369877075922,0.36524284850811933,0.06946552061650664,0.3341645019869474,0.14134669574091427,0.06370770148808741,0.007502956324523831,0.19912900390800659,0.05060726839717583,0.37575346119817377,0.2273907817659936,0.14137200293978014,0.2486759365649605,0.1528280823167654,0.32524095273525017,0.40178261226937495,0.41675648726027137,0.3435246267658998,0.22675987895648103,0.07136811701772625,0.1614478779808119,0.07543113434375162,0.18325329827941145,0.14673158970360262,0.07244261840487158,0.3398886416217689,0.3515827930319561,0.06427642174725018,0.37134056372988006
1637895658.388,0.40258412451443204,0.17615511550365417,0.17887375881885176,0.42330326147162334,0.4632760173146148,0.08541824388037927,0.3750613929980695,0.37835077774332926,0.4221184220859553,0.3672370918606163,0.07083363726237171,0.2114418199085833,0.4138284322799708,0.07866179084400278,0.3747201407598917,0.16034030694661572,0.0698223508454078,0.007622106477090347,0.21993888826824803,0.055989948382764845,0.41922770541878185,0.2461797963657114,0.15966461394304185,0.28232971849587696,0.1774419356311884,0.3643721057483726,0.4725139866768358,0.47927128538927766,0.37576859551284725,0.2606069775660478,0.07859886650930957,0.177825910163157,0.08141548047218916,0.19760850492815105,0.15901442213798506,0.07900563734058569,0.3809021756012062,0.3756861261155488,0.07146427813681447,0.3989207912382604
1637895673.423,0.40258412451443204,0.17615511550365417,0.17887375881885176,0.42330326147162334,0.4632760173146148,0.08541824388037927,0.3750613929980695,0.37835077774332926,0.4221184220859553,0.3672370918606163,0.07083363726237171,0.2114418199085833,0.4138284322799708,0.07866179084400278,0.3747201407598917,0.16034030694661572,0.0698223508454078,0.007622106477090347,0.21993888826824803,0.055989948382764845,0.41922770541878185,0.2461797963657114,0.15966461394304185,0.28232971849587696,0.1774419356311884,0.3643721057483726,0.4725139866768358,0.47927128538927766,0.37576859551284725,0.2606069775660478,0.07859886650930957,0.177825910163157,0.08141548047218916,0.19760850492815105,0.15901442213798506,0.07900563734058569,0.3809021756012062,0.3756861261155488,0.07146427813681447,0.3989207912382604
1637895688.437,0.4242807804848099,0.1799309017399286,0.1800710554867799,0.4327741547930447,0.4732844868851137,0.09273980550789487,0.414304819437413,0.43544908106879604,0.43225700813369017,0.3833449113437568,0.06870614590848848,0.2116214928278526,0.43212849961042654,0.07799864195531685,0.391438644342766,0.16792820552451576,0.07297359191942399,0.00762149993441788,0.22231535021852672,0.05722422205368528,0.42930971509526994,0.24996343506339141,0.16545733441847732,0.2930925195748413,0.17908015125200002,0.37968986672113214,0.4802884978870875,0.48642638469079597,0.4045221645246685,0.27002256523437473,0.07864280205267868,0.18032758961408532,0.0810544947085473,0.19911439245481527,0.168464338104227,0.07972639688057848,0.39756579311059237,0.4150702165708668,0.07296559335312497,0.3892282632907448
1637895703.449,0.4242807804848099,0.1799309017399286,0.1800710554867799,0.4327741547930447,0.4732844868851137,0.09273980550789487,0.414304819437413,0.43544908106879604,0.43225700813369017,0.3833449113437568,0.06870614590848848,0.2116214928278526,0.43212849961042654,0.07799864195531685,0.391438644342766,0.16792820552451576,0.07297359191942399,0.00762149993441788,0.22231535021852672,0.05722422205368528,0.42930971509526994,0.24996343506339141,0.16545733441847732,0.2930925195748413,0.17908015125200002,0.37968986672113214,0.4802884978870875,0.48642638469079597,0.4045221645246685,0.27002256523437473,0.07864280205267868,0.18032758961408532,0.0810544947085473,0.19911439245481527,0.168464338104227,0.07972639688057848,0.39756579311059237,0.4150702165708668,0.07296559335312497,0.3892282632907448
1637895718.468,0.4240031443361675,0.17974810717439144,0.18057777628797844,0.43177036016148124,0.49742319815280195,0.09485831915142755,0.38890642858908864,0.43695236892561995,0.43115890307433913,0.38292984965095334,0.07165073586512212,0.20169970975450713,0.43277518592768993,0.07785921249541995,0.39136622975370644,0.16878217157540276,0.07054010599893144,0.0077003354089285065,0.22198660645390167,0.057252810834306375,0.4291530936481993,0.2567552975739089,0.16902024564847312,0.2988958396678321,0.1793671741861269,0.37970725173532266,0.48370399820236926,0.4778187325292703,0.3977269981566748,0.27025750580550695,0.07861052342628419,0.17906861178321712,0.08029193318831362,0.206374254784322,0.16942665267916693,0.07991950929606129,0.3975155194780473,0.4075189642119178,0.07041253874913841,0.43775993264296964
1637895733.481,0.4240031443361675,0.17974810717439144,0.18057777628797844,0.43177036016148124,0.49742319815280195,0.09485831915142755,0.38890642858908864,0.43695236892561995,0.43115890307433913,0.38292984965095334,0.07165073586512212,0.20169970975450713,0.43277518592768993,0.07785921249541995,0.39136622975370644,0.16878217157540276,0.07054010599893144,0.0077003354089285065,0.22198660645390167,0.057252810834306375,0.4291530936481993,0.2567552975739089,0.16902024564847312,0.2988958396678321,0.1793671741861269,0.37970725173532266,0.48370399820236926,0.4778187325292703,0.3977269981566748,0.27025750580550695,0.07861052342628419,0.17906861178321712,0.08029193318831362,0.206374254784322,0.16942665267916693,0.07991950929606129,0.3975155194780473,0.4075189642119178,0.07041253874913841,0.43775993264296964
1637895748.495,0.42511235225580707,0.1799979853839063,0.18111813522122833,0.4313312471685246,0.49866625055483826,0.09074803683082916,0.413479545239389,0.3986465441526434,0.4311252425393018,0.38348137908791,0.0697530375658639,0.19711940262746835,0.433125310523726,0.07764393238886566,0.3917263854161547,0.16300248225784109,0.07069177151416067,0.007438380006128847,0.22193555995082762,0.057364788044086165,0.4299976137400704,0.25651093710467987,0.15760736165516281,0.29990176236150523,0.17934752223358788,0.38038495249449117,0.4859467290749844,0.48439394130111507,0.4246492552459021,0.27110766614841414,0.0788180308862535,0.17907927394079376,0.08049405132244822,0.2056761065915057,0.17011124772071265,0.07995583592284776,0.39793258468967724,0.39764923452219797,0.07351742146987017,0.43652513143945315
1637895763.515,0.42511235225580707,0.1799979853839063,0.18111813522122833,0.4313312471685246,0.49866625055483826,0.09074803683082916,0.413479545239389,0.3986465441526434,0.4311252425393018,0.38348137908791,0.0697530375658639,0.19711940262746835,0.433125310523726,0.07764393238886566,0.3917263854161547,0.16300248225784109,0.07069177151416067,0.007438380006128847,0.22193555995082762,0.057364788044086165,0.4299976137400704,0.25651093710467987,0.15760736165516281,0.29990176236150523,0.17934752223358788,0.38038495249449117,0.4859467290749844,0.48439394130111507,0.4246492552459021,0.27110766614841414,0.0788180308862535,0.17907927394079376,0.08049405132244822,0.2056761065915057,0.17011124772071265,0.07995583592284776,0.39793258468967724,0.39764923452219797,0.07351742146987017,0.43652513143945315
1637895778.53,0.42381489960859264,0.17932903948650133,0.18075047476744133,0.4338527784309608,0.4528931179531542,0.09120235943746638,0.4136844084839896,0.4003521657594707,0.4326452427190126,0.384484927940005,0.07320669499285218,0.18870448907111254,0.4318526928475126,0.07738504070836015,0.3928050418107732,0.15109712892106017,0.07351792048853587,0.0058099416481149045,0.2214031180683077,0.05727522570518457,0.4306494608010831,0.25747958061232945,0.16852573088613107,0.30701475727446825,0.17909486128231933,0.38161537151253777,0.4997741577764437,0.4802358286798106,0.42527803894243965,0.26875487613606236,0.07785668902616283,0.17973454923082466,0.0812253049117182,0.1991290537812538,0.1663112545128258,0.07969348889410893,0.3996165135174502,0.41596806382193546,0.0735525621316312,0.4070791480656959
