"Time","pod:recommendationservice-w3-5bbcb977f8-rr877_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w4-8649bb655b-fcdz6_service:productcatalogservice_node:worker--4","pod:frontend-w1-6646bc856b-6x8bz_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-smnr2_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-82th7_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-t2lmr_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w3-59ff89795c-8s5wq_service:cartservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-fw5vn_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w4-8649bb655b-mhlwz_service:productcatalogservice_node:worker--4","pod:currencyservice-w2-cd78b8fd6-45pml_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-hbrqg_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-66565874fb-hjvqb_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-256dn_service:currencyservice_node:worker--4","pod:frontend-w2-599b6846df-m69ps_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w1-6855bd669b-fzxf2_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w4-8597bb459d-gds7v_service:recommendationservice_node:worker--4","pod:currencyservice-w1-649d8c7669-shwpf_service:currencyservice_node:worker--1.novalocal","pod:frontend-w2-599b6846df-w624d_service:frontend_node:worker--2.novalocal","pod:adservice-w3-9f97cf96-88545_service:adservice_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-789c9_service:frontend_node:worker--4","pod:recommendationservice-w4-8597bb459d-8rtlj_service:recommendationservice_node:worker--4","pod:adservice-w1-76766bdfb6-qhtld_service:adservice_node:worker--1.novalocal","pod:cartservice-w1-6d5d8bb6bc-d92fz_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-9vhfd_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-599b6846df-ght2q_service:frontend_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-2gdk7_service:frontend_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-fvn9l_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-wkfxd_service:currencyservice_node:worker--4","pod:productcatalogservice-w1-5d9b8d854-84cz4_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w3-6f8d8654c5-rk6fs_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-jd9q4_service:productcatalogservice_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-cmvjl_service:frontend_node:worker--4","pod:currencyservice-w1-649d8c7669-xhvp6_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-6646bc856b-mrvb5_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-sp7jc_service:productcatalogservice_node:worker--2.novalocal","pod:redis-cart-w3-84485f8b85-6r87l_service:redis-cart_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-fv9qf_service:frontend_node:worker--4","pod:recommendationservice-w4-8597bb459d-5z2g4_service:recommendationservice_node:worker--4","pod:recommendationservice-w2-5c774597c5-2dcbv_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-qjbjq_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-5rjrz_service:currencyservice_node:worker--3.novalocal","pod:redis-cart-w1-5fdf77f88c-4qznv_service:redis-cart_node:worker--1.novalocal"
1638810334.505,0.04413481558796335,0.12715755319487496,0.4274028063810185,0.16836476962377694,0.4739231785633068,0.12840957791046206,0.2695291433287096,0.04364748268028366,0.12380234206849931,0.46544718061815193,0.04023440787839122,0.14979975910445614,0.46572755899010665,0.5070110983542311,0.054037134340488756,0.039413540885644804,0.54173208211375,0.5123282732280829,0.3306967127526163,0.5173114536233359,0.04003723727744693,0.33777483909242134,0.26767252393030927,0.04905448594309546,0.500799689686742,0.5416597374476201,0.5448512094886064,0.43946277871756534,0.15785966375199248,0.5190124495912788,0.14691341014673917,0.5106242084059038,0.5536092813101323,0.525946026758749,0.12877482084741057,0.027644659927460194,0.48553950148912084,0.0382399502087849,0.041881765002052596,0.039464901408954214,0.50956304037072,0.003696859053354108
1638810349.543,0.04413481558796335,0.12715755319487496,0.4274028063810185,0.16836476962377694,0.4739231785633068,0.12840957791046206,0.2695291433287096,0.04364748268028366,0.12380234206849931,0.46544718061815193,0.04023440787839122,0.14979975910445614,0.46572755899010665,0.5070110983542311,0.054037134340488756,0.039413540885644804,0.54173208211375,0.5123282732280829,0.3306967127526163,0.5173114536233359,0.04003723727744693,0.33777483909242134,0.26767252393030927,0.04905448594309546,0.500799689686742,0.5416597374476201,0.5448512094886064,0.43946277871756534,0.15785966375199248,0.5190124495912788,0.14691341014673917,0.5106242084059038,0.5536092813101323,0.525946026758749,0.12877482084741057,0.027644659927460194,0.48553950148912084,0.0382399502087849,0.041881765002052596,0.039464901408954214,0.50956304037072,0.003696859053354108
1638810364.572,0.04544806862046494,0.13573916854523627,0.47980702761687505,0.19161815662194986,0.524470416528727,0.14287661551800848,0.29543531459313943,0.04447753779128007,0.13970789887968005,0.5294300174393474,0.04254116142582362,0.16069023864490867,0.5209503829468791,0.5688486539129155,0.05172289088039635,0.04294706138016007,0.6038381870166376,0.5784261976914551,0.3541317989054284,0.5860164159441503,0.04392600589337054,0.3470166191987615,0.29090530383354807,0.05227449182007443,0.5637990173878107,0.6045248243581094,0.6104062454478393,0.5224595134301733,0.17836869216418355,0.5758662041562317,0.15817191870361647,0.5636826007767713,0.606147370994138,0.5794269688798434,0.14094293934312152,0.029663953751604386,0.5755154071754442,0.04119006163973865,0.044118433941657736,0.04184916240311677,0.5660307888850014,0.0034551680191650096
1638810379.604,0.04544806862046494,0.13573916854523627,0.47980702761687505,0.19161815662194986,0.524470416528727,0.14287661551800848,0.29543531459313943,0.04447753779128007,0.13970789887968005,0.5294300174393474,0.04254116142582362,0.16069023864490867,0.5209503829468791,0.5688486539129155,0.05172289088039635,0.04294706138016007,0.6038381870166376,0.5784261976914551,0.3541317989054284,0.5860164159441503,0.04392600589337054,0.3470166191987615,0.29090530383354807,0.05227449182007443,0.5637990173878107,0.6045248243581094,0.6104062454478393,0.5224595134301733,0.17836869216418355,0.5758662041562317,0.15817191870361647,0.5636826007767713,0.606147370994138,0.5794269688798434,0.14094293934312152,0.029663953751604386,0.5755154071754442,0.04119006163973865,0.044118433941657736,0.04184916240311677,0.5660307888850014,0.0034551680191650096
1638810394.634,0.04544072783052455,0.14133752623243773,0.5029895976658451,0.1834090882893047,0.5310137505332582,0.14410831693743373,0.29740483812697166,0.04522347329055626,0.14151141649594004,0.5353357390505638,0.042956099769668236,0.16079691991811434,0.49673954199060183,0.5821994958987062,0.057085073610276885,0.04253482961504447,0.6611979836993873,0.5938371708844259,0.33908137360628043,0.600278494205023,0.04121085046742674,0.3142468526345619,0.2769034962724358,0.047528663891567416,0.5790024023443395,0.6201462340667279,0.6289993536281687,0.5018727971328703,0.17999495264600784,0.5831544557851764,0.15904719099191073,0.587489440440467,0.600350059128684,0.6058723613296314,0.14284832166309586,0.029995640449810408,0.5917855270944425,0.04131463579742447,0.04394812966521913,0.040877305319485344,0.5755821532529264,0.0037672589815480172
1638810409.661,0.04544072783052455,0.14133752623243773,0.5029895976658451,0.1834090882893047,0.5310137505332582,0.14410831693743373,0.29740483812697166,0.04522347329055626,0.14151141649594004,0.5353357390505638,0.042956099769668236,0.16079691991811434,0.49673954199060183,0.5821994958987062,0.057085073610276885,0.04253482961504447,0.6611979836993873,0.5938371708844259,0.33908137360628043,0.600278494205023,0.04121085046742674,0.3142468526345619,0.2769034962724358,0.047528663891567416,0.5790024023443395,0.6201462340667279,0.6289993536281687,0.5018727971328703,0.17999495264600784,0.5831544557851764,0.15904719099191073,0.587489440440467,0.600350059128684,0.6058723613296314,0.14284832166309586,0.029995640449810408,0.5917855270944425,0.04131463579742447,0.04394812966521913,0.040877305319485344,0.5755821532529264,0.0037672589815480172
1638810424.688,0.0456002887377051,0.14083832118427264,0.5094529881650584,0.1676204142075,0.5319290187319247,0.1443389144814268,0.2995429503846792,0.046070477440936924,0.14107848999861672,0.535947364327306,0.042825030856102335,0.16131472352381912,0.5328204539576888,0.5821094995389122,0.0555612072620766,0.03967015428219767,0.6633655948904198,0.5937684951586806,0.3225506430487982,0.5298710698284742,0.04281556013072212,0.3321280565537364,0.29396709292441026,0.052359435740160665,0.5801140732214574,0.6210452464521541,0.6303776537472102,0.5100375501364334,0.19422754292268363,0.5831636198561129,0.15933165846533903,0.5860575713267376,0.6010765540738685,0.5806445061873611,0.14307151443689614,0.030292075903512457,0.5904697330459117,0.041429607490116996,0.04356470195824731,0.04090297958858784,0.5777589549200977,0.003453940977006186
1638810439.721,0.0456002887377051,0.14083832118427264,0.5094529881650584,0.1676204142075,0.5319290187319247,0.1443389144814268,0.2995429503846792,0.046070477440936924,0.14107848999861672,0.535947364327306,0.042825030856102335,0.16131472352381912,0.5328204539576888,0.5821094995389122,0.0555612072620766,0.03967015428219767,0.6633655948904198,0.5937684951586806,0.3225506430487982,0.5298710698284742,0.04281556013072212,0.3321280565537364,0.29396709292441026,0.052359435740160665,0.5801140732214574,0.6210452464521541,0.6303776537472102,0.5100375501364334,0.19422754292268363,0.5831636198561129,0.15933165846533903,0.5860575713267376,0.6010765540738685,0.5806445061873611,0.14307151443689614,0.030292075903512457,0.5904697330459117,0.041429607490116996,0.04356470195824731,0.04090297958858784,0.5777589549200977,0.003453940977006186
1638810454.751,0.04566429445609531,0.13798939856865816,0.5357270727861073,0.1818783341533936,0.5303516252274412,0.14395307876382252,0.299555913034803,0.046139461158489124,0.14108872258298893,0.5357086364682813,0.042339668381466966,0.16127878553893135,0.5308844020059811,0.5808341348009322,0.05744507069781929,0.041242736543793276,0.6005262357109816,0.5934213769768033,0.31527373849132523,0.5988733698097337,0.04218977419992842,0.2981203410830998,0.3012880858683334,0.050236018832174295,0.5792426063650258,0.6221114830757004,0.6281535987505211,0.5094118678942972,0.19076964605978736,0.582236950400552,0.15905094857972796,0.5849614687307583,0.6606316574458546,0.5672992516585397,0.14322365072883148,0.030253510154712573,0.5787442745600714,0.040308553181745754,0.04405597343633382,0.04063737402488461,0.577088101936972,0.00347859921256317
1638810469.784,0.04566429445609531,0.13798939856865816,0.5357270727861073,0.1818783341533936,0.5303516252274412,0.14395307876382252,0.299555913034803,0.046139461158489124,0.14108872258298893,0.5357086364682813,0.042339668381466966,0.16127878553893135,0.5308844020059811,0.5808341348009322,0.05744507069781929,0.041242736543793276,0.6005262357109816,0.5934213769768033,0.31527373849132523,0.5988733698097337,0.04218977419992842,0.2981203410830998,0.3012880858683334,0.050236018832174295,0.5792426063650258,0.6221114830757004,0.6281535987505211,0.5094118678942972,0.19076964605978736,0.582236950400552,0.15905094857972796,0.5849614687307583,0.6606316574458546,0.5672992516585397,0.14322365072883148,0.030253510154712573,0.5787442745600714,0.040308553181745754,0.04405597343633382,0.04063737402488461,0.577088101936972,0.00347859921256317
