"Time","pod:productcatalogservice-w3-66565874fb-pdq2m_service:productcatalogservice_node:worker--3.novalocal","pod:redis-cart-w3-84485f8b85-mpqcf_service:redis-cart_node:worker--3.novalocal","pod:recommendationservice-w4-8597bb459d-cpnbj_service:recommendationservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-dfm2g_service:recommendationservice_node:worker--4","pod:currencyservice-w1-649d8c7669-96lkr_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w2-5c774597c5-vbvv6_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-9f97cf96-cdgkl_service:adservice_node:worker--3.novalocal","pod:currencyservice-w3-6f8d8654c5-wrv8r_service:currencyservice_node:worker--3.novalocal","pod:frontend-w1-6646bc856b-2758p_service:frontend_node:worker--1.novalocal","pod:frontend-w3-777d8d5dcb-bpsf7_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w4-8597bb459d-2v5n7_service:recommendationservice_node:worker--4","pod:productcatalogservice-w2-56c4dd84bf-qlwq7_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w3-59ff89795c-5x4zh_service:cartservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-29wkc_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-j7g7q_service:currencyservice_node:worker--4","pod:frontend-w4-8ddd87c7b-46pv6_service:frontend_node:worker--4","pod:currencyservice-w1-649d8c7669-89cgv_service:currencyservice_node:worker--1.novalocal","pod:frontend-w2-599b6846df-2nk5v_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-zwz2x_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w3-66565874fb-dt4gj_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w2-cd78b8fd6-fp9vp_service:currencyservice_node:worker--2.novalocal","pod:frontend-w4-8ddd87c7b-66kpl_service:frontend_node:worker--4","pod:productcatalogservice-w4-8649bb655b-twjx6_service:productcatalogservice_node:worker--4","pod:productcatalogservice-w1-5d9b8d854-kv4c5_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-ktsfs_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-t9w3n_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-5fdf77f88c-swjtm_service:redis-cart_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-cn2p7_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-rfbz7_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w4-656689488c-hr74h_service:currencyservice_node:worker--4","pod:cartservice-w1-6d5d8bb6bc-74hrk_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-bttpd_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-79pk8_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w3-5bbcb977f8-69tlb_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w1-76766bdfb6-slflp_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w3-5bbcb977f8-mqwkg_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-8ddd87c7b-jzr8r_service:frontend_node:worker--4","pod:productcatalogservice-w4-8649bb655b-vrftm_service:productcatalogservice_node:worker--4","pod:frontend-w1-6646bc856b-ntfwb_service:frontend_node:worker--1.novalocal","pod:frontend-w2-599b6846df-24dt7_service:frontend_node:worker--2.novalocal","pod:frontend-w2-599b6846df-jvwbz_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-b475j_service:recommendationservice_node:worker--2.novalocal"
1638811642.29,0.13803665015205202,0.010199633639030606,0.03794444556600255,0.039280098816744075,0.4730838251540389,0.039394001399416845,0.30834483152196746,0.46678915398538445,0.3622627365367023,0.5084257995302142,0.03835893342164945,0.11905193077672446,0.2504776959971079,0.5097164881076399,0.42058406861500386,0.46460224370479297,0.4781039941454167,0.45745373379717225,0.038449846105052685,0.1368222201717,0.4296424099122076,0.4503355033274689,0.11717084116065121,0.1540775179123125,0.05070091297553102,0.047461334971210335,0.02080898985538029,0.1233806514450411,0.47242578212419123,0.4145697219449409,0.2033086321460435,0.1472851017867845,0.43378116354403085,0.04165240097738091,0.318706471195752,0.04170777610950792,0.46703245526789045,0.11724508707255626,0.46448945250003437,0.4838565669602525,0.4676056606630057,0.03810784143198449
1638811657.336,0.15140292759805732,0.011025043386236267,0.040729072068650306,0.04146380429589925,0.5683969782834214,0.042230872055143434,0.3400686756626995,0.5263040214902638,0.4493676273488155,0.5736950154766669,0.04061059254023118,0.13627400685306823,0.27960118028700975,0.573077503436806,0.4749699546056093,0.5317038482871057,0.5999698897202856,0.5177942016165914,0.04181612667154428,0.1555689623653013,0.4868520504325343,0.5117898599153906,0.13061378699386958,0.17635079693617006,0.05527255568337964,0.05197558497330509,0.025189955464393968,0.13775009467920232,0.5318384410637159,0.47119210835831216,0.2362655012882458,0.17893805476844846,0.49002485232899007,0.04526927421087763,0.35122202149388776,0.04541017057863164,0.5049153800748308,0.1319224977302798,0.4941741174973264,0.5475191006067868,0.5293333622884688,0.042208435049118614
1638811672.353,0.15140292759805732,0.011025043386236267,0.040729072068650306,0.04146380429589925,0.5683969782834214,0.042230872055143434,0.3400686756626995,0.5263040214902638,0.4493676273488155,0.5736950154766669,0.04061059254023118,0.13627400685306823,0.27960118028700975,0.573077503436806,0.4749699546056093,0.5317038482871057,0.5999698897202856,0.5177942016165914,0.04181612667154428,0.1555689623653013,0.4868520504325343,0.5117898599153906,0.13061378699386958,0.17635079693617006,0.05527255568337964,0.05197558497330509,0.025189955464393968,0.13775009467920232,0.5318384410637159,0.47119210835831216,0.2362655012882458,0.17893805476844846,0.49002485232899007,0.04526927421087763,0.35122202149388776,0.04541017057863164,0.5049153800748308,0.1319224977302798,0.4941741174973264,0.5475191006067868,0.5293333622884688,0.042208435049118614
1638811687.414,0.15934379030361506,0.01140060776658659,0.04023682622352502,0.04350149551858776,0.6295254196463345,0.04353892724709453,0.3346509169614163,0.5650101615839427,0.49994271972138155,0.6280378977942926,0.042041613419587884,0.14206908496887424,0.295672158315053,0.6286058183032022,0.5187623290472734,0.5841641894423697,0.6454117836421841,0.5654598191279527,0.04285353060991817,0.15888579503759387,0.521737169389122,0.5580131489581266,0.1408000730588978,0.17932451209405303,0.05474626505224402,0.05381689557183218,0.02684192569618297,0.1430980531717081,0.5715324427989685,0.5161125290221292,0.25223954902502477,0.17856937554190058,0.5276946574301231,0.046054084852370974,0.32214609727474497,0.04558192980022527,0.5491099602850654,0.1415720210366272,0.5484325201386666,0.6000976555217143,0.5787009430525218,0.04204412265033118
1638811702.445,0.15934379030361506,0.01140060776658659,0.04023682622352502,0.04350149551858776,0.6295254196463345,0.04353892724709453,0.3346509169614163,0.5650101615839427,0.49994271972138155,0.6280378977942926,0.042041613419587884,0.14206908496887424,0.295672158315053,0.6286058183032022,0.5187623290472734,0.5841641894423697,0.6454117836421841,0.5654598191279527,0.04285353060991817,0.15888579503759387,0.521737169389122,0.5580131489581266,0.1408000730588978,0.17932451209405303,0.05474626505224402,0.05381689557183218,0.02684192569618297,0.1430980531717081,0.5715324427989685,0.5161125290221292,0.25223954902502477,0.17856937554190058,0.5276946574301231,0.046054084852370974,0.32214609727474497,0.04558192980022527,0.5491099602850654,0.1415720210366272,0.5484325201386666,0.6000976555217143,0.5787009430525218,0.04204412265033118
1638811717.474,0.16063249556741133,0.011616864020557248,0.04149815318845787,0.041946650566165276,0.6050761399751379,0.04374661671954384,0.3188899460533492,0.5691556474548202,0.5039676416541222,0.6298564268263558,0.042069571260588134,0.1428934820570059,0.29784314191713596,0.6290263882423553,0.5176920246429237,0.5354645016987127,0.6314529200911352,0.567613234170399,0.04332520452925477,0.16030611082216545,0.52362753871336,0.5675894660313339,0.1404682783267894,0.18979564863426754,0.0563526505078345,0.055859683892022054,0.026406115655670803,0.14432979301946383,0.5766341500232989,0.5165378657420414,0.2637726064295891,0.1818141661916997,0.5311479536122583,0.04566350416760381,0.3117960141297083,0.04565024273544972,0.5816813303226503,0.14158589454027234,0.5929248194878527,0.603131834887833,0.5807184118133887,0.042038794412483566
1638811732.503,0.16063249556741133,0.011616864020557248,0.04149815318845787,0.041946650566165276,0.6050761399751379,0.04374661671954384,0.3188899460533492,0.5691556474548202,0.5039676416541222,0.6298564268263558,0.042069571260588134,0.1428934820570059,0.29784314191713596,0.6290263882423553,0.5176920246429237,0.5354645016987127,0.6314529200911352,0.567613234170399,0.04332520452925477,0.16030611082216545,0.52362753871336,0.5675894660313339,0.1404682783267894,0.18979564863426754,0.0563526505078345,0.055859683892022054,0.026406115655670803,0.14432979301946383,0.5766341500232989,0.5165378657420414,0.2637726064295891,0.1818141661916997,0.5311479536122583,0.04566350416760381,0.3117960141297083,0.04565024273544972,0.5816813303226503,0.14158589454027234,0.5929248194878527,0.603131834887833,0.5807184118133887,0.042038794412483566
1638811747.536,0.16048053596421308,0.011565651978015758,0.04014900684177792,0.042238603754248136,0.6533192881563833,0.04429182332275572,0.31218276189907457,0.5725590460210063,0.48318918290251356,0.6308187981478262,0.0408537137971997,0.14402990798002918,0.29930921443408975,0.6298071675755601,0.5187532927603304,0.5888617999213372,0.6372505255282352,0.5707433063265017,0.04335699533873508,0.16085538787569467,0.5278131634315288,0.5669269004897161,0.13412849495043735,0.18883662230299575,0.05167529501170529,0.05374609317491405,0.026314035461482865,0.14521195664306433,0.5799638426334179,0.5175900541736935,0.26327451109165556,0.17798809351950023,0.5333127044575698,0.04589138724878181,0.29617140688009724,0.04533994807949395,0.5833047104228988,0.14087372250735172,0.5537047528944977,0.6053845698820522,0.5850380308198895,0.042689920437395404
1638811762.57,0.16048053596421308,0.011565651978015758,0.04014900684177792,0.042238603754248136,0.6533192881563833,0.04429182332275572,0.31218276189907457,0.5725590460210063,0.48318918290251356,0.6308187981478262,0.0408537137971997,0.14402990798002918,0.29930921443408975,0.6298071675755601,0.5187532927603304,0.5888617999213372,0.6372505255282352,0.5707433063265017,0.04335699533873508,0.16085538787569467,0.5278131634315288,0.5669269004897161,0.13412849495043735,0.18883662230299575,0.05167529501170529,0.05374609317491405,0.026314035461482865,0.14521195664306433,0.5799638426334179,0.5175900541736935,0.26327451109165556,0.17798809351950023,0.5333127044575698,0.04589138724878181,0.29617140688009724,0.04533994807949395,0.5833047104228988,0.14087372250735172,0.5537047528944977,0.6053845698820522,0.5850380308198895,0.042689920437395404
1638811777.605,0.16097193360571663,0.011395738612368393,0.04090525320264866,0.042511525268257314,0.656039511730137,0.04414788344576316,0.3110678829328721,0.5729122524260193,0.5280313504368276,0.6304334744000603,0.03950195205602748,0.14425705565492675,0.30325126506514494,0.6294774174235078,0.5185854972170757,0.5617297362234723,0.6211995193349671,0.5713504369068791,0.0434487697932964,0.1607214124722165,0.5288149490074081,0.5658633125348785,0.1406339787141292,0.18898845919548302,0.05136825538050509,0.05508167143463481,0.023042593953831826,0.14553618130719143,0.5802230766821408,0.49727392096550105,0.26039628064659126,0.17904885347593202,0.5339852817495325,0.04628759267696564,0.30945314459178663,0.0453307663528828,0.5589199971798268,0.1410226676543988,0.6020127053574381,0.6055960332235539,0.5866224272341116,0.04350848446614622
