"Time","pod:frontend-w2-777d8d5dcb-5tml6_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-mhld8_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w4-6855bd669b-86tvk_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-7sxds_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w4-649d8c7669-ggj9x_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-hvnqh_service:frontend_node:worker--4.novalocal","pod:frontend-w1-599b6846df-r29nt_service:frontend_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-b6tq4_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-cq6rs_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-z4rbh_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-rh9k6_service:currencyservice_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-wlkq6_service:cartservice_node:worker--3","pod:recommendationservice-w1-5c774597c5-nxwfd_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-tgtck_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-4qhcj_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-t26c7_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-d4kj2_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-s9f5x_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-gqhmq_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-62mhm_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-889n7_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-hn6rt_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-krzj9_service:frontend_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-dfjfh_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-bqp8f_service:currencyservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-4cbt5_service:adservice_node:worker--3","pod:productcatalogservice-w2-66565874fb-d9nv5_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-gqvdf_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-gkq98_service:currencyservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-blj74_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-kg8br_service:adservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-6whvw_service:frontend_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-hmtph_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-8x55j_service:productcatalogservice_node:worker--3","pod:cartservice-w1-86744bdcbd-dxtpg_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-mnkpk_service:currencyservice_node:worker--1.novalocal"
1637025547.741,0.7088480224937475,0.15726253374739452,0.06374029466343839,0.13708243840113557,0.01979068686982807,0.598073021402139,0.6835853362591183,0.5903695541015306,0.60718975680309,0.05173116903210552,0.6152018409808333,0.45979587988344833,0.24375254344103345,0.05424945615280749,0.5547771664260148,0.12807230446722268,0.05148312135575618,0.18099319382588405,0.0672344034201085,0.13234884581901357,0.05206763534510455,0.057154973127725966,0.45350848091854623,0.5755888004182825,0.02107549088351897,0.5605203845127084,0.545838133655102,0.25463238669209454,0.15838609850613086,0.05995838859389723,0.4422105939595895,0.16080110304777823,0.24685737805653568,0.5963822055244528,0.6973434169781209,0.1317783202848572,0.24009126954674787,0.4540955069507688
1637025562.833,0.7949872716004129,0.17273209949100704,0.06594967219996196,0.14784436293769201,0.02127349884593317,0.6475671380722916,0.8249724992617851,0.66376444776622,0.6724541361247989,0.0557011795736102,0.7051289673154167,0.5173214858041262,0.2570353974283861,0.058261028709705134,0.618603944532639,0.14420757939937864,0.05630163008889871,0.2037395357310042,0.0666857320493281,0.1446273264606059,0.05578306737095803,0.06115616129218918,0.49538552519417217,0.6761196753122671,0.022438477360776025,0.6623346606853492,0.6082646332513661,0.251528505498529,0.17132940252869705,0.06280758946641557,0.5113109262117128,0.1863616507023901,0.2630940272068051,0.6726483132350505,0.7807389664727533,0.14456961836808901,0.27333258691011064,0.5145137314715034
1637025577.851,0.7949872716004129,0.17273209949100704,0.06594967219996196,0.14784436293769201,0.02127349884593317,0.6475671380722916,0.8249724992617851,0.66376444776622,0.6724541361247989,0.0557011795736102,0.7051289673154167,0.5173214858041262,0.2570353974283861,0.058261028709705134,0.618603944532639,0.14420757939937864,0.05630163008889871,0.2037395357310042,0.0666857320493281,0.1446273264606059,0.05578306737095803,0.06115616129218918,0.49538552519417217,0.6761196753122671,0.022438477360776025,0.6623346606853492,0.6082646332513661,0.251528505498529,0.17132940252869705,0.06280758946641557,0.5113109262117128,0.1863616507023901,0.2630940272068051,0.6726483132350505,0.7807389664727533,0.14456961836808901,0.27333258691011064,0.5145137314715034
1637025592.874,0.8272724773091052,0.17380720380750322,0.06879855276439292,0.1493556085052043,0.021976491928316896,0.6951062229705677,0.8558999025027934,0.685605650376316,0.6920747628646815,0.055873843550803555,0.7602091688971954,0.5263540997273259,0.25313245689772096,0.05719121230442955,0.6325372746935238,0.14594707877671756,0.056226637001040636,0.20403857433672562,0.06328870931869715,0.1466052089698868,0.05466711975663151,0.06087921129344467,0.5212908650204935,0.6899897586004363,0.0236242342168223,0.6759026552937174,0.6202676349560015,0.26526384333432507,0.1712764688119902,0.06359443283022802,0.5225555672388693,0.184631275080469,0.26858439963104375,0.696004050905782,0.8115391853470152,0.14599537865558884,0.276421480683733,0.5239682255540798
1637025607.907,0.8272724773091052,0.17380720380750322,0.06879855276439292,0.1493556085052043,0.021976491928316896,0.6951062229705677,0.8558999025027934,0.685605650376316,0.6920747628646815,0.055873843550803555,0.7602091688971954,0.5263540997273259,0.25313245689772096,0.05719121230442955,0.6325372746935238,0.14594707877671756,0.056226637001040636,0.20403857433672562,0.06328870931869715,0.1466052089698868,0.05466711975663151,0.06087921129344467,0.5212908650204935,0.6899897586004363,0.0236242342168223,0.6759026552937174,0.6202676349560015,0.26526384333432507,0.1712764688119902,0.06359443283022802,0.5225555672388693,0.184631275080469,0.26858439963104375,0.696004050905782,0.8115391853470152,0.14599537865558884,0.276421480683733,0.5239682255540798
1637025622.928,0.8273688377412729,0.1742048391258797,0.06865323537112691,0.14884417493254992,0.021940137132397945,0.6948538532140802,0.7908757704504354,0.6861844247632721,0.7055781577226177,0.05359929789680756,0.7490175734021148,0.5264940538862638,0.2572104561010856,0.05700928847677302,0.6331701896171857,0.1362135077674057,0.05510973339924986,0.20332235518265374,0.06728336959884387,0.14687520939316254,0.054403474580417374,0.06115871795024355,0.521871026098884,0.7018614235122923,0.023275122030330376,0.685367097048472,0.6210161092113581,0.2759439824971033,0.1713051734515493,0.06370579397547929,0.5227358904989221,0.18799777772901935,0.2682431790673014,0.6960116313558192,0.8129960311256658,0.14532532022205716,0.2763930526740905,0.5239406656563295
1637025637.954,0.8273688377412729,0.1742048391258797,0.06865323537112691,0.14884417493254992,0.021940137132397945,0.6948538532140802,0.7908757704504354,0.6861844247632721,0.7055781577226177,0.05359929789680756,0.7490175734021148,0.5264940538862638,0.2572104561010856,0.05700928847677302,0.6331701896171857,0.1362135077674057,0.05510973339924986,0.20332235518265374,0.06728336959884387,0.14687520939316254,0.054403474580417374,0.06115871795024355,0.521871026098884,0.7018614235122923,0.023275122030330376,0.685367097048472,0.6210161092113581,0.2759439824971033,0.1713051734515493,0.06370579397547929,0.5227358904989221,0.18799777772901935,0.2682431790673014,0.6960116313558192,0.8129960311256658,0.14532532022205716,0.2763930526740905,0.5239406656563295
1637025652.98,0.8292737738995972,0.17470793201336285,0.07070674932027735,0.14795278494390776,0.021738314177117093,0.6944404982422241,0.8526965924221137,0.6864647712172945,0.7062630277228704,0.053155868035312095,0.7521216334938329,0.5242775380067172,0.2642024812949424,0.05658662783464043,0.6351911910678285,0.14564095128648807,0.05539801083435033,0.1919097006757194,0.06814643796740893,0.14663546845596476,0.05415821721471295,0.062014805453997526,0.5213198485069789,0.6912939500220098,0.023861303045894372,0.6490311623240057,0.6220355661027634,0.2758286293346375,0.17124471710551709,0.06394611894953792,0.5218742516839998,0.19142608353391072,0.2672551954869571,0.6961955813547752,0.8144384954072843,0.1453145100234744,0.27521346305465066,0.5235241858798197
1637025668,0.8292737738995972,0.17470793201336285,0.07070674932027735,0.14795278494390776,0.021738314177117093,0.6944404982422241,0.8526965924221137,0.6864647712172945,0.7062630277228704,0.053155868035312095,0.7521216334938329,0.5242775380067172,0.2642024812949424,0.05658662783464043,0.6351911910678285,0.14564095128648807,0.05539801083435033,0.1919097006757194,0.06814643796740893,0.14663546845596476,0.05415821721471295,0.062014805453997526,0.5213198485069789,0.6912939500220098,0.023861303045894372,0.6490311623240057,0.6220355661027634,0.2758286293346375,0.17124471710551709,0.06394611894953792,0.5218742516839998,0.19142608353391072,0.2672551954869571,0.6961955813547752,0.8144384954072843,0.1453145100234744,0.27521346305465066,0.5235241858798197
1637025683.025,0.8292035965915838,0.17428630279893442,0.06841206697620772,0.1488166624577108,0.02153286586970403,0.697183307830175,0.8328621318942251,0.6882784575491687,0.7068702146072229,0.05494419272651957,0.7188533570921203,0.5249287353075425,0.26392459550828534,0.05640934864852024,0.6347440965126643,0.13909454680823682,0.055420023563184824,0.19842127916688637,0.06842095365251874,0.14806031977254683,0.05462823641273445,0.061812571310128794,0.5200088449056618,0.7024572744169608,0.02382119606014317,0.6662888737705621,0.6218525254007896,0.27795727411294247,0.17034905946353548,0.06317502938863415,0.47806419722640503,0.19075784704813692,0.26887081556107784,0.6964946264888667,0.8151595490654215,0.14527200602975393,0.27526329615455686,0.5243456811505154
