"Time","pod:frontend-w1-599b6846df-wjldz_service:frontend_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-9vmft_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-nlfl8_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-z5ww7_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-zp44k_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-r5gbw_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-bkh25_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-vznlk_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w4-649d8c7669-kgtc5_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-g4l9w_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w2-6f8d8654c5-2zc9g_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w1-5c774597c5-6k6mw_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-flxp2_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-bxfqb_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-wc64l_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-k588w_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-69pv4_service:frontend_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-kg8br_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-f86h6_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-wtj85_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w4-649d8c7669-pqd4b_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-95cfd_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-hsc5s_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-zbtq2_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-4cbt5_service:adservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-vgnlt_service:productcatalogservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:recommendationservice-w4-6855bd669b-g2w5q_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-x9lm9_service:frontend_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-cr4q7_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-wlkq6_service:cartservice_node:worker--3","pod:currencyservice-w3-656689488c-lndqc_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-ctv2s_service:frontend_node:worker--3","pod:productcatalogservice-w3-8649bb655b-kmb2x_service:productcatalogservice_node:worker--3","pod:cartservice-w1-86744bdcbd-dxtpg_service:cartservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-56zrl_service:frontend_node:worker--3","pod:frontend-w4-6646bc856b-s49kq_service:frontend_node:worker--4.novalocal"
1637026849.491,0.5635529919114627,0.018230030251403684,0.5439925004841045,0.062148292980404626,0.049713126342845755,0.15380455387107814,0.437339031220385,0.1601102178488012,0.06299847718115754,0.5579977745185689,0.15706749824641408,0.5442947921508756,0.05053322769579367,0.0496830306939062,0.6816387495906866,0.4266926701344129,0.04937409370237409,0.6409045503334229,0.22127108214071484,0.12299688731941673,0.12387109752874687,0.5800647588751456,0.059841264339593137,0.4352290455485317,0.16103324115993556,0.2270055743855623,0.12260309463052863,0.020984123046559684,0.06045188150123067,0.559131263128013,0.6834491522039491,0.21408712475492886,0.41920903453832203,0.5685049369302638,0.12124560604784435,0.2265461005347635,0.5732838752114882,0.6142134644241667
1637026864.514,0.6373868164552586,0.02045903231438089,0.6110982500364859,0.06817692511608583,0.05440514335247708,0.18127224474102266,0.48567321164032473,0.17830572582683532,0.06811327561135092,0.6232291982681251,0.19324653541669784,0.6120935961323601,0.055358241072696865,0.05420566494476,0.7687976674879639,0.48283020511205343,0.052647030745399524,0.7334939805007625,0.250578337225557,0.14087904127325765,0.13911542084066325,0.6513450534727012,0.07354133795320875,0.49204167984384495,0.1794376742396569,0.25577123032097304,0.13918602695050492,0.022077002351902124,0.07172852183120265,0.6320290847609988,0.7707316017546688,0.25078298460101695,0.49596958618632325,0.6099565807002023,0.1368956292847319,0.25505647527960695,0.6226682896028417,0.7421516847207884
1637026879.532,0.6373868164552586,0.02045903231438089,0.6110982500364859,0.06817692511608583,0.05440514335247708,0.18127224474102266,0.48567321164032473,0.17830572582683532,0.06811327561135092,0.6232291982681251,0.19324653541669784,0.6120935961323601,0.055358241072696865,0.05420566494476,0.7687976674879639,0.48283020511205343,0.052647030745399524,0.7334939805007625,0.250578337225557,0.14087904127325765,0.13911542084066325,0.6513450534727012,0.07354133795320875,0.49204167984384495,0.1794376742396569,0.25577123032097304,0.13918602695050492,0.022077002351902124,0.07172852183120265,0.6320290847609988,0.7707316017546688,0.25078298460101695,0.49596958618632325,0.6099565807002023,0.1368956292847319,0.25505647527960695,0.6226682896028417,0.7421516847207884
1637026894.559,0.6879869395745484,0.021648478456106963,0.6477467894506675,0.06835014292255492,0.05401649442638678,0.19559698684113236,0.5160776074192541,0.18153758703283782,0.06782218453046858,0.6696767546350714,0.18707830723609878,0.6508498435761556,0.055993013088396326,0.05560283669792509,0.8318219720133156,0.49524529356151414,0.05390371861069321,0.8046074419672182,0.2605991119992086,0.14497592336106307,0.1442369876761758,0.7219334124437989,0.06704787299148326,0.5181890664112185,0.1823681823398927,0.2751469305583794,0.13984539434199234,0.023132258034410706,0.07207166187003669,0.6828999792332292,0.8345864822638105,0.26791310548399394,0.49667553192249014,0.653031704386627,0.14724007319165033,0.26957235633549226,0.68916916641966,0.8036376701640772
1637026909.593,0.6879869395745484,0.021648478456106963,0.6477467894506675,0.06835014292255492,0.05401649442638678,0.19559698684113236,0.5160776074192541,0.18153758703283782,0.06782218453046858,0.6696767546350714,0.18707830723609878,0.6508498435761556,0.055993013088396326,0.05560283669792509,0.8318219720133156,0.49524529356151414,0.05390371861069321,0.8046074419672182,0.2605991119992086,0.14497592336106307,0.1442369876761758,0.7219334124437989,0.06704787299148326,0.5181890664112185,0.1823681823398927,0.2751469305583794,0.13984539434199234,0.023132258034410706,0.07207166187003669,0.6828999792332292,0.8345864822638105,0.26791310548399394,0.49667553192249014,0.653031704386627,0.14724007319165033,0.26957235633549226,0.68916916641966,0.8036376701640772
1637026924.613,0.687930059948692,0.021485609346925935,0.6484383150914791,0.06848998481429915,0.05590834447083526,0.18498546160880283,0.5171189157962393,0.18209967551504513,0.06765399106612922,0.6775519703557835,0.18907587460521724,0.651882067129163,0.056644025508379985,0.05522993635003276,0.830767134900467,0.5189025544532989,0.05673372460602683,0.7697849958914387,0.26140866158662557,0.1450376856215541,0.14485873167112717,0.6638992486640442,0.06930693220903351,0.5175495770884895,0.18175601986409456,0.27440169427503325,0.13732673824513342,0.023114656619840336,0.06807885986407167,0.6842670451583269,0.8338660711813338,0.25951717881235103,0.5197496375001982,0.6966102130695564,0.1475503516922359,0.2694588794989887,0.7060671070194812,0.798364085024289
1637026939.639,0.687930059948692,0.021485609346925935,0.6484383150914791,0.06848998481429915,0.05590834447083526,0.18498546160880283,0.5171189157962393,0.18209967551504513,0.06765399106612922,0.6775519703557835,0.18907587460521724,0.651882067129163,0.056644025508379985,0.05522993635003276,0.830767134900467,0.5189025544532989,0.05673372460602683,0.7697849958914387,0.26140866158662557,0.1450376856215541,0.14485873167112717,0.6638992486640442,0.06930693220903351,0.5175495770884895,0.18175601986409456,0.27440169427503325,0.13732673824513342,0.023114656619840336,0.06807885986407167,0.6842670451583269,0.8338660711813338,0.25951717881235103,0.5197496375001982,0.6966102130695564,0.1475503516922359,0.2694588794989887,0.7060671070194812,0.798364085024289
1637026954.667,0.6892875767996703,0.021308745870349595,0.6473020268952541,0.06837184182290709,0.05346027531255635,0.19054498543536655,0.5171147323637495,0.18103521111684845,0.06789158287654928,0.6435392414320917,0.19080166734172915,0.6504779153352709,0.057057538314559196,0.055290782840423935,0.8306423005719923,0.5192480925249883,0.05394162119436342,0.7209994807759608,0.26236875921039854,0.14532128216610643,0.144980779716328,0.6946169707089807,0.06911178269687297,0.5173607899937032,0.18133164514039385,0.2612924016261231,0.14615418244233835,0.023091480025555004,0.07191749456998575,0.6868287656915033,0.8328923178454878,0.26716288101580754,0.5202356383475791,0.6846754923339486,0.14478848184832055,0.2690492682775462,0.6755934123874847,0.8008968197839048
1637026969.698,0.6892875767996703,0.021308745870349595,0.6473020268952541,0.06837184182290709,0.05346027531255635,0.19054498543536655,0.5171147323637495,0.18103521111684845,0.06789158287654928,0.6435392414320917,0.19080166734172915,0.6504779153352709,0.057057538314559196,0.055290782840423935,0.8306423005719923,0.5192480925249883,0.05394162119436342,0.7209994807759608,0.26236875921039854,0.14532128216610643,0.144980779716328,0.6946169707089807,0.06911178269687297,0.5173607899937032,0.18133164514039385,0.2612924016261231,0.14615418244233835,0.023091480025555004,0.07191749456998575,0.6868287656915033,0.8328923178454878,0.26716288101580754,0.5202356383475791,0.6846754923339486,0.14478848184832055,0.2690492682775462,0.6755934123874847,0.8008968197839048
1637026984.717,0.6898885078315692,0.0214195792842133,0.648461503003214,0.06767953981298873,0.05480059895042996,0.19553677421589777,0.5180993462816331,0.18162838296218725,0.06819444773893824,0.695515792385258,0.19656243590223568,0.6509557692355221,0.05704834352215102,0.05542885585405302,0.8297284665434622,0.5199535804454706,0.057442834786023446,0.7069788597995889,0.2613968150951032,0.14536891465742693,0.1449684281346155,0.7002012736450058,0.06639236972231319,0.5173940307797704,0.18120554728262192,0.25514023878152825,0.14651864312657686,0.02289826167090053,0.06928849040803808,0.6876082692066848,0.8326985724978627,0.2678577863569851,0.49245580944873885,0.6996833408852813,0.1483672455111892,0.27008951521941366,0.6790811455496659,0.8116488555811051
