"Time","pod:currencyservice-w4-cd78b8fd6-f9f67_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-rzc44_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-xz7qg_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-qtxpl_service:currencyservice_node:worker--2","pod:currencyservice-w2-656689488c-vbnc2_service:currencyservice_node:worker--2","pod:cartservice-w3-6d5d8bb6bc-t9shx_service:cartservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-f2jb2_service:frontend_node:worker--3.novalocal","pod:redis-cart-w3-5fdf77f88c-qbj6c_service:redis-cart_node:worker--3.novalocal","pod:frontend-w4-599b6846df-wqrbs_service:frontend_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-rt56b_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-l6cg6_service:productcatalogservice_node:worker--2","pod:recommendationservice-w4-5c774597c5-96btw_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-9qrq8_service:currencyservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-87ks2_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-m4dnt_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-nvnmq_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-6rvjh_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-7c55q_service:frontend_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-88hjj_service:frontend_node:worker--2","pod:frontend-w2-8ddd87c7b-fnjnd_service:frontend_node:worker--2","pod:productcatalogservice-w2-8649bb655b-gwcxp_service:productcatalogservice_node:worker--2","pod:frontend-w4-599b6846df-zzxlg_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-5cwq5_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w1-9f97cf96-sxxq4_service:adservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-ff69b_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-rh47h_service:recommendationservice_node:worker--2","pod:adservice-w3-76766bdfb6-fmtqr_service:adservice_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-hzxfx_service:productcatalogservice_node:worker--4.novalocal","pod:cartservice-w1-59ff89795c-5b46h_service:cartservice_node:worker--1.novalocal","pod:redis-cart-w1-84485f8b85-l5tfx_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-qcx4r_service:recommendationservice_node:worker--2","pod:currencyservice-w3-649d8c7669-bxlmh_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-ptm9n_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-z4m8k_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w3-5d9b8d854-xfcmd_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-h5w65_service:recommendationservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-qq5q4_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-4skqs_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-cwbzn_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-nncbh_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-8597bb459d-9j86f_service:recommendationservice_node:worker--2","pod:frontend-w3-6646bc856b-drn7d_service:frontend_node:worker--3.novalocal"
1638844567.121,0.4639954917158791,0.040926124915419776,0.04487151830305265,0.44098484281182615,0.4584844564852881,0.23773378215857782,0.4765371870638842,0.029958512558279596,0.5121563018346509,0.5329527204202142,0.12817301271696152,0.04063883193217242,0.5103363297948185,0.5147107762374962,0.5473792607372784,0.16635409274739926,0.46248483090126025,0.5451799386676628,0.48069017605272524,0.5035130884585213,0.12661331564820294,0.5084230135343117,0.03952597729465991,0.33074304649355835,0.04455077187850109,0.04109194689291462,0.3203012657356157,0.13061506706486853,0.26646925554425194,0.0035556728093504852,0.03998575818130827,0.51689924056375,0.13066320722406932,0.14905001318969482,0.17353186021906858,0.053329060335458006,0.05340463314838966,0.5142592601412661,0.5099511100138981,0.1501048498001409,0.03926541417612735,0.41159600192405343
1638844582.152,0.4639954917158791,0.040926124915419776,0.04487151830305265,0.44098484281182615,0.4584844564852881,0.23773378215857782,0.4765371870638842,0.029958512558279596,0.5121563018346509,0.5329527204202142,0.12817301271696152,0.04063883193217242,0.5103363297948185,0.5147107762374962,0.5473792607372784,0.16635409274739926,0.46248483090126025,0.5451799386676628,0.48069017605272524,0.5035130884585213,0.12661331564820294,0.5084230135343117,0.03952597729465991,0.33074304649355835,0.04455077187850109,0.04109194689291462,0.3203012657356157,0.13061506706486853,0.26646925554425194,0.0035556728093504852,0.03998575818130827,0.51689924056375,0.13066320722406932,0.14905001318969482,0.17353186021906858,0.053329060335458006,0.05340463314838966,0.5142592601412661,0.5099511100138981,0.1501048498001409,0.03926541417612735,0.41159600192405343
1638844597.175,0.5212911401325564,0.04301944015488775,0.04645408397781286,0.5099436588846034,0.5128859841102253,0.2719078568014439,0.5467850786061141,0.03143601076290631,0.5755075818175253,0.5966630993439029,0.14447195035814436,0.04317483268025526,0.5709000571872258,0.5787998962810278,0.5864912208902178,0.1930165270740674,0.5212794088126285,0.6125638949168397,0.5737106555220791,0.5657386555524522,0.13610742983677904,0.5707416566305357,0.042196876639451,0.3460166814917415,0.045742721886842766,0.04417130558865481,0.32011564347791666,0.142007271421602,0.2942263034278684,0.0033770183234363618,0.0420169764353158,0.5941554851018047,0.14377462710326042,0.1615161195611832,0.16900883113780393,0.05249961672354908,0.054574702023004386,0.5756140873746451,0.5698074600841339,0.16125367437070526,0.043070054986933566,0.5127118926156099
1638844612.205,0.5212911401325564,0.04301944015488775,0.04645408397781286,0.5099436588846034,0.5128859841102253,0.2719078568014439,0.5467850786061141,0.03143601076290631,0.5755075818175253,0.5966630993439029,0.14447195035814436,0.04317483268025526,0.5709000571872258,0.5787998962810278,0.5864912208902178,0.1930165270740674,0.5212794088126285,0.6125638949168397,0.5737106555220791,0.5657386555524522,0.13610742983677904,0.5707416566305357,0.042196876639451,0.3460166814917415,0.045742721886842766,0.04417130558865481,0.32011564347791666,0.142007271421602,0.2942263034278684,0.0033770183234363618,0.0420169764353158,0.5941554851018047,0.14377462710326042,0.1615161195611832,0.16900883113780393,0.05249961672354908,0.054574702023004386,0.5756140873746451,0.5698074600841339,0.16125367437070526,0.043070054986933566,0.5127118926156099
1638844627.243,0.5294334261809914,0.04309470014871142,0.04559405624473318,0.527886941919719,0.525766806275187,0.2699807231227509,0.5657826142632671,0.03496798981067301,0.5944894515461834,0.6190982144665313,0.1456649213484945,0.04288591403474548,0.5822028313141421,0.5865692130463764,0.6092733290478058,0.19346340387685634,0.528762469565636,0.6358809381778113,0.5949610204955493,0.5758723859957229,0.14562096086042442,0.5924090529706061,0.04105266914078351,0.32857240676098104,0.04592857450091624,0.04157194741424567,0.34055704116387586,0.14310499610513686,0.2964894039942081,0.003362069723837527,0.043287074413662995,0.6315010343295708,0.14451438534299715,0.16105633886093496,0.18574790544120928,0.05021180755411864,0.053386248445494014,0.5957694654743212,0.5797248473726396,0.1606938225589204,0.04089230446218517,0.5292791623394806
1638844642.284,0.5294334261809914,0.04309470014871142,0.04559405624473318,0.527886941919719,0.525766806275187,0.2699807231227509,0.5657826142632671,0.03496798981067301,0.5944894515461834,0.6190982144665313,0.1456649213484945,0.04288591403474548,0.5822028313141421,0.5865692130463764,0.6092733290478058,0.19346340387685634,0.528762469565636,0.6358809381778113,0.5949610204955493,0.5758723859957229,0.14562096086042442,0.5924090529706061,0.04105266914078351,0.32857240676098104,0.04592857450091624,0.04157194741424567,0.34055704116387586,0.14310499610513686,0.2964894039942081,0.003362069723837527,0.043287074413662995,0.6315010343295708,0.14451438534299715,0.16105633886093496,0.18574790544120928,0.05021180755411864,0.053386248445494014,0.5957694654743212,0.5797248473726396,0.1606938225589204,0.04089230446218517,0.5292791623394806
1638844657.332,0.5305202249006631,0.04354287818832318,0.04572891439472025,0.5154489302119417,0.527920284994196,0.27139087577712195,0.6045892000705727,0.03463375545968604,0.5944254039705593,0.6216747136555242,0.14655000335291735,0.043146236398252096,0.5854636100803343,0.5989710169670994,0.6568999694979815,0.1980452688233671,0.5301653299760918,0.6396986550081424,0.5966708262757554,0.5893377729853551,0.14703536627591737,0.5942500855078007,0.04099622415117474,0.3147795253979639,0.046138349269095394,0.04242509339541048,0.30507901703247653,0.143776509802492,0.29621255487999143,0.0033781638575199,0.043382588941871345,0.635525823250011,0.1445619630941121,0.1612853194717699,0.18722904965569498,0.05022796888746201,0.05129945712848157,0.596321460322039,0.5821967162211694,0.1597658309376052,0.04312073592423127,0.4974837398947809
1638844672.349,0.5305202249006631,0.04354287818832318,0.04572891439472025,0.5154489302119417,0.527920284994196,0.27139087577712195,0.6045892000705727,0.03463375545968604,0.5944254039705593,0.6216747136555242,0.14655000335291735,0.043146236398252096,0.5854636100803343,0.5989710169670994,0.6568999694979815,0.1980452688233671,0.5301653299760918,0.6396986550081424,0.5966708262757554,0.5893377729853551,0.14703536627591737,0.5942500855078007,0.04099622415117474,0.3147795253979639,0.046138349269095394,0.04242509339541048,0.30507901703247653,0.143776509802492,0.29621255487999143,0.0033781638575199,0.043382588941871345,0.635525823250011,0.1445619630941121,0.1612853194717699,0.18722904965569498,0.05022796888746201,0.05129945712848157,0.596321460322039,0.5821967162211694,0.1597658309376052,0.04312073592423127,0.4974837398947809
1638844687.386,0.5304402917212796,0.042947800082126085,0.045533318164608934,0.5302797733288764,0.5028598021627979,0.28179034125509766,0.5262348121294318,0.035703407987094406,0.5932056983738776,0.6205447730053104,0.14338442952805444,0.04345132226154781,0.5860279952201733,0.5988999765136241,0.6387663693918738,0.18168105877131902,0.5296399545616456,0.6420229357766577,0.585593555118957,0.5895309738043348,0.14745613898117788,0.5935593173244273,0.04087875133863142,0.31252351743318985,0.04661534761526176,0.04340713376951698,0.3099463767082693,0.14335356583344544,0.28990791434377683,0.00352545925107908,0.03972160766067509,0.656911282110105,0.14447239349747285,0.16247412222422736,0.1910295686999052,0.054211037428591145,0.052042349796954476,0.5946087414620089,0.5823322376030671,0.16010446182274857,0.0422443814429663,0.504666196854576
1638844702.42,0.5304402917212796,0.042947800082126085,0.045533318164608934,0.5302797733288764,0.5028598021627979,0.28179034125509766,0.5262348121294318,0.035703407987094406,0.5932056983738776,0.6205447730053104,0.14338442952805444,0.04345132226154781,0.5860279952201733,0.5988999765136241,0.6387663693918738,0.18168105877131902,0.5296399545616456,0.6420229357766577,0.585593555118957,0.5895309738043348,0.14745613898117788,0.5935593173244273,0.04087875133863142,0.31252351743318985,0.04661534761526176,0.04340713376951698,0.3099463767082693,0.14335356583344544,0.28990791434377683,0.00352545925107908,0.03972160766067509,0.656911282110105,0.14447239349747285,0.16247412222422736,0.1910295686999052,0.054211037428591145,0.052042349796954476,0.5946087414620089,0.5823322376030671,0.16010446182274857,0.0422443814429663,0.504666196854576
