"Time","pod:productcatalogservice-w1-56c4dd84bf-455vk_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-hv6d2_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-xj42f_service:productcatalogservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-q8qn9_service:currencyservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:cartservice-w1-86744bdcbd-dxtpg_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-66rbx_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-6czsv_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-4cbt5_service:adservice_node:worker--3","pod:frontend-w4-6646bc856b-6rpxv_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-pmsjq_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-kg8br_service:adservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-qmnq9_service:redis-cart_node:worker--1.novalocal","pod:cartservice-w3-856bd974f7-wlkq6_service:cartservice_node:worker--3","pod:frontend-w3-8ddd87c7b-gmfvh_service:frontend_node:worker--3","pod:recommendationservice-w4-6855bd669b-7cqqs_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-ljzqw_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-fcdz8_service:frontend_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-cdvpv_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-pth82_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-nt8nx_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-vn55f_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-f5cl7_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-6w9zs_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-c5t2d_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-7pcvq_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-xnpn2_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-bn2lt_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-2m6tv_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-572l8_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-z2sss_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-rgvw6_service:currencyservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-xsv9h_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-ksctz_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-lvdqv_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-2srjh_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w3-8649bb655b-jzvg8_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-v4b9s_service:currencyservice_node:worker--4.novalocal"
1637028150.465,0.1331233088429455,0.05104931164721285,0.17786449405026217,0.4622253555009361,0.004575357131712449,0.2320895409121218,0.4611986972090709,0.06412658233491238,0.23255161279407016,0.7582800640519808,0.17857654751030858,0.24676562897010837,0.0359604061952757,0.24502224241718112,0.6073388523970504,0.06233204352980215,0.4669899610987557,0.6064682929542036,0.7371761090216297,0.17514043143231187,0.6247499450274349,0.053423523609300194,0.6654419295274493,0.13586510607043376,0.5899320318739005,0.7574089212497941,0.13244256769628185,0.05364577067579551,0.5719415936246828,0.6026091769069581,0.06474718567619932,0.45612016628092006,0.07003693509243929,0.050426763309514504,0.5715982524621614,0.18406886616014959,0.13917858943795167,0.6121033243464085
1637028165.501,0.1331233088429455,0.05104931164721285,0.17786449405026217,0.4622253555009361,0.004575357131712449,0.2320895409121218,0.4611986972090709,0.06412658233491238,0.23255161279407016,0.7582800640519808,0.17857654751030858,0.24676562897010837,0.0359604061952757,0.24502224241718112,0.6073388523970504,0.06233204352980215,0.4669899610987557,0.6064682929542036,0.7371761090216297,0.17514043143231187,0.6247499450274349,0.053423523609300194,0.6654419295274493,0.13586510607043376,0.5899320318739005,0.7574089212497941,0.13244256769628185,0.05364577067579551,0.5719415936246828,0.6026091769069581,0.06474718567619932,0.45612016628092006,0.07003693509243929,0.050426763309514504,0.5715982524621614,0.18406886616014959,0.13917858943795167,0.6121033243464085
1637028180.558,0.14823191066815275,0.05355753000137842,0.1867580908707054,0.5153377723209915,0.004489268812688645,0.25577105581982307,0.513011532943559,0.06717874929401532,0.25995752105834674,0.8472197327773388,0.20219002973288783,0.2645210686684615,0.038785923629136076,0.27148351934325704,0.6912666056760944,0.06778858266461155,0.5148044510465667,0.6792919049262234,0.8215571324540788,0.18712015155723238,0.6989593896778135,0.05727095879398167,0.7527788951257106,0.14581776355200526,0.6501128815337913,0.8437887538586966,0.14719952098174455,0.05538779840151399,0.6988173943091567,0.6759787775862733,0.06749206294806347,0.5126808899340927,0.06909531580402285,0.05399780708437078,0.6293333909917577,0.19943566513817665,0.14844862557579036,0.6553265840340088
1637028195.593,0.14823191066815275,0.05355753000137842,0.1867580908707054,0.5153377723209915,0.004489268812688645,0.25577105581982307,0.513011532943559,0.06717874929401532,0.25995752105834674,0.8472197327773388,0.20219002973288783,0.2645210686684615,0.038785923629136076,0.27148351934325704,0.6912666056760944,0.06778858266461155,0.5148044510465667,0.6792919049262234,0.8215571324540788,0.18712015155723238,0.6989593896778135,0.05727095879398167,0.7527788951257106,0.14581776355200526,0.6501128815337913,0.8437887538586966,0.14719952098174455,0.05538779840151399,0.6988173943091567,0.6759787775862733,0.06749206294806347,0.5126808899340927,0.06909531580402285,0.05399780708437078,0.6293333909917577,0.19943566513817665,0.14844862557579036,0.6553265840340088
1637028210.743,0.14817956955141592,0.05409050424750307,0.18666546461448622,0.5170100334320007,0.004636303591804328,0.25607757730781566,0.51307557389229,0.0676444461909161,0.27230853417304857,0.8256683199706732,0.20605348576589794,0.26628338635108656,0.03872026128135614,0.2689188890125838,0.6984284346550439,0.06931716891622575,0.5141657960166837,0.6886666191047452,0.8293297818810806,0.1869865649929806,0.6620390346815003,0.05680325742036195,0.7401081438677773,0.14669561786262428,0.6518132329970194,0.8527800678393939,0.14831630429059325,0.056948248692825366,0.6869547138051839,0.6831422074887518,0.06817631242026319,0.5173531885205823,0.06957546475902729,0.05429054204181219,0.6315699464134235,0.18471273956778791,0.1498839705276212,0.6995071804339383
1637028225.938,0.14817956955141592,0.05409050424750307,0.18666546461448622,0.5170100334320007,0.004636303591804328,0.25607757730781566,0.51307557389229,0.0676444461909161,0.27230853417304857,0.8256683199706732,0.20605348576589794,0.26628338635108656,0.03872026128135614,0.2689188890125838,0.6984284346550439,0.06931716891622575,0.5141657960166837,0.6886666191047452,0.8293297818810806,0.1869865649929806,0.6620390346815003,0.05680325742036195,0.7401081438677773,0.14669561786262428,0.6518132329970194,0.8527800678393939,0.14831630429059325,0.056948248692825366,0.6869547138051839,0.6831422074887518,0.06817631242026319,0.5173531885205823,0.06957546475902729,0.05429054204181219,0.6315699464134235,0.18471273956778791,0.1498839705276212,0.6995071804339383
1637028240.994,0.1481051025661111,0.054502783967989396,0.18648741387953188,0.48840716617001007,0.004413123275846477,0.2564584361963388,0.5145856659816965,0.06821959879047564,0.27253586929296847,0.8186293048193678,0.20098361682253363,0.26696407259610705,0.03875329616552352,0.27458114204857476,0.6988301970257984,0.06644818740865774,0.5155346537423028,0.6889504893320996,0.8292051887819497,0.18716774305618133,0.7078785866947457,0.05712991917766251,0.7331538498124726,0.1468088871133424,0.6517420073210358,0.8511874273996995,0.1487834438933655,0.055700862968163845,0.680628129341883,0.6828348000613615,0.06859592206952632,0.5171956006909102,0.06745219723387784,0.054150521549867534,0.6318909522908281,0.18550995587387278,0.14738887487658187,0.7184663577904353
1637028256.06,0.1481051025661111,0.054502783967989396,0.18648741387953188,0.48840716617001007,0.004413123275846477,0.2564584361963388,0.5145856659816965,0.06821959879047564,0.27253586929296847,0.8186293048193678,0.20098361682253363,0.26696407259610705,0.03875329616552352,0.27458114204857476,0.6988301970257984,0.06644818740865774,0.5155346537423028,0.6889504893320996,0.8292051887819497,0.18716774305618133,0.7078785866947457,0.05712991917766251,0.7331538498124726,0.1468088871133424,0.6517420073210358,0.8511874273996995,0.1487834438933655,0.055700862968163845,0.680628129341883,0.6828348000613615,0.06859592206952632,0.5171956006909102,0.06745219723387784,0.054150521549867534,0.6318909522908281,0.18550995587387278,0.14738887487658187,0.7184663577904353
1637028271.117,0.14849823278274815,0.05515121343427745,0.1860658533738208,0.5161120011837224,0.004619943241496571,0.2562237992508108,0.5147723418185285,0.06836908399500712,0.2726087178088442,0.7829629787295246,0.20014832400096821,0.2660040843846587,0.03897242071080921,0.27432960932444417,0.6972341612581984,0.06660476047219545,0.5160679477954678,0.6888613720086493,0.8278229332350071,0.18686578834594203,0.7076507955756577,0.05702261626909917,0.7813842036568927,0.14674522764119355,0.6504949643876368,0.8506772205462616,0.1484363524465836,0.05591127563384468,0.7075460708439887,0.6835369892776089,0.0690070084557285,0.5175826541328562,0.06600349876979413,0.05407945523029634,0.6309120820658911,0.2084887293575427,0.148992133436887,0.6564422023229353
1637028286.138,0.14849823278274815,0.05515121343427745,0.1860658533738208,0.5161120011837224,0.004619943241496571,0.2562237992508108,0.5147723418185285,0.06836908399500712,0.2726087178088442,0.7829629787295246,0.20014832400096821,0.2660040843846587,0.03897242071080921,0.27432960932444417,0.6972341612581984,0.06660476047219545,0.5160679477954678,0.6888613720086493,0.8278229332350071,0.18686578834594203,0.7076507955756577,0.05702261626909917,0.7813842036568927,0.14674522764119355,0.6504949643876368,0.8506772205462616,0.1484363524465836,0.05591127563384468,0.7075460708439887,0.6835369892776089,0.0690070084557285,0.5175826541328562,0.06600349876979413,0.05407945523029634,0.6309120820658911,0.2084887293575427,0.148992133436887,0.6564422023229353
