"Time","pod:frontend-w1-599b6846df-nj26w_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-jh2px_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w1-5c774597c5-rm8dz_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-fgt4z_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w3-8649bb655b-9qg74_service:productcatalogservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-sqbjh_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-xpdjq_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-s2fq9_service:recommendationservice_node:worker--3","pod:frontend-w4-6646bc856b-npr2k_service:frontend_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-g6629_service:frontend_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-762gr_service:adservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-f7ztd_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-7nkww_service:productcatalogservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-gbtv4_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-62knl_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-7dss8_service:adservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:frontend-w1-599b6846df-drl4s_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-s2nks_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-9t746_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-fbghc_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-jqgww_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-5wx45_service:recommendationservice_node:worker--3","pod:productcatalogservice-w4-5d9b8d854-cg494_service:productcatalogservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-vbc2h_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w2-9f97cf96-bv82v_service:adservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-grxgl_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-fpfzp_service:currencyservice_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-lx5zn_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-kbv6g_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-mqm89_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-8hnsx_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-zlvmq_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-xjf2f_service:productcatalogservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-4k5dc_service:cartservice_node:worker--3","pod:frontend-w3-8ddd87c7b-cjbjq_service:frontend_node:worker--3","pod:currencyservice-w4-649d8c7669-l5jjv_service:currencyservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-gkg5g_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-8wmr4_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-hn9q4_service:frontend_node:worker--2.novalocal","pod:adservice-w4-76766bdfb6-7nb22_service:adservice_node:worker--4.novalocal"
1636577207.372,0.5655772671372815,0.09042301402396849,0.07482660035438665,0.6093452393735517,0.15137154601467526,0.0977791079680814,0.04306108561905585,0.5696391200792073,0.06986369983893007,0.5023706547336741,0.5170009498893257,0.1361204690820822,0.37607746928682584,0.1621200590726672,0.01842096904062974,0.17683893032277648,0.18605676786534103,0.1355841696170677,0.013464628607620242,0.5570879305950012,0.15984969177339986,0.07587866967834131,0.003783542037536128,0.3691864198866226,0.15283994538542742,0.07536640574064044,0.17062314205518087,0.1953792336060543,0.16712437541357983,0.09061785198033326,0.35019132525620766,0.15163035751343926,0.42625510324650057,0.09978633756388339,0.3835438092839654,0.4333391163258157,0.18475442470748066,0.14722103371076062,0.5739027949591365,0.44153284998226106,0.15570269769028475,0.4261324216797838,0.585344500996272,0.17419444422219377
1636577222.387,0.6396931890129618,0.09821347660660981,0.08435622648949068,0.6836584699116987,0.17062626741536827,0.10372302632991345,0.043755306886224775,0.6421043213951085,0.08050036193680696,0.6257094141362871,0.598953574434375,0.1503516890680726,0.43023450563091625,0.17997195502574553,0.020027778029844113,0.20333645070507395,0.20635597956390148,0.14637367158495818,0.014154971927634187,0.6248485410733772,0.17989800037233752,0.08244703792906449,0.003612932041527083,0.41197287343708466,0.17347706313896027,0.08418093793312029,0.21410696273935556,0.2143145636480004,0.18436035900124054,0.09858281996275262,0.41816784736964363,0.175021171189227,0.49742461977543906,0.10202342281159243,0.4232581352623077,0.4839672674893549,0.20674841795994933,0.1674732780364213,0.6429630137145383,0.493075362483125,0.16981508905151732,0.4780405076755102,0.6559129627144916,0.19302036803460132
1636577237.412,0.6396931890129618,0.09821347660660981,0.08435622648949068,0.6836584699116987,0.17062626741536827,0.10372302632991345,0.043755306886224775,0.6421043213951085,0.08050036193680696,0.6257094141362871,0.598953574434375,0.1503516890680726,0.43023450563091625,0.17997195502574553,0.020027778029844113,0.20333645070507395,0.20635597956390148,0.14637367158495818,0.014154971927634187,0.6248485410733772,0.17989800037233752,0.08244703792906449,0.003612932041527083,0.41197287343708466,0.17347706313896027,0.08418093793312029,0.21410696273935556,0.2143145636480004,0.18436035900124054,0.09858281996275262,0.41816784736964363,0.175021171189227,0.49742461977543906,0.10202342281159243,0.4232581352623077,0.4839672674893549,0.20674841795994933,0.1674732780364213,0.6429630137145383,0.493075362483125,0.16981508905151732,0.4780405076755102,0.6559129627144916,0.19302036803460132
1636577252.436,0.6831811128547742,0.09871083996107155,0.0854263952855624,0.7326992219470807,0.1725693880774825,0.10862308698730525,0.04524352314007632,0.6901456091411998,0.08472117072059324,0.6439656060257521,0.6502306483457662,0.15456595196493733,0.44859735518028543,0.186423428490312,0.02055866510051014,0.20311551865426636,0.21301066192669366,0.1572880645281349,0.014052641895422827,0.6702568818524258,0.18576561198272495,0.08583420250503986,0.003631560561332849,0.4303389481101081,0.17642595176741843,0.0867076638214456,0.2327798081050028,0.23060994587559505,0.18886583455439104,0.0990536339113656,0.43789189439474685,0.18141457541668887,0.5540287843965213,0.1116113960723788,0.44766428737957287,0.5067936263016997,0.21205803290002287,0.1786207850116954,0.6582897456103165,0.5095992225380435,0.17822306238506,0.4988169290577285,0.7034407183576424,0.1835761869933651
1636577267.465,0.6831811128547742,0.09871083996107155,0.0854263952855624,0.7326992219470807,0.1725693880774825,0.10862308698730525,0.04524352314007632,0.6901456091411998,0.08472117072059324,0.6439656060257521,0.6502306483457662,0.15456595196493733,0.44859735518028543,0.186423428490312,0.02055866510051014,0.20311551865426636,0.21301066192669366,0.1572880645281349,0.014052641895422827,0.6702568818524258,0.18576561198272495,0.08583420250503986,0.003631560561332849,0.4303389481101081,0.17642595176741843,0.0867076638214456,0.2327798081050028,0.23060994587559505,0.18886583455439104,0.0990536339113656,0.43789189439474685,0.18141457541668887,0.5540287843965213,0.1116113960723788,0.44766428737957287,0.5067936263016997,0.21205803290002287,0.1786207850116954,0.6582897456103165,0.5095992225380435,0.17822306238506,0.4988169290577285,0.7034407183576424,0.1835761869933651
1636577282.67,0.6808663711776873,0.09915696653234074,0.08459514765883555,0.7331913611132405,0.1810502289202347,0.10921970155535081,0.04547249298541815,0.6906938493919218,0.08472338782186077,0.6939864479227296,0.6681729169900402,0.1531579520491591,0.4460413717386888,0.18535496100832832,0.020344804417702474,0.2034438480594426,0.21462343830785868,0.1527395728415545,0.013911748070287062,0.6669603406425709,0.18440115220009337,0.08550997137588284,0.00365561149734862,0.4303980364065796,0.17730761872022094,0.08680613785285451,0.2198476252611056,0.21571297746358972,0.1887909625943999,0.09910244873353488,0.4182902783878715,0.17953672259130166,0.5520721758901006,0.11144539685965857,0.4448878288307965,0.5073940774933343,0.21235013830894947,0.17811500117582307,0.691178175922072,0.5300565803058718,0.17551227396721167,0.49972273835445513,0.7015620145490749,0.18191258550680464
1636577297.78,0.6808663711776873,0.09915696653234074,0.08459514765883555,0.7331913611132405,0.1810502289202347,0.10921970155535081,0.04547249298541815,0.6906938493919218,0.08472338782186077,0.6939864479227296,0.6681729169900402,0.1531579520491591,0.4460413717386888,0.18535496100832832,0.020344804417702474,0.2034438480594426,0.21462343830785868,0.1527395728415545,0.013911748070287062,0.6669603406425709,0.18440115220009337,0.08550997137588284,0.00365561149734862,0.4303980364065796,0.17730761872022094,0.08680613785285451,0.2198476252611056,0.21571297746358972,0.1887909625943999,0.09910244873353488,0.4182902783878715,0.17953672259130166,0.5520721758901006,0.11144539685965857,0.4448878288307965,0.5073940774933343,0.21235013830894947,0.17811500117582307,0.691178175922072,0.5300565803058718,0.17551227396721167,0.49972273835445513,0.7015620145490749,0.18191258550680464
1636577312.796,0.6820768221958358,0.09889112393068802,0.08422764028752053,0.73337123762459,0.18157256835375724,0.11644535283154889,0.044197861566365626,0.6925615428209233,0.08561941218571598,0.6524391926214864,0.6744215873370425,0.15134552717438127,0.44509365127733214,0.18439506081696708,0.020366112774243134,0.20352275303162137,0.21496785637080287,0.15045970586571486,0.014456110263422865,0.6663750161284666,0.18370053602677344,0.0852339218111141,0.003644692346289755,0.4174860510967431,0.1827315766059342,0.08657842500594354,0.21894125363211525,0.21068344598924932,0.18918054224265293,0.09958617639828164,0.4377924747113149,0.19231322223094066,0.5385808549755157,0.10201242070910961,0.4443280635089778,0.5081374599495574,0.2125368907271051,0.17913539030977843,0.6918036120780209,0.5072887846555312,0.1745429576713332,0.5010646844650483,0.7020642495902203,0.1831513932431934
1636577327.821,0.6820768221958358,0.09889112393068802,0.08422764028752053,0.73337123762459,0.18157256835375724,0.11644535283154889,0.044197861566365626,0.6925615428209233,0.08561941218571598,0.6524391926214864,0.6744215873370425,0.15134552717438127,0.44509365127733214,0.18439506081696708,0.020366112774243134,0.20352275303162137,0.21496785637080287,0.15045970586571486,0.014456110263422865,0.6663750161284666,0.18370053602677344,0.0852339218111141,0.003644692346289755,0.4174860510967431,0.1827315766059342,0.08657842500594354,0.21894125363211525,0.21068344598924932,0.18918054224265293,0.09958617639828164,0.4377924747113149,0.19231322223094066,0.5385808549755157,0.10201242070910961,0.4443280635089778,0.5081374599495574,0.2125368907271051,0.17913539030977843,0.6918036120780209,0.5072887846555312,0.1745429576713332,0.5010646844650483,0.7020642495902203,0.1831513932431934
1636577342.837,0.6804677721126768,0.09851713114111191,0.08398336368770334,0.7349005378203526,0.18151815805540933,0.11191287403695621,0.047291883134953416,0.6915423403072384,0.08516916483844968,0.6882458165737368,0.6787425173658548,0.15152574548252734,0.4436423723941779,0.1847255877298838,0.02033106970383214,0.2023269108529403,0.2147655423154866,0.1566757951615822,0.014500697736343576,0.6681074713887972,0.18368396017643285,0.08570524656488351,0.0036036303848483693,0.4299525499064285,0.18564899203548824,0.08637485646328949,0.21889279155681257,0.21513695038999261,0.18750805433251322,0.09916246380985771,0.42499508441726186,0.19329505203209457,0.5508470677579966,0.1067467216086635,0.44346034546788193,0.508501960591384,0.21201890843837307,0.17854419022163276,0.6907972922620891,0.510689265801338,0.1738372336364783,0.5015798605565047,0.70263890398846,0.17913594377028774
