"Time","pod:recommendationservice-w2-5bbcb977f8-dr67f_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w3-6d65c886c7-nhh9m_service:redis-cart_node:worker--3","pod:adservice-w1-5c67ddfffc-nnsmd_service:adservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-5cm92_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-tppt7_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-wdh5k_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w3-8ddd87c7b-4h8n8_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-7vllc_service:frontend_node:worker--3","pod:recommendationservice-w2-5bbcb977f8-9bvlh_service:recommendationservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-f9zwd_service:currencyservice_node:worker--3","pod:currencyservice-w3-656689488c-rphqr_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-sphjc_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-7gdcz_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-hrkgq_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w2-5bbcb977f8-cl6bg_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-nh266_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-lkh9x_service:adservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-58kng_service:recommendationservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-v22vr_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-9ft7z_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w3-8649bb655b-24ndb_service:productcatalogservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-9fb9d_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w1-7c75d55f4d-8gsj5_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-mv8nz_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-n65rn_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-wqg8s_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-fkh8q_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w4-6855bd669b-nw6xr_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-wc8x4_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-mx6jq_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-wgrtz_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-k7dql_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-49f2j_service:cartservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-x6r4t_service:productcatalogservice_node:worker--3"
1637258882.901,0.09352348536813904,0.004587771206148981,0.163871065866219,0.7405215403536618,0.3207784980857218,0.33044132812233745,0.6566748850151084,0.7631150996079056,0.09461676282131855,0.3234746178803938,0.3228882041160484,0.06939949168141916,0.09290529355458824,0.09939364431062109,0.09279408557920993,0.09415174705594738,0.15418731489881943,0.09204136422763715,0.1580839515144361,0.6543628414021259,0.29878194773068045,0.09635224519387739,0.018337017277878922,0.09183691546285572,0.06978188766603899,0.09792198708741377,0.32749863452437256,0.09024850766455482,0.3261532353695229,0.07091661420833455,0.07201907903039105,0.09589855949723824,0.15108961964763726,0.3280664947246566
1637258897.934,0.09352348536813904,0.004587771206148981,0.163871065866219,0.7405215403536618,0.3207784980857218,0.33044132812233745,0.6566748850151084,0.7631150996079056,0.09461676282131855,0.3234746178803938,0.3228882041160484,0.06939949168141916,0.09290529355458824,0.09939364431062109,0.09279408557920993,0.09415174705594738,0.15418731489881943,0.09204136422763715,0.1580839515144361,0.6543628414021259,0.29878194773068045,0.09635224519387739,0.018337017277878922,0.09183691546285572,0.06978188766603899,0.09792198708741377,0.32749863452437256,0.09024850766455482,0.3261532353695229,0.07091661420833455,0.07201907903039105,0.09589855949723824,0.15108961964763726,0.3280664947246566
1637258912.951,0.0977640030350573,0.00416127440629035,0.17842983031286552,0.8319837000214417,0.36273686105223657,0.3679339425018126,0.7359066015149432,0.8578037548304698,0.0992447990578566,0.36053703152591865,0.35950637811543273,0.07442003896057944,0.10119201042542941,0.10618991208015652,0.10035857480859613,0.09987240247357446,0.17641777815730708,0.1088704760496596,0.1689193492128891,0.7308282742270162,0.36115518043748157,0.10078676033292844,0.01935366602953217,0.0979924038436715,0.07505249239799858,0.09884186586758732,0.359824603636158,0.10042452367579671,0.36258036778007285,0.07703790398334268,0.07801458963931235,0.10121474075728551,0.1630600997848246,0.35228158809504584
1637258927.99,0.0977640030350573,0.00416127440629035,0.17842983031286552,0.8319837000214417,0.36273686105223657,0.3679339425018126,0.7359066015149432,0.8578037548304698,0.0992447990578566,0.36053703152591865,0.35950637811543273,0.07442003896057944,0.10119201042542941,0.10618991208015652,0.10035857480859613,0.09987240247357446,0.17641777815730708,0.1088704760496596,0.1689193492128891,0.7308282742270162,0.36115518043748157,0.10078676033292844,0.01935366602953217,0.0979924038436715,0.07505249239799858,0.09884186586758732,0.359824603636158,0.10042452367579671,0.36258036778007285,0.07703790398334268,0.07801458963931235,0.10121474075728551,0.1630600997848246,0.35228158809504584
1637258943.021,0.09806157423974193,0.004283985173348495,0.1790936196857315,0.8517614645518751,0.3652533246001062,0.3706497560269053,0.7533138046766503,0.8770079306191976,0.09984821207489689,0.36043012506022015,0.3612483316141093,0.07313994949873356,0.0988270931340121,0.10522843564138637,0.1010117386839662,0.10004368128357478,0.176822887339443,0.10111831462156605,0.1690152590439138,0.7401158681571866,0.3429028884018668,0.10978144354038016,0.01918968765821199,0.09894122706531236,0.07694106670611565,0.10434038943475965,0.361033263138578,0.1046864954154901,0.3615866790521547,0.07700820594909324,0.07865935312968624,0.10232719206300987,0.16916028877875328,0.35630496188728034
1637258958.06,0.09806157423974193,0.004283985173348495,0.1790936196857315,0.8517614645518751,0.3652533246001062,0.3706497560269053,0.7533138046766503,0.8770079306191976,0.09984821207489689,0.36043012506022015,0.3612483316141093,0.07313994949873356,0.0988270931340121,0.10522843564138637,0.1010117386839662,0.10004368128357478,0.176822887339443,0.10111831462156605,0.1690152590439138,0.7401158681571866,0.3429028884018668,0.10978144354038016,0.01918968765821199,0.09894122706531236,0.07694106670611565,0.10434038943475965,0.361033263138578,0.1046864954154901,0.3615866790521547,0.07700820594909324,0.07865935312968624,0.10232719206300987,0.16916028877875328,0.35630496188728034
1637258973.083,0.09777931874494461,0.00432710412798044,0.17926788063683127,0.8568676885445177,0.36486953035969627,0.3701128009271184,0.7519361049416564,0.8753779366683372,0.09982978958749648,0.3394841009257101,0.3616092387295411,0.07582967514640715,0.10400346734107516,0.1020344051686855,0.1007072636598044,0.10056393089731505,0.1723771106037836,0.10585592871108346,0.16857933161367786,0.741708023371243,0.36616734729230915,0.10676134324801109,0.019019006685551048,0.09886127665078925,0.0748753722790467,0.10136812632627004,0.36009492460121295,0.10959304869429681,0.36084850428770654,0.07619284219813421,0.07785453811488871,0.1020711039576724,0.16918918308710104,0.36190804307486285
1637258988.114,0.09777931874494461,0.00432710412798044,0.17926788063683127,0.8568676885445177,0.36486953035969627,0.3701128009271184,0.7519361049416564,0.8753779366683372,0.09982978958749648,0.3394841009257101,0.3616092387295411,0.07582967514640715,0.10400346734107516,0.1020344051686855,0.1007072636598044,0.10056393089731505,0.1723771106037836,0.10585592871108346,0.16857933161367786,0.741708023371243,0.36616734729230915,0.10676134324801109,0.019019006685551048,0.09886127665078925,0.0748753722790467,0.10136812632627004,0.36009492460121295,0.10959304869429681,0.36084850428770654,0.07619284219813421,0.07785453811488871,0.1020711039576724,0.16918918308710104,0.36190804307486285
1637259003.141,0.09847506924056,0.004341010650511755,0.17857925498875368,0.8632270364710227,0.36356885178601156,0.36903696164944566,0.708261949117704,0.8734545249958633,0.09970728316238196,0.36067138983221836,0.36278662070924894,0.07328342904111601,0.10570735147693047,0.10078062411639922,0.10082336107833687,0.09957745299621996,0.17454478654097827,0.1063907710106731,0.16745379767520835,0.7427757382106974,0.3677978084966579,0.10818311667520228,0.018975518649299153,0.09924355853258562,0.07696423526559865,0.10618889747374827,0.3596193008991516,0.10586250129201952,0.36026978325201087,0.07573926697877814,0.07793794183788089,0.10114866926244417,0.17024874170177678,0.36425633857538176
1637259018.166,0.09847506924056,0.004341010650511755,0.17857925498875368,0.8632270364710227,0.36356885178601156,0.36903696164944566,0.708261949117704,0.8734545249958633,0.09970728316238196,0.36067138983221836,0.36278662070924894,0.07328342904111601,0.10570735147693047,0.10078062411639922,0.10082336107833687,0.09957745299621996,0.17454478654097827,0.1063907710106731,0.16745379767520835,0.7427757382106974,0.3677978084966579,0.10818311667520228,0.018975518649299153,0.09924355853258562,0.07696423526559865,0.10618889747374827,0.3596193008991516,0.10586250129201952,0.36026978325201087,0.07573926697877814,0.07793794183788089,0.10114866926244417,0.17024874170177678,0.36425633857538176
