"Time","pod:currencyservice-w1-cd78b8fd6-mwvp6_service:currencyservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-8gsj5_service:redis-cart_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-d55kn_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-phcxz_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-dwg2x_service:recommendationservice_node:worker--3","pod:frontend-w1-599b6846df-l4pvv_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-gdgnj_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-kslxf_service:frontend_node:worker--3","pod:recommendationservice-w4-6855bd669b-l9nh2_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-6kcwn_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-fffpb_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-7m6m7_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-v9fk9_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-49f2j_service:cartservice_node:worker--3","pod:currencyservice-w3-656689488c-6z7r9_service:currencyservice_node:worker--3","pod:recommendationservice-w2-5bbcb977f8-x6q9k_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w3-8597bb459d-6mhtb_service:recommendationservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-w8dhr_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w3-6d65c886c7-nhh9m_service:redis-cart_node:worker--3","pod:adservice-w1-5c67ddfffc-nnsmd_service:adservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-94z2h_service:currencyservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-5hhdn_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-9vpd4_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-lkh9x_service:adservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-9nfjw_service:productcatalogservice_node:worker--3","pod:cartservice-w1-86744bdcbd-v22vr_service:cartservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-ddb5x_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w4-6855bd669b-bq5h7_service:recommendationservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-jh6kr_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-56c4dd84bf-hs4nj_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-nntw2_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-hhlsv_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-nw4qc_service:productcatalogservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-pc9gf_service:recommendationservice_node:worker--4.novalocal"
1637257591.027,0.31235317984350597,0.011423599669005632,0.09211050951100454,0.6600444268169778,0.06912608043945112,0.703714417807145,0.09528695070425505,0.7066126112491616,0.0974177280259183,0.0943303467451654,0.3254281883706781,0.09188339943624688,0.0896034986154858,0.15382516384236794,0.31363923865348076,0.09278008647076876,0.06933744638743577,0.10027195624898572,0.012269934611377613,0.1561607855204452,0.3200250177471114,0.6752060562965361,0.09578800140354951,0.15532835753276936,0.321764892348319,0.1605459061576303,0.06964456811191229,0.0977026100197091,0.10189531464928744,0.32076445488409555,0.07003966427133285,0.31769837545586843,0.3169193810402357,0.10020507387518347
1637257606.091,0.31235317984350597,0.011423599669005632,0.09211050951100454,0.6600444268169778,0.06912608043945112,0.703714417807145,0.09528695070425505,0.7066126112491616,0.0974177280259183,0.0943303467451654,0.3254281883706781,0.09188339943624688,0.0896034986154858,0.15382516384236794,0.31363923865348076,0.09278008647076876,0.06933744638743577,0.10027195624898572,0.012269934611377613,0.1561607855204452,0.3200250177471114,0.6752060562965361,0.09578800140354951,0.15532835753276936,0.321764892348319,0.1605459061576303,0.06964456811191229,0.0977026100197091,0.10189531464928744,0.32076445488409555,0.07003966427133285,0.31769837545586843,0.3169193810402357,0.10020507387518347
1637257621.124,0.34940908358423284,0.012179355569234076,0.09741819878423746,0.7309655302600099,0.07246828699080092,0.7866044285556941,0.0993856576507817,0.7832260399100044,0.11084375166168287,0.09614777260529667,0.3636951301887359,0.09843589684112158,0.09844095154218682,0.1659116664712485,0.3499627143021892,0.09806611956799749,0.0745676280305408,0.10472766826147295,0.012762318387820274,0.17315774777351348,0.3518852015117823,0.75660088916254,0.09943435095832653,0.16926244250426214,0.35829702458910634,0.17206452885429963,0.07436409582894549,0.10120111591257003,0.10938405452120448,0.3616839546139749,0.07561996626338517,0.3492873553896082,0.3193059791291601,0.10190881808852462
1637257636.142,0.34940908358423284,0.012179355569234076,0.09741819878423746,0.7309655302600099,0.07246828699080092,0.7866044285556941,0.0993856576507817,0.7832260399100044,0.11084375166168287,0.09614777260529667,0.3636951301887359,0.09843589684112158,0.09844095154218682,0.1659116664712485,0.3499627143021892,0.09806611956799749,0.0745676280305408,0.10472766826147295,0.012762318387820274,0.17315774777351348,0.3518852015117823,0.75660088916254,0.09943435095832653,0.16926244250426214,0.35829702458910634,0.17206452885429963,0.07436409582894549,0.10120111591257003,0.10938405452120448,0.3616839546139749,0.07561996626338517,0.3492873553896082,0.3193059791291601,0.10190881808852462
1637257651.195,0.3508470925072157,0.01217673055224942,0.09817066014372955,0.7801082371079339,0.07336109542320168,0.7915116467164988,0.0992555076356468,0.8080878194491474,0.10300916054365584,0.10198917353926398,0.3659817219201443,0.09869267161844766,0.0984259438398424,0.1655069148575816,0.34800858302636833,0.09835927730145169,0.06923120485918044,0.10226144746692425,0.012830438919352465,0.17351738796542893,0.35227325301586565,0.7706080554710908,0.1000217637359902,0.16637220128414634,0.35902724059871005,0.17228671002108367,0.07527785633665521,0.0977430948707797,0.10603857689719065,0.36314327007732405,0.0758800130587571,0.34887016823178696,0.3599433685396042,0.1103733996980886
1637257666.211,0.3508470925072157,0.01217673055224942,0.09817066014372955,0.7801082371079339,0.07336109542320168,0.7915116467164988,0.0992555076356468,0.8080878194491474,0.10300916054365584,0.10198917353926398,0.3659817219201443,0.09869267161844766,0.0984259438398424,0.1655069148575816,0.34800858302636833,0.09835927730145169,0.06923120485918044,0.10226144746692425,0.012830438919352465,0.17351738796542893,0.35227325301586565,0.7706080554710908,0.1000217637359902,0.16637220128414634,0.35902724059871005,0.17228671002108367,0.07527785633665521,0.0977430948707797,0.10603857689719065,0.36314327007732405,0.0758800130587571,0.34887016823178696,0.3599433685396042,0.1103733996980886
1637257681.227,0.35084784707833266,0.012254031318037392,0.09888318981687336,0.7636170702170217,0.07511309182615963,0.7929597123376875,0.09915255264595126,0.8093788292095878,0.10286230024723647,0.09622933368998096,0.3656515367735825,0.09949280539933691,0.0991882135059416,0.16551524186766428,0.33990130172067523,0.09985863914697093,0.07573253389944701,0.10317199739636203,0.012542282025016905,0.17356366172603102,0.3516087116628366,0.7710742746558781,0.10090989648862911,0.17055849692621322,0.35946872958734455,0.17180111720689822,0.07485421864469459,0.10174204984951532,0.10582332999918186,0.36291219106588113,0.07570673565168148,0.34808418852551876,0.3535286548589985,0.10931477094185876
1637257696.241,0.35084784707833266,0.012254031318037392,0.09888318981687336,0.7636170702170217,0.07511309182615963,0.7929597123376875,0.09915255264595126,0.8093788292095878,0.10286230024723647,0.09622933368998096,0.3656515367735825,0.09949280539933691,0.0991882135059416,0.16551524186766428,0.33990130172067523,0.09985863914697093,0.07573253389944701,0.10317199739636203,0.012542282025016905,0.17356366172603102,0.3516087116628366,0.7710742746558781,0.10090989648862911,0.17055849692621322,0.35946872958734455,0.17180111720689822,0.07485421864469459,0.10174204984951532,0.10582332999918186,0.36291219106588113,0.07570673565168148,0.34808418852551876,0.3535286548589985,0.10931477094185876
1637257711.415,0.35096055724592823,0.012261297219920284,0.09825204576001625,0.7439208024075288,0.06876798908993298,0.7932181273097993,0.09758757653630988,0.8048644617925005,0.10367617070219962,0.10268804270647963,0.3655553607455465,0.0997305442168592,0.09891329779983227,0.15417717050371213,0.3382157927002689,0.0990269123418295,0.0760765786037518,0.11084783498151156,0.012522557652865782,0.1729799598796516,0.35123727990056275,0.7713149283434405,0.09973463537504165,0.16491853871729378,0.35906222468918614,0.17198436649496188,0.07516388225437282,0.1026376224881082,0.09922864612637926,0.3631101440156401,0.07603294550006301,0.3479341951706673,0.3594201761104652,0.09899653852707835
1637257726.476,0.35096055724592823,0.012261297219920284,0.09825204576001625,0.7439208024075288,0.06876798908993298,0.7932181273097993,0.09758757653630988,0.8048644617925005,0.10367617070219962,0.10268804270647963,0.3655553607455465,0.0997305442168592,0.09891329779983227,0.15417717050371213,0.3382157927002689,0.0990269123418295,0.0760765786037518,0.11084783498151156,0.012522557652865782,0.1729799598796516,0.35123727990056275,0.7713149283434405,0.09973463537504165,0.16491853871729378,0.35906222468918614,0.17198436649496188,0.07516388225437282,0.1026376224881082,0.09922864612637926,0.3631101440156401,0.07603294550006301,0.3479341951706673,0.3594201761104652,0.09899653852707835
