"Time","pod:frontend-w1-777d8d5dcb-spdt6_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w4-8649bb655b-fgklc_service:productcatalogservice_node:worker--4","pod:frontend-w3-6646bc856b-qj65s_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-47c44_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w1-6f8d8654c5-2qpbp_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w4-8649bb655b-7zqwb_service:productcatalogservice_node:worker--4","pod:adservice-w3-76766bdfb6-vt8rk_service:adservice_node:worker--3.novalocal","pod:cartservice-w3-6d5d8bb6bc-5fc6c_service:cartservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-6vtn5_service:recommendationservice_node:worker--3.novalocal","pod:redis-cart-w3-5fdf77f88c-2ft2c_service:redis-cart_node:worker--3.novalocal","pod:redis-cart-w2-7c75d55f4d-ql5t6_service:redis-cart_node:worker--2.novalocal","pod:recommendationservice-w4-8597bb459d-gkswd_service:recommendationservice_node:worker--4","pod:frontend-w2-599b6846df-p6str_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-qc9js_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-qfgqd_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w4-754d7d8cd4-g4s76_service:adservice_node:worker--4","pod:currencyservice-w4-656689488c-fgg8z_service:currencyservice_node:worker--4","pod:recommendationservice-w3-6855bd669b-n7pt6_service:recommendationservice_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-qc7hf_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w1-6f8d8654c5-cbqsc_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w1-6f8d8654c5-l52hr_service:currencyservice_node:worker--1.novalocal","pod:cartservice-w4-856bd974f7-f4tqb_service:cartservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-5lqbr_service:recommendationservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-gzkg6_service:recommendationservice_node:worker--4","pod:redis-cart-w4-6d65c886c7-k76wh_service:redis-cart_node:worker--4","pod:currencyservice-w3-649d8c7669-ms4rn_service:currencyservice_node:worker--3.novalocal","pod:adservice-w2-5c67ddfffc-8j8q4_service:adservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-584c9_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-87249_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-x9p6j_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w4-8649bb655b-xf8m4_service:productcatalogservice_node:worker--4","pod:recommendationservice-w3-6855bd669b-flrgn_service:recommendationservice_node:worker--3.novalocal","pod:cartservice-w2-86744bdcbd-qhnj4_service:cartservice_node:worker--2.novalocal","pod:frontend-w1-777d8d5dcb-5vm6z_service:frontend_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-plrqw_service:frontend_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-zx9vn_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-nzrmd_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-pdl72_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w3-5d9b8d854-6m59g_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w2-cd78b8fd6-w1j8k_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-56c4dd84bf-9d8g9_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w4-8ddd87c7b-7wj8w_service:frontend_node:worker--4"
1642018013.944,0.4661428273071161,0.13439586011594506,0.8455270511251904,0.18694862371115153,0.4225891342421672,0.12853899133876256,0.2786814779828978,0.2506281302758575,0.08656734909288846,0.02476131640338282,0.01843909980037643,0.06409058177811458,0.7457818433994141,0.14735180019449584,0.14617230990637242,0.20362353459745602,0.45928519859341893,0.07981939588948,0.18364942126703118,0.42764896987603895,0.4248312873141537,0.1719859833752706,0.06753201296003547,0.0640056167012655,0.021443816087107714,0.6252645694886503,0.21700207088672557,0.06818336214806506,0.06971784003461404,0.07022973244236916,0.1358364917932921,0.07972058413122363,0.18470158673537523,0.5233323261169701,0.5126950160185908,0.4814824331414933,0.1381219596179032,0.06543278742844663,0.1812758315241684,0.49246716075039254,0.1490552713217626,0.7551930878172832
1642018028.957,0.4661428273071161,0.13439586011594506,0.8455270511251904,0.18694862371115153,0.4225891342421672,0.12853899133876256,0.2786814779828978,0.2506281302758575,0.08656734909288846,0.02476131640338282,0.01843909980037643,0.06409058177811458,0.7457818433994141,0.14735180019449584,0.14617230990637242,0.20362353459745602,0.45928519859341893,0.07981939588948,0.18364942126703118,0.42764896987603895,0.4248312873141537,0.1719859833752706,0.06753201296003547,0.0640056167012655,0.021443816087107714,0.6252645694886503,0.21700207088672557,0.06818336214806506,0.06971784003461404,0.07022973244236916,0.1358364917932921,0.07972058413122363,0.18470158673537523,0.5233323261169701,0.5126950160185908,0.4814824331414933,0.1381219596179032,0.06543278742844663,0.1812758315241684,0.49246716075039254,0.1490552713217626,0.7551930878172832
1642018043.974,0.511557616282153,0.14705701678254884,0.99881492257257,0.18927332867614513,0.4499272350726352,0.14662579808644885,0.27617750820649134,0.24510301860036882,0.08415234635850757,0.025698225042530918,0.019548395925111258,0.06799741618285778,0.8198829551094272,0.15536758336012216,0.15614648796110417,0.20544338967225198,0.4984558345961978,0.09168175894580372,0.1997721878470483,0.4586136931064647,0.45259042479699785,0.18484397140977216,0.06600352512547002,0.06895896707163332,0.022719259910793342,0.660360385260069,0.22368381578160162,0.0721532691322374,0.07399497039698047,0.07388622434157546,0.14735207474523723,0.08353418850273346,0.19637763155848775,0.5709843823467639,0.5639420651334165,0.5274329766706259,0.14120431161779612,0.06540728337187884,0.19717853337980673,0.5286292076076218,0.158959778559737,0.8293147417551586
1642018058.99,0.511557616282153,0.14705701678254884,0.99881492257257,0.18927332867614513,0.4499272350726352,0.14662579808644885,0.27617750820649134,0.24510301860036882,0.08415234635850757,0.025698225042530918,0.019548395925111258,0.06799741618285778,0.8198829551094272,0.15536758336012216,0.15614648796110417,0.20544338967225198,0.4984558345961978,0.09168175894580372,0.1997721878470483,0.4586136931064647,0.45259042479699785,0.18484397140977216,0.06600352512547002,0.06895896707163332,0.022719259910793342,0.660360385260069,0.22368381578160162,0.0721532691322374,0.07399497039698047,0.07388622434157546,0.14735207474523723,0.08353418850273346,0.19637763155848775,0.5709843823467639,0.5639420651334165,0.5274329766706259,0.14120431161779612,0.06540728337187884,0.19717853337980673,0.5286292076076218,0.158959778559737,0.8293147417551586
1642018074.016,0.5139703634124503,0.14406189118049756,0.9301741126843784,0.19459382605047662,0.4503924209835802,0.14611081681398586,0.27009246672168685,0.24861749760834245,0.08763634237211612,0.02589113730931311,0.019461621681060994,0.06755918371305251,0.8310654423003243,0.15646796761385062,0.15696061245299026,0.19280543159098976,0.498001740164803,0.08895211132900405,0.19343997617750214,0.4593430359905002,0.45358555522913935,0.1840366420137716,0.0679751556825589,0.06917044781889922,0.021197231773628603,0.7067313327328468,0.20160649839953254,0.07225825241663,0.07396318460668948,0.07351963605024646,0.14757881704550319,0.07928181524337585,0.1968022546336119,0.5679786125853427,0.5635244134984926,0.5261833715670319,0.14112115082860788,0.06536695986876301,0.20181069994625261,0.5303188831511141,0.1593914431113989,0.8343622012604424
1642018089.041,0.5139703634124503,0.14406189118049756,0.9301741126843784,0.19459382605047662,0.4503924209835802,0.14611081681398586,0.27009246672168685,0.24861749760834245,0.08763634237211612,0.02589113730931311,0.019461621681060994,0.06755918371305251,0.8310654423003243,0.15646796761385062,0.15696061245299026,0.19280543159098976,0.498001740164803,0.08895211132900405,0.19343997617750214,0.4593430359905002,0.45358555522913935,0.1840366420137716,0.0679751556825589,0.06917044781889922,0.021197231773628603,0.7067313327328468,0.20160649839953254,0.07225825241663,0.07396318460668948,0.07351963605024646,0.14757881704550319,0.07928181524337585,0.1968022546336119,0.5679786125853427,0.5635244134984926,0.5261833715670319,0.14112115082860788,0.06536695986876301,0.20181069994625261,0.5303188831511141,0.1593914431113989,0.8343622012604424
1642018104.075,0.516029480278917,0.14086406351599928,0.9555827673319697,0.18610519963394456,0.45125364290123815,0.1469419438319349,0.25353484021128236,0.2596877320186006,0.09033282697879003,0.027857513896743534,0.019669961639354916,0.06558389795843454,0.8366642093506119,0.15704635120636443,0.1577894321162238,0.18032303931806332,0.499543586551947,0.09206206318394972,0.19849154775707378,0.4582735941664445,0.45273318805671103,0.1856400128671593,0.06849443047261411,0.06946608309810062,0.023001702116897924,0.664958574164159,0.19002411575386247,0.07268367798358022,0.07408841741829128,0.0738175390987279,0.14840942714540942,0.083867694516189,0.19886203423954313,0.5678018084991419,0.5553470094655052,0.5304372261054475,0.14137928789334253,0.0656960419762517,0.18902131596295405,0.5328937396601556,0.1593922098321124,0.8148781151697796
1642018119.108,0.516029480278917,0.14086406351599928,0.9555827673319697,0.18610519963394456,0.45125364290123815,0.1469419438319349,0.25353484021128236,0.2596877320186006,0.09033282697879003,0.027857513896743534,0.019669961639354916,0.06558389795843454,0.8366642093506119,0.15704635120636443,0.1577894321162238,0.18032303931806332,0.499543586551947,0.09206206318394972,0.19849154775707378,0.4582735941664445,0.45273318805671103,0.1856400128671593,0.06849443047261411,0.06946608309810062,0.023001702116897924,0.664958574164159,0.19002411575386247,0.07268367798358022,0.07408841741829128,0.0738175390987279,0.14840942714540942,0.083867694516189,0.19886203423954313,0.5678018084991419,0.5553470094655052,0.5304372261054475,0.14137928789334253,0.0656960419762517,0.18902131596295405,0.5328937396601556,0.1593922098321124,0.8148781151697796
1642018134.152,0.5157038112324572,0.1478596337853582,0.9680976310845841,0.18696535279607182,0.4523341125847642,0.1478423723098831,0.22323684436461183,0.2501920152318924,0.0849524377721767,0.025241837750886748,0.01971666421340945,0.06573800363945226,0.8374968729021401,0.1576565815090732,0.15710132534890328,0.17469683609049505,0.4999128978812397,0.08206965091099339,0.19904588088373282,0.4580017159679203,0.45327311609686993,0.1774437862996157,0.06639443529533665,0.06966420718369945,0.022599654037296836,0.6188658974562562,0.1852144011773979,0.07275866572746705,0.07485490049614775,0.073390838410774,0.1491418457705347,0.09081186821989387,0.19869660369687447,0.5648571796386762,0.5656614611528855,0.5212625710388781,0.14131805989060095,0.06514147849167987,0.1830671622501315,0.5316774196219707,0.15975199595432707,0.836510007648907
1642018149.186,0.5157038112324572,0.1478596337853582,0.9680976310845841,0.18696535279607182,0.4523341125847642,0.1478423723098831,0.22323684436461183,0.2501920152318924,0.0849524377721767,0.025241837750886748,0.01971666421340945,0.06573800363945226,0.8374968729021401,0.1576565815090732,0.15710132534890328,0.17469683609049505,0.4999128978812397,0.08206965091099339,0.19904588088373282,0.4580017159679203,0.45327311609686993,0.1774437862996157,0.06639443529533665,0.06966420718369945,0.022599654037296836,0.6188658974562562,0.1852144011773979,0.07275866572746705,0.07485490049614775,0.073390838410774,0.1491418457705347,0.09081186821989387,0.19869660369687447,0.5648571796386762,0.5656614611528855,0.5212625710388781,0.14131805989060095,0.06514147849167987,0.1830671622501315,0.5316774196219707,0.15975199595432707,0.836510007648907
