"Time","pod:productcatalogservice-w1-66565874fb-jrwt7_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w4-599b6846df-svrfz_service:frontend_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-45n5v_service:currencyservice_node:worker--1.novalocal","pod:frontend-w4-599b6846df-fjqc9_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-9lchz_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-pf5q2_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-8ddd87c7b-447zx_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-p2rht_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-hl8lt_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-46cns_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-cd78b8fd6-nmnnd_service:currencyservice_node:worker--4.novalocal","pod:redis-cart-w1-84485f8b85-rzzrm_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-85qsv_service:currencyservice_node:worker--2","pod:currencyservice-w2-656689488c-c9tmk_service:currencyservice_node:worker--2","pod:frontend-w3-6646bc856b-7v66r_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w4-56c4dd84bf-b2pcj_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w1-9f97cf96-z6sbd_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w3-5d9b8d854-95j66_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-dqq5w_service:recommendationservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-lh664_service:frontend_node:worker--4.novalocal","pod:frontend-w3-6646bc856b-ptj8s_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w2-8649bb655b-5862q_service:productcatalogservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-flwjw_service:recommendationservice_node:worker--2","pod:currencyservice-w4-cd78b8fd6-2rbwz_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-wqsmv_service:frontend_node:worker--4.novalocal","pod:frontend-w2-8ddd87c7b-8wl6j_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-q6pks_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-6646bc856b-mb4s4_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w1-5bbcb977f8-dfx2v_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-qfrr2_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-jx7bn_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-fxns7_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-v5c58_service:frontend_node:worker--2","pod:frontend-w2-8ddd87c7b-vgssf_service:frontend_node:worker--2","pod:cartservice-w1-59ff89795c-d7rzx_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-6xdnb_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-cj5rf_service:frontend_node:worker--1.novalocal","pod:currencyservice-w3-649d8c7669-6bvqc_service:currencyservice_node:worker--3.novalocal"
1642162967.882,0.16718755889388573,0.3746674979241354,0.46636112393630963,0.3716971716378909,0.0508309679940331,0.16850190589611352,0.3617394463191867,0.4012341232989359,0.3361111367765365,0.37967292216314985,0.3743630311297669,0.030460556935047664,0.3628731670991171,0.3623042856132661,0.35554833194920077,0.14684920830541484,0.5048709003420248,0.184065727502093,0.05812054414590796,0.3810672008189858,0.34876176188097097,0.1304634230603781,0.045977600361147314,0.3729653383859005,0.3752045951472411,0.35937823042220446,0.40682675979753624,0.3493265771237425,0.05223581458936132,0.053191015706539974,0.05282951952449452,0.3644752956385995,0.3594818221323124,0.33064681330773,0.43837822077606337,0.16974371698471605,0.461227211223587,0.4350380889342123
1642162982.91,0.18480073408949788,0.4234337492986391,0.52341667756907,0.4164472251467569,0.05610453255138393,0.18874491965358656,0.41263957508423127,0.4844058267634631,0.3817123391314583,0.42848431230840567,0.4281501317891169,0.03328531179170485,0.40791685520461085,0.4142666081452632,0.41317793719998946,0.16223541339720193,0.557637816419686,0.21067119521522473,0.06277172379477605,0.4347925734827089,0.4288334596878375,0.1381825232623428,0.049421128985606175,0.4301844642412149,0.4200433581245012,0.41153403987516995,0.4733560327251096,0.38008355153791656,0.057074102102512764,0.05804152417584846,0.05832271489861826,0.40495753105459764,0.41523159956151195,0.370620196888529,0.49285827886293493,0.18830578047179208,0.5190388522233192,0.4893386734970394
1642162997.934,0.18480073408949788,0.4234337492986391,0.52341667756907,0.4164472251467569,0.05610453255138393,0.18874491965358656,0.41263957508423127,0.4844058267634631,0.3817123391314583,0.42848431230840567,0.4281501317891169,0.03328531179170485,0.40791685520461085,0.4142666081452632,0.41317793719998946,0.16223541339720193,0.557637816419686,0.21067119521522473,0.06277172379477605,0.4347925734827089,0.4288334596878375,0.1381825232623428,0.049421128985606175,0.4301844642412149,0.4200433581245012,0.41153403987516995,0.4733560327251096,0.38008355153791656,0.057074102102512764,0.05804152417584846,0.05832271489861826,0.40495753105459764,0.41523159956151195,0.370620196888529,0.49285827886293493,0.18830578047179208,0.5190388522233192,0.4893386734970394
1642163013.293,0.1913790187009906,0.4517381716117087,0.5489026541800192,0.44202557055081254,0.0557075355826341,0.19108732315319812,0.4406300257694968,0.4857974299308745,0.41781065869159284,0.4458906238223815,0.4485666147372281,0.03419157822028319,0.43441609497204203,0.43711520058344333,0.40280180373667057,0.16677398096390914,0.5714798821407627,0.2055057852199431,0.06212063889875784,0.46497775247307216,0.45804873898616644,0.1553052314315873,0.04924798766144327,0.4468223244253107,0.4470385733319018,0.43974707152159975,0.49227893323784416,0.41345985869038604,0.056608412154825524,0.05814291548118054,0.05838639939822181,0.4327002799157989,0.44385240942690524,0.40121285607632384,0.5162714762665721,0.19145010644073232,0.5562654969479519,0.5176430397274222
1642163028.308,0.1913790187009906,0.4517381716117087,0.5489026541800192,0.44202557055081254,0.0557075355826341,0.19108732315319812,0.4406300257694968,0.4857974299308745,0.41781065869159284,0.4458906238223815,0.4485666147372281,0.03419157822028319,0.43441609497204203,0.43711520058344333,0.40280180373667057,0.16677398096390914,0.5714798821407627,0.2055057852199431,0.06212063889875784,0.46497775247307216,0.45804873898616644,0.1553052314315873,0.04924798766144327,0.4468223244253107,0.4470385733319018,0.43974707152159975,0.49227893323784416,0.41345985869038604,0.056608412154825524,0.05814291548118054,0.05838639939822181,0.4327002799157989,0.44385240942690524,0.40121285607632384,0.5162714762665721,0.19145010644073232,0.5562654969479519,0.5176430397274222
1642163043.322,0.19178165109862283,0.4527405507243184,0.5481881257860777,0.4411695116128382,0.0567160624063756,0.19119152824451643,0.39252925748365,0.4909315050365735,0.44528136411791486,0.4450048608423635,0.4491207847513832,0.03427310353515602,0.4162054050408716,0.41325431852664446,0.41278939486291655,0.1670526371576888,0.5646193628798243,0.19873765485458264,0.06235608732822494,0.46519269073349206,0.420663734945712,0.15524285559835677,0.050728370255872984,0.4459588949580824,0.44589918665825834,0.4417412092146147,0.531515668883621,0.4372798687060235,0.056734987726628335,0.05844302760741094,0.05804628569809598,0.4329690257187768,0.4454775422643382,0.3994051815802548,0.5163099084035468,0.19182586268624693,0.5570209699992784,0.4878513880024766
1642163058.339,0.19178165109862283,0.4527405507243184,0.5481881257860777,0.4411695116128382,0.0567160624063756,0.19119152824451643,0.39252925748365,0.4909315050365735,0.44528136411791486,0.4450048608423635,0.4491207847513832,0.03427310353515602,0.4162054050408716,0.41325431852664446,0.41278939486291655,0.1670526371576888,0.5646193628798243,0.19873765485458264,0.06235608732822494,0.46519269073349206,0.420663734945712,0.15524285559835677,0.050728370255872984,0.4459588949580824,0.44589918665825834,0.4417412092146147,0.531515668883621,0.4372798687060235,0.056734987726628335,0.05844302760741094,0.05804628569809598,0.4329690257187768,0.4454775422643382,0.3994051815802548,0.5163099084035468,0.19182586268624693,0.5570209699992784,0.4878513880024766
1642163073.359,0.19175670604973885,0.4528691672985595,0.5461353606476388,0.43660508592946634,0.05700998013350271,0.19124632351954468,0.4175810054984518,0.4785640217245319,0.4579914310892057,0.4431900904563478,0.44775280299683134,0.03386147965647642,0.4322138749126536,0.43580268814184864,0.433915552438544,0.16684494195311303,0.5585536628155618,0.20739834523782488,0.06404358081741099,0.4639992766313594,0.4342957459235973,0.1544459839178588,0.05014343704814708,0.4445597972486906,0.44406117766892306,0.39209336101811554,0.4939515107468166,0.4068050667705796,0.05631688269960206,0.05780515374875221,0.05783566975682408,0.4166830170804352,0.4451160258185872,0.39196581971332123,0.5145043433636999,0.19035195740960537,0.5536392043348828,0.504195874909432
1642163088.373,0.19175670604973885,0.4528691672985595,0.5461353606476388,0.43660508592946634,0.05700998013350271,0.19124632351954468,0.4175810054984518,0.4785640217245319,0.4579914310892057,0.4431900904563478,0.44775280299683134,0.03386147965647642,0.4322138749126536,0.43580268814184864,0.433915552438544,0.16684494195311303,0.5585536628155618,0.20739834523782488,0.06404358081741099,0.4639992766313594,0.4342957459235973,0.1544459839178588,0.05014343704814708,0.4445597972486906,0.44406117766892306,0.39209336101811554,0.4939515107468166,0.4068050667705796,0.05631688269960206,0.05780515374875221,0.05783566975682408,0.4166830170804352,0.4451160258185872,0.39196581971332123,0.5145043433636999,0.19035195740960537,0.5536392043348828,0.504195874909432
1642163103.394,0.19222971944842704,0.45119350737073244,0.5472139030618864,0.43567301738550723,0.05716086317501056,0.19225089462936493,0.39986752676519005,0.4745624334438309,0.4454084559281959,0.4436373860790603,0.447811301201714,0.03363346701162538,0.4307812917633167,0.42134103952076973,0.43219692827881345,0.16640380979223848,0.5524955614307574,0.20086054747861798,0.0636721152525197,0.4641810645738905,0.4311857107368543,0.15405077234778097,0.04888080134780535,0.44487764720323036,0.44447926523579684,0.4374014717009774,0.4865141708687237,0.4466946728663832,0.05689906205533668,0.05797238232962641,0.058017260520788885,0.4297563815210139,0.4413373191105211,0.37792391274206055,0.5149169811662335,0.18982329951200566,0.5551570095896495,0.49376172995517315
