"Time","pod:currencyservice-w4-6f8d8654c5-2zghh_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-777d8d5dcb-w74zb_service:frontend_node:worker--4.novalocal","pod:frontend-w2-6646bc856b-sz57m_service:frontend_node:worker--2.novalocal","pod:redis-cart-w1-7c75d55f4d-vzhpk_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w4-6f8d8654c5-qrbjk_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-ztzqj_service:recommendationservice_node:worker--3","pod:frontend-w2-6646bc856b-sv8hz_service:frontend_node:worker--2.novalocal","pod:adservice-w1-5c67ddfffc-46s79_service:adservice_node:worker--1.novalocal","pod:frontend-w4-777d8d5dcb-f2pmg_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-z5lwn_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-8n74x_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-5nktd_service:frontend_node:worker--3","pod:currencyservice-w2-649d8c7669-grghq_service:currencyservice_node:worker--2.novalocal","pod:frontend-w4-777d8d5dcb-d55hw_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-25f64_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-nzwbf_service:frontend_node:worker--3","pod:recommendationservice-w1-5c774597c5-2hx9t_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-6pcwc_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-gkttb_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-8c66q_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-8ptbh_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-vvxsc_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w4-6f8d8654c5-clvnt_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-gfjnp_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w3-8649bb655b-nwgj4_service:productcatalogservice_node:worker--3","pod:recommendationservice-w2-6855bd669b-kvct4_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w1-86744bdcbd-z6bnz_service:cartservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-g97rt_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w4-777d8d5dcb-cqp7j_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-26h59_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-hpnb4_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-tqx7l_service:frontend_node:worker--3","pod:currencyservice-w2-649d8c7669-brkpl_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-lcjjb_service:frontend_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-q7bn6_service:frontend_node:worker--2.novalocal","pod:currencyservice-w1-cd78b8fd6-hk5xv_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w2-649d8c7669-lj4md_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-5d9b8d854-pr5sg_service:productcatalogservice_node:worker--2.novalocal"
1642243553.362,0.4397255698367939,0.4197960124693318,0.42371198456123105,0.03597791110638565,0.4403746640846504,0.04662704753812927,0.4068068041608817,0.4504698459762225,0.41931446588341,0.17080972357578014,0.3924148842139706,0.39644419559229715,0.48586792592711037,0.4198353178227503,0.3998018982192829,0.4148070823510044,0.04803810889088829,0.047474278634187954,0.45191125365295337,0.1522265998795322,0.1503189160556043,0.047178707976939974,0.4424694313656238,0.05490739723084083,0.14130502314632365,0.05853750110889297,0.42814526594167557,0.14695131049091584,0.4271979974246028,0.38880873563655266,0.3779597253755717,0.33275173204259395,0.49132924373828096,0.3654323486302228,0.4184090090830079,0.4253428725607774,0.4456695574104167,0.2007421592489336
1642243568.386,0.4397255698367939,0.4197960124693318,0.42371198456123105,0.03597791110638565,0.4403746640846504,0.04662704753812927,0.4068068041608817,0.4504698459762225,0.41931446588341,0.17080972357578014,0.3924148842139706,0.39644419559229715,0.48586792592711037,0.4198353178227503,0.3998018982192829,0.4148070823510044,0.04803810889088829,0.047474278634187954,0.45191125365295337,0.1522265998795322,0.1503189160556043,0.047178707976939974,0.4424694313656238,0.05490739723084083,0.14130502314632365,0.05853750110889297,0.42814526594167557,0.14695131049091584,0.4271979974246028,0.38880873563655266,0.3779597253755717,0.33275173204259395,0.49132924373828096,0.3654323486302228,0.4184090090830079,0.4253428725607774,0.4456695574104167,0.2007421592489336
1642243583.43,0.4685527313689583,0.45816608740625725,0.43254089662840145,0.03774568646796281,0.4676756415984342,0.05019588584329071,0.4049649632255806,0.4679738360523462,0.4562760950433345,0.1761457088856235,0.42152399052474304,0.43780095069789343,0.5009838068581628,0.4588820655905176,0.4253806826992024,0.45973778575095336,0.04872229277189068,0.048653396895353127,0.491649597129197,0.15900148950652968,0.15984922586144606,0.04877992876734799,0.47079548903564605,0.055933744936680574,0.15028633837681213,0.05954620179105785,0.4704897822691528,0.1580636719609947,0.4653549170495415,0.4217284098247306,0.41242677232722114,0.367664030269082,0.4792828332920791,0.40009861393699375,0.4321692361767318,0.4495463229751666,0.4798923430319113,0.210097036726689
1642243598.492,0.4685527313689583,0.45816608740625725,0.43254089662840145,0.03774568646796281,0.4676756415984342,0.05019588584329071,0.4049649632255806,0.4679738360523462,0.4562760950433345,0.1761457088856235,0.42152399052474304,0.43780095069789343,0.5009838068581628,0.4588820655905176,0.4253806826992024,0.45973778575095336,0.04872229277189068,0.048653396895353127,0.491649597129197,0.15900148950652968,0.15984922586144606,0.04877992876734799,0.47079548903564605,0.055933744936680574,0.15028633837681213,0.05954620179105785,0.4704897822691528,0.1580636719609947,0.4653549170495415,0.4217284098247306,0.41242677232722114,0.367664030269082,0.4792828332920791,0.40009861393699375,0.4321692361767318,0.4495463229751666,0.4798923430319113,0.210097036726689
1642243613.508,0.4667679320813153,0.4576022001904302,0.4374040166816681,0.03792241233380465,0.46602020738464717,0.04889865772880922,0.4311627883067164,0.4577522356649304,0.45633389659944773,0.17534702565843954,0.40790278442196104,0.4396066577914508,0.5033512045407439,0.4598579932751038,0.389133606303921,0.4605429268225237,0.04797971090548015,0.04913380673998788,0.49284528625312596,0.15943030573870098,0.15989189080373398,0.048397849286648725,0.47033793958890197,0.054984060537381564,0.14693629093567367,0.06355453083392087,0.4706131026398436,0.1586175864969695,0.46662562024556165,0.42326985973230113,0.4128465003418348,0.36898866366884386,0.5249692836746418,0.43568313096922134,0.42465243743816905,0.4505730937619377,0.4818518571748932,0.20136106009169977
1642243628.542,0.4667679320813153,0.4576022001904302,0.4374040166816681,0.03792241233380465,0.46602020738464717,0.04889865772880922,0.4311627883067164,0.4577522356649304,0.45633389659944773,0.17534702565843954,0.40790278442196104,0.4396066577914508,0.5033512045407439,0.4598579932751038,0.389133606303921,0.4605429268225237,0.04797971090548015,0.04913380673998788,0.49284528625312596,0.15943030573870098,0.15989189080373398,0.048397849286648725,0.47033793958890197,0.054984060537381564,0.14693629093567367,0.06355453083392087,0.4706131026398436,0.1586175864969695,0.46662562024556165,0.42326985973230113,0.4128465003418348,0.36898866366884386,0.5249692836746418,0.43568313096922134,0.42465243743816905,0.4505730937619377,0.4818518571748932,0.20136106009169977
1642243643.556,0.46539175565852975,0.45943166806209423,0.4600692510104106,0.03805498503436937,0.46543654349136065,0.05083574106193841,0.4300745891174587,0.45035288133532436,0.45791842845196534,0.17485552666822127,0.42245333639308347,0.4397282045571026,0.4708994542421493,0.4610001843640286,0.42745816337905074,0.45103262156353463,0.04865243494903643,0.04909580399041706,0.49400136978771486,0.15964062165965226,0.16005632916996995,0.048505924910305316,0.47129763982543316,0.0546086362140472,0.1535774501337064,0.06272474964713018,0.47318494666980754,0.1594624612588907,0.4675728649437113,0.4119897467647595,0.41422976406949086,0.3701589734058984,0.49692641616685057,0.43333104347672435,0.4258294119081478,0.45128567925469343,0.49991059394140525,0.20070602457286418
1642243658.609,0.46539175565852975,0.45943166806209423,0.4600692510104106,0.03805498503436937,0.46543654349136065,0.05083574106193841,0.4300745891174587,0.45035288133532436,0.45791842845196534,0.17485552666822127,0.42245333639308347,0.4397282045571026,0.4708994542421493,0.4610001843640286,0.42745816337905074,0.45103262156353463,0.04865243494903643,0.04909580399041706,0.49400136978771486,0.15964062165965226,0.16005632916996995,0.048505924910305316,0.47129763982543316,0.0546086362140472,0.1535774501337064,0.06272474964713018,0.47318494666980754,0.1594624612588907,0.4675728649437113,0.4119897467647595,0.41422976406949086,0.3701589734058984,0.49692641616685057,0.43333104347672435,0.4258294119081478,0.45128567925469343,0.49991059394140525,0.20070602457286418
1642243673.62,0.46550733141247147,0.4612847194944618,0.45589354141241595,0.03799905369965689,0.4643864112351185,0.049810330138736515,0.4319257976222608,0.44491678720099426,0.4550550791336478,0.17581661495353948,0.4217381336712626,0.43318725677860914,0.4950924221676347,0.4594462559059506,0.41630940036334196,0.45685658089435055,0.04805608248942975,0.04909391774595083,0.49115395403663864,0.15953158290198563,0.15960440311702784,0.048506946891988575,0.46990000384208935,0.05514644885080627,0.14664443052755838,0.0630814427308947,0.4733752086593507,0.1583196066289927,0.4658768782814079,0.4242347791951014,0.39050554063848464,0.3549214611097198,0.4773239190128089,0.41817356826617463,0.45097781169505635,0.4494937064498356,0.5026420247287793,0.2105536472469223
1642243688.645,0.46550733141247147,0.4612847194944618,0.45589354141241595,0.03799905369965689,0.4643864112351185,0.049810330138736515,0.4319257976222608,0.44491678720099426,0.4550550791336478,0.17581661495353948,0.4217381336712626,0.43318725677860914,0.4950924221676347,0.4594462559059506,0.41630940036334196,0.45685658089435055,0.04805608248942975,0.04909391774595083,0.49115395403663864,0.15953158290198563,0.15960440311702784,0.048506946891988575,0.46990000384208935,0.05514644885080627,0.14664443052755838,0.0630814427308947,0.4733752086593507,0.1583196066289927,0.4658768782814079,0.4242347791951014,0.39050554063848464,0.3549214611097198,0.4773239190128089,0.41817356826617463,0.45097781169505635,0.4494937064498356,0.5026420247287793,0.2105536472469223
