"Time","pod:currencyservice-w1-cd78b8fd6-sdg6s_service:currencyservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-fgkwh_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-hm22d_service:frontend_node:worker--3","pod:adservice-w1-5c67ddfffc-jctlg_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-jjxdd_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-n2n2t_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-9ps5t_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w4-777d8d5dcb-2v4m9_service:frontend_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-76kgm_service:frontend_node:worker--3","pod:currencyservice-w2-649d8c7669-k8957_service:currencyservice_node:worker--2.novalocal","pod:frontend-w4-777d8d5dcb-prlvh_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-66565874fb-25svp_service:productcatalogservice_node:worker--4.novalocal","pod:currencyservice-w3-656689488c-m4f6p_service:currencyservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-2xhv9_service:productcatalogservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-d2cbk_service:recommendationservice_node:worker--3","pod:frontend-w2-6646bc856b-lz4xt_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w1-56c4dd84bf-hzn6r_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w4-6f8d8654c5-76flj_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w4-6f8d8654c5-xq2hm_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-5bbcb977f8-q4zkj_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w3-8ddd87c7b-8wqft_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-v2md2_service:frontend_node:worker--3","pod:currencyservice-w2-649d8c7669-rkh6z_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-sqsxx_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w1-5c774597c5-99kwc_service:recommendationservice_node:worker--1.novalocal","pod:frontend-w4-777d8d5dcb-mcjzz_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w2-6855bd669b-6dvg8_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w1-86744bdcbd-9zjw4_service:cartservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-jdscz_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-v5hlx_service:currencyservice_node:worker--3","pod:frontend-w2-6646bc856b-cqmp5_service:frontend_node:worker--2.novalocal","pod:frontend-w2-6646bc856b-vzx9p_service:frontend_node:worker--2.novalocal","pod:frontend-w1-599b6846df-v6j22_service:frontend_node:worker--1.novalocal","pod:frontend-w4-777d8d5dcb-rm86p_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w2-5d9b8d854-gjg5l_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w1-5c774597c5-rvxmt_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w4-6f8d8654c5-mcx2d_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w2-649d8c7669-6n8zx_service:currencyservice_node:worker--2.novalocal"
1642242248.375,0.3973511920328332,0.3696642325419249,0.3822158371609001,0.43015447997927514,0.14160491875454487,0.14480929632142509,0.04592528042019224,0.4027834298769724,0.3887098638344879,0.435476134107334,0.3914060822143286,0.1633574483060876,0.3599686678173797,0.13379101486804598,0.0461989509672132,0.35684290304695293,0.1412574684126684,0.4167597967785833,0.4177234749751345,0.0537954144302085,0.36739125242887827,0.32934253689440146,0.4220902183652082,0.3575042826302082,0.044570944196768186,0.407216305872683,0.06293545278139219,0.40174777329397177,0.03352714651035672,0.3761003245178568,0.4112317664542736,0.3458331625414583,0.4095477169831721,0.3957678040663074,0.1897238080165342,0.04612328799404633,0.42057617719577184,0.4089967759447731
1642242263.395,0.44834813749680585,0.3957743941228969,0.4207191260770043,0.47796600815266754,0.15960973247252747,0.16034013700110525,0.04930220300365809,0.45077704629265875,0.4364861248260345,0.5099428726989719,0.4375762155486145,0.1766916247778901,0.42067526243429465,0.14861575294070462,0.04745656004080692,0.4277994374937429,0.15441576019918812,0.4605859434531534,0.464416708791979,0.05612144115371753,0.4100951899756574,0.3695280135511686,0.4872880150912736,0.43374587184857805,0.047652313048757604,0.4538841056809465,0.06569891951264907,0.45169543133977097,0.03737420694776492,0.39061476632124226,0.4737506649373599,0.40854706008738617,0.4596930321531102,0.4430826241308609,0.1922207955111232,0.048994720112683104,0.4654076387162176,0.47478331611283686
1642242278.427,0.44834813749680585,0.3957743941228969,0.4207191260770043,0.47796600815266754,0.15960973247252747,0.16034013700110525,0.04930220300365809,0.45077704629265875,0.4364861248260345,0.5099428726989719,0.4375762155486145,0.1766916247778901,0.42067526243429465,0.14861575294070462,0.04745656004080692,0.4277994374937429,0.15441576019918812,0.4605859434531534,0.464416708791979,0.05612144115371753,0.4100951899756574,0.3695280135511686,0.4872880150912736,0.43374587184857805,0.047652313048757604,0.4538841056809465,0.06569891951264907,0.45169543133977097,0.03737420694776492,0.39061476632124226,0.4737506649373599,0.40854706008738617,0.4596930321531102,0.4430826241308609,0.1922207955111232,0.048994720112683104,0.4654076387162176,0.47478331611283686
1642242293.459,0.4540549391182942,0.42501955578316986,0.44078800812766844,0.4767969005115482,0.1597155143047974,0.15952186739329502,0.049076107446890505,0.4618210412126771,0.44845172993913507,0.4627424003114736,0.4531631388710763,0.17706700002579392,0.42880963496897595,0.15130575493630152,0.04985629335303881,0.3994357849044979,0.15828701819628893,0.46758554813986597,0.4709476206897589,0.05665382607160534,0.4275863991792944,0.3769943047311451,0.516692431878951,0.4486919143050616,0.04800423904122217,0.4666883897993045,0.06443221514544037,0.461542619592113,0.03742641066770353,0.42918528165389863,0.423224563695,0.4192595047141756,0.47064962763260154,0.45229744991930454,0.21024961596844094,0.04914129694741271,0.47162131455933487,0.4796121413527559
1642242308.498,0.4540549391182942,0.42501955578316986,0.44078800812766844,0.4767969005115482,0.1597155143047974,0.15952186739329502,0.049076107446890505,0.4618210412126771,0.44845172993913507,0.4627424003114736,0.4531631388710763,0.17706700002579392,0.42880963496897595,0.15130575493630152,0.04985629335303881,0.3994357849044979,0.15828701819628893,0.46758554813986597,0.4709476206897589,0.05665382607160534,0.4275863991792944,0.3769943047311451,0.516692431878951,0.4486919143050616,0.04800423904122217,0.4666883897993045,0.06443221514544037,0.461542619592113,0.03742641066770353,0.42918528165389863,0.423224563695,0.4192595047141756,0.47064962763260154,0.45229744991930454,0.21024961596844094,0.04914129694741271,0.47162131455933487,0.4796121413527559
1642242323.514,0.45154750052014603,0.4046048333236394,0.4396416874944237,0.4574404827826587,0.1592925371155855,0.15956632711665564,0.049087880118443034,0.4611648756256411,0.44840136275120934,0.4933713899696683,0.45174221614911686,0.17826023860536466,0.4270706197022322,0.1538556242105193,0.048350283931766394,0.4428828335827707,0.15752173192463176,0.4665879954332858,0.4707547979564153,0.05705928720165154,0.4271776503064315,0.3696532513565867,0.5139493909366146,0.417576217254109,0.04852363090048614,0.46813009113355186,0.06653347434808946,0.46217234266946283,0.03776405466198461,0.4165501733158805,0.4842380139877238,0.4264679500173843,0.4687956443141996,0.4519808184721152,0.20520312624700585,0.04872552819924922,0.47075803255107485,0.4762766284027019
1642242338.569,0.45154750052014603,0.4046048333236394,0.4396416874944237,0.4574404827826587,0.1592925371155855,0.15956632711665564,0.049087880118443034,0.4611648756256411,0.44840136275120934,0.4933713899696683,0.45174221614911686,0.17826023860536466,0.4270706197022322,0.1538556242105193,0.048350283931766394,0.4428828335827707,0.15752173192463176,0.4665879954332858,0.4707547979564153,0.05705928720165154,0.4271776503064315,0.3696532513565867,0.5139493909366146,0.417576217254109,0.04852363090048614,0.46813009113355186,0.06653347434808946,0.46217234266946283,0.03776405466198461,0.4165501733158805,0.4842380139877238,0.4264679500173843,0.4687956443141996,0.4519808184721152,0.20520312624700585,0.04872552819924922,0.47075803255107485,0.4762766284027019
1642242353.602,0.45201834831622234,0.4096617157118102,0.44087752134140623,0.4521481062149315,0.1595674735266719,0.1598469993017375,0.049211222775411345,0.46246431607344335,0.4486602610321192,0.48993505777879265,0.4530941591025668,0.1780493915409921,0.42629879839229334,0.1491519183596657,0.04855460442465197,0.43463921766889,0.157343280486919,0.46544846585185895,0.46935953394921814,0.05741835068783474,0.4262311898934038,0.3758750443329824,0.51413134093068,0.4406918240694311,0.04868699612540918,0.4695452373532285,0.06351835092164568,0.46342454395839283,0.03760607304269463,0.42574824082666485,0.449503513285161,0.4042948634068745,0.46817695942765186,0.4532150558305025,0.20571565302836006,0.04856511096965337,0.4708712017286384,0.5021685115020534
1642242368.616,0.45201834831622234,0.4096617157118102,0.44087752134140623,0.4521481062149315,0.1595674735266719,0.1598469993017375,0.049211222775411345,0.46246431607344335,0.4486602610321192,0.48993505777879265,0.4530941591025668,0.1780493915409921,0.42629879839229334,0.1491519183596657,0.04855460442465197,0.43463921766889,0.157343280486919,0.46544846585185895,0.46935953394921814,0.05741835068783474,0.4262311898934038,0.3758750443329824,0.51413134093068,0.4406918240694311,0.04868699612540918,0.4695452373532285,0.06351835092164568,0.46342454395839283,0.03760607304269463,0.42574824082666485,0.449503513285161,0.4042948634068745,0.46817695942765186,0.4532150558305025,0.20571565302836006,0.04856511096965337,0.4708712017286384,0.5021685115020534
1642242383.661,0.4511105981480893,0.4113958816966141,0.44131824934582115,0.4499485137643593,0.15962875900340318,0.15918184656841827,0.04934473758249407,0.46303351877143584,0.4477245271036917,0.49996729831333375,0.4546583514601806,0.1782131194294215,0.4242005898425818,0.1450089508265058,0.05032955064012429,0.4361752618056185,0.15670683501193433,0.4656767093551061,0.4695730352619544,0.057738942746605126,0.4251606630497978,0.37513124669102105,0.47898331993735166,0.4117637423846379,0.048444484766259344,0.4710133092390184,0.062174863912615355,0.46239051972616013,0.037768941929577665,0.4242055845655246,0.4612701579533802,0.42449190783166646,0.46863787098027543,0.45362350983595245,0.20525531640900596,0.04877522428289044,0.4707635518206384,0.49666514004979817
