"Time","pod:currencyservice-w3-6f8d8654c5-mpbjb_service:currencyservice_node:worker--3.novalocal","pod:productcatalogservice-w1-5d9b8d854-jn8b9_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w4-656689488c-rdwpk_service:currencyservice_node:worker--4","pod:frontend-w4-8ddd87c7b-c4p5j_service:frontend_node:worker--4","pod:frontend-w4-8ddd87c7b-ngn5t_service:frontend_node:worker--4","pod:frontend-w4-8ddd87c7b-sctvt_service:frontend_node:worker--4","pod:adservice-w1-76766bdfb6-s44fm_service:adservice_node:worker--1.novalocal","pod:currencyservice-w3-6f8d8654c5-nlthj_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-9chds_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-66565874fb-p8n2w_service:productcatalogservice_node:worker--3.novalocal","pod:productcatalogservice-w1-5d9b8d854-gfgxf_service:productcatalogservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-g9nzx_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-5fdf77f88c-nnv5h_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-4nbf8_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-599b6846df-kxtbx_service:frontend_node:worker--2.novalocal","pod:currencyservice-w4-656689488c-8gt76_service:currencyservice_node:worker--4","pod:frontend-w4-8ddd87c7b-xwgv6_service:frontend_node:worker--4","pod:frontend-w1-6646bc856b-sgn6t_service:frontend_node:worker--1.novalocal","pod:frontend-w3-777d8d5dcb-fq786_service:frontend_node:worker--3.novalocal","pod:frontend-w3-777d8d5dcb-tk9bk_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w1-6855bd669b-7dqdh_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-6855bd669b-fhlqd_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-56c4dd84bf-9fqh4_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5c774597c5-9drxv_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-777d8d5dcb-949t9_service:frontend_node:worker--3.novalocal","pod:currencyservice-w2-cd78b8fd6-5dfrh_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-599b6846df-pxp7w_service:frontend_node:worker--2.novalocal","pod:frontend-w2-599b6846df-w8kfm_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w4-8649bb655b-kz64r_service:productcatalogservice_node:worker--4","pod:cartservice-w1-6d5d8bb6bc-zw88s_service:cartservice_node:worker--1.novalocal","pod:frontend-w2-599b6846df-4mgvd_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-6f8d8654c5-nnh2b_service:currencyservice_node:worker--3.novalocal","pod:recommendationservice-w3-5bbcb977f8-v4mmf_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w1-649d8c7669-dxfts_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-5d9b8d854-zhghm_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-cd78b8fd6-tcxfx_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w4-656689488c-4lv8g_service:currencyservice_node:worker--4","pod:recommendationservice-w4-8597bb459d-5rhsk_service:recommendationservice_node:worker--4"
1642194432.486,0.412587404650818,0.18932511096145835,0.389986300236141,0.3395138283803792,0.36740247861622405,0.36097335623523064,0.5042057118680084,0.41311127405426906,0.37932615945124126,0.1598997518950678,0.20418777637743646,0.062850888693008,0.02417798635336154,0.39030486894311434,0.38042123699349006,0.38921485168266134,0.36335265095172936,0.5032196557491758,0.38104772224872074,0.3824551237783092,0.06858025917138608,0.06559553539812592,0.14629220601162846,0.0530511200747728,0.38383873989068185,0.3906204121233997,0.36835875918233874,0.37129353059910997,0.14221675863201905,0.42846146353359615,0.3712967362550664,0.4159145546227697,0.05351673282354097,0.5521523120453102,0.2053445603758899,0.3887611958330467,0.3878882103271511,0.047696612359259954
1642194447.51,0.4621214201002226,0.21485470476506943,0.42173861830847614,0.3830845697793003,0.4163117834885937,0.4057802612552082,0.547653830567844,0.462524855588633,0.42405796939749296,0.1782744098255995,0.2167935953540548,0.06506995799493431,0.021212062024837518,0.4381367407726034,0.4287744282092554,0.43233443164355145,0.4081636377295286,0.5843899237291751,0.4265034600612688,0.42773207787102513,0.06819290156585016,0.06783526339171837,0.1636809181157385,0.05238605737525165,0.43057023978957226,0.4396514306148853,0.41474324594512957,0.4189486932065638,0.15529485926859882,0.4888078172794349,0.4186249493007139,0.4652679546270039,0.053919984825994575,0.5976283799865506,0.22833795835433857,0.4341913012205409,0.43853609668815585,0.047737846654394345
1642194462.535,0.4621214201002226,0.21485470476506943,0.42173861830847614,0.3830845697793003,0.4163117834885937,0.4057802612552082,0.547653830567844,0.462524855588633,0.42405796939749296,0.1782744098255995,0.2167935953540548,0.06506995799493431,0.021212062024837518,0.4381367407726034,0.4287744282092554,0.43233443164355145,0.4081636377295286,0.5843899237291751,0.4265034600612688,0.42773207787102513,0.06819290156585016,0.06783526339171837,0.1636809181157385,0.05238605737525165,0.43057023978957226,0.4396514306148853,0.41474324594512957,0.4189486932065638,0.15529485926859882,0.4888078172794349,0.4186249493007139,0.4652679546270039,0.053919984825994575,0.5976283799865506,0.22833795835433857,0.4341913012205409,0.43853609668815585,0.047737846654394345
1642194477.557,0.48260566411164063,0.23608377345028672,0.45824865823828353,0.4048826133818787,0.43995529168255443,0.4313514212862532,0.576689496997661,0.484196077171245,0.44674164537326494,0.1832004479330373,0.20818552761786616,0.06339626021709534,0.022839743194091048,0.45735168527277226,0.4504675187212976,0.4372467305095866,0.4318435499633977,0.6167460184532677,0.4511128843341446,0.4512990588294798,0.06528072252299764,0.06697742976129734,0.1691916979986531,0.05263645780057516,0.45455937900916615,0.45643072741043306,0.43814683710326535,0.44166122261314755,0.16584000310507557,0.5155970153327852,0.44156127799480127,0.48423983048742614,0.053772918135955805,0.5827977711960859,0.24059838188988292,0.4565465914733504,0.4391413138247541,0.05092269100628265
1642194492.586,0.48260566411164063,0.23608377345028672,0.45824865823828353,0.4048826133818787,0.43995529168255443,0.4313514212862532,0.576689496997661,0.484196077171245,0.44674164537326494,0.1832004479330373,0.20818552761786616,0.06339626021709534,0.022839743194091048,0.45735168527277226,0.4504675187212976,0.4372467305095866,0.4318435499633977,0.6167460184532677,0.4511128843341446,0.4512990588294798,0.06528072252299764,0.06697742976129734,0.1691916979986531,0.05263645780057516,0.45455937900916615,0.45643072741043306,0.43814683710326535,0.44166122261314755,0.16584000310507557,0.5155970153327852,0.44156127799480127,0.48423983048742614,0.053772918135955805,0.5827977711960859,0.24059838188988292,0.4565465914733504,0.4391413138247541,0.05092269100628265
1642194507.616,0.4802746349072242,0.240774223769486,0.45770988702726756,0.40514187052586137,0.4404495635272707,0.4026590616374253,0.6105556360073852,0.48453207509508556,0.44484118459038857,0.18298617125700012,0.23575609679128182,0.06312030347841871,0.02083350854119968,0.45550804160153635,0.4508730768668254,0.43651096179329385,0.4319123382759474,0.5773929880040137,0.4510457816738773,0.45022619154624566,0.06416385514604918,0.06423098374788627,0.16811044484439724,0.05278931157796366,0.4552791642101654,0.4542513933799389,0.43752180021710946,0.44128559733374306,0.1661837852029199,0.5298870303672918,0.44086130976581506,0.48121553501408515,0.053876038195740286,0.6282528839444687,0.2405570381739735,0.4548751666708707,0.4397922145839318,0.04509701569127404
1642194522.639,0.4802746349072242,0.240774223769486,0.45770988702726756,0.40514187052586137,0.4404495635272707,0.4026590616374253,0.6105556360073852,0.48453207509508556,0.44484118459038857,0.18298617125700012,0.23575609679128182,0.06312030347841871,0.02083350854119968,0.45550804160153635,0.4508730768668254,0.43651096179329385,0.4319123382759474,0.5773929880040137,0.4510457816738773,0.45022619154624566,0.06416385514604918,0.06423098374788627,0.16811044484439724,0.05278931157796366,0.4552791642101654,0.4542513933799389,0.43752180021710946,0.44128559733374306,0.1661837852029199,0.5298870303672918,0.44086130976581506,0.48121553501408515,0.053876038195740286,0.6282528839444687,0.2405570381739735,0.4548751666708707,0.4397922145839318,0.04509701569127404
1642194537.669,0.47410558506292955,0.23615268541937678,0.4536419897063674,0.36709590474160325,0.4064854143245365,0.42785976253273506,0.5786863948320529,0.4749664362561285,0.434858456070995,0.18158756839332146,0.2394123604284068,0.06261216768457858,0.02227393857878574,0.4519055721841577,0.4456643003310233,0.4489124518499025,0.4294886207379889,0.6057206910279753,0.44410125332024464,0.4407900081385327,0.06549867924533395,0.06363952741839195,0.16838957499567497,0.05309141653342905,0.4423702707503962,0.45064422625114603,0.43610949248056896,0.4393782292948265,0.16532930100514284,0.49569998240627666,0.43854326368869334,0.4663623092570745,0.05260986284317074,0.6206021105657131,0.23956269907413685,0.4472120369508774,0.4520121541289357,0.05059059992131077
1642194552.697,0.47410558506292955,0.23615268541937678,0.4536419897063674,0.36709590474160325,0.4064854143245365,0.42785976253273506,0.5786863948320529,0.4749664362561285,0.434858456070995,0.18158756839332146,0.2394123604284068,0.06261216768457858,0.02227393857878574,0.4519055721841577,0.4456643003310233,0.4489124518499025,0.4294886207379889,0.6057206910279753,0.44410125332024464,0.4407900081385327,0.06549867924533395,0.06363952741839195,0.16838957499567497,0.05309141653342905,0.4423702707503962,0.45064422625114603,0.43610949248056896,0.4393782292948265,0.16532930100514284,0.49569998240627666,0.43854326368869334,0.4663623092570745,0.05260986284317074,0.6206021105657131,0.23956269907413685,0.4472120369508774,0.4520121541289357,0.05059059992131077
1642194567.722,0.446607101231227,0.23024891210775117,0.4279932329564514,0.38800619967851885,0.41966362823500347,0.412381236792594,0.5751217236283601,0.45120890514630635,0.4283096377061109,0.18023015847229187,0.23572584339096214,0.058198668833300354,0.02012280192588671,0.4225521626545346,0.42963270877308646,0.4214492598853123,0.4130548076257672,0.562156719490632,0.43109159947295994,0.43253044881022673,0.06181565199326416,0.06031420001202176,0.16531864630154694,0.04999211780115781,0.4370296717021808,0.42063668317298764,0.41986752083680845,0.42376138240537137,0.16349537034809186,0.5019028898534101,0.42240587964479964,0.4483729906377625,0.05053764455662302,0.5763240290890961,0.23695359427345009,0.4200110767452477,0.41244267290050973,0.04765039213379296
