"Time","pod:productcatalogservice-w1-8649bb655b-kgd4n_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-cs52d_service:recommendationservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-fdfnl_service:recommendationservice_node:worker--1","pod:currencyservice-w2-6f8d8654c5-rk9gs_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-l4m7v_service:frontend_node:worker--2.novalocal","pod:frontend-w1-8ddd87c7b-fvhk7_service:frontend_node:worker--1","pod:currencyservice-w2-6f8d8654c5-kb8z4_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-mdgv2_service:frontend_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-874z6_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-hnmcm_service:productcatalogservice_node:worker--4.novalocal","pod:frontend-w2-777d8d5dcb-r7lbl_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-ksx7t_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-z697k_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w3-599b6846df-hzv2x_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-56c4dd84bf-p4zqg_service:productcatalogservice_node:worker--3.novalocal","pod:redis-cart-w1-6d65c886c7-xtvbf_service:redis-cart_node:worker--1","pod:currencyservice-w4-649d8c7669-6m8mc_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-b4pwk_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w3-cd78b8fd6-rrk6r_service:currencyservice_node:worker--3.novalocal","pod:frontend-w3-599b6846df-h8cvg_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w1-8649bb655b-fmbwv_service:productcatalogservice_node:worker--1","pod:currencyservice-w4-649d8c7669-wgb5s_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-nchk9_service:frontend_node:worker--4.novalocal","pod:currencyservice-w3-cd78b8fd6-m5gvp_service:currencyservice_node:worker--3.novalocal","pod:currencyservice-w2-6f8d8654c5-r4k8p_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-v7kv7_service:frontend_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-t9rhs_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w3-5c774597c5-blc5n_service:recommendationservice_node:worker--3.novalocal","pod:adservice-w1-754d7d8cd4-nwxx6_service:adservice_node:worker--1","pod:cartservice-w1-856bd974f7-6nkp6_service:cartservice_node:worker--1","pod:productcatalogservice-w1-8649bb655b-sw4z6_service:productcatalogservice_node:worker--1","pod:recommendationservice-w1-8597bb459d-6hngd_service:recommendationservice_node:worker--1","pod:currencyservice-w4-649d8c7669-j5h4z_service:currencyservice_node:worker--4.novalocal","pod:frontend-w4-6646bc856b-nx25j_service:frontend_node:worker--4.novalocal","pod:frontend-w3-599b6846df-cfpqf_service:frontend_node:worker--3.novalocal","pod:frontend-w3-599b6846df-qrzz4_service:frontend_node:worker--3.novalocal","pod:currencyservice-w1-656689488c-5pvgq_service:currencyservice_node:worker--1","pod:recommendationservice-w4-6855bd669b-8w6gj_service:recommendationservice_node:worker--4.novalocal"
1642180004.207,0.1344734876112756,0.043566463437888656,0.04399123791533294,0.3757869073602311,0.3741902389750751,0.34747790963874453,0.3789819652550126,0.37366024955292887,0.3490399727225293,0.17202184598231862,0.368069558657766,0.15811112393415983,0.04983551800135544,0.375678510242191,0.1409983096488857,0.030772259417050283,0.40414979957355146,0.34554686802587403,0.343748393120468,0.3563987921422328,0.14613480441204704,0.39548870707277817,0.33109892299049176,0.340779157161067,0.3764942001921814,0.38417572620647145,0.33659603055358855,0.04664156446932968,0.4025098687259788,0.37208206323384146,0.138852181130757,0.04378562772306592,0.4147941900251805,0.32998157173291665,0.3531547365542178,0.3662084394468709,0.36590210200022655,0.05517424713643934
1642180019.238,0.14999427409298133,0.047505968921826944,0.04630402609530923,0.4287255519937437,0.42417711472256214,0.39555931064288186,0.42554684426908873,0.4229311881197855,0.397354650584975,0.1848582529156432,0.41470725500356936,0.17532298207976563,0.05220425239730782,0.4270061279139269,0.15850029058751508,0.03270542953782256,0.46957647607345654,0.39526062315592947,0.39492818807533736,0.39976946712494005,0.1585910910871296,0.44932202107986186,0.37793638675040936,0.3896548589669836,0.4273890726996741,0.4329012506611553,0.40824484917266957,0.0511119862369695,0.4480169219844884,0.4309951506304387,0.1490050854786115,0.04423077573367094,0.417608921681645,0.39454088714152846,0.39462235875947593,0.41183622434071754,0.4171073922451538,0.061990607026763
1642180034.272,0.14999427409298133,0.047505968921826944,0.04630402609530923,0.4287255519937437,0.42417711472256214,0.39555931064288186,0.42554684426908873,0.4229311881197855,0.397354650584975,0.1848582529156432,0.41470725500356936,0.17532298207976563,0.05220425239730782,0.4270061279139269,0.15850029058751508,0.03270542953782256,0.46957647607345654,0.39526062315592947,0.39492818807533736,0.39976946712494005,0.1585910910871296,0.44932202107986186,0.37793638675040936,0.3896548589669836,0.4273890726996741,0.4329012506611553,0.40824484917266957,0.0511119862369695,0.4480169219844884,0.4309951506304387,0.1490050854786115,0.04423077573367094,0.417608921681645,0.39454088714152846,0.39462235875947593,0.41183622434071754,0.4171073922451538,0.061990607026763
1642180049.302,0.16433774129540563,0.048694421507815985,0.04864292324596092,0.4402203255621121,0.44531728136817883,0.41341406985061163,0.44079312691725114,0.4444266677567935,0.4311367261572491,0.20696977495872373,0.4324363929439421,0.17626539401275332,0.05237564506676735,0.4467106962445483,0.15880267832885933,0.03493851216515671,0.47270875351196495,0.4038610480034036,0.4063395504964291,0.4234705764810104,0.16425625390780502,0.48076528513062555,0.41175480628381644,0.40407478800809815,0.439372938695363,0.4563885423009555,0.4397748366479074,0.05027314630746166,0.4652357219737332,0.4536991586445728,0.16236947299644025,0.048551177541934804,0.4491806355078505,0.42026071746513655,0.42006693845306553,0.43383095294797525,0.4225240091212568,0.0621065950829261
1642180064.337,0.16433774129540563,0.048694421507815985,0.04864292324596092,0.4402203255621121,0.44531728136817883,0.41341406985061163,0.44079312691725114,0.4444266677567935,0.4311367261572491,0.20696977495872373,0.4324363929439421,0.17626539401275332,0.05237564506676735,0.4467106962445483,0.15880267832885933,0.03493851216515671,0.47270875351196495,0.4038610480034036,0.4063395504964291,0.4234705764810104,0.16425625390780502,0.48076528513062555,0.41175480628381644,0.40407478800809815,0.439372938695363,0.4563885423009555,0.4397748366479074,0.05027314630746166,0.4652357219737332,0.4536991586445728,0.16236947299644025,0.048551177541934804,0.4491806355078505,0.42026071746513655,0.42006693845306553,0.43383095294797525,0.4225240091212568,0.0621065950829261
1642180079.361,0.16388406597378613,0.048151787103525245,0.046072900744431294,0.44121611589033094,0.44612162416537116,0.4112238772273933,0.44264952804238045,0.4464175921455031,0.4022279533504878,0.18577315188007593,0.4340296867384187,0.1761521590255699,0.052507819488203065,0.44962529864187667,0.1590668099999079,0.034129142954336916,0.4932923960760433,0.4038232218499398,0.40668657718438117,0.4250183530952485,0.16423694183070403,0.45701754083988977,0.37251347341558194,0.40335065591829466,0.43926052073754823,0.45760710607919747,0.41785321146847093,0.050496346975967096,0.42841919682274626,0.4544967538354806,0.16227231482343582,0.04905661175859723,0.4532724087416252,0.40046348266366494,0.4222404310299837,0.4353471693903316,0.43744208542696883,0.062458696747918
1642180094.396,0.16388406597378613,0.048151787103525245,0.046072900744431294,0.44121611589033094,0.44612162416537116,0.4112238772273933,0.44264952804238045,0.4464175921455031,0.4022279533504878,0.18577315188007593,0.4340296867384187,0.1761521590255699,0.052507819488203065,0.44962529864187667,0.1590668099999079,0.034129142954336916,0.4932923960760433,0.4038232218499398,0.40668657718438117,0.4250183530952485,0.16423694183070403,0.45701754083988977,0.37251347341558194,0.40335065591829466,0.43926052073754823,0.45760710607919747,0.41785321146847093,0.050496346975967096,0.42841919682274626,0.4544967538354806,0.16227231482343582,0.04905661175859723,0.4532724087416252,0.40046348266366494,0.4222404310299837,0.4353471693903316,0.43744208542696883,0.062458696747918
1642180109.429,0.16356695242434904,0.046620598074887866,0.04767792394880373,0.4416008985920959,0.44668427960223145,0.4132898452934407,0.44123304373218597,0.4481980912264684,0.4273044520227815,0.20021852624201966,0.4346179609741966,0.1763144173977271,0.05306972977613339,0.44916986009733845,0.15912789483873177,0.03529346085054544,0.4657904496124603,0.4051538484149839,0.40717620479372474,0.42675037122945936,0.160871303630783,0.45546793260033624,0.4176057679601857,0.40466305436756334,0.44046900878133494,0.457308741641841,0.3816783657505756,0.05011038161157841,0.4402739088253894,0.4028181467947569,0.16205767841340557,0.04891360649050433,0.4728056068671625,0.3966121363059807,0.4257253925377315,0.43589632994101457,0.43828775810866905,0.05929637643321931
1642180124.453,0.16356695242434904,0.046620598074887866,0.04767792394880373,0.4416008985920959,0.44668427960223145,0.4132898452934407,0.44123304373218597,0.4481980912264684,0.4273044520227815,0.20021852624201966,0.4346179609741966,0.1763144173977271,0.05306972977613339,0.44916986009733845,0.15912789483873177,0.03529346085054544,0.4657904496124603,0.4051538484149839,0.40717620479372474,0.42675037122945936,0.160871303630783,0.45546793260033624,0.4176057679601857,0.40466305436756334,0.44046900878133494,0.457308741641841,0.3816783657505756,0.05011038161157841,0.4402739088253894,0.4028181467947569,0.16205767841340557,0.04891360649050433,0.4728056068671625,0.3966121363059807,0.4257253925377315,0.43589632994101457,0.43828775810866905,0.05929637643321931
1642180139.485,0.16305091772155722,0.046941308465313435,0.04707951285422909,0.45420004587761464,0.4594088308876022,0.41595923607721463,0.4563833496653132,0.45439075193742307,0.40654280441501606,0.1984708067080314,0.44667253117997446,0.177911628698708,0.05557554398178846,0.45450864083346054,0.16036942342558744,0.03517164460058274,0.5049973521451883,0.41553058100103957,0.4179153027182845,0.42911030538393646,0.1651683074352795,0.4945901178475689,0.41205516021801947,0.4117697095248677,0.45509894351400837,0.4683151634130599,0.4320488016517598,0.05180833623807725,0.43541224149416285,0.44848621839849234,0.15872554863717184,0.049206184166021336,0.48565568251297886,0.392626886413039,0.434143835216117,0.43787796577668353,0.4276626465864751,0.0660016832788382
1642180154.509,0.16305091772155722,0.046941308465313435,0.04707951285422909,0.45420004587761464,0.4594088308876022,0.41595923607721463,0.4563833496653132,0.45439075193742307,0.40654280441501606,0.1984708067080314,0.44667253117997446,0.177911628698708,0.05557554398178846,0.45450864083346054,0.16036942342558744,0.03517164460058274,0.5049973521451883,0.41553058100103957,0.4179153027182845,0.42911030538393646,0.1651683074352795,0.4945901178475689,0.41205516021801947,0.4117697095248677,0.45509894351400837,0.4683151634130599,0.4320488016517598,0.05180833623807725,0.43541224149416285,0.44848621839849234,0.15872554863717184,0.049206184166021336,0.48565568251297886,0.392626886413039,0.434143835216117,0.43787796577668353,0.4276626465864751,0.0660016832788382
1642180169.538,0.15576428685434915,0.05128099337487904,0.04878283359178483,0.47408658284437766,0.46514676184477144,0.43400064283508977,0.4723677164062147,0.4670756594949381,0.4156293868804534,0.20743265917961143,0.4537696883481033,0.1783813423843064,0.05643770019677863,0.46886318853511844,0.16179763159170815,0.038885708832328156,0.5100269887444018,0.4364530368996233,0.43548882788502297,0.4460618114259175,0.16432277929173317,0.5299489651170344,0.43014571867444346,0.4341061972263728,0.47065437764656226,0.4744278664612821,0.4539325329156919,0.05384640107229454,0.46756529781355066,0.4714321286093138,0.16228028600250402,0.04897369468540147,0.4929235840177951,0.4330119088711165,0.44677452620738556,0.4547793495225216,0.46661272024467726,0.06594322537727337
1642180184.567,0.15576428685434915,0.05128099337487904,0.04878283359178483,0.47408658284437766,0.46514676184477144,0.43400064283508977,0.4723677164062147,0.4670756594949381,0.4156293868804534,0.20743265917961143,0.4537696883481033,0.1783813423843064,0.05643770019677863,0.46886318853511844,0.16179763159170815,0.038885708832328156,0.5100269887444018,0.4364530368996233,0.43548882788502297,0.4460618114259175,0.16432277929173317,0.5299489651170344,0.43014571867444346,0.4341061972263728,0.47065437764656226,0.4744278664612821,0.4539325329156919,0.05384640107229454,0.46756529781355066,0.4714321286093138,0.16228028600250402,0.04897369468540147,0.4929235840177951,0.4330119088711165,0.44677452620738556,0.4547793495225216,0.46661272024467726,0.06594322537727337
1642180199.592,0.16322890294731646,0.05108949502828222,0.04873529965543878,0.47505668105005927,0.46678458748926144,0.4356243205614405,0.47389838345017454,0.4673408418580711,0.4437805238696599,0.19838791092431904,0.4542824635916388,0.17826349307321906,0.05621088856146936,0.4699832683748352,0.1623471093262508,0.03795220350777053,0.4909346733344908,0.4378599230138017,0.43612268178002733,0.446673006185356,0.16378524956196686,0.49772608729807144,0.4308001185841277,0.43429137667205076,0.4714930178822487,0.47675876069920775,0.4556798092432868,0.05358899645027708,0.42115333869146143,0.44952002262398627,0.16217812652341207,0.05085707539904755,0.4838643003500401,0.3992297879552139,0.44647737660839204,0.45599773769835866,0.4647780591546107,0.06675824018785145
1642180214.631,0.16322890294731646,0.05108949502828222,0.04873529965543878,0.47505668105005927,0.46678458748926144,0.4356243205614405,0.47389838345017454,0.4673408418580711,0.4437805238696599,0.19838791092431904,0.4542824635916388,0.17826349307321906,0.05621088856146936,0.4699832683748352,0.1623471093262508,0.03795220350777053,0.4909346733344908,0.4378599230138017,0.43612268178002733,0.446673006185356,0.16378524956196686,0.49772608729807144,0.4308001185841277,0.43429137667205076,0.4714930178822487,0.47675876069920775,0.4556798092432868,0.05358899645027708,0.42115333869146143,0.44952002262398627,0.16217812652341207,0.05085707539904755,0.4838643003500401,0.3992297879552139,0.44647737660839204,0.45599773769835866,0.4647780591546107,0.06675824018785145
1642180229.67,0.1625852860027488,0.04920321244044776,0.051061492065504865,0.471860714695206,0.4668749500765405,0.43618955383989366,0.4713894757742263,0.4647448615478352,0.43713603674308243,0.21147294762778848,0.4540215860197352,0.177831221651371,0.056313839532905335,0.4707455981012847,0.16153897840877413,0.0380992324885637,0.5199538468247397,0.43479831193138374,0.43220128654003,0.4465063279920471,0.15309767774320915,0.49826778699247964,0.43710639282200253,0.4327463853739164,0.4695529356035568,0.47729883553957897,0.42385052649760324,0.05274538294441059,0.4634539584818232,0.4709759407080586,0.16223872256057376,0.05070066515274568,0.456359275335,0.4289861980262207,0.44478382637386293,0.4549594607189121,0.4641414034674023,0.06314291384000978
