"Time","pod:recommendationservice-w1-5c774597c5-crlw6_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5c774597c5-wf672_service:recommendationservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-vtm9q_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-vgpwn_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-xmrq4_service:productcatalogservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-gkg5g_service:cartservice_node:worker--1.novalocal","pod:frontend-w1-599b6846df-ngrcz_service:frontend_node:worker--1.novalocal","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:cartservice-w3-856bd974f7-4k5dc_service:cartservice_node:worker--3","pod:recommendationservice-w4-6855bd669b-988sl_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w2-9f97cf96-5hj77_service:adservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-txns9_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-sg5hn_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-5ddv9_service:frontend_node:worker--3","pod:frontend-w3-8ddd87c7b-twlfj_service:frontend_node:worker--3","pod:recommendationservice-w3-8597bb459d-s5ql7_service:recommendationservice_node:worker--3","pod:adservice-w4-76766bdfb6-7nb22_service:adservice_node:worker--4.novalocal","pod:frontend-w1-599b6846df-wkg9t_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-p2jbv_service:recommendationservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-5rmxd_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w3-8597bb459d-j72zr_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:currencyservice-w4-649d8c7669-qbqp4_service:currencyservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-zr2wg_service:recommendationservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-b9dd8_service:currencyservice_node:worker--1.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-7dss8_service:adservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-8zgg7_service:productcatalogservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-zkp4k_service:productcatalogservice_node:worker--3","pod:currencyservice-w4-649d8c7669-6rxww_service:currencyservice_node:worker--4.novalocal","pod:currencyservice-w1-cd78b8fd6-ttzzl_service:currencyservice_node:worker--1.novalocal","pod:recommendationservice-w2-5bbcb977f8-w9j9n_service:recommendationservice_node:worker--2.novalocal","pod:productcatalogservice-w1-56c4dd84bf-rqtmt_service:productcatalogservice_node:worker--1.novalocal","pod:frontend-w2-777d8d5dcb-tmcbt_service:frontend_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-rvzxp_service:currencyservice_node:worker--3","pod:cartservice-w4-6d5d8bb6bc-lx5zn_service:cartservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-ltg4d_service:productcatalogservice_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-762gr_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-dzsld_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-nnsmx_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w4-6646bc856b-dm29z_service:frontend_node:worker--4.novalocal","pod:cartservice-w2-59ff89795c-gbtv4_service:cartservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-sjhgv_service:frontend_node:worker--2.novalocal"
1636582426.702,0.07351268212948062,0.07259707784097527,0.017392660851205,0.42102337609800944,0.18253655150741477,0.20025667385447962,0.1466660960403505,0.5425321150793887,0.005103888121102862,0.14597354701096327,0.08974012830713235,0.15793964480819583,0.41556832367075663,0.34677952390647426,0.5245955920484175,0.5448329085980042,0.07584649214325279,0.15404181587520704,0.543407768573454,0.08280149867206651,0.5461723324463763,0.07069332474028538,0.03694022948066357,0.45242712148647257,0.10242527693740254,0.3690814298073311,0.003734538708648434,0.13160129909904333,0.16133986970115732,0.1539369160427077,0.44345842716078565,0.36097302707624834,0.08695482716694578,0.15859458817588146,0.595858364124314,0.35812403932028847,0.1538161619981448,0.20884680282160112,0.1307742165903088,0.1595068472409859,0.18018094452769767,0.5602005789170681,0.17446622496377626,0.5793433988839733
1636582441.719,0.08169220478379342,0.08010447208318724,0.018736420874074983,0.47058901209137177,0.20239026742341581,0.23251692772124638,0.1667145535988461,0.6134559552560868,0.004442936623857889,0.16508754154121322,0.10331491692962629,0.1732563068323305,0.46378536681150045,0.4042539973659893,0.626184270637698,0.6158539090835615,0.08180589733475693,0.1773086831958322,0.6124256743594129,0.09394012937272728,0.6041896938271463,0.08139225016077523,0.0402913751542836,0.5052062263640822,0.10226643341640951,0.420637258157651,0.0036237204009203737,0.14650425254965782,0.17639217587604683,0.1781545571689994,0.4936173859603088,0.41154060153235994,0.09616594012431329,0.17784993399611104,0.6700945506553807,0.4101731766653992,0.1816744212664241,0.2248185260324956,0.14431532747216697,0.17959254091575555,0.20294153795463787,0.6048954684820305,0.19365437176118705,0.6538742645056209
1636582456.743,0.08169220478379342,0.08010447208318724,0.018736420874074983,0.47058901209137177,0.20239026742341581,0.23251692772124638,0.1667145535988461,0.6134559552560868,0.004442936623857889,0.16508754154121322,0.10331491692962629,0.1732563068323305,0.46378536681150045,0.4042539973659893,0.626184270637698,0.6158539090835615,0.08180589733475693,0.1773086831958322,0.6124256743594129,0.09394012937272728,0.6041896938271463,0.08139225016077523,0.0402913751542836,0.5052062263640822,0.10226643341640951,0.420637258157651,0.0036237204009203737,0.14650425254965782,0.17639217587604683,0.1781545571689994,0.4936173859603088,0.41154060153235994,0.09616594012431329,0.17784993399611104,0.6700945506553807,0.4101731766653992,0.1816744212664241,0.2248185260324956,0.14431532747216697,0.17959254091575555,0.20294153795463787,0.6048954684820305,0.19365437176118705,0.6538742645056209
1636582471.774,0.08446296150990179,0.08352399149662211,0.019194380261964152,0.48996876140923645,0.2092056860065071,0.22677316813492995,0.17430711493318518,0.6585414919039785,0.004307750991392788,0.17497299217595502,0.11696638253827989,0.1759419333456485,0.4862475051291918,0.4350387777301603,0.6689043574755811,0.6590929814611668,0.08676107077325743,0.18616812011882172,0.657071855700641,0.09415499112140034,0.6531317842110326,0.08211061896815847,0.03892457026073191,0.5375058981178775,0.11315763350291988,0.4365087051711466,0.0036494247000925448,0.15305861069600318,0.1860108217914422,0.18589034839726842,0.4965419306031582,0.43139266281171884,0.09539494822143951,0.18458757468027961,0.7171381212029692,0.4277348571251408,0.1780208527214068,0.2327800341187496,0.14803486677688504,0.18589523614896525,0.20816881673066012,0.6325571845885821,0.19685700096479597,0.6993896706386198
1636582486.792,0.08446296150990179,0.08352399149662211,0.019194380261964152,0.48996876140923645,0.2092056860065071,0.22677316813492995,0.17430711493318518,0.6585414919039785,0.004307750991392788,0.17497299217595502,0.11696638253827989,0.1759419333456485,0.4862475051291918,0.4350387777301603,0.6689043574755811,0.6590929814611668,0.08676107077325743,0.18616812011882172,0.657071855700641,0.09415499112140034,0.6531317842110326,0.08211061896815847,0.03892457026073191,0.5375058981178775,0.11315763350291988,0.4365087051711466,0.0036494247000925448,0.15305861069600318,0.1860108217914422,0.18589034839726842,0.4965419306031582,0.43139266281171884,0.09539494822143951,0.18458757468027961,0.7171381212029692,0.4277348571251408,0.1780208527214068,0.2327800341187496,0.14803486677688504,0.18589523614896525,0.20816881673066012,0.6325571845885821,0.19685700096479597,0.6993896706386198
1636582501.826,0.08500110103628244,0.08295741372077464,0.019286045601034814,0.4918584996749056,0.20916969464821203,0.2279138381034334,0.17497547873206487,0.6583690629427411,0.004692092216884854,0.17598876277346043,0.11673439361533208,0.17649784697473758,0.4863810124649858,0.4344317714105035,0.6683669345453518,0.6156430138742897,0.0861769976185188,0.1861145020914893,0.6543657482304089,0.0943038348496372,0.6859056533480928,0.08248700044670187,0.042434003566203034,0.5494389999092419,0.11470123395957196,0.4364101234380092,0.0036348738662018622,0.14768729580315332,0.1859124769285621,0.18664592620614023,0.5332937624438431,0.430632825719803,0.09581227473198703,0.18429406163113904,0.7176568105379042,0.42759481485903433,0.18064137118200776,0.23679696117164717,0.14838785583360506,0.1858335092732664,0.2089538709801686,0.6253318548092877,0.19677222342939826,0.6998321189037476
1636582516.846,0.08500110103628244,0.08295741372077464,0.019286045601034814,0.4918584996749056,0.20916969464821203,0.2279138381034334,0.17497547873206487,0.6583690629427411,0.004692092216884854,0.17598876277346043,0.11673439361533208,0.17649784697473758,0.4863810124649858,0.4344317714105035,0.6683669345453518,0.6156430138742897,0.0861769976185188,0.1861145020914893,0.6543657482304089,0.0943038348496372,0.6859056533480928,0.08248700044670187,0.042434003566203034,0.5494389999092419,0.11470123395957196,0.4364101234380092,0.0036348738662018622,0.14768729580315332,0.1859124769285621,0.18664592620614023,0.5332937624438431,0.430632825719803,0.09581227473198703,0.18429406163113904,0.7176568105379042,0.42759481485903433,0.18064137118200776,0.23679696117164717,0.14838785583360506,0.1858335092732664,0.2089538709801686,0.6253318548092877,0.19677222342939826,0.6998321189037476
1636582531.868,0.08435995678347438,0.0830248587632187,0.019261979768152398,0.4921981764593093,0.2101398075800841,0.215819985668631,0.1744799826263681,0.6573987155960497,0.004405240015482179,0.17039180835698414,0.11387426082817134,0.17668620739650182,0.4874803381637559,0.4143521470027472,0.658960895913672,0.6622223808201576,0.08616184917462574,0.18581234073008157,0.6557375918174019,0.0956139173248995,0.6716748826605223,0.08513918286701132,0.04225124968124364,0.5321670146995606,0.11512609230143386,0.4364282350325759,0.003617649167492771,0.152396324946109,0.18662545385380896,0.18717422553101415,0.5295891431161539,0.43195208230721,0.09552891653825973,0.18447736026220782,0.716040793606394,0.4289534058252516,0.17727629713391455,0.21397614594225864,0.14863768112869485,0.18608747904341838,0.2100642967207772,0.632733182130407,0.19763146134950815,0.6990569054850018
1636582546.897,0.08435995678347438,0.0830248587632187,0.019261979768152398,0.4921981764593093,0.2101398075800841,0.215819985668631,0.1744799826263681,0.6573987155960497,0.004405240015482179,0.17039180835698414,0.11387426082817134,0.17668620739650182,0.4874803381637559,0.4143521470027472,0.658960895913672,0.6622223808201576,0.08616184917462574,0.18581234073008157,0.6557375918174019,0.0956139173248995,0.6716748826605223,0.08513918286701132,0.04225124968124364,0.5321670146995606,0.11512609230143386,0.4364282350325759,0.003617649167492771,0.152396324946109,0.18662545385380896,0.18717422553101415,0.5295891431161539,0.43195208230721,0.09552891653825973,0.18447736026220782,0.716040793606394,0.4289534058252516,0.17727629713391455,0.21397614594225864,0.14863768112869485,0.18608747904341838,0.2100642967207772,0.632733182130407,0.19763146134950815,0.6990569054850018
1636582561.966,0.08437797565325245,0.08366087938476355,0.0191997856920309,0.493192338576385,0.21069878624162622,0.23064593961168053,0.1737159501781406,0.6609080241539326,0.004568835541438775,0.17029589313513235,0.11376256431800416,0.17800594937869735,0.488414036664638,0.4353043658179098,0.6710877093926176,0.6624892547586327,0.08166300633380345,0.17452228369975992,0.6577866597020705,0.0959802317076808,0.6479367456878362,0.0819118218292077,0.042368402544261434,0.5363444036257762,0.11128978648231994,0.4373156025375893,0.003611434651237138,0.15248710404618163,0.17400426460317167,0.18705210022328206,0.5294380846168549,0.43199313607155826,0.09556518925775065,0.18531509783097347,0.7187138573953198,0.428740171340823,0.17672771782194308,0.2162015572051325,0.1482912889286123,0.1856574188179041,0.2105098122476683,0.6553343323881906,0.19768458146883883,0.6995604551618462
