"Time","pod:recommendationservice-w4-5c774597c5-2nk94_service:recommendationservice_node:worker--4.novalocal","pod:adservice-w2-754d7d8cd4-k598v_service:adservice_node:worker--2","pod:frontend-w3-6646bc856b-wcpn8_service:frontend_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-6jlbt_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-k4ltd_service:currencyservice_node:worker--4.novalocal","pod:frontend-w2-8ddd87c7b-cdkrh_service:frontend_node:worker--2","pod:currencyservice-w3-649d8c7669-28284_service:currencyservice_node:worker--3.novalocal","pod:cartservice-w4-86744bdcbd-wmz2k_service:cartservice_node:worker--4.novalocal","pod:currencyservice-w1-6f8d8654c5-cgvlz_service:currencyservice_node:worker--1.novalocal","pod:productcatalogservice-w1-66565874fb-wk5zq_service:productcatalogservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-jl6bg_service:productcatalogservice_node:worker--2","pod:productcatalogservice-w3-5d9b8d854-q6wlp_service:productcatalogservice_node:worker--3.novalocal","pod:currencyservice-w1-6f8d8654c5-ml8jn_service:currencyservice_node:worker--1.novalocal","pod:frontend-w3-6646bc856b-5llzj_service:frontend_node:worker--3.novalocal","pod:productcatalogservice-w3-5d9b8d854-sdkf9_service:productcatalogservice_node:worker--3.novalocal","pod:recommendationservice-w3-6855bd669b-dpqld_service:recommendationservice_node:worker--3.novalocal","pod:currencyservice-w2-656689488c-6k8cp_service:currencyservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-hnh4r_service:recommendationservice_node:worker--2","pod:adservice-w4-5c67ddfffc-lzbk6_service:adservice_node:worker--4.novalocal","pod:frontend-w4-599b6846df-42qvc_service:frontend_node:worker--4.novalocal","pod:productcatalogservice-w4-56c4dd84bf-hwp4g_service:productcatalogservice_node:worker--4.novalocal","pod:redis-cart-w4-7c75d55f4d-4c98s_service:redis-cart_node:worker--4.novalocal","pod:productcatalogservice-w1-66565874fb-4m87m_service:productcatalogservice_node:worker--1.novalocal","pod:cartservice-w2-856bd974f7-hvffc_service:cartservice_node:worker--2","pod:recommendationservice-w2-8597bb459d-v5p4l_service:recommendationservice_node:worker--2","pod:recommendationservice-w3-6855bd669b-bl8h2_service:recommendationservice_node:worker--3.novalocal","pod:redis-cart-w2-6d65c886c7-2klnt_service:redis-cart_node:worker--2","pod:productcatalogservice-w4-56c4dd84bf-f47cm_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-5c774597c5-5pbr5_service:recommendationservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-2kkxs_service:frontend_node:worker--1.novalocal","pod:frontend-w1-777d8d5dcb-jbp5j_service:frontend_node:worker--1.novalocal","pod:currencyservice-w2-656689488c-t77f8_service:currencyservice_node:worker--2","pod:frontend-w2-8ddd87c7b-df9nb_service:frontend_node:worker--2","pod:frontend-w3-6646bc856b-sjvmm_service:frontend_node:worker--3.novalocal","pod:currencyservice-w4-cd78b8fd6-nxg85_service:currencyservice_node:worker--4.novalocal","pod:frontend-w1-777d8d5dcb-4zxfj_service:frontend_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-d4h7z_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w1-5bbcb977f8-dfr9j_service:recommendationservice_node:worker--1.novalocal","pod:productcatalogservice-w2-8649bb655b-bqws7_service:productcatalogservice_node:worker--2","pod:currencyservice-w3-649d8c7669-smn55_service:currencyservice_node:worker--3.novalocal","pod:frontend-w4-599b6846df-m9wqr_service:frontend_node:worker--4.novalocal","pod:recommendationservice-w1-5bbcb977f8-p5xf4_service:recommendationservice_node:worker--1.novalocal"
1638446140.049,0.04826393415343022,0.210062266427881,0.3552341042182212,0.0542197443425,0.1970053956470063,0.2784415571062255,0.23575738570666668,0.16474422208614925,0.2137093645646132,0.11479024207985765,0.10588458520231195,0.12839386184937499,0.21570147967658398,0.31859096972708334,0.1271333676054167,0.04913858137122168,0.19941339644688777,0.043149142934609586,0.19470870747114477,0.28756618741922124,0.10864736493396276,0.004186310315113281,0.11584641384006608,0.17802909278628626,0.04247636713061792,0.05478237125318667,0.03768976966985839,0.10788986483356328,0.048197416157451115,0.29484050353006064,0.29155478334856405,0.191333444394551,0.2680047397033836,0.20313386546125,0.19573853755780898,0.2908485892693533,0.04439105533788409,0.0477679740000221,0.11104765975084088,0.24785655149748295,0.28487275072341045,0.05040800193222004
1638446155.376,0.04590925290799313,0.19991335539038332,0.39297260781344423,0.05387998257868053,0.21968757478686063,0.3069531437141864,0.2668700964893409,0.18040019602123197,0.2387085895975974,0.12715624182412136,0.12419757673146109,0.14452067659062498,0.24037153623343632,0.3669303665425,0.14611301039046298,0.05224502465729341,0.21524016731411963,0.04487618825878956,0.19883390044198784,0.32334506103990257,0.11990881106471311,0.003917378881717394,0.12903955739384385,0.1872869583084536,0.046469501992494,0.05177663407351729,0.043173524495528776,0.11936587974377161,0.048910907933629434,0.3295436123062486,0.32651005884678985,0.2118062366061227,0.31752579828885497,0.2252843900065428,0.21773514177664144,0.3256507702858624,0.0456825053200981,0.04966647175668974,0.12356104883161623,0.28175138141342243,0.3195766585201698,0.04808743550746922
1638446170.543,0.04590925290799313,0.19991335539038332,0.39297260781344423,0.05387998257868053,0.21968757478686063,0.3069531437141864,0.2668700964893409,0.18040019602123197,0.2387085895975974,0.12715624182412136,0.12419757673146109,0.14452067659062498,0.24037153623343632,0.3669303665425,0.14611301039046298,0.05224502465729341,0.21524016731411963,0.04487618825878956,0.19883390044198784,0.32334506103990257,0.11990881106471311,0.003917378881717394,0.12903955739384385,0.1872869583084536,0.046469501992494,0.05177663407351729,0.043173524495528776,0.11936587974377161,0.048910907933629434,0.3295436123062486,0.32651005884678985,0.2118062366061227,0.31752579828885497,0.2252843900065428,0.21773514177664144,0.3256507702858624,0.0456825053200981,0.04966647175668974,0.12356104883161623,0.28175138141342243,0.3195766585201698,0.04808743550746922
1638446185.825,0.04555766836011082,0.1899365882645946,0.3825145214485314,0.053271769224059726,0.2211225220115457,0.32049361974720025,0.28418199488877305,0.18100607524120232,0.24075762442890097,0.1284902847953784,0.11976216089351643,0.13650699897000002,0.24191640679907428,0.38305326677924245,0.14270117887895084,0.056479874975401696,0.22575224212472866,0.04628070685214941,0.18021538216306504,0.3360883251031146,0.12312256496630644,0.003906721332169683,0.13042605942026492,0.19216578025888958,0.04714924423411026,0.05212471655021529,0.04496804137702666,0.12165086099527059,0.047758245599188495,0.3406377938569158,0.3366217455786844,0.2259295539191073,0.33168546605938454,0.25244119763132955,0.22063341062537256,0.3363650607615338,0.045836521781009276,0.04800679983540043,0.1269644540290743,0.2660746340331241,0.3325608471778159,0.04813268849125217
1638446201.021,0.04555766836011082,0.1899365882645946,0.3825145214485314,0.053271769224059726,0.2211225220115457,0.32049361974720025,0.28418199488877305,0.18100607524120232,0.24075762442890097,0.1284902847953784,0.11976216089351643,0.13650699897000002,0.24191640679907428,0.38305326677924245,0.14270117887895084,0.056479874975401696,0.22575224212472866,0.04628070685214941,0.18021538216306504,0.3360883251031146,0.12312256496630644,0.003906721332169683,0.13042605942026492,0.19216578025888958,0.04714924423411026,0.05212471655021529,0.04496804137702666,0.12165086099527059,0.047758245599188495,0.3406377938569158,0.3366217455786844,0.2259295539191073,0.33168546605938454,0.25244119763132955,0.22063341062537256,0.3363650607615338,0.045836521781009276,0.04800679983540043,0.1269644540290743,0.2660746340331241,0.3325608471778159,0.04813268849125217
1638446216.292,0.045686082036951146,0.17987660040876996,0.384567632276505,0.05631230352896678,0.22102370099092766,0.3365295379127967,0.2945662320388237,0.18032690766703752,0.23988121232554427,0.12934429516598694,0.12709404367810878,0.14562357010705204,0.24125791493186546,0.4157080030202842,0.15188864565817733,0.05591017528686963,0.20783403593068522,0.046575426229889735,0.16627617806515796,0.337597190707481,0.12367584306589022,0.0039177863779752695,0.13010222469409585,0.1937089888873159,0.04811362985852438,0.05260849934811476,0.04525799717949445,0.12143989339949565,0.04758435270028713,0.3415724031236383,0.3370414629620603,0.22543059275215188,0.3336497371348415,0.23516943857837347,0.22087726090205811,0.33672627281115647,0.045350323832318656,0.047635812350243,0.12074341789396162,0.28645404217245896,0.33451235567344095,0.04844834273058708
1638446231.388,0.045686082036951146,0.17987660040876996,0.384567632276505,0.05631230352896678,0.22102370099092766,0.3365295379127967,0.2945662320388237,0.18032690766703752,0.23988121232554427,0.12934429516598694,0.12709404367810878,0.14562357010705204,0.24125791493186546,0.4157080030202842,0.15188864565817733,0.05591017528686963,0.20783403593068522,0.046575426229889735,0.16627617806515796,0.337597190707481,0.12367584306589022,0.0039177863779752695,0.13010222469409585,0.1937089888873159,0.04811362985852438,0.05260849934811476,0.04525799717949445,0.12143989339949565,0.04758435270028713,0.3415724031236383,0.3370414629620603,0.22543059275215188,0.3336497371348415,0.23516943857837347,0.22087726090205811,0.33672627281115647,0.045350323832318656,0.047635812350243,0.12074341789396162,0.28645404217245896,0.33451235567344095,0.04844834273058708
1638446246.41,0.046150042214442924,0.1670319303268084,0.3973952121391272,0.05278607841868572,0.2214319332268542,0.3353460657906938,0.29413672766688215,0.1808789989528798,0.23967537387925283,0.12889563806133203,0.12120385701076236,0.14784762264556423,0.24041252527032564,0.3607450922092826,0.14974938065080168,0.054342269986967784,0.22591085558489607,0.0465441998596191,0.15594395491748253,0.3375287565762516,0.12338007252033856,0.003841959791701489,0.12966263114949927,0.187268881751663,0.04822116084883182,0.05011046535032277,0.045477889797207516,0.12166547384562351,0.047475921894234524,0.33989868674086454,0.33693095827379194,0.21961414897734055,0.33232298136193406,0.23346507562887453,0.22126869766770624,0.33522100910763186,0.04596080198536909,0.04725786736809259,0.12740095023435188,0.2841080966783509,0.3342556317388362,0.04818356500205291
1638446261.427,0.046150042214442924,0.1670319303268084,0.3973952121391272,0.05278607841868572,0.2214319332268542,0.3353460657906938,0.29413672766688215,0.1808789989528798,0.23967537387925283,0.12889563806133203,0.12120385701076236,0.14784762264556423,0.24041252527032564,0.3607450922092826,0.14974938065080168,0.054342269986967784,0.22591085558489607,0.0465441998596191,0.15594395491748253,0.3375287565762516,0.12338007252033856,0.003841959791701489,0.12966263114949927,0.187268881751663,0.04822116084883182,0.05011046535032277,0.045477889797207516,0.12166547384562351,0.047475921894234524,0.33989868674086454,0.33693095827379194,0.21961414897734055,0.33232298136193406,0.23346507562887453,0.22126869766770624,0.33522100910763186,0.04596080198536909,0.04725786736809259,0.12740095023435188,0.2841080966783509,0.3342556317388362,0.04818356500205291
1638446276.494,0.04652637419365853,0.16055875342945464,0.40735249249160355,0.05226401832563637,0.22116503717366232,0.3357465383750769,0.2934436277613872,0.18048305766042866,0.2384045789070039,0.12941362940884296,0.12632487913386747,0.15960814369839119,0.23995609445531063,0.3703801265925121,0.15843400659592113,0.05670662521753907,0.21876090310375926,0.04706139480659145,0.150333873083941,0.3378738898938661,0.12315335006514547,0.003831107821237702,0.1296400768665495,0.19372692060691887,0.04840790398173449,0.052359200552309776,0.045357537294615724,0.12140386465078437,0.04720886119150501,0.3399194488624396,0.3366557446157164,0.2267382216010065,0.32448069841383587,0.24070621581711402,0.22178687217318005,0.33523043027955535,0.046667589493682195,0.046442943684389906,0.12465899404008618,0.28441932260146396,0.33464601930926036,0.04751162533753392
