"Time","pod:productcatalogservice-w1-56c4dd84bf-q9gzf_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-shdfz_service:currencyservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-cksn8_service:productcatalogservice_node:worker--2.novalocal","pod:frontend-w3-8ddd87c7b-tdlmh_service:frontend_node:worker--3","pod:recommendationservice-w1-5c774597c5-w5qlv_service:recommendationservice_node:worker--1.novalocal","pod:recommendationservice-w3-8597bb459d-w6wz9_service:recommendationservice_node:worker--3","pod:currencyservice-w4-649d8c7669-mbw24_service:currencyservice_node:worker--4.novalocal","pod:productcatalogservice-w4-5d9b8d854-rgww2_service:productcatalogservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-xpr9w_service:recommendationservice_node:worker--4.novalocal","pod:redis-cart-w4-5fdf77f88c-ttgks_service:redis-cart_node:worker--4.novalocal","pod:recommendationservice-w1-5c774597c5-jqbmf_service:recommendationservice_node:worker--1.novalocal","pod:currencyservice-w3-656689488c-fzjwn_service:currencyservice_node:worker--3","pod:recommendationservice-w3-8597bb459d-bvzfb_service:recommendationservice_node:worker--3","pod:redis-cart-w3-6d65c886c7-84qq2_service:redis-cart_node:worker--3","pod:recommendationservice-w2-5bbcb977f8-bg82v_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-rc8xr_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w4-6d5d8bb6bc-lx5zn_service:cartservice_node:worker--4.novalocal","pod:recommendationservice-w4-6855bd669b-6zkjg_service:recommendationservice_node:worker--4.novalocal","pod:productcatalogservice-w3-8649bb655b-mjs8r_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-t7dgj_service:frontend_node:worker--4.novalocal","pod:frontend-w1-599b6846df-ggtvk_service:frontend_node:worker--1.novalocal","pod:frontend-w1-599b6846df-rcnx5_service:frontend_node:worker--1.novalocal","pod:productcatalogservice-w1-56c4dd84bf-d6xx8_service:productcatalogservice_node:worker--1.novalocal","pod:currencyservice-w2-6f8d8654c5-6z4gs_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w3-656689488c-k8pgv_service:currencyservice_node:worker--3","pod:frontend-w3-8ddd87c7b-495g7_service:frontend_node:worker--3","pod:currencyservice-w1-cd78b8fd6-jmwr9_service:currencyservice_node:worker--1.novalocal","pod:cartservice-w2-59ff89795c-gbtv4_service:cartservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-tvjzb_service:frontend_node:worker--2.novalocal","pod:cartservice-w3-856bd974f7-4k5dc_service:cartservice_node:worker--3","pod:productcatalogservice-w3-8649bb655b-dmfcg_service:productcatalogservice_node:worker--3","pod:frontend-w4-6646bc856b-ntkts_service:frontend_node:worker--4.novalocal","pod:adservice-w1-5c67ddfffc-762gr_service:adservice_node:worker--1.novalocal","pod:productcatalogservice-w2-66565874fb-jfmps_service:productcatalogservice_node:worker--2.novalocal","pod:adservice-w3-754d7d8cd4-7dss8_service:adservice_node:worker--3","pod:adservice-w4-76766bdfb6-7nb22_service:adservice_node:worker--4.novalocal","pod:currencyservice-w4-649d8c7669-4sm7h_service:currencyservice_node:worker--4.novalocal","pod:cartservice-w1-86744bdcbd-gkg5g_service:cartservice_node:worker--1.novalocal","pod:currencyservice-w1-cd78b8fd6-5j79p_service:currencyservice_node:worker--1.novalocal","pod:redis-cart-w1-7c75d55f4d-4w8rw_service:redis-cart_node:worker--1.novalocal","pod:adservice-w2-9f97cf96-bv82v_service:adservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-6r4tm_service:frontend_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:productcatalogservice-w4-5d9b8d854-tfw5g_service:productcatalogservice_node:worker--4.novalocal"
1636570701.553,0.2463145008638961,0.2697433620304934,0.27352367513036224,0.49149770975704177,0.1380394058823906,0.13586240370235816,0.275045163139375,0.28223759781665403,0.1775364419214898,0.004842936622952878,0.13591809165397178,0.21746511519900247,0.14859466932125753,0.033063881501122994,0.1664403220622379,0.1618370960734308,0.14902790634346816,0.19488542903296505,0.24259386087399903,0.5572385888298674,0.49848151819944,0.5233733323746346,0.24793194744479335,0.27291000641714325,0.23291671620343418,0.5029826395215105,0.23934425868056414,0.17433810597882643,0.5415544817874188,0.15115426414578825,0.24135584495808804,0.4654314918975578,0.13195474932459536,0.27566825624749547,0.13393326488141183,0.156903459436385,0.26843610564345166,0.14759702455047988,0.23865966768223656,0.01813706964377371,0.15411483184753078,0.5333516167005821,0.012901100709108123,0.2579104410104211
1636570716.58,0.28106008505513413,0.3061783781842403,0.30523585204894865,0.5581926086123352,0.15454046546599107,0.1531932218123354,0.33842415833415906,0.3208382361021075,0.22144300388168336,0.004472185949073778,0.15590117152422212,0.2627939297129912,0.15166219914354284,0.036949080107412914,0.18306139342750305,0.1831467270590607,0.16734199213274847,0.1975811889464078,0.27516258787257325,0.6396552987818861,0.5659763113380416,0.5897040081200076,0.2805861965347891,0.3037117355308334,0.26520174373721317,0.579239821953184,0.26581272527319,0.19623366717341165,0.6100345372043674,0.17001347331839167,0.27533623656566025,0.5895893536085361,0.14624634921588672,0.3093247751653537,0.14889154382121658,0.17283154627889255,0.32627292775567474,0.16489449674993212,0.26135295133066105,0.020393002726825253,0.17404563518066357,0.5984967597828512,0.014288745310811021,0.29044791563515526
1636570731.598,0.28106008505513413,0.3061783781842403,0.30523585204894865,0.5581926086123352,0.15454046546599107,0.1531932218123354,0.33842415833415906,0.3208382361021075,0.22144300388168336,0.004472185949073778,0.15590117152422212,0.2627939297129912,0.15166219914354284,0.036949080107412914,0.18306139342750305,0.1831467270590607,0.16734199213274847,0.1975811889464078,0.27516258787257325,0.6396552987818861,0.5659763113380416,0.5897040081200076,0.2805861965347891,0.3037117355308334,0.26520174373721317,0.579239821953184,0.26581272527319,0.19623366717341165,0.6100345372043674,0.17001347331839167,0.27533623656566025,0.5895893536085361,0.14624634921588672,0.3093247751653537,0.14889154382121658,0.17283154627889255,0.32627292775567474,0.16489449674993212,0.26135295133066105,0.020393002726825253,0.17404563518066357,0.5984967597828512,0.014288745310811021,0.29044791563515526
1636570746.622,0.30021999416228223,0.3185800396214675,0.32446485365786104,0.6112957765291911,0.1643010027138289,0.1640698898265353,0.3242451080086781,0.32223194266774846,0.21461160206417967,0.004287741687755459,0.16390775840268232,0.27650057090634295,0.16604039206861354,0.03689877984272459,0.19085110643108533,0.18613639407274296,0.18429477912829734,0.2090947281850102,0.2924472570207113,0.6541586037678959,0.6171755360415009,0.6436428712687713,0.300806854029775,0.31767096888472346,0.2807518893553421,0.6318448002353214,0.28104202258972916,0.20106353640944807,0.6630163055910534,0.1839481291376171,0.29624365300508043,0.6431236650662765,0.1521549301257808,0.3262406956267984,0.15536149924521347,0.19232187940859763,0.35407748749125784,0.17687657383951452,0.2801755899977723,0.021178892015446267,0.17765954098706227,0.6512974398147647,0.014210829427850308,0.33769701067643315
1636570761.648,0.30021999416228223,0.3185800396214675,0.32446485365786104,0.6112957765291911,0.1643010027138289,0.1640698898265353,0.3242451080086781,0.32223194266774846,0.21461160206417967,0.004287741687755459,0.16390775840268232,0.27650057090634295,0.16604039206861354,0.03689877984272459,0.19085110643108533,0.18613639407274296,0.18429477912829734,0.2090947281850102,0.2924472570207113,0.6541586037678959,0.6171755360415009,0.6436428712687713,0.300806854029775,0.31767096888472346,0.2807518893553421,0.6318448002353214,0.28104202258972916,0.20106353640944807,0.6630163055910534,0.1839481291376171,0.29624365300508043,0.6431236650662765,0.1521549301257808,0.3262406956267984,0.15536149924521347,0.19232187940859763,0.35407748749125784,0.17687657383951452,0.2801755899977723,0.021178892015446267,0.17765954098706227,0.6512974398147647,0.014210829427850308,0.33769701067643315
1636570776.671,0.30000406828975296,0.3189391876820636,0.3245097878746377,0.5980903925411015,0.1642937906820236,0.16340328682899113,0.339368856131933,0.3418870592185854,0.2246728046910825,0.004299528239531466,0.16470061485714588,0.2759072689494181,0.16498985838118052,0.03707494989507975,0.1903532351717372,0.1860805419956884,0.1872025565745753,0.2182359525322493,0.2967624660598586,0.640428227704537,0.6182504834774972,0.6442776709938918,0.3016799093054551,0.3188274663346552,0.27880900910318057,0.6328272949088654,0.28014011998662713,0.20107785137686718,0.6619258024158752,0.15715905862125196,0.2958354037756418,0.6464710763701027,0.15231054631681434,0.32705294393357676,0.1462602325202619,0.17857129351523468,0.3367463016183258,0.17771190619152077,0.28078390411860904,0.02124782814222278,0.17890748984780674,0.6520484286273311,0.01410875830762644,0.3095600487538681
1636570791.694,0.30000406828975296,0.3189391876820636,0.3245097878746377,0.5980903925411015,0.1642937906820236,0.16340328682899113,0.339368856131933,0.3418870592185854,0.2246728046910825,0.004299528239531466,0.16470061485714588,0.2759072689494181,0.16498985838118052,0.03707494989507975,0.1903532351717372,0.1860805419956884,0.1872025565745753,0.2182359525322493,0.2967624660598586,0.640428227704537,0.6182504834774972,0.6442776709938918,0.3016799093054551,0.3188274663346552,0.27880900910318057,0.6328272949088654,0.28014011998662713,0.20107785137686718,0.6619258024158752,0.15715905862125196,0.2958354037756418,0.6464710763701027,0.15231054631681434,0.32705294393357676,0.1462602325202619,0.17857129351523468,0.3367463016183258,0.17771190619152077,0.28078390411860904,0.02124782814222278,0.17890748984780674,0.6520484286273311,0.01410875830762644,0.3095600487538681
1636570806.816,0.2994227249752083,0.31815947629058916,0.3254219182252871,0.6128077449149731,0.16427834207960684,0.16469148535163386,0.3420852144051452,0.32967386243672037,0.21319973473644593,0.00433223893279506,0.1646541468033506,0.2673577732444008,0.16483766731976673,0.03565810839183669,0.18983287682544092,0.1867475876274325,0.17645544735400914,0.21147471665117315,0.2973343017325626,0.6505383643513082,0.6193168587995929,0.6443987454633746,0.30131818248533887,0.3176903102763394,0.26591566150860013,0.6341091184797311,0.2794844568324448,0.20133615085655465,0.6618552042374488,0.1779184931598497,0.2954687948925077,0.6047667054336587,0.15229730188711976,0.3272042337415664,0.154315493299581,0.18329164365324646,0.3237787753650757,0.17818418399189873,0.28083665010222203,0.021195145578316858,0.1784206657545534,0.6524641384322696,0.014023425813354369,0.2979351425149973
1636570821.863,0.2994227249752083,0.31815947629058916,0.3254219182252871,0.6128077449149731,0.16427834207960684,0.16469148535163386,0.3420852144051452,0.32967386243672037,0.21319973473644593,0.00433223893279506,0.1646541468033506,0.2673577732444008,0.16483766731976673,0.03565810839183669,0.18983287682544092,0.1867475876274325,0.17645544735400914,0.21147471665117315,0.2973343017325626,0.6505383643513082,0.6193168587995929,0.6443987454633746,0.30131818248533887,0.3176903102763394,0.26591566150860013,0.6341091184797311,0.2794844568324448,0.20133615085655465,0.6618552042374488,0.1779184931598497,0.2954687948925077,0.6047667054336587,0.15229730188711976,0.3272042337415664,0.154315493299581,0.18329164365324646,0.3237787753650757,0.17818418399189873,0.28083665010222203,0.021195145578316858,0.1784206657545534,0.6524641384322696,0.014023425813354369,0.2979351425149973
1636570836.881,0.29960043243195744,0.31733936183186384,0.3254591794601231,0.6008064180118236,0.16418959171678102,0.16393180117107214,0.35051404846575285,0.3209492154187461,0.2007864269618648,0.004843486436357109,0.1635587688527983,0.26722645555289665,0.16458538052538763,0.03895691959624468,0.19007983274563234,0.18766964714614337,0.17414147032950011,0.21163610783686254,0.29113434479713995,0.6940183160857584,0.6191204107583876,0.643900118058276,0.302220539109632,0.3181477214983247,0.27863095487669315,0.6332894593958219,0.27878068074124923,0.20100792245621318,0.6625860176191921,0.18377818765283696,0.2952140728690463,0.5952956919097454,0.15174616876749125,0.3272040070450199,0.14734272038590557,0.18622998745589325,0.33892930221643713,0.1777436551301959,0.2801243466524409,0.021284953415555197,0.1780169108846415,0.6527928897264853,0.01396608951955092,0.33365734110047984
